path,d_sharpe,d_cagr,d_mdd
0,0.111095,4.610455,-4.285348
1,0.032325,2.697848,-1.413610
2,0.107809,3.036834,-1.554742
3,0.006889,-0.492126,1.196766
4,-0.014806,-0.543754,-3.364106
5,0.009955,1.208942,3.759957
6,-0.137780,-4.731501,20.213371
7,0.083040,4.565177,-3.839611
8,0.001021,1.343908,12.127495
9,0.000373,0.624062,-0.239588
10,-0.002178,0.855191,-3.184094
11,0.007713,0.411275,-3.534180
12,-0.027782,-1.036454,2.753759
13,0.108367,2.663287,1.844420
14,0.090464,5.227090,5.501979
15,-0.373285,-17.567089,5.031344
16,-0.207750,-7.158899,-2.494430
17,0.091166,8.613401,-2.385217
18,0.266082,9.171958,-0.826322
19,0.024372,2.286912,4.336885
20,-0.093685,-3.609004,5.552460
21,0.010310,1.820495,1.591244
22,-0.249409,-6.721747,16.968042
23,0.032635,2.398777,-3.817785
24,0.003373,-0.974381,0.680090
25,0.015846,1.028597,7.857433
26,0.054617,1.692650,-8.017987
27,0.211448,5.015401,-7.791678
28,0.222411,7.631944,-5.212693
29,-0.146269,-5.601903,1.289201
30,-0.026328,-0.255387,8.818568
31,-0.025363,-0.692581,12.006537
32,-0.019198,-0.430579,-4.577318
33,-0.021533,-1.241432,-2.324324
34,-0.016742,-0.515670,-2.963895
35,-0.093277,-3.677698,4.192441
36,0.051212,1.963617,-4.219837
37,0.229414,6.165704,-8.944714
38,0.288146,9.330881,-9.847007
39,0.086596,2.118631,-3.603608
40,0.042345,2.022652,-1.605213
41,-0.027156,-0.261072,4.779488
42,0.045758,2.772675,-5.368380
43,-0.021916,-0.629262,5.207229
44,0.003486,0.326306,8.069062
45,0.031171,0.976857,5.535461
46,0.159904,4.531509,-2.872102
47,0.067681,2.799631,-4.431677
48,0.037078,0.709700,-1.708432
49,-0.137344,-5.579521,5.890785
50,-0.154269,-5.010378,2.927335
51,0.057451,1.851944,0.698267
52,0.058593,2.381533,-0.615416
53,0.055462,4.298188,1.553773
54,0.269294,10.802857,-9.015558
55,0.240211,10.953934,-9.353480
56,0.046669,1.759848,7.020238
57,-0.044969,-1.235261,-1.316018
58,0.100014,3.888918,-1.784526
59,0.057655,3.156026,-2.593672
60,-0.080214,-2.776060,6.991700
61,-0.040894,-0.971550,-6.582862
62,-0.108945,-4.254425,8.296751
63,-0.010528,-0.165070,0.979495
64,-0.046548,-1.863951,13.933362
65,0.051677,2.511701,1.108191
66,0.017597,1.831731,4.664866
67,0.094328,3.547061,-0.825442
68,0.013061,0.966712,6.825334
69,0.188700,9.497391,-2.406153
70,0.120934,3.639621,-1.872149
71,0.133264,7.596653,-4.242391
72,-0.067969,-2.786602,0.972468
73,0.285619,18.456432,-3.291868
74,-0.096618,-3.296143,4.939061
75,0.021576,0.554585,-1.668688
76,0.044127,1.384389,9.994245
77,-0.032116,0.875913,18.728245
78,0.205894,11.182299,-1.264023
79,-0.057052,-1.797418,-2.104721
80,0.023471,1.766203,-0.757406
81,-0.022887,-0.775558,-1.339210
82,0.056981,1.476048,4.569664
83,0.120484,4.694192,-4.509368
84,-0.129138,-5.144762,17.258546
85,0.025659,1.309294,-2.429819
86,-0.045398,-1.626381,-0.290268
87,0.038259,2.307067,2.935457
88,0.128413,4.858712,-6.436917
89,0.061027,1.922870,-7.045451
90,0.163275,7.915828,-5.500587
91,0.086788,3.040711,1.074044
92,0.145915,6.549738,-0.304917
93,0.003255,0.739875,7.187967
94,0.106934,4.936697,2.187393
95,0.028900,0.760771,0.640345
96,0.033643,1.825410,3.260052
97,-0.313229,-10.379939,22.453059
98,0.022183,0.553988,7.558327
99,-0.032304,-1.049167,0.151555
100,-0.214451,-8.798836,11.072147
101,0.115231,5.328382,2.283084
102,0.062259,1.816345,-0.031085
103,-0.223078,-7.211478,10.217370
104,-0.100619,-3.893495,2.225997
105,0.049990,2.033521,1.872384
106,0.063065,1.892002,-0.904975
107,-0.048584,-1.723241,5.745725
108,0.167798,7.757690,-4.609857
109,-0.136327,-4.325846,3.094534
110,0.187915,4.182576,-6.807844
111,0.124991,5.334128,-6.938935
112,0.176304,8.828680,-0.842934
113,-0.106921,-3.484364,2.334509
114,0.148808,4.540267,-2.040945
115,0.231968,7.134701,-5.745348
116,0.032584,2.394630,-2.899373
117,0.200882,6.949177,-5.997256
118,0.137930,7.966411,-17.942190
119,-0.007921,-0.251310,6.180584
120,0.042379,1.445051,-2.179398
121,-0.047420,-1.018421,3.886411
122,-0.079750,-3.249281,0.565588
123,-0.219707,-8.244956,4.063476
124,-0.182754,-7.637728,2.977013
125,-0.065512,-2.500637,6.803035
126,0.016986,0.411226,-1.437745
127,-0.027655,-0.653970,0.520181
128,0.019159,0.860181,-4.726470
129,0.081516,2.824242,2.998206
130,0.217279,9.362757,-8.433256
131,0.200574,10.935775,-3.416287
132,-0.071576,-1.515817,12.093583
133,0.074781,5.432562,-4.879214
134,0.073340,2.895335,1.642450
135,-0.028508,-0.537268,10.411783
136,-0.052227,-1.715437,10.811296
137,0.134178,4.841240,1.949076
138,-0.067453,-2.510072,-6.587226
139,0.030306,2.161371,-5.088094
140,0.033337,2.562293,-1.222786
141,0.218728,5.489307,-7.268174
142,0.096387,8.822022,2.028316
143,-0.055259,-2.215938,-0.690651
144,0.058097,0.841756,-2.407995
145,-0.133607,-4.982993,12.122607
146,-0.007525,0.124928,0.033423
147,-0.064117,-2.569018,-1.308760
148,0.070176,2.788827,-3.202030
149,0.251123,9.654365,-0.221229
150,-0.165604,-6.422165,13.119412
151,-0.016302,1.227861,4.537990
152,-0.096259,-3.459702,1.598210
153,0.186409,7.636000,9.830547
154,0.039011,0.597978,2.010812
155,-0.139170,-5.376665,4.824844
156,0.282420,18.142654,-19.740521
157,-0.105096,-3.189379,2.934341
158,-0.186222,-6.476866,18.628181
159,0.081296,3.912063,-8.588533
160,-0.248739,-8.309347,21.997454
161,0.148905,7.782969,-3.286729
162,-0.020068,-0.926692,1.980017
163,0.043109,1.950324,-2.954274
164,-0.060387,-2.147829,-1.792093
165,0.048777,1.511732,1.798603
166,-0.019207,-0.142653,0.409359
167,0.148016,4.456914,1.231054
168,0.061617,5.077916,-1.985784
169,0.093479,1.897836,-1.328268
170,-0.213953,-7.091532,-0.358259
171,0.217843,6.909110,-9.616043
172,0.049154,2.781460,-1.354907
173,-0.171541,-6.016662,4.223509
174,-0.106422,-3.414631,1.170693
175,0.027364,1.874922,2.635269
176,0.219349,8.759704,-12.883350
177,0.216437,10.197924,-3.200929
178,0.092273,1.824863,-2.702070
179,0.017783,3.026361,-0.437568
180,0.072620,3.319659,2.056085
181,0.084230,5.095458,2.698822
182,0.111380,4.290305,-2.501450
183,0.351815,8.978326,-5.609652
184,0.044297,2.635106,-3.897260
185,-0.005148,3.163600,18.995858
186,-0.006019,1.349220,1.772476
187,0.350360,12.497770,-11.214643
188,-0.025508,-1.447438,6.096471
189,0.064734,3.805726,-7.412497
190,0.506372,22.737758,-5.411335
191,0.105623,7.223471,-2.085532
192,-0.102941,-3.580185,2.903537
193,-0.033730,-1.463555,0.037392
194,0.077730,5.553992,-0.830926
195,-0.109731,-3.503459,3.674132
196,-0.099858,-3.774205,11.022912
197,0.069105,4.996065,-4.421372
198,0.204110,9.658847,-7.357687
199,-0.026330,-0.837105,-5.353326
200,0.056905,1.855041,-10.850315
201,0.231225,11.041126,-1.651853
202,0.381782,14.691624,-1.317214
203,-0.041307,-1.452554,4.643889
204,0.069579,3.879948,3.013894
205,-0.050829,-1.549442,-0.511175
206,0.154952,6.886952,0.645631
207,0.230699,7.898608,3.859692
208,0.260024,22.920097,12.390488
209,0.078098,3.201527,-0.419777
210,0.097403,-1.589666,3.913880
211,-0.081332,-3.970936,-0.205207
212,0.138540,5.117653,2.046488
213,-0.040139,-1.445888,1.871455
214,0.136480,3.234141,-5.438270
215,0.344935,15.933252,-8.467280
216,-0.006898,-0.138768,-0.009732
217,0.195014,6.524613,5.645028
218,-0.106566,-4.057740,1.003183
219,0.074072,4.585168,1.132139
220,-0.086056,-3.320812,1.027238
221,0.186307,11.111398,1.200909
222,0.102208,4.314247,0.348527
223,-0.041191,-1.379586,6.848351
224,0.093716,4.952820,6.295167
225,0.150278,10.311234,-6.818408
226,0.169667,8.126825,-0.978156
227,-0.022348,1.396197,-3.758489
228,0.111578,4.477129,-3.433972
229,-0.084474,-0.921064,-1.596906
230,0.015880,0.458738,0.894877
231,0.078021,4.961634,1.346743
232,0.096188,4.196677,0.452161
233,0.368532,11.984341,-12.027869
234,0.021165,0.953863,-5.131252
235,-0.025079,2.409140,8.391660
236,-0.031588,-1.265371,15.636555
237,0.089489,3.252401,-2.455705
238,0.024012,0.870247,-2.562390
239,0.014881,1.564016,-2.911391
240,-0.064702,-2.084090,1.045317
241,-0.048954,-1.519732,9.459027
242,-0.015427,-0.738768,2.812246
243,-0.084181,-2.631638,4.653601
244,-0.030648,-1.116446,4.334283
245,0.125613,3.893904,-3.329589
246,0.183194,8.322274,-7.903978
247,-0.025412,-2.653642,5.740689
248,-0.066737,-1.416486,12.708486
249,-0.177230,-5.676251,9.463466
250,-0.113618,-4.629535,4.334577
251,0.070222,4.165804,-0.415866
252,0.173939,4.430286,-3.878394
253,-0.027502,-1.458306,-2.339955
254,-0.091881,-3.110935,4.131794
255,0.068994,6.266791,9.391178
256,-0.002848,-0.020511,1.396882
257,-0.059825,-1.901520,11.078121
258,0.031914,1.373667,-0.492273
259,0.082694,2.541561,-1.962435
260,0.042796,1.670466,3.373739
261,0.057895,1.616846,-1.254549
262,0.316645,10.127035,-16.428035
263,0.089785,2.607291,2.431151
264,0.110811,3.461589,1.233972
265,0.297725,13.107611,-14.378048
266,-0.030426,-0.797047,-0.722297
267,-0.041333,-0.508936,-4.880232
268,0.247927,8.845316,-9.750719
269,-0.042253,-1.520545,-5.133829
270,0.167202,6.081980,-4.557119
271,0.435020,15.412587,-3.308398
272,0.228145,9.304615,-9.293618
273,-0.300868,-12.211165,9.146577
274,-0.074763,-2.607884,2.795779
275,0.142029,5.818020,3.138701
276,-0.041802,-1.665055,-0.668333
277,0.054519,2.351590,1.456660
278,0.035101,2.382788,-1.603464
279,-0.157804,-6.107294,4.244550
280,-0.258986,-10.030961,3.142026
281,0.027748,1.722854,4.562902
282,-0.012418,-0.725769,-3.166036
283,0.143603,8.693005,-2.907251
284,-0.003401,-0.134839,0.133602
285,0.084598,2.736199,-4.196825
286,-0.156543,-5.001283,7.383490
287,-0.034329,-1.152803,-0.878018
288,0.012295,1.367556,-1.832559
289,0.065614,2.966930,1.120674
290,0.131855,5.000192,2.953151
291,0.006651,-0.394085,2.371420
292,-0.165791,-6.316330,-1.195508
293,0.103304,4.524260,4.674548
294,-0.028789,-1.042113,7.560904
295,0.034691,1.108663,-4.374057
296,0.315590,13.971144,6.196838
297,-0.041286,-1.552677,3.742522
298,0.087943,4.552527,-1.764497
299,-0.012199,1.262116,-8.737997
300,-0.014441,-0.468863,-1.039379
301,0.062348,3.694188,-4.657561
302,0.083818,2.450246,-2.166325
303,0.107801,6.609759,-9.798467
304,0.088177,3.991001,-10.101338
305,0.299446,7.434016,-8.989708
306,-0.242315,-7.775883,15.384152
307,0.304469,19.573056,-0.990676
308,0.115873,6.756273,-5.987128
309,0.165228,7.533328,0.292202
310,0.065532,2.874651,-3.182651
311,0.069917,2.826585,2.199882
312,0.105483,5.860264,-3.095716
313,0.073364,1.882371,1.422438
314,0.010941,0.605268,6.293042
315,0.145656,6.511862,-1.734438
316,0.271609,12.364476,-11.505762
317,0.064849,2.006095,-4.371974
318,0.204969,8.661063,-3.589858
319,0.085375,4.396383,-0.708264
320,0.197483,7.636615,-2.004376
321,-0.011768,-0.496773,4.363978
322,0.199437,5.996583,-6.019504
323,-0.002479,0.219724,-0.755630
324,-0.056349,-1.844330,7.487475
325,-0.041937,-1.496878,4.141220
326,-0.030713,-1.695961,6.531653
327,0.018254,1.143830,4.483414
328,0.110529,6.021684,-3.119865
329,-0.014232,-0.006837,4.261916
330,0.176879,4.933310,-15.067501
331,0.000505,0.475011,-0.115344
332,0.053290,1.716547,1.873715
333,0.029473,3.728862,-2.815040
334,0.025888,1.321892,-3.436635
335,0.074796,2.106174,1.307119
336,0.246979,12.665442,-1.934254
337,0.193518,8.648455,-1.028787
338,0.167885,11.195198,3.162810
339,0.217680,7.077146,-0.021611
340,-0.166196,-8.787571,-3.274344
341,-0.029522,-1.609826,0.725089
342,0.033757,1.704229,-1.058066
343,-0.164686,-5.973738,4.613454
344,-0.180771,-8.076312,-1.327630
345,0.122679,4.864628,-4.464534
346,0.080817,2.875860,-2.522757
347,0.045899,1.475704,-2.419600
348,0.252612,7.294449,-12.364265
349,-0.014825,-0.555131,3.371546
350,0.079841,4.268466,1.832729
351,-0.036844,-1.223660,-2.179947
352,0.080749,3.402853,-8.186556
353,0.225714,9.132425,-0.538927
354,-0.150376,-5.748012,3.944692
355,0.167563,5.395446,-2.594238
356,0.158906,6.911114,-0.451578
357,0.147284,6.090506,0.383374
358,-0.074713,-0.791684,17.741205
359,0.061505,2.342178,13.043129
360,0.077266,3.370026,4.656950
361,0.192518,7.861420,0.982217
362,0.048134,0.482007,-1.443968
363,0.077930,4.137671,8.751810
364,-0.023725,-0.725636,-0.337503
365,-0.104702,-3.710023,3.722597
366,-0.139685,-4.749299,2.727790
367,-0.017581,0.267772,6.749651
368,0.080399,2.966541,-5.869366
369,0.028640,1.494448,-2.617746
370,-0.178049,-5.280018,12.519745
371,0.084856,4.561466,-1.702977
372,0.076516,2.153336,-5.088440
373,0.043070,1.808543,1.775694
374,-0.025223,-0.644322,5.654997
375,-0.072107,-2.616155,2.513533
376,0.040898,1.382562,4.529757
377,-0.023005,-0.283856,6.660621
378,-0.114958,-4.236792,1.696811
379,0.058725,2.111813,-0.550741
380,0.064204,5.423463,2.881726
381,0.272194,10.503605,-14.333460
382,0.078442,2.282197,2.198286
383,-0.008484,-0.708868,-2.964056
384,0.049289,1.688473,-1.333535
385,0.022076,1.600714,-2.881906
386,0.193311,10.628408,-13.044683
387,0.135933,6.085987,0.862369
388,0.208885,12.325337,-0.441949
389,-0.102107,-3.711327,6.199583
390,-0.028680,0.045735,5.421098
391,-0.056298,-1.949377,6.214814
392,-0.103995,-3.800261,1.247640
393,-0.132342,-4.313476,5.048664
394,-0.019773,-0.767872,3.687859
395,0.121007,6.261892,-3.029881
396,-0.079287,-2.576430,7.497544
397,-0.121059,-4.316413,-2.097189
398,0.072264,3.155038,-5.488541
399,-0.155108,-4.284907,-1.157782
400,0.147339,7.154236,-0.124507
401,0.016380,0.858123,-11.580328
402,-0.131010,-5.473516,3.373248
403,-0.048986,-1.626198,0.119825
404,-0.009041,-0.448206,1.902437
405,0.264037,9.678171,-15.311543
406,0.149769,5.231337,-6.734042
407,0.139952,5.855969,-0.041705
408,-0.027383,-0.742123,5.602027
409,0.113562,5.767574,2.199986
410,-0.082335,-3.441461,-1.455544
411,0.214571,14.821925,4.173304
412,-0.008168,1.216399,-12.234562
413,0.095109,8.753900,-14.918874
414,0.481333,10.956487,-20.465918
415,0.132312,5.296105,-2.170285
416,-0.027312,-0.377425,-2.729092
417,0.034963,1.859249,-3.717192
418,-0.027526,-1.065701,2.837164
419,0.067922,3.128400,7.355533
420,0.090026,3.842334,-1.603337
421,0.169403,4.871533,-11.957321
422,-0.021157,-0.565657,4.012218
423,-0.182674,-7.243915,2.782770
424,-0.039546,-1.310725,5.038935
425,0.088122,3.933167,2.967021
426,0.149003,5.885343,-2.914751
427,0.334025,12.348028,-12.532818
428,0.105567,7.074774,-7.863801
429,0.159629,7.165200,0.679753
430,0.137795,7.337379,-4.411089
431,0.081288,2.886439,-3.572197
432,-0.066446,-2.412642,5.400617
433,-0.096172,-2.629298,17.359396
434,0.135933,5.641578,1.602820
435,-0.025761,1.454170,5.048442
436,-0.115183,-3.683485,0.906561
437,0.028735,0.571405,0.099085
438,0.141365,6.689293,-2.253000
439,0.131199,15.102351,8.166889
440,-0.166146,-7.287449,0.875147
441,0.000412,0.689877,12.482051
442,0.083370,3.962946,-1.554304
443,0.039140,1.295084,-1.713057
444,0.067032,2.440820,2.429978
445,0.261060,13.307684,-8.073179
446,-0.109105,-3.661270,2.258215
447,0.196145,9.870326,2.332305
448,-0.082705,-4.363027,7.759586
449,0.148344,5.332963,-6.670403
450,0.289368,12.726741,-12.663492
451,0.090184,3.900693,-0.734372
452,-0.035350,-0.476573,-14.135622
453,0.131465,4.346286,-2.805577
454,0.044628,6.052419,2.014497
455,0.214320,8.095741,1.932259
456,0.069305,3.006093,-3.080679
457,0.065108,1.510769,-3.419871
458,0.090932,3.462301,-1.540156
459,0.043914,1.642062,5.540361
460,0.128440,5.078540,-0.236278
461,-0.013368,-0.185296,-3.510682
462,0.036777,1.298539,-1.324288
463,0.165654,6.559804,-6.274080
464,-0.092027,-3.619908,1.454278
465,0.029962,1.173222,-1.041008
466,0.038201,1.227823,-2.767435
467,0.017753,1.133152,1.172061
468,-0.010710,1.774086,4.854850
469,0.015203,0.717346,-1.549074
470,-0.030971,-1.076649,-0.284173
471,0.324552,8.491224,-5.985110
472,0.163705,7.704026,-12.105969
473,0.161667,8.459496,-1.988554
474,0.106275,7.703171,-4.983247
475,0.017367,1.089310,-1.929762
476,0.057092,3.366259,-3.496247
477,0.043127,2.295651,-1.075531
478,0.109219,6.273539,-1.413580
479,-0.067320,-2.112857,4.257623
480,-0.057157,-1.938456,6.391620
481,0.294716,9.695066,-12.214452
482,-0.086867,-3.861798,12.726709
483,0.038252,3.071156,-0.444586
484,0.025682,1.071542,1.670679
485,0.031897,1.994430,-0.959651
486,-0.016892,2.634647,17.714340
487,0.160856,8.763529,1.176007
488,0.005960,-0.183781,0.429869
489,0.205944,8.673965,1.050801
490,0.073172,1.975449,-6.378758
491,-0.012727,-0.502629,-0.405644
492,0.085146,4.355386,-6.944122
493,-0.028025,-0.883083,3.981956
494,0.119811,6.469948,2.665695
495,0.105465,7.877935,4.380982
496,0.015993,0.914099,4.352096
497,-0.043554,-1.402303,-1.775447
498,0.054341,5.801938,1.311701
499,-0.153815,-3.883881,4.934101
