label,trade_id,entry_time,exit_time,entry_price,exit_price,qty,pnl,return_pct,days_held,entry_reason,exit_reason,regime
candidate,17,1582041600000,1582646400000,9829.719782,9385.797159,1.79840374,-823.671285,-4.516127,7.0,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,18,1582934400000,1583668800000,8713.118458,8732.560885,1.8556256,11.77132,0.22314,8.5,vdo_trend_accel,trailing_stop,AnalyticalRegime.NEUTRAL
candidate,19,1583899200000,1584014400000,7935.52378,6058.207246,1.14794761,-2165.492794,-23.657122,1.333333,vdo_trend_accel,emergency_dd,AnalyticalRegime.NEUTRAL
candidate,20,1588320000000,1589083200000,9182.425837,8614.109426,0.14199223,-82.531222,-6.189175,8.833333,vdo_trend,trailing_stop,AnalyticalRegime.NEUTRAL
candidate,21,1589731200000,1590076800000,9851.387057,9073.419771,1.03713646,-820.973801,-7.897033,4.0,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,22,1590249600000,1591257600000,9131.031791,9639.942822,1.45119308,717.544038,5.573423,11.666667,vdo_trend,trailing_stop,AnalyticalRegime.BULL
candidate,23,1591315200000,1592193600000,9660.620405,9154.928201,1.27292833,-661.190282,-5.234573,10.166667,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,24,1592697600000,1593288000000,9427.857684,8928.514784,1.22968122,-630.501425,-5.296462,6.833333,vdo_trend_accel,emergency_dd,AnalyticalRegime.CHOP
candidate,25,1593460800000,1596412800000,9196.987485,11060.291408,1.38523397,2558.130258,20.259938,34.166667,vdo_trend_accel,trailing_stop,AnalyticalRegime.TOPPING
candidate,26,1597032000000,1598385600000,11901.797458,11282.708824,1.25631736,-799.033796,-5.20164,15.666667,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,27,1598788800000,1599148800000,11672.467019,10659.612388,1.03992215,-1069.917717,-8.677297,4.166667,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,28,1599379200000,1600704000000,10250.80565,10408.353835,1.27280473,180.656371,1.536935,15.333333,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,29,1601107200000,1603958400000,10734.24594,13125.734415,1.26297723,2995.529243,22.279054,33.0,vdo_trend,trailing_stop,AnalyticalRegime.CHOP
candidate,30,1604131200000,1606377600000,13911.861241,17593.313483,1.17102013,4280.151501,26.462687,26.0,vdo_trend,trailing_stop,AnalyticalRegime.BULL
candidate,31,1606564800000,1607472000000,18056.435675,18305.790471,1.11219041,246.790726,1.380975,10.5,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,32,1607745600000,1610352000000,18473.044316,34337.886343,1.09768425,17358.048972,85.881037,30.166667,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,33,1610553600000,1611115200000,36457.727358,35027.436276,0.67051103,-994.255369,-3.923149,6.5,vdo_trend,trailing_stop,AnalyticalRegime.SHOCK
candidate,34,1611374400000,1614052800000,37143.284455,51848.842245,0.79756488,11666.607266,39.591431,31.0,vdo_trend,trailing_stop,AnalyticalRegime.BULL
candidate,35,1614643200000,1615867200000,51693.478504,54218.400908,0.88139127,2153.763116,4.884412,14.166667,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,36,1616256000000,1616688000000,59303.769321,50945.166599,0.25419455,-2144.136254,-14.094556,5.0,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,37,1616875200000,1618675200000,57731.122601,60204.400416,0.75416338,1797.149627,4.284133,20.833333,vdo_trend_accel,trailing_stop,AnalyticalRegime.CHOP
candidate,38,1619323200000,1620172800000,51496.377921,53151.858251,0.90721235,1429.542161,3.214751,9.833333,vdo_trend,trailing_stop,AnalyticalRegime.BULL
candidate,39,1620302400000,1620864000000,58046.002497,49487.625234,0.27347465,-2360.799662,-14.744129,6.5,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,40,1621497600000,1621785600000,39661.318726,33283.111909,0.25356286,-1629.935396,-16.081681,3.333333,vdo_trend_accel,fixed_stop,AnalyticalRegime.SHOCK
candidate,41,1627689600000,1629345600000,42568.051804,44002.934042,0.41923912,573.887136,3.370796,19.166667,vdo_trend_accel,trailing_stop,AnalyticalRegime.NEUTRAL
candidate,42,1629403200000,1629979200000,47483.646887,46789.075809,0.83429527,-638.03122,-1.462758,6.666667,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,43,1630080000000,1631030400000,48682.31968,46609.425594,0.94041481,-2015.128585,-4.258002,11.0,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,44,1631347200000,1632124800000,45089.025231,44785.191198,0.31318344,-116.194759,-0.673854,9.0,vdo_trend,trailing_stop,AnalyticalRegime.BULL
candidate,45,1632326400000,1632484800000,43765.620542,41485.982882,0.89974745,-2107.088522,-5.208741,1.833333,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,46,1632715200000,1634860800000,45385.061841,62130.972398,0.92379854,15383.753024,36.897406,24.833333,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,47,1635134400000,1636718400000,62640.032749,63689.452748,0.89777918,856.37883,1.675318,18.333333,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,48,1636963200000,1637726400000,60947.744233,56343.60411,0.58359627,-2736.281878,-7.554242,8.833333,vdo_trend,emergency_dd,AnalyticalRegime.BULL
candidate,49,1638144000000,1638590400000,57193.474678,51948.02299,0.53920598,-2870.394945,-9.171416,5.166667,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,50,1639267200000,1639425600000,49476.491382,46692.622335,0.84740301,-2418.410218,-5.62665,1.833333,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,51,1640419200000,1641412800000,49572.179119,44641.255241,0.49641744,-2481.037638,-9.946958,11.5,vdo_trend,emergency_dd,AnalyticalRegime.BULL
candidate,52,1680163200000,1681718400000,28450.395487,29808.46916,1.63841319,2151.827929,4.773479,18.0,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,53,1681819200000,1682020800000,30410.773657,28076.282646,0.91031808,-2163.466894,-7.676526,2.333333,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,54,1682193600000,1682956800000,27784.482714,28142.476403,1.496909,472.693884,1.288466,8.833333,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,55,1683187200000,1684944000000,27927.390316,26288.381889,1.40690577,-2361.40832,-5.868821,20.333333,vdo_trend,emergency_dd,AnalyticalRegime.CHOP
candidate,56,1685246400000,1685980800000,27350.077378,25981.528972,1.49105695,-2098.693522,-5.003819,8.5,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,57,1686571200000,1688803200000,26200.138117,30163.174188,1.62425248,6363.48226,15.126012,25.833333,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,58,1688918400000,1690200000000,30609.87877,29240.727327,1.62127805,-2290.8862,-4.472907,14.833333,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,59,1690560000000,1692288000000,29394.237102,27906.092964,1.58057628,-2418.286883,-5.062707,20.0,vdo_trend_accel,emergency_dd,AnalyticalRegime.TOPPING
candidate,60,1692460800000,1693512000000,26170.624153,26136.633751,1.76468594,-129.16681,-0.12988,12.166667,vdo_dip_buy,trailing_stop,AnalyticalRegime.NEUTRAL
candidate,61,1696219200000,1699963200000,29093.859936,36222.919895,1.52812187,10811.042908,24.503658,43.333333,vdo_trend_accel,trailing_stop,AnalyticalRegime.NEUTRAL
candidate,62,1700064000000,1702324800000,37188.740182,40739.220205,1.45776759,5086.692237,9.547191,26.166667,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,63,1702483200000,1705118400000,42363.584212,42567.340712,1.45184032,203.12043,0.480971,30.5,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,64,1705420800000,1708732800000,40830.219405,50693.418536,1.51411442,14818.878536,24.156616,38.333333,vdo_trend_accel,trailing_stop,AnalyticalRegime.CHOP
candidate,65,1708833600000,1709668800000,54375.582707,61349.584373,1.28434243,8838.815432,12.825613,9.666667,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,66,1710806400000,1712044800000,67358.893718,66389.061114,1.21054921,-1294.580929,-1.439799,14.333333,vdo_trend,trailing_stop,AnalyticalRegime.SHOCK
candidate,67,1712246400000,1713038400000,69530.801478,64723.238187,1.14782514,-5629.678471,-6.914293,9.166667,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,68,1713312000000,1714147200000,63195.204597,63439.732656,1.17298815,175.207434,0.386941,9.666667,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,69,1714449600000,1716494400000,62442.676717,67132.79682,1.21284495,5566.255984,7.511081,23.666667,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,70,1716825600000,1718121600000,69616.093354,66178.252081,1.02513547,-3626.015556,-4.938285,15.0,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,71,1718582400000,1719187200000,65912.302811,63146.815793,1.16362075,-3328.196505,-4.195707,7.0,vdo_trend_accel,emergency_dd,AnalyticalRegime.TOPPING
candidate,72,1719374400000,1720080000000,61425.197189,58161.784565,1.18453442,-3968.966522,-5.312824,8.166667,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,73,1720281600000,1721880000000,58719.360819,64029.502443,1.14914162,5991.736285,9.043255,18.5,vdo_trend_accel,trailing_stop,AnalyticalRegime.NEUTRAL
candidate,74,1721980800000,1722470400000,67693.200232,64563.398147,1.03986452,-3355.275936,-4.62351,5.666667,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,75,1722916800000,1724025600000,57036.68556,58368.937257,1.25338011,1560.080075,2.33578,12.833333,vdo_trend_accel,trailing_stop,AnalyticalRegime.NEUTRAL
candidate,76,1724126400000,1724774400000,60742.621679,61647.436297,1.05681743,858.498735,1.489588,7.5,vdo_trend_accel,trailing_stop,AnalyticalRegime.NEUTRAL
candidate,77,1725062400000,1727712000000,60858.558287,63497.87447,1.21019645,3078.823732,4.336804,30.666667,vdo_trend,trailing_stop,AnalyticalRegime.CHOP
candidate,78,1728028800000,1729684800000,62461.111806,66347.602604,1.25601536,4756.491717,6.222257,19.166667,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,79,1729800000000,1730448000000,67720.653735,69204.443618,1.19782725,1652.981496,2.191045,7.5,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,80,1730692800000,1732464000000,70403.880624,95805.642455,1.15883752,29269.97983,36.080059,20.5,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,81,1732723200000,1733774400000,96238.88807,96973.283938,1.12095045,660.168012,0.763097,12.166667,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,82,1733932800000,1734566400000,101573.637407,100103.831041,1.10226782,-1785.632114,-1.447035,7.333333,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,83,1734825600000,1736280000000,95941.753766,96355.562123,1.15697543,311.544574,0.431312,16.833333,vdo_trend,trailing_stop,AnalyticalRegime.BULL
candidate,84,1736539200000,1737633600000,96062.728526,101842.580986,1.14172504,6424.587972,6.016748,12.666667,vdo_trend_accel,trailing_stop,AnalyticalRegime.CHOP
candidate,85,1737734400000,1737964800000,105469.97069,98948.986752,0.9537967,-6361.258767,-6.182787,2.666667,vdo_trend_accel,emergency_dd,AnalyticalRegime.CHOP
candidate,86,1738152000000,1738497600000,103913.439128,98765.760116,0.94457025,-5002.28126,-4.953814,4.0,vdo_trend,emergency_dd,AnalyticalRegime.CHOP
candidate,87,1738699200000,1740427200000,98014.963119,93849.599966,1.05246559,-4532.061599,-4.249722,20.0,vdo_trend_accel,emergency_dd,AnalyticalRegime.CHOP
candidate,88,1740600000000,1741075200000,84749.301151,83103.234397,1.18843147,-2104.381287,-1.942278,5.5,vdo_dip_buy,trailing_stop,AnalyticalRegime.NEUTRAL
candidate,89,1741176000000,1741406400000,90492.797084,85833.22236,1.00442895,-4809.531801,-5.149111,2.666667,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,90,1743264000000,1743926400000,82564.546637,82941.965786,0.82140132,207.819626,0.45712,7.666667,vdo_dip_buy,trailing_stop,AnalyticalRegime.NEUTRAL
candidate,91,1745208000000,1746403200000,88259.020888,94183.355959,1.06488162,6158.274338,6.712441,13.833333,vdo_trend_accel,trailing_stop,AnalyticalRegime.CHOP
candidate,92,1746561600000,1748174400000,96444.429154,107152.756825,1.05010209,11076.055304,11.103106,18.666667,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,93,1748880000000,1750608000000,105203.711473,98807.328517,1.08055522,-7071.795164,-6.079997,20.0,vdo_trend,emergency_dd,AnalyticalRegime.BULL
candidate,94,1750780800000,1752566400000,106191.161273,116662.380065,0.96768556,9963.508511,9.860725,20.666667,vdo_trend,trailing_stop,AnalyticalRegime.BULL
candidate,95,1753084800000,1754078400000,118895.179204,113215.369662,0.94760632,-5543.148837,-4.777157,11.5,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,96,1754251200000,1755273600000,116074.618792,117157.984089,0.95082667,862.997213,0.933335,11.833333,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,97,1755734400000,1756483200000,113933.113412,108277.870867,0.97631354,-5679.859598,-4.963651,8.666667,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,98,1756670400000,1758427200000,110478.455552,115553.779497,0.90566781,4439.577509,4.593949,20.333333,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,99,1758715200000,1760112000000,110740.592253,118900.000765,0.95780333,7644.284402,7.368038,16.166667,vdo_trend_accel,trailing_stop,AnalyticalRegime.TOPPING
candidate,100,1760284800000,1760630400000,114331.346938,108440.687927,0.818811,-4956.525024,-5.152269,4.0,vdo_trend_accel,emergency_dd,AnalyticalRegime.BULL
candidate,101,1760846400000,1761782400000,109406.925556,109911.306205,0.98320204,333.810552,0.461013,10.833333,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,102,1762372800000,1763107200000,103734.738031,97054.842318,0.69776273,-4762.564137,-6.439401,8.5,vdo_trend_accel,emergency_dd,AnalyticalRegime.NEUTRAL
