bar_idx,date,close,rolling_mdd,rolling_atr_q90,atr_ratio,alert_level,alert_name
849,2020-04-29,8778.57,0.535979,642.69,1.1996,0,NORMAL
850,2020-04-30,8620.00,0.535979,642.69,1.1996,0,NORMAL
851,2020-05-01,8826.96,0.535979,642.69,1.1996,0,NORMAL
852,2020-05-02,8972.05,0.535979,642.69,1.1996,0,NORMAL
853,2020-05-03,8894.16,0.535979,642.69,1.1996,0,NORMAL
854,2020-05-04,8871.96,0.535979,642.69,1.1996,0,NORMAL
855,2020-05-05,9021.83,0.535979,642.69,1.1996,0,NORMAL
856,2020-05-06,9142.92,0.535979,642.69,1.1996,0,NORMAL
857,2020-05-07,9986.40,0.535979,642.69,1.1996,0,NORMAL
858,2020-05-08,9800.01,0.535979,642.69,1.1996,0,NORMAL
859,2020-05-09,9539.40,0.535979,642.69,1.1996,0,NORMAL
860,2020-05-10,8722.77,0.535979,642.69,1.1996,0,NORMAL
861,2020-05-11,8561.52,0.535979,642.69,1.1996,0,NORMAL
862,2020-05-12,8810.79,0.535979,642.69,1.1996,0,NORMAL
863,2020-05-13,9309.37,0.535979,642.69,1.1996,0,NORMAL
864,2020-05-14,9791.98,0.535979,642.69,1.1996,0,NORMAL
865,2020-05-15,9316.42,0.535979,642.69,1.1996,0,NORMAL
866,2020-05-16,9381.27,0.535979,642.69,1.1996,0,NORMAL
867,2020-05-17,9680.04,0.535979,642.69,1.1996,0,NORMAL
868,2020-05-18,9733.93,0.535979,642.69,1.1996,0,NORMAL
869,2020-05-19,9775.53,0.535979,642.69,1.1996,0,NORMAL
870,2020-05-20,9511.43,0.535979,642.69,1.1996,0,NORMAL
871,2020-05-21,9068.65,0.535979,642.69,1.1996,0,NORMAL
872,2020-05-22,9170.00,0.535979,642.69,1.1996,0,NORMAL
873,2020-05-23,9179.15,0.535979,642.69,1.1996,0,NORMAL
874,2020-05-24,8720.34,0.535979,642.69,1.1996,0,NORMAL
875,2020-05-25,8900.35,0.535979,642.69,1.1996,0,NORMAL
876,2020-05-26,8841.18,0.535979,642.69,1.1996,0,NORMAL
877,2020-05-27,9204.07,0.535979,642.69,1.1996,0,NORMAL
878,2020-05-28,9575.89,0.535979,642.69,1.1996,0,NORMAL
879,2020-05-29,9427.07,0.535979,642.69,1.1996,0,NORMAL
880,2020-05-30,9697.72,0.535979,642.69,1.1996,0,NORMAL
881,2020-05-31,9448.27,0.535979,642.69,1.1996,0,NORMAL
882,2020-06-01,10200.77,0.535979,642.69,1.1996,0,NORMAL
883,2020-06-02,9518.04,0.535979,642.69,1.1996,0,NORMAL
884,2020-06-03,9666.24,0.535979,642.69,1.1996,0,NORMAL
885,2020-06-04,9789.06,0.535979,642.69,1.1996,0,NORMAL
886,2020-06-05,9621.16,0.535979,642.69,1.1996,0,NORMAL
887,2020-06-06,9666.30,0.535979,642.69,1.1996,0,NORMAL
888,2020-06-07,9746.99,0.535979,642.69,1.1996,0,NORMAL
889,2020-06-08,9782.01,0.535979,642.69,1.1996,0,NORMAL
890,2020-06-09,9772.43,0.535979,642.69,1.1996,0,NORMAL
891,2020-06-10,9885.00,0.535979,642.69,1.1996,0,NORMAL
892,2020-06-11,9280.40,0.535979,642.69,1.1996,0,NORMAL
893,2020-06-12,9465.13,0.535979,642.69,1.1996,0,NORMAL
894,2020-06-13,9473.34,0.535979,642.69,1.1996,0,NORMAL
895,2020-06-14,9342.10,0.535979,642.69,1.1996,0,NORMAL
896,2020-06-15,9426.02,0.535979,642.69,1.1996,0,NORMAL
897,2020-06-16,9525.59,0.535979,642.69,1.1996,0,NORMAL
898,2020-06-17,9465.14,0.535979,642.69,1.1996,0,NORMAL
899,2020-06-18,9386.32,0.535979,642.69,1.1996,0,NORMAL
900,2020-06-19,9310.23,0.535979,642.69,1.1996,0,NORMAL
901,2020-06-20,9358.95,0.535979,642.69,1.1996,0,NORMAL
902,2020-06-21,9294.69,0.535979,642.69,1.1996,0,NORMAL
903,2020-06-22,9685.69,0.535979,642.69,1.1996,0,NORMAL
904,2020-06-23,9624.89,0.535979,642.69,1.1996,0,NORMAL
905,2020-06-24,9296.49,0.535979,642.69,1.1996,0,NORMAL
906,2020-06-25,9249.49,0.535979,642.69,1.1996,0,NORMAL
907,2020-06-26,9162.21,0.535979,642.69,1.1996,0,NORMAL
908,2020-06-27,9012.00,0.535979,642.69,1.1996,0,NORMAL
909,2020-06-28,9116.35,0.535979,642.69,1.1996,0,NORMAL
910,2020-06-29,9192.56,0.535979,642.69,1.1996,0,NORMAL
911,2020-06-30,9138.55,0.535979,642.69,1.1996,0,NORMAL
912,2020-07-01,9232.00,0.535979,642.69,1.1996,0,NORMAL
913,2020-07-02,9086.54,0.535979,642.69,1.1996,0,NORMAL
914,2020-07-03,9058.26,0.535979,642.69,1.1996,0,NORMAL
915,2020-07-04,9135.46,0.535979,642.69,1.1996,0,NORMAL
916,2020-07-05,9069.41,0.535979,642.69,1.1996,0,NORMAL
917,2020-07-06,9344.20,0.535979,642.69,1.1996,0,NORMAL
918,2020-07-07,9257.39,0.535979,642.69,1.1996,0,NORMAL
919,2020-07-08,9436.06,0.535979,642.69,1.1996,0,NORMAL
920,2020-07-09,9232.43,0.535979,642.69,1.1996,0,NORMAL
921,2020-07-10,9288.34,0.535979,642.69,1.1996,0,NORMAL
922,2020-07-11,9234.03,0.535979,642.69,1.1996,0,NORMAL
923,2020-07-12,9302.75,0.535979,642.69,1.1996,0,NORMAL
924,2020-07-13,9242.62,0.535979,642.69,1.1996,0,NORMAL
925,2020-07-14,9255.85,0.535979,642.69,1.1996,0,NORMAL
926,2020-07-15,9197.60,0.535979,642.69,1.1996,0,NORMAL
927,2020-07-16,9133.72,0.535979,642.69,1.1996,0,NORMAL
928,2020-07-17,9154.32,0.535979,642.69,1.1996,0,NORMAL
929,2020-07-18,9170.28,0.535979,642.69,1.1996,0,NORMAL
930,2020-07-19,9208.99,0.535979,642.69,1.1996,0,NORMAL
931,2020-07-20,9160.78,0.535979,642.69,1.1996,0,NORMAL
932,2020-07-21,9390.00,0.535979,642.69,1.1996,0,NORMAL
933,2020-07-22,9518.16,0.535979,642.69,1.1996,0,NORMAL
934,2020-07-23,9603.27,0.535979,642.69,1.1996,0,NORMAL
935,2020-07-24,9537.80,0.535979,642.69,1.1996,0,NORMAL
936,2020-07-25,9700.42,0.535979,642.69,1.1996,0,NORMAL
937,2020-07-26,9931.54,0.535979,642.69,1.1996,0,NORMAL
938,2020-07-27,11029.96,0.535979,642.69,1.1996,0,NORMAL
939,2020-07-28,10906.27,0.535979,642.69,1.1996,0,NORMAL
940,2020-07-29,11100.53,0.535979,642.69,1.1996,0,NORMAL
941,2020-07-30,11099.61,0.535979,642.69,1.1996,0,NORMAL
942,2020-07-31,11335.46,0.535979,642.69,1.1996,0,NORMAL
943,2020-08-01,11801.17,0.535979,642.69,1.1996,0,NORMAL
944,2020-08-02,11071.35,0.535979,642.69,1.1996,0,NORMAL
945,2020-08-03,11219.81,0.535979,642.69,1.1996,0,NORMAL
946,2020-08-04,11191.97,0.535979,642.69,1.1996,0,NORMAL
947,2020-08-05,11744.91,0.535979,642.69,1.1996,0,NORMAL
948,2020-08-06,11762.46,0.535979,642.69,1.1996,0,NORMAL
949,2020-08-07,11594.23,0.535979,642.69,1.1996,0,NORMAL
950,2020-08-08,11761.41,0.535979,642.69,1.1996,0,NORMAL
951,2020-08-09,11681.68,0.535979,642.69,1.1996,0,NORMAL
952,2020-08-10,11892.92,0.535979,642.69,1.1996,0,NORMAL
953,2020-08-11,11392.08,0.535979,642.69,1.1996,0,NORMAL
954,2020-08-12,11564.33,0.527778,642.69,1.1996,0,NORMAL
955,2020-08-13,11780.00,0.527778,642.69,1.1996,0,NORMAL
956,2020-08-14,11760.54,0.527778,642.69,1.1996,0,NORMAL
957,2020-08-15,11852.40,0.527778,642.69,1.1996,0,NORMAL
958,2020-08-16,11911.00,0.516928,642.69,1.1996,0,NORMAL
959,2020-08-17,12281.13,0.516928,642.69,1.1996,0,NORMAL
960,2020-08-18,11945.01,0.516928,642.69,1.1996,0,NORMAL
961,2020-08-19,11754.59,0.516928,642.69,1.1996,0,NORMAL
962,2020-08-20,11853.55,0.516928,642.69,1.1996,0,NORMAL
963,2020-08-21,11531.34,0.502906,642.69,1.1996,0,NORMAL
964,2020-08-22,11662.96,0.484749,642.69,1.1996,0,NORMAL
965,2020-08-23,11648.13,0.474369,642.69,1.1996,0,NORMAL
966,2020-08-24,11748.20,0.474369,642.69,1.1996,0,NORMAL
967,2020-08-25,11318.42,0.474369,642.69,1.1996,0,NORMAL
968,2020-08-26,11461.43,0.474369,642.69,1.1996,0,NORMAL
969,2020-08-27,11330.38,0.474369,642.69,1.1996,0,NORMAL
970,2020-08-28,11526.91,0.474369,642.69,1.1996,0,NORMAL
971,2020-08-29,11465.84,0.474369,642.69,1.1996,0,NORMAL
972,2020-08-30,11711.16,0.474369,642.69,1.1996,0,NORMAL
973,2020-08-31,11649.51,0.474369,642.69,1.1996,0,NORMAL
974,2020-09-01,11921.97,0.474369,642.69,1.1996,0,NORMAL
975,2020-09-02,11388.54,0.459865,642.69,1.1996,0,NORMAL
976,2020-09-03,10140.85,0.402488,642.69,1.1996,0,NORMAL
977,2020-09-04,10446.25,0.395048,642.69,1.1996,0,NORMAL
978,2020-09-05,10166.69,0.395048,642.69,1.1996,0,NORMAL
979,2020-09-06,10256.20,0.395048,642.69,1.1996,0,NORMAL
980,2020-09-07,10373.44,0.174274,642.69,1.1996,0,NORMAL
981,2020-09-08,10126.65,0.175430,627.52,1.1713,0,NORMAL
982,2020-09-09,10219.20,0.175430,620.65,1.1584,0,NORMAL
983,2020-09-10,10336.87,0.175430,618.33,1.1541,0,NORMAL
984,2020-09-11,10387.89,0.175430,608.77,1.1363,0,NORMAL
985,2020-09-12,10440.92,0.175430,590.55,1.1022,0,NORMAL
986,2020-09-13,10332.83,0.175430,583.77,1.0896,0,NORMAL
987,2020-09-14,10671.77,0.175430,575.44,1.0741,0,NORMAL
988,2020-09-15,10785.31,0.175430,572.33,1.0682,0,NORMAL
989,2020-09-16,10954.01,0.175430,568.27,1.0607,0,NORMAL
990,2020-09-17,10939.99,0.175430,567.73,1.0596,0,NORMAL
991,2020-09-18,10933.39,0.175430,566.44,1.0572,0,NORMAL
992,2020-09-19,11080.65,0.175430,564.84,1.0543,0,NORMAL
993,2020-09-20,10920.28,0.175430,564.21,1.0531,0,NORMAL
994,2020-09-21,10417.22,0.175430,563.40,1.0516,0,NORMAL
995,2020-09-22,10529.61,0.175430,562.28,1.0495,0,NORMAL
996,2020-09-23,10241.46,0.175430,561.89,1.0488,0,NORMAL
997,2020-09-24,10736.32,0.175430,552.95,1.0321,0,NORMAL
998,2020-09-25,10686.67,0.175430,551.28,1.0289,0,NORMAL
999,2020-09-26,10728.60,0.175430,549.57,1.0258,0,NORMAL
1000,2020-09-27,10774.25,0.175430,548.54,1.0238,0,NORMAL
1001,2020-09-28,10696.12,0.175430,542.30,1.0122,0,NORMAL
1002,2020-09-29,10840.48,0.175430,534.63,0.9979,0,NORMAL
1003,2020-09-30,10776.59,0.175430,531.64,0.9923,0,NORMAL
1004,2020-10-01,10619.13,0.175430,531.14,0.9914,0,NORMAL
1005,2020-10-02,10570.40,0.175430,526.75,0.9832,0,NORMAL
1006,2020-10-03,10542.06,0.175430,525.50,0.9808,0,NORMAL
1007,2020-10-04,10666.63,0.175430,520.45,0.9714,0,NORMAL
1008,2020-10-05,10792.21,0.175430,519.02,0.9687,0,NORMAL
1009,2020-10-06,10599.66,0.175430,519.02,0.9687,0,NORMAL
1010,2020-10-07,10666.39,0.175430,519.02,0.9687,0,NORMAL
1011,2020-10-08,10925.57,0.175430,519.02,0.9687,0,NORMAL
1012,2020-10-09,11050.64,0.175430,519.02,0.9687,0,NORMAL
1013,2020-10-10,11293.22,0.175430,519.02,0.9687,0,NORMAL
1014,2020-10-11,11369.02,0.175430,519.02,0.9687,0,NORMAL
1015,2020-10-12,11528.25,0.175430,519.02,0.9687,0,NORMAL
1016,2020-10-13,11420.56,0.175430,519.02,0.9687,0,NORMAL
1017,2020-10-14,11417.89,0.175430,519.02,0.9687,0,NORMAL
1018,2020-10-15,11505.12,0.175430,519.02,0.9687,0,NORMAL
1019,2020-10-16,11319.32,0.175430,519.02,0.9687,0,NORMAL
1020,2020-10-17,11360.20,0.175430,519.02,0.9687,0,NORMAL
1021,2020-10-18,11503.14,0.175430,519.02,0.9687,0,NORMAL
1022,2020-10-19,11751.47,0.175430,519.02,0.9687,0,NORMAL
1023,2020-10-20,11909.99,0.175430,519.02,0.9687,0,NORMAL
1024,2020-10-21,12780.96,0.175430,519.02,0.9687,0,NORMAL
1025,2020-10-22,12968.52,0.175430,519.02,0.9687,0,NORMAL
1026,2020-10-23,12923.07,0.175430,519.02,0.9687,0,NORMAL
1027,2020-10-24,13111.73,0.175430,519.02,0.9687,0,NORMAL
1028,2020-10-25,13028.83,0.175430,519.02,0.9687,0,NORMAL
1029,2020-10-26,13052.19,0.175430,519.02,0.9687,0,NORMAL
1030,2020-10-27,13636.17,0.175430,519.02,0.9687,0,NORMAL
1031,2020-10-28,13266.40,0.175430,519.02,0.9687,0,NORMAL
1032,2020-10-29,13455.70,0.175430,519.02,0.9687,0,NORMAL
1033,2020-10-30,13560.10,0.175430,519.02,0.9687,0,NORMAL
1034,2020-10-31,13791.00,0.175430,519.02,0.9687,0,NORMAL
1035,2020-11-01,13761.50,0.175430,519.02,0.9687,0,NORMAL
1036,2020-11-02,13549.37,0.175430,519.02,0.9687,0,NORMAL
1037,2020-11-03,14023.53,0.175430,519.02,0.9687,0,NORMAL
1038,2020-11-04,14144.01,0.175430,520.45,0.9714,0,NORMAL
1039,2020-11-05,15590.02,0.175430,525.50,0.9808,0,NORMAL
1040,2020-11-06,15579.92,0.175430,525.50,0.9808,0,NORMAL
1041,2020-11-07,14818.30,0.175430,525.50,0.9808,0,NORMAL
1042,2020-11-08,15475.10,0.175430,525.50,0.9808,0,NORMAL
1043,2020-11-09,15328.41,0.175430,525.50,0.9808,0,NORMAL
1044,2020-11-10,15297.21,0.175430,525.50,0.9808,0,NORMAL
1045,2020-11-11,15684.24,0.175430,525.50,0.9808,0,NORMAL
1046,2020-11-12,16291.86,0.175430,525.50,0.9808,0,NORMAL
1047,2020-11-13,16320.70,0.175430,525.50,0.9808,0,NORMAL
1048,2020-11-14,16070.45,0.175430,525.50,0.9808,0,NORMAL
1049,2020-11-15,15957.00,0.175430,525.50,0.9808,0,NORMAL
1050,2020-11-16,16713.57,0.175430,525.50,0.9808,0,NORMAL
1051,2020-11-17,17659.38,0.175430,525.50,0.9808,0,NORMAL
1052,2020-11-18,17776.12,0.175430,525.50,0.9808,0,NORMAL
1053,2020-11-19,17802.82,0.175430,525.91,0.9816,0,NORMAL
1054,2020-11-20,18655.67,0.175430,525.91,0.9816,0,NORMAL
1055,2020-11-21,18703.80,0.175430,530.77,0.9907,0,NORMAL
1056,2020-11-22,18414.43,0.175430,541.56,1.0108,0,NORMAL
1057,2020-11-23,18368.00,0.175430,612.17,1.1426,0,NORMAL
1058,2020-11-24,19160.01,0.175430,629.13,1.1743,0,NORMAL
1059,2020-11-25,18719.11,0.175430,676.27,1.2622,0,NORMAL
1060,2020-11-26,17149.47,0.175430,681.70,1.2724,0,NORMAL
1061,2020-11-27,17139.52,0.175430,696.86,1.3007,0,NORMAL
1062,2020-11-28,17719.85,0.175430,698.61,1.3039,0,NORMAL
1063,2020-11-29,18184.99,0.175430,699.04,1.3047,0,NORMAL
1064,2020-11-30,19695.87,0.175430,699.11,1.3049,0,NORMAL
1065,2020-12-01,18764.96,0.175430,699.76,1.3061,0,NORMAL
1066,2020-12-02,19204.09,0.175430,701.43,1.3092,0,NORMAL
1067,2020-12-03,19421.90,0.175430,713.96,1.3326,0,NORMAL
1068,2020-12-04,18650.52,0.175430,725.15,1.3535,0,NORMAL
1069,2020-12-05,19147.66,0.175430,748.18,1.3965,0,NORMAL
1070,2020-12-06,19359.40,0.175430,781.93,1.4595,1,AMBER
1071,2020-12-07,19166.90,0.175430,786.96,1.4688,1,AMBER
1072,2020-12-08,18324.11,0.175430,797.02,1.4876,1,AMBER
1073,2020-12-09,18541.28,0.175430,807.61,1.5074,1,AMBER
1074,2020-12-10,18254.63,0.175430,816.97,1.5248,1,AMBER
1075,2020-12-11,18036.53,0.175430,824.25,1.5384,1,AMBER
1076,2020-12-12,18808.69,0.175430,859.22,1.6037,2,RED
1077,2020-12-13,19174.99,0.175430,872.38,1.6283,2,RED
1078,2020-12-14,19273.14,0.175430,881.63,1.6455,2,RED
1079,2020-12-15,19426.43,0.175430,881.63,1.6455,2,RED
1080,2020-12-16,21335.52,0.175430,919.90,1.7170,2,RED
1081,2020-12-17,22797.16,0.175430,935.07,1.7453,2,RED
1082,2020-12-18,23107.39,0.175430,937.21,1.7493,2,RED
1083,2020-12-19,23821.61,0.175430,952.31,1.7775,2,RED
1084,2020-12-20,23455.52,0.175430,955.24,1.7829,2,RED
1085,2020-12-21,22719.71,0.175430,966.24,1.8035,2,RED
1086,2020-12-22,23810.79,0.175430,974.68,1.8192,2,RED
1087,2020-12-23,23232.76,0.175430,977.19,1.8239,2,RED
1088,2020-12-24,23729.20,0.175430,991.95,1.8515,2,RED
1089,2020-12-25,24712.47,0.175430,999.77,1.8660,2,RED
1090,2020-12-26,26493.39,0.175430,1000.27,1.8670,2,RED
1091,2020-12-27,26281.66,0.175430,1001.61,1.8695,2,RED
1092,2020-12-28,27079.41,0.175430,1005.56,1.8769,2,RED
1093,2020-12-29,27385.00,0.175430,1034.00,1.9299,2,RED
1094,2020-12-30,28875.54,0.175430,1042.14,1.9451,2,RED
1095,2020-12-31,28923.63,0.175430,1060.02,1.9785,2,RED
1096,2021-01-01,29331.69,0.175430,1061.49,1.9813,2,RED
1097,2021-01-02,32178.33,0.175430,1068.47,1.9943,2,RED
1098,2021-01-03,33000.05,0.175430,1071.16,1.9993,2,RED
1099,2021-01-04,31988.71,0.175430,1086.62,2.0282,2,RED
1100,2021-01-05,33949.53,0.175430,1094.52,2.0429,2,RED
1101,2021-01-06,36769.36,0.175430,1096.85,2.0472,2,RED
1102,2021-01-07,39432.28,0.175430,1108.73,2.0694,2,RED
1103,2021-01-08,40582.81,0.175430,1183.68,2.2093,2,RED
1104,2021-01-09,40088.22,0.175430,1204.27,2.2478,2,RED
1105,2021-01-10,38150.02,0.175430,1215.74,2.2692,2,RED
1106,2021-01-11,35404.47,0.175430,1224.37,2.2853,2,RED
1107,2021-01-12,34051.24,0.175430,1233.05,2.3015,2,RED
1108,2021-01-13,37371.38,0.175430,1316.09,2.4565,2,RED
1109,2021-01-14,39144.50,0.175430,1403.04,2.6188,2,RED
1110,2021-01-15,36742.22,0.175430,1407.03,2.6262,2,RED
1111,2021-01-16,35994.98,0.175430,1408.40,2.6288,2,RED
1112,2021-01-17,35828.61,0.175430,1417.62,2.6460,2,RED
1113,2021-01-18,36631.27,0.175430,1434.46,2.6774,2,RED
1114,2021-01-19,35891.49,0.175430,1453.26,2.7125,2,RED
1115,2021-01-20,35468.23,0.175430,1621.97,3.0274,2,RED
1116,2021-01-21,30850.13,0.239823,1726.16,3.2218,2,RED
1117,2021-01-22,32945.17,0.239823,1986.36,3.7075,2,RED
1118,2021-01-23,32078.00,0.239823,2157.27,4.0265,2,RED
1119,2021-01-24,32259.90,0.239823,2266.94,4.2312,2,RED
1120,2021-01-25,32254.20,0.239823,2405.26,4.4894,2,RED
1121,2021-01-26,32467.77,0.239823,2602.81,4.8581,2,RED
1122,2021-01-27,30366.15,0.251748,2632.46,4.9134,2,RED
1123,2021-01-28,33364.86,0.251748,2901.54,5.4157,2,RED
1124,2021-01-29,34252.20,0.251748,3223.71,6.0170,2,RED
1125,2021-01-30,34262.88,0.251748,3243.27,6.0535,2,RED
1126,2021-01-31,33092.98,0.251748,3251.57,6.0690,2,RED
1127,2021-02-01,33526.37,0.251748,3277.49,6.1174,2,RED
1128,2021-02-02,35466.24,0.251748,3277.49,6.1174,2,RED
1129,2021-02-03,37618.87,0.251748,3277.49,6.1174,2,RED
1130,2021-02-04,36936.66,0.251748,3277.49,6.1174,2,RED
1131,2021-02-05,38290.24,0.251748,3277.49,6.1174,2,RED
1132,2021-02-06,39186.94,0.251748,3277.49,6.1174,2,RED
1133,2021-02-07,38795.69,0.251748,3277.49,6.1174,2,RED
1134,2021-02-08,46374.87,0.251748,3284.62,6.1307,2,RED
1135,2021-02-09,46420.42,0.251748,3289.87,6.1405,2,RED
1136,2021-02-10,44807.58,0.251748,3298.78,6.1571,2,RED
1137,2021-02-11,47969.51,0.251748,3312.25,6.1823,2,RED
1138,2021-02-12,47287.60,0.251748,3332.92,6.2208,2,RED
1139,2021-02-13,47153.69,0.251748,3332.92,6.2208,2,RED
1140,2021-02-14,48577.79,0.251748,3332.92,6.2208,2,RED
1141,2021-02-15,47911.10,0.251748,3332.92,6.2208,2,RED
1142,2021-02-16,49133.45,0.251748,3332.92,6.2208,2,RED
1143,2021-02-17,52119.71,0.251748,3339.44,6.2330,2,RED
1144,2021-02-18,51552.60,0.251748,3339.44,6.2330,2,RED
1145,2021-02-19,55906.00,0.251748,3343.94,6.2414,2,RED
1146,2021-02-20,55841.19,0.251748,3356.61,6.2650,2,RED
1147,2021-02-21,57408.57,0.251748,3361.03,6.2733,2,RED
1148,2021-02-22,54087.67,0.251748,3369.97,6.2900,2,RED
1149,2021-02-23,48891.00,0.251748,3373.57,6.2967,2,RED
1150,2021-02-24,49676.20,0.251748,3384.64,6.3174,2,RED
1151,2021-02-25,47073.73,0.251748,3393.15,6.3332,2,RED
1152,2021-02-26,46276.87,0.251748,3411.65,6.3678,2,RED
1153,2021-02-27,46106.43,0.251748,3422.94,6.3889,2,RED
1154,2021-02-28,45135.66,0.251748,3424.01,6.3908,2,RED
1155,2021-03-01,49587.03,0.251748,3433.15,6.4079,2,RED
1156,2021-03-02,48440.65,0.251748,3437.59,6.4162,2,RED
1157,2021-03-03,50349.37,0.251748,3441.14,6.4228,2,RED
1158,2021-03-04,48374.09,0.251748,3449.27,6.4380,2,RED
1159,2021-03-05,48751.71,0.251748,3453.00,6.4450,2,RED
1160,2021-03-06,48882.20,0.251748,3466.29,6.4698,2,RED
1161,2021-03-07,50971.75,0.251748,3470.93,6.4784,2,RED
1162,2021-03-08,52375.17,0.251748,3506.26,6.5444,2,RED
1163,2021-03-09,54884.50,0.251748,3536.94,6.6016,2,RED
1164,2021-03-10,55851.59,0.251748,3559.63,6.6440,2,RED
1165,2021-03-11,57773.16,0.251748,3594.28,6.7086,2,RED
1166,2021-03-12,57221.72,0.251748,3780.04,7.0554,2,RED
1167,2021-03-13,61188.39,0.251748,3788.36,7.0709,2,RED
1168,2021-03-14,58968.31,0.251748,3827.20,7.1434,2,RED
1169,2021-03-15,55605.20,0.251748,3831.02,7.1505,2,RED
1170,2021-03-16,56900.75,0.251748,3836.48,7.1607,2,RED
1171,2021-03-17,58912.97,0.251748,3839.36,7.1661,2,RED
1172,2021-03-18,57648.16,0.251748,3852.62,7.1908,2,RED
1173,2021-03-19,58030.01,0.251748,3892.99,7.2662,2,RED
1174,2021-03-20,58102.28,0.251748,3892.99,7.2662,2,RED
1175,2021-03-21,57351.56,0.251748,3892.99,7.2662,2,RED
1176,2021-03-22,54083.25,0.251748,3892.99,7.2662,2,RED
1177,2021-03-23,54340.89,0.251748,3892.99,7.2662,2,RED
1178,2021-03-24,52303.65,0.251748,3892.99,7.2662,2,RED
1179,2021-03-25,51293.78,0.251748,3892.99,7.2662,2,RED
1180,2021-03-26,55025.59,0.251748,3892.99,7.2662,2,RED
1181,2021-03-27,55817.14,0.251748,3892.99,7.2662,2,RED
1182,2021-03-28,55777.63,0.251748,3892.99,7.2662,2,RED
1183,2021-03-29,57635.47,0.251748,3892.99,7.2662,2,RED
1184,2021-03-30,58746.57,0.251748,3892.99,7.2662,2,RED
1185,2021-03-31,58740.55,0.251748,3892.99,7.2662,2,RED
1186,2021-04-01,58720.44,0.251748,3892.99,7.2662,2,RED
1187,2021-04-02,58950.01,0.251748,3892.99,7.2662,2,RED
1188,2021-04-03,57051.94,0.251748,3892.99,7.2662,2,RED
1189,2021-04-04,58202.01,0.251748,3892.99,7.2662,2,RED
1190,2021-04-05,59129.99,0.251748,3892.99,7.2662,2,RED
1191,2021-04-06,57991.15,0.251748,3892.99,7.2662,2,RED
1192,2021-04-07,55953.45,0.251748,3892.99,7.2662,2,RED
1193,2021-04-08,58077.52,0.251748,3892.99,7.2662,2,RED
1194,2021-04-09,58142.54,0.251748,3892.99,7.2662,2,RED
1195,2021-04-10,59769.13,0.251748,3892.99,7.2662,2,RED
1196,2021-04-11,60002.43,0.251748,3892.99,7.2662,2,RED
1197,2021-04-12,59860.00,0.251748,3892.99,7.2662,2,RED
1198,2021-04-13,63575.00,0.251748,3892.99,7.2662,2,RED
1199,2021-04-14,62959.53,0.251748,3892.99,7.2662,2,RED
1200,2021-04-15,63159.98,0.251748,3892.99,7.2662,2,RED
1201,2021-04-16,61334.80,0.251748,3892.99,7.2662,2,RED
1202,2021-04-17,60006.66,0.251748,3892.99,7.2662,2,RED
1203,2021-04-18,56150.01,0.251748,3892.99,7.2662,2,RED
1204,2021-04-19,55633.14,0.251748,3892.99,7.2662,2,RED
1205,2021-04-20,56425.00,0.251748,3892.99,7.2662,2,RED
1206,2021-04-21,53787.63,0.251748,3892.99,7.2662,2,RED
1207,2021-04-22,51690.96,0.251748,3892.99,7.2662,2,RED
1208,2021-04-23,51125.14,0.251748,3892.99,7.2662,2,RED
1209,2021-04-24,50047.84,0.251748,3892.99,7.2662,2,RED
1210,2021-04-25,49066.77,0.251748,3892.99,7.2662,2,RED
1211,2021-04-26,54001.39,0.251748,3892.99,7.2662,2,RED
1212,2021-04-27,55011.97,0.251748,3892.99,7.2662,2,RED
1213,2021-04-28,54846.22,0.251748,3892.99,7.2662,2,RED
1214,2021-04-29,53555.00,0.251748,3892.99,7.2662,2,RED
1215,2021-04-30,57694.27,0.251748,3892.99,7.2662,2,RED
1216,2021-05-01,57800.37,0.251748,3892.99,7.2662,2,RED
1217,2021-05-02,56578.21,0.251748,3892.99,7.2662,2,RED
1218,2021-05-03,57169.39,0.251748,3892.99,7.2662,2,RED
1219,2021-05-04,53200.01,0.251748,3892.99,7.2662,2,RED
1220,2021-05-05,57436.11,0.251748,3892.99,7.2662,2,RED
1221,2021-05-06,56393.68,0.251748,3892.99,7.2662,2,RED
1222,2021-05-07,57314.75,0.251748,3892.99,7.2662,2,RED
1223,2021-05-08,58862.05,0.251748,3892.99,7.2662,2,RED
1224,2021-05-09,58240.84,0.251748,3892.99,7.2662,2,RED
1225,2021-05-10,55816.14,0.251748,3892.99,7.2662,2,RED
1226,2021-05-11,56670.02,0.251748,3892.99,7.2662,2,RED
1227,2021-05-12,49631.32,0.251748,3892.99,7.2662,2,RED
1228,2021-05-13,49670.97,0.251748,3914.02,7.3054,2,RED
1229,2021-05-14,49841.45,0.251748,3914.02,7.3054,2,RED
1230,2021-05-15,46762.99,0.264444,3914.02,7.3054,2,RED
1231,2021-05-16,46431.50,0.269658,3926.14,7.3281,2,RED
1232,2021-05-17,43538.04,0.315170,3968.61,7.4073,2,RED
1233,2021-05-18,42849.78,0.325996,3973.38,7.4162,2,RED
1234,2021-05-19,36690.09,0.422885,3988.85,7.4451,2,RED
1235,2021-05-20,40526.64,0.422885,3992.77,7.4524,2,RED
1236,2021-05-21,37252.01,0.422885,3999.09,7.4642,2,RED
1237,2021-05-22,37449.73,0.422885,4037.07,7.5351,2,RED
1238,2021-05-23,34655.25,0.454892,4060.51,7.5789,2,RED
