entry_bar_idx,entry_fill_bar_idx,entry_ts_ms,exit_ts_ms,entry_fill_price,exit_fill_price,qty,return_pct,pnl_usd
2214,2215,1546660800000,1547107200000,3819.166304,3773.763404,2.61445082,-1.188817,-133.503126
2428,2429,1549742400000,1551024000000,3657.214473,3774.482685,2.68968754,3.206490,300.186578
2536,2537,1551297600000,1551686400000,3817.054193,3723.273932,2.65172240,-2.456875,-263.488854
2576,2577,1551873600000,1553529600000,3866.413516,3958.958071,2.54590306,2.393550,220.490781
2694,2695,1553572800000,1554984000000,3940.077124,4996.010240,2.55044027,26.799808,2673.981307
2799,2800,1555084800000,1556236800000,5042.488709,5215.250835,2.51936249,3.426128,415.541758
2885,2886,1556323200000,1558065600000,5320.316329,7336.597896,2.46221244,37.897776,4937.417158
3010,3011,1558123200000,1559260800000,7142.867514,8258.834967,2.52141747,15.623522,2782.583880
3094,3095,1559332800000,1559606400000,8453.166831,8107.546369,2.45607272,-4.088651,-878.738074
3140,3141,1559995200000,1560009600000,7989.313325,7911.182880,2.48495383,-0.977937,-223.638936
3168,3169,1560398400000,1561651200000,8090.094031,11818.172958,2.42272039,46.082022,8989.144647
3265,3266,1561795200000,1561996800000,11889.380469,10379.782428,2.40099650,-12.697029,-3661.922346
3288,3289,1562126400000,1562832000000,11300.752282,11574.017296,2.19871803,2.418113,562.660712
3342,3343,1562904000000,1563120000000,11200.702307,10402.769423,2.26519464,-7.123954,-1842.819739
3478,3479,1564862400000,1565467200000,10861.993853,11320.231273,2.16292799,4.218723,954.407275
3524,3525,1565524800000,1565712000000,11481.102497,10941.789998,2.12623314,-4.697393,-1181.601301
3679,3680,1567756800000,1568001600000,10726.588549,10289.922355,2.16239362,-4.070877,-977.620484
3729,3730,1568476800000,1568664000000,10368.140369,10111.271140,2.13965176,-2.477486,-582.062597
3983,3984,1572134400000,1572580800000,9239.232307,9055.058146,2.33458710,-1.993392,-461.680354
4015,4016,1572595200000,1573214400000,9108.531705,9017.245987,2.31392919,-1.002200,-242.526592
4079,4080,1573516800000,1573531200000,8742.095543,8731.911535,2.37960871,-0.116494,-55.401754
4362,4363,1577592000000,1577808000000,7314.368887,7187.806799,2.83227313,-1.730321,-388.995150
4403,4404,1578182400000,1578614400000,7361.546029,7809.924214,2.75714503,6.090815,1203.944047
4438,4439,1578686400000,1579449600000,8066.110065,8622.351178,2.66157926,6.896027,1446.056202
4502,4503,1579608000000,1579838400000,8665.418924,8312.271490,2.64041786,-4.075365,-965.378599
4519,4520,1579852800000,1581393600000,8346.870615,9723.699003,2.62159630,16.495145,3571.250794
4629,4630,1581436800000,1581868800000,10175.167541,9848.683925,2.49777244,-3.208631,-852.381437
4669,4670,1582012800000,1582200000000,9800.693348,9555.926901,2.50248443,-2.497440,-648.394558
4941,4942,1585929600000,1586520000000,6720.055018,6891.343485,3.54787647,2.548915,571.035865
4996,4997,1586721600000,1586966400000,7119.243908,6695.199775,3.42401477,-5.956309,-1486.320069
5014,5015,1586980800000,1587412800000,6736.741693,6762.172752,3.39270728,0.377498,51.867032
5060,5061,1587643200000,1589083200000,7141.025673,8614.109426,3.20309023,20.628462,4677.032522
5166,5167,1589169600000,1590076800000,8704.938414,9073.419771,3.16017381,4.233015,1121.454758
5238,5239,1590206400000,1590364800000,9295.398432,8709.424040,3.07546706,-6.303919,-1842.323258
5272,5273,1590696000000,1591113600000,9461.694603,9458.614287,2.82246590,-0.032556,-48.739011
5309,5310,1591228800000,1591905600000,9675.988737,9271.651390,2.75079345,-4.178770,-1150.505121
5428,5429,1592942400000,1593014400000,9649.662430,9240.722342,2.63511802,-4.237869,-1114.130983
5519,5520,1594252800000,1594368000000,9445.498419,9145.837299,2.57026692,-3.172528,-805.469930
5532,5533,1594440000000,1594468800000,9277.460507,9191.171930,2.52621145,-0.930088,-252.811457
5620,5621,1595707200000,1596412800000,9683.816559,11060.291408,2.39051323,14.214177,3250.821677
5670,5671,1596427200000,1597176000000,11147.409054,11375.665797,2.36472639,2.047621,499.414238
5726,5727,1597233600000,1597809600000,11471.903305,11825.275849,2.33786463,3.080331,784.668332
5768,5769,1597838400000,1598371200000,11853.995111,11408.003435,2.32521445,-3.762374,-1076.815371
5838,5839,1598846400000,1599048000000,11690.762000,11394.606842,2.26217893,-2.533241,-708.620918
5947,5948,1600416000000,1600689600000,10965.096879,10625.826199,2.34374814,-3.094097,-832.521414
6009,6010,1601308800000,1601625600000,10912.794615,10480.391743,2.27527965,-3.962348,-1019.606190
6072,6073,1602216000000,1603972800000,10898.069902,13038.631583,2.18152314,19.641659,4627.018735
6195,6196,1603987200000,1606377600000,13450.380299,17593.313483,2.10840672,30.801606,8679.347356
6370,6371,1606507200000,1607428800000,16819.947341,18744.191741,2.19874323,11.440252,4169.098855
6449,6450,1607644800000,1610352000000,18273.069374,34337.886343,2.24867580,87.915263,36008.743022
6642,6643,1610424000000,1610870400000,35019.943696,34726.157780,2.19827529,-0.838910,-760.328800
6676,6677,1610913600000,1611230400000,35669.542808,32174.691162,2.13372470,-9.797859,-7560.029175
6768,6769,1612238400000,1614067200000,33587.642469,49593.289491,2.03784133,47.653380,32465.374065
6899,6900,1614124800000,1614484800000,48939.903223,44588.078458,2.05886225,-8.892181,-9097.508783
6937,6938,1614672000000,1615852800000,48379.943683,55549.608701,1.89181125,14.819498,13406.018885
7031,7032,1616025600000,1616443200000,58971.897698,55469.478891,1.77668657,-5.939132,-6370.528283
7061,7062,1616457600000,1616673600000,54137.346771,52111.049841,1.81495163,-3.742882,-3819.499458
7095,7096,1616947200000,1617796800000,56413.351069,56264.163610,1.67151429,-0.264454,-390.438500
7164,7165,1617940800000,1618660800000,58043.710206,60826.058292,1.61541426,4.793539,4347.255843
7305,7306,1619971200000,1620144000000,56651.809349,53748.750911,1.72924654,-5.124388,-5159.521029
7326,7327,1620273600000,1620849600000,56853.901289,54382.576609,1.62990442,-4.346799,-4160.980612
7808,7809,1627214400000,1627934400000,34433.447640,39138.681944,2.56648378,13.664720,11925.234332
7867,7868,1628064000000,1629244800000,37866.678297,44651.265224,2.64475000,17.917037,17766.399105
7953,7954,1629302400000,1629849600000,45865.831455,47626.347909,2.56700219,3.838405,4335.864186
8004,8005,1630036800000,1631030400000,46869.073946,46609.425594,2.60066410,-0.553987,-857.081336
8137,8138,1631952000000,1632110400000,48670.644166,45497.218636,2.48306469,-6.520204,-8049.279696
8222,8223,1633176000000,1634860800000,47731.155381,62130.972398,2.35976117,30.168591,33760.207721
8357,8358,1635120000000,1635321600000,60913.087433,59890.054997,2.39973179,-1.679495,-2670.583561
8382,8383,1635480000000,1636185600000,61704.638391,60730.094328,2.32218449,-1.579369,-2474.610837
8434,8435,1636228800000,1636704000000,61236.600704,64423.638012,2.29607842,5.204465,7095.805008
8484,8485,1636948800000,1637035200000,65778.389088,60846.507827,2.24205285,-7.497723,-11262.170061
8729,8730,1640476800000,1640707200000,50450.082270,48888.544764,2.69598046,-3.095213,-4407.578442
8980,8981,1644091200000,1644681600000,41586.455286,42081.806611,3.15986888,1.191136,1365.785749
9035,9036,1644883200000,1645113600000,42578.486574,41883.525041,3.11365387,-1.632189,-2359.485867
9123,9124,1646150400000,1646409600000,43687.344601,40653.635854,2.97615144,-6.944136,-9210.263720
9219,9220,1647532800000,1648756800000,40839.368760,45536.409415,2.95374170,11.501257,13672.090649
9310,9311,1648843200000,1649260800000,46408.053270,44124.202682,2.88958225,-4.921238,-6790.624901
9960,9961,1658203200000,1658577600000,21925.459026,22208.055278,5.79776160,1.288895,1445.290181
9989,9990,1658620800000,1658793600000,22471.034192,21289.594428,5.71274631,-5.257612,-6931.698730
10014,10015,1658980800000,1659384000000,23156.589233,22932.420369,5.23642455,-0.968056,-1353.969178
10053,10054,1659542400000,1660060800000,23376.118598,23051.930769,5.12164482,-1.386833,-1837.470622
10094,10095,1660132800000,1660752000000,23145.488141,23368.513948,5.08566250,0.963582,955.967422
10287,10288,1662912000000,1663084800000,21663.717481,20808.945437,5.46943875,-3.945639,-4845.843214
10300,10301,1663099200000,1663257600000,20305.179961,19717.627574,5.58834368,-2.893608,-3448.727989
10428,10429,1664942400000,1665172800000,20210.855708,19439.865545,5.43563368,-3.814733,-4349.322077
10554,10555,1666756800000,1667433600000,20270.805613,20131.693198,5.19720137,-0.686270,-879.937927
10602,10603,1667448000000,1667808000000,20330.945708,20614.470059,5.13085076,1.394546,1296.066478
10806,10807,1670385600000,1670400000000,17041.999226,16746.271161,6.18782655,-1.735290,-1985.348507
10819,10820,1670572800000,1670832000000,17228.865953,16906.690621,5.99648393,-1.869974,-2083.990249
10838,10839,1670846400000,1671120000000,17006.443697,17411.005927,5.94345378,2.378876,2249.274650
11003,11004,1673222400000,1675108800000,17144.962112,22762.080836,6.01760032,32.762503,33596.115756
11139,11140,1675180800000,1675612800000,23144.927580,23073.828854,5.90033391,-0.307189,-623.721167
11174,11175,1675684800000,1675972800000,22901.113950,22008.964518,5.92702507,-3.895660,-5483.463579
11232,11233,1676520000000,1676592000000,24756.337783,23494.208159,5.25348009,-5.098208,-6815.712380
11243,11244,1676678400000,1677081600000,24592.814382,23691.230989,5.00376364,-3.666044,-4689.128178
