trade_id,slow_period,entry_time,exit_time,entry_bar,exit_bar,entry_price,exit_price,bars_held,gross_pnl,net_pnl,gross_pnl_pct,net_pnl_pct,ATR_at_entry,MFE_R,MAE_R,realized_R,giveback_R,giveback_ratio,exit_reason,peak_price,peak_bar,peak_time,time_from_peak_to_exit,first_6_bar_MFE_R,first_6_bar_MAE_R,mae_before_mfe_first6,entry_ER30,entry_regime_context,entry_rvol,proximate_cause,is_winner
19,60,2019-10-22 08:00,2019-10-23 04:00,3956,3961,8208.6,7954.34,5,-660.4840478197963,-763.5402333791576,-3.0974831274516945,-3.5807874510055404,90.67554115229622,0.9858226249773614,3.0724933809004926,-3.2496894560031726,4.235512080980534,4.296424096655115,ATR_trail,8297.99,3957,2019-10-22 12:00,4,0.9858226249773614,3.0724933809004926,False,0.2534654325815846,Transition,0.32010349614811295,Other_loss,False
20,60,2019-10-26 04:00,2019-11-01 04:00,3979,4015,9554.05,9063.13,36,-1056.4286717835014,-1153.7018904733236,-5.138344471716183,-5.611469935697643,314.9975896980012,1.104929089564426,2.2176360164207054,-1.7062446430630882,2.8111737326275144,2.544211894842688,ATR_trail,9902.1,3990,2019-10-28 00:00,25,0.7077831935595139,2.2176360164207054,False,0.3903146736555146,Transition,1.333325696215744,Other_loss,False
21,60,2019-11-01 08:00,2019-11-08 12:00,4016,4059,9099.0,9026.27,43,-155.11582574618035,-251.13024620938862,-0.799318606440258,-1.2940850971811968,206.503347949229,2.0081030361888064,0.6973252561280696,-0.5716283836183664,2.579731419807173,1.284660883090573,ATR_trail,9513.68,4037,2019-11-04 20:00,22,0.871656570160087,0.18885892353468553,False,0.018214883247253875,Chop,0.5690137125985063,Exit_lag,False
22,60,2019-11-30 04:00,2019-12-01 04:00,4189,4195,7740.22,7289.06,6,-1116.4946544501634,-1206.4616481058224,-5.828774892703303,-6.2984568134379355,180.24136674428146,0.3871475303391399,2.8363633123427827,-2.71154845764897,3.0986959879881097,8.003915161937526,EMA_cross_down,7810.0,4190,2019-11-30 08:00,5,0.3871475303391399,2.8363633123427827,True,0.38609177637640113,Transition,0.7958583409508805,False_breakout,False
23,60,2019-12-07 08:00,2019-12-10 08:00,4232,4250,7521.48,7351.61,18,-405.35869215251665,-492.85523350988063,-2.2584650893175295,-2.745954041490495,141.2966553301725,0.9095756704196822,1.7585695812782562,-1.465375981591155,2.374951652010837,2.6110545051353715,EMA_cross_down,7650.0,4245,2019-12-09 12:00,5,0.2145839894734301,1.0376749517346193,True,0.16105273259440464,Chop,0.549063379477708,False_breakout,False
24,60,2019-12-21 04:00,2019-12-25 12:00,4315,4341,7156.01,7217.03,26,148.84527428671478,61.0427542114991,0.8527098201371874,0.34970378612155795,115.57507644179238,4.666836627805696,0.44135813334885077,0.2170658309071959,4.4497707968985,0.95348758737045,ATR_trail,7695.38,4330,2019-12-23 16:00,11,0.20757070415680823,0.44135813334885077,False,0.041507209031899174,Chop,0.6744528625955252,Winner,True
25,60,2019-12-25 16:00,2019-12-31 16:00,4342,4378,7189.56,7195.96,36,15.59292329878957,-71.8494491615856,0.08901796493805403,-0.41017913214393964,113.11685534897387,2.9959284047854644,1.0002046083314025,-0.2613562754091191,3.2572846801945836,1.0872371565994865,ATR_trail,7528.45,4367,2019-12-29 20:00,11,0.711034617713398,0.5366132201318428,False,0.023424135651439578,Chop,0.4434133694171039,Exit_lag,False
26,60,2020-01-04 04:00,2020-01-10 00:00,4399,4434,7333.11,7817.76,35,1152.9350697967939,1060.1785192948453,6.609064912431428,6.07734887795548,103.29928007931167,10.860579077982244,0.5895491232198473,4.325033288295671,6.535545789686573,0.6017677089554228,ATR_trail,8455.0,4422,2020-01-08 00:00,12,1.4497680902036945,0.5895491232198473,False,0.013803087178279109,Chop,0.4291317689999329,Winner,True
27,60,2020-01-10 20:00,2020-01-19 16:00,4439,4492,8059.49,8631.95,53,1314.392507791352,1215.5430098714965,7.102930830610887,6.568751624473168,171.4014692498653,6.648076034510978,0.5804501001970143,3.096422698841122,3.551653335669856,0.5342377730388143,ATR_trail,9198.98,4488,2020-01-19 00:00,4,1.1305037281654031,0.454488519502938,False,0.23407751737464944,Chop,0.7299392491088913,Winner,True
28,60,2020-01-21 12:00,2020-01-24 00:00,4503,4518,8656.76,8404.52,15,-574.6136628927165,-670.1042423047735,-2.9137922271149974,-3.39801271476029,134.41405456154868,1.1995769380363972,2.606647058917229,-2.1939164097231063,3.3934933477595033,2.8289084594393388,EMA_cross_down,8818.0,4507,2020-01-22 04:00,11,1.1995769380363972,1.2555234685129182,True,0.040766640146915195,Chop,0.5120476446076331,Other_loss,False
29,60,2020-01-27 12:00,2020-02-11 04:00,4539,4627,8735.67,9733.39,88,2175.7845417414756,2069.91843134523,11.42121897919679,10.86550217630804,106.41418413279841,13.647898650311323,0.33134680576038517,8.941922148390741,4.705976501920581,0.34481326558013625,ATR_trail,10188.0,4620,2020-02-10 00:00,7,4.043915794749451,0.33134680576038517,False,0.05322958947205745,Chop,0.3478454707600267,Winner,True
30,60,2020-02-11 16:00,2020-02-16 16:00,4630,4660,10164.99,9858.54,30,-636.7259162498455,-738.888325765061,-3.0147594832852675,-3.498476393593053,146.31608057960077,2.28963213525764,2.487696489395622,-2.436566258389109,4.726198393646749,2.0641736813826363,ATR_trail,10500.0,4641,2020-02-13 12:00,19,1.9479061964412407,0.033079070877428444,False,0.21023046342887408,Chop,0.42870971285217896,Exit_lag,False
31,60,2020-02-19 08:00,2020-02-20 04:00,4676,4681,10059.3,9571.5,5,-988.3438470494015,-1085.0673226166653,-4.849243983179741,-5.32381134485963,174.8667980661399,1.0905443578138385,4.056230272665716,-3.0702054703199604,4.160749828133799,3.8152962768746543,EMA_cross_down,10250.0,4678,2020-02-19 16:00,3,1.0905443578138385,4.056230272665716,False,0.027355496505593675,Chop,0.47045831464779747,Other_loss,False
32,60,2020-03-06 16:00,2020-03-08 04:00,4774,4783,9001.4,8747.58,9,-544.1148418482073,-637.642116331106,-2.819783589219449,-3.304472947876702,128.87679028948213,1.4478945322960075,2.3718002234025715,-2.3137793029311244,3.761673835227132,2.5980302786709437,ATR_trail,9188.0,4780,2020-03-07 16:00,3,1.102991467126884,0.01086308866674105,False,0.2393594060260728,Chop,0.3985066151859727,Other_loss,False
33,60,2020-03-22 04:00,2020-03-22 20:00,4867,4871,6351.93,5911.03,4,-1295.1365925383884,-1381.7378626969914,-6.941197399845411,-7.405331078649169,329.90965648685494,0.16956157208520053,1.4820117883378217,-1.4293531296462356,1.5989147017314362,9.429699678226743,EMA_cross_down,6407.87,4867,2020-03-22 04:00,4,0.16956157208520053,1.4820117883378217,True,0.30098412615785963,Transition,1.2197006850018144,False_breakout,False
34,60,2020-03-24 00:00,2020-03-28 04:00,4878,4903,6467.31,6116.92,25,-936.0416773974397,-1017.5424839772091,-5.4178630682617746,-5.889594424529787,306.9107977404106,1.5986729812451832,1.2981947944920396,-1.244174456589093,2.8428474378342763,1.7782545093243671,ATR_trail,6957.96,4886,2020-03-25 08:00,17,1.1915188474708056,0.31272930345442485,False,0.2684621286145189,Transition,1.311762703422202,Other_loss,False
35,60,2020-03-28 16:00,2020-03-29 08:00,4906,4910,6215.0,6153.9,4,-159.84714509473855,-240.14422124221457,-0.9831053901850462,-1.4769552386130314,195.94120666228042,0.4082857371491342,0.9747821974435578,-0.46964215219214417,0.8779278893412783,2.1502781249999883,EMA_cross_down,6295.0,4907,2020-03-28 20:00,3,0.4082857371491342,0.9747821974435578,False,0.0062186097655204395,Chop,0.8271963564843122,Other_loss,False
36,60,2020-03-31 16:00,2020-04-01 20:00,4924,4931,6454.12,6200.81,7,-628.720948108204,-705.4817747581478,-3.924779830557834,-4.403957986016394,172.61252257594478,0.236251688993524,1.7612279541667908,-1.6507917313741254,1.8870434203676494,7.987428273663584,EMA_cross_down,6494.9,4925,2020-03-31 20:00,6,0.236251688993524,1.6459987708886814,True,0.07527398399526883,Chop,0.7848112058169078,False_breakout,False
37,60,2020-04-02 00:00,2020-04-10 12:00,4932,4983,6642.92,6898.24,51,588.583870485064,509.2703104494113,3.8434905132080477,3.3255678672569067,173.67679123811322,4.702816042243645,0.5292589720521524,1.275168077560613,3.4276479646830325,0.7288501046806312,ATR_trail,7459.69,4965,2020-04-07 12:00,18,3.196051677618674,0.5292589720521524,False,0.12925424114767187,Chop,0.8859056796144037,Winner,True
38,60,2020-04-12 20:00,2020-04-13 04:00,4997,4999,7112.13,6675.52,2,-971.3692160730978,-1045.442463010954,-6.138948528781107,-6.607083448837059,129.65486994770518,0.3681311779438051,4.142767643179507,-3.6333315145817795,4.0014626925255845,10.869665304839799,EMA_cross_down,7159.86,4997,2020-04-12 20:00,2,0.3681311779438051,4.142767643179507,True,0.08315005119259795,Chop,0.600128034860371,False_breakout,False
39,60,2020-04-17 00:00,2020-04-20 20:00,5022,5045,7101.94,6768.88,23,-693.0263712748822,-763.2736849548189,-4.689704503276559,-5.165067573085647,162.20706927224592,1.1783703438916944,2.0684055356236315,-2.2670839911594385,3.445454335051133,2.9239146698754745,ATR_trail,7293.08,5033,2020-04-18 20:00,12,0.2846978261008617,0.7950331670412928,False,0.10667961993223203,Chop,0.6485667106766929,Other_loss,False
40,60,2020-04-23 12:00,2020-05-10 04:00,5061,5161,7133.39,8622.78,100,2926.0725238759724,2841.5816929382013,20.879133203147447,20.27624475824399,113.36723245170961,25.877054035429616,0.22193361746497625,12.790288195644617,13.086765839784999,0.5057285818496661,ATR_trail,10067.0,5147,2020-05-07 20:00,14,5.333198905226357,0.22193361746497625,False,0.015228158642916245,Chop,0.6033612835771285,Winner,True
41,60,2020-05-11 04:00,2020-05-11 12:00,5167,5169,8696.64,8927.43,2,447.31964931165453,361.0191983321184,2.6537835301909896,2.141794584903267,298.31967532709314,0.9833746288384951,0.7329050615259326,0.6259386840484521,0.35743594479004304,0.36347891668938576,EMA_cross_down,8990.0,5168,2020-05-11 08:00,1,0.9833746288384951,0.7329050615259326,False,0.06713400477614491,Chop,1.1196113503671945,Winner,True
42,60,2020-05-14 00:00,2020-05-21 16:00,5184,5230,9309.37,9084.38,46,-416.10112434507903,-499.89583180678665,-2.4168123084591264,-2.903511498940614,251.40003100853917,2.5482494868039187,1.430508972323021,-1.0778613427887593,3.626110829592678,1.4229810889280865,ATR_trail,9950.0,5208,2020-05-18 00:00,22,2.50449452004488,0.2092680728357333,False,0.11902035746860977,Chop,1.094876881210451,Exit_lag,False
43,60,2020-05-28 20:00,2020-06-02 16:00,5273,5302,9452.25,9468.81,29,29.287656477070442,-54.235195368755186,0.1751963818138469,-0.32443053280866163,153.9172182832834,6.027590742268247,1.210066047693302,-0.19973496365701296,6.22732570592526,1.0331367825383995,ATR_trail,10380.0,5297,2020-06-01 20:00,5,1.1254101518466202,0.7942581172107714,False,0.11668881977692072,Chop,0.5757268948642794,Exit_lag,False
44,60,2020-06-04 00:00,2020-06-11 20:00,5310,5357,9666.24,9280.93,47,-664.203135233629,-743.9966804107297,-3.986141457278114,-4.46501356971064,177.33469636064413,1.8410384809075369,3.1197504569262637,-2.4398943572783205,4.280932838185858,2.3252815639549147,ATR_trail,9992.72,5350,2020-06-10 16:00,7,1.2145959274769476,1.2193891237179793,True,0.08696679793318866,Chop,0.8477114896468252,Other_loss,False
45,60,2020-06-23 00:00,2020-06-24 12:00,5424,5433,9685.69,9331.32,9,-582.4210254075498,-658.9117547712594,-3.658696489356983,-4.139201743774146,105.73302755839457,0.32449652480678903,3.524821038479865,-3.801201330190136,4.125697854996925,12.714151122121997,ATR_trail,9720.0,5424,2020-06-23 00:00,9,0.32449652480678903,1.0276826693531382,True,0.1880333864766025,Chop,0.2520564533858973,False_breakout,False
46,60,2020-07-07 00:00,2020-07-10 08:00,5508,5528,9344.2,9154.99,20,-308.9965727542339,-383.5646721821926,-2.024892446651405,-2.5135463496606114,88.72186762361369,1.4179142456027052,2.470642310302987,-2.653888847323264,4.071803092925969,2.8716850158982568,ATR_trail,9470.0,5517,2020-07-08 12:00,11,0.3969709040550607,1.5914903933156133,True,0.12595419847328387,Chop,0.22984630417362273,Other_loss,False
47,60,2020-07-11 00:00,2020-07-15 16:00,5532,5560,9288.34,9204.98,28,-133.51054712454703,-207.04084781658514,-0.8974693002194223,-1.391746261315585,83.6946863628974,0.6769844354792605,2.0949956038992927,-1.548405348436198,2.2253897839154586,3.2872096717260995,EMA_cross_down,9345.0,5541,2020-07-12 12:00,19,0.13071319668449477,1.3153762178240747,True,0.1812829663732642,Chop,0.2876067391793645,False_breakout,False
48,60,2020-07-21 16:00,2020-08-03 00:00,5596,5670,9338.0,11071.35,74,2722.962354632318,2636.2179289829733,18.56232597986722,17.97099268320954,60.93849456405275,45.70936679560057,1.2635691208135265,27.606960707434276,18.102406088166298,0.3960327468353514,ATR_trail,12123.46,5665,2020-08-02 04:00,5,0.8995955740648981,1.2635691208135265,False,0.35106769200303733,Transition,0.1564319976735524,Winner,True
49,60,2020-08-03 04:00,2020-08-11 20:00,5671,5723,11136.47,11387.05,52,389.38868660832804,301.13481327339963,2.250084631844751,1.7401091473966401,304.16478033586657,3.060446377033197,0.44867127564639686,0.6387037966245855,2.4217425804086115,0.7913037126160184,ATR_trail,12067.35,5712,2020-08-10 00:00,11,1.1064068615320801,0.05187977379423796,False,0.04945851987094485,Chop,0.6671192670942282,Winner,True
50,60,2020-08-12 12:00,2020-08-19 04:00,5727,5767,11460.44,11837.11,40,578.6772585152798,487.97738325925616,3.286697543898831,2.771551920238502,210.11863869191217,4.79519573452663,0.9046317888947776,1.5154587283753356,3.2797370061512945,0.6839631138592223,ATR_trail,12468.0,5758,2020-08-17 16:00,9,0.9354239168101217,0.9046317888947776,False,0.11555236830039588,Chop,0.4652657947923307,Winner,True
51,60,2020-08-19 12:00,2020-08-22 00:00,5769,5784,11842.48,11531.34,15,-475.40394054610175,-563.2803553741869,-2.627321304321384,-3.112970574624019,192.40757602163987,0.3751931264488327,1.8537211859053087,-1.9207900106721043,2.295983137120937,6.119470148219929,EMA_cross_down,11914.67,5769,2020-08-19 12:00,15,0.3751931264488327,1.4629361578171007,True,0.03539435649185463,Chop,0.47002388464627237,False_breakout,False
52,60,2020-08-31 04:00,2020-09-02 12:00,5839,5853,11679.09,11406.02,14,-409.90216815886413,-495.2958967875133,-2.33811024660312,-2.8252019660714334,112.34651664168405,3.309047855802106,4.619546876164012,-2.9443082428179976,6.253356098620104,1.8897750564880555,ATR_trail,12050.85,5848,2020-09-01 16:00,5,1.0830776390520793,1.460570428928792,False,0.21844680466042124,Chop,0.24134032660719842,Exit_lag,False
53,60,2020-09-16 16:00,2020-09-21 12:00,5938,5967,11004.99,10636.47,29,-570.4798211001425,-652.6023599545814,-3.348662742992048,-3.8307143003835975,150.2057657578489,1.1637369518943852,2.829385395798578,-2.8136313400999766,3.977368291994362,3.417755434782591,ATR_trail,11179.79,5955,2020-09-19 12:00,12,0.5859295717175312,1.7253665243303593,False,0.4317894379180394,Transition,0.33542619614218655,Other_loss,False
54,60,2020-09-26 16:00,2020-10-02 08:00,5998,6032,10721.0,10490.88,34,-351.66110520625017,-431.62013461400346,-2.146441563287016,-2.6344892362880734,125.03792925962138,1.8314442773961643,2.687024665150928,-2.264510470355636,4.0959547477518,2.2364615720524013,ATR_trail,10950.0,6006,2020-09-28 00:00,26,0.6238107145716193,1.0091337944185526,False,0.1884101336525023,Chop,0.2876106445846763,Other_loss,False
55,60,2020-10-08 16:00,2020-10-29 12:00,6070,6195,10896.96,13052.06,125,3154.8047348243767,3059.5098166115563,19.777075441223978,19.179683543761538,100.6254601510665,29.4410579146912,0.6753757935414404,20.82204093133576,8.61901698335544,0.2927550024978728,ATR_trail,13859.48,6186,2020-10-28 00:00,9,2.0638911830884097,0.6753757935414404,False,0.27658049335390256,Transition,0.30253778139952664,Winner,True
56,60,2020-10-29 16:00,2020-11-26 08:00,6196,6362,13436.95,17619.9,166,5918.2678129037995,5793.930635864589,31.13020439906378,30.476188417023575,255.47766980094,23.67040534193,1.2601884158832897,16.069145605558116,7.601259736371883,0.3211292593670516,ATR_trail,19484.21,6357,2020-11-25 12:00,5,0.91213451328865,1.2601884158832897,False,0.10326734888396495,Chop,0.5171753266411744,Winner,True
57,60,2020-11-30 00:00,2020-12-08 12:00,6384,6435,18184.99,18762.96,51,788.3809704357309,660.7318542773344,3.178280548958212,2.6636756584397236,422.39598228286457,4.031785507987027,0.43530243589502465,1.1496324429402525,2.8821530650467744,0.7148577371829892,ATR_trail,19888.0,6392,2020-12-01 08:00,43,3.9729781304505485,0.0,False,0.1329455493470115,Chop,0.797252479445976,Winner,True
58,60,2020-12-13 12:00,2021-01-11 08:00,6465,6638,19316.81,34375.34,173,19852.165290561537,19626.13953512931,77.9555734098953,77.06801444026989,319.72997361429555,70.7884523435498,1.0815689129514245,46.677824591459306,24.1106277520905,0.3406011426140106,ATR_trail,41950.0,6621,2021-01-08 12:00,17,0.2945923365746881,1.0815689129514245,True,0.10356498405901474,Chop,0.5779387717014334,Winner,True
59,60,2021-01-12 04:00,2021-01-13 12:00,6643,6651,34984.96,34385.48,8,-772.6701706495885,-993.7148990190645,-1.7135363310405216,-2.2037431323819634,2468.331191004542,0.6656481131818172,1.0553527052987786,-0.3131290091122017,0.9787771222940189,1.4704122236829247,EMA_cross_down,36628.0,6643,2021-01-12 04:00,8,0.6656481131818172,1.0553527052987786,False,0.08863703580340161,Chop,1.6136977673409727,Other_loss,False
60,60,2021-01-13 20:00,2021-01-17 08:00,6653,6674,36002.25,34760.9,21,-1520.5043511310905,-1732.863049178867,-3.4479789457603327,-3.9295351604946904,2131.435217401515,1.9225308686583813,0.7479701878734974,-0.6654004134965119,2.5879312821548934,1.3461064913672127,ATR_trail,40100.0,6657,2021-01-14 12:00,17,1.9225308686583813,0.13983066319198234,False,0.15112333474197592,Chop,1.647590004665227,Other_loss,False
61,60,2021-01-17 20:00,2021-01-18 04:00,6677,6679,35633.91,35106.25,2,-627.3409661491625,-835.5116359465768,-1.4807805261898066,-1.9721482043634109,1593.5525881739522,0.7647002107388094,0.496325007326127,-0.44210050250509514,1.2068007132439047,1.5781357142270998,EMA_cross_down,36852.5,6677,2021-01-17 20:00,2,0.7647002107388094,0.496325007326127,False,0.04590947008626428,Chop,1.1392616180675246,Other_loss,False
62,60,2021-01-18 16:00,2021-01-20 12:00,6682,6693,36405.98,34426.17,11,-2258.464284368673,-2454.332535442072,-5.438145051994214,-5.9097752512361374,1500.5961306317151,0.962297563297127,1.6033494628479037,-1.437355682166129,2.399653245463256,2.493670707469431,EMA_cross_down,37850.0,6688,2021-01-19 16:00,5,0.752560916923456,0.6703869078860744,False,0.08647040322701438,Chop,1.118298397148798,Other_loss,False
63,60,2021-01-29 16:00,2021-02-23 08:00,6748,6896,37129.4,49640.33,148,13166.750572084218,12906.189641105535,33.695481208961084,33.02867082886654,1623.176857533944,13.075223381538494,3.054337533823745,7.5740395249831325,5.501183856555362,0.4207334510493132,ATR_trail,58352.8,6886,2021-02-21 16:00,10,0.27082692681306025,2.6518367237810296,True,0.23887418989397796,Chop,1.5365388948176892,Winner,True
