entry_bar_idx,entry_fill_bar_idx,entry_ts_ms,exit_ts_ms,entry_fill_price,exit_fill_price,qty,return_pct,pnl_usd
2224,2225,1546804800000,1547150400000,4005.412410,3593.134169,0.48531224,-10.293029,-202.699365
2478,2479,1550462400000,1551024000000,3737.875074,3774.482685,0.99706842,0.979370,110.688253
2595,2596,1552147200000,1559620800000,3954.701738,7888.016064,0.25044811,72.991387,3252.369231
3177,3178,1560528000000,1561996800000,8394.318026,10379.782428,0.24760882,23.652480,971.461711
3324,3325,1562644800000,1563105600000,12668.178684,10669.322670,0.14348744,-15.778559,-289.107104
3483,3484,1564934400000,1565712000000,10955.166956,10941.789998,0.22831738,-0.122106,-6.801493
4410,4411,1578283200000,1579780800000,7548.442785,8414.559126,0.48165578,11.474106,512.370263
4547,4548,1580256000000,1581883200000,9384.717684,9736.166526,0.53126562,3.970920,189.792136
4960,4961,1586203200000,1586750400000,7273.127676,6668.856139,0.43083460,-7.450526,-235.609374
5061,5062,1587657600000,1589083200000,7536.310662,8614.109426,0.36941120,14.301411,568.982641
5285,5286,1590883200000,1591905600000,9707.420144,9271.651390,0.40020511,-4.489027,-179.962726
5603,5604,1595462400000,1598054400000,9527.680540,11519.701653,0.39132015,20.907724,1676.831917
5845,5846,1598947200000,1599148800000,11935.666721,10659.612388,0.58404609,-10.691102,-754.613096
5954,5955,1600516800000,1600689600000,11150.832475,10625.826199,0.39088520,-4.708225,-211.447402
6074,6075,1602244800000,1606392000000,11061.493203,17082.904275,0.23559996,54.435789,2801.758552
6474,6475,1608004800000,1610380800000,19499.174560,31551.245076,0.08373818,61.808106,2711.599118
6792,6793,1612584000000,1614081600000,39426.316767,46312.792450,0.06781019,17.466698,462.262478
6978,6979,1615262400000,1616457600000,53894.484090,54029.180271,0.07620935,-1.436758,-66.197594
7122,7123,1617336000000,1617796800000,59929.674757,56264.163610,0.09029644,-5.472303,-301.733202
7171,7172,1618041600000,1618718400000,60540.895520,54945.023740,0.10572637,-9.921689,-648.562057
7309,7310,1620028800000,1620864000000,58846.682577,49487.625234,0.05666826,-15.904138,-534.568031
7807,7808,1627200000000,1629345600000,34730.214184,44002.934042,0.09280285,26.699288,1138.732719
7965,7966,1629475200000,1629964800000,48767.110560,46844.869973,0.09351439,-3.941674,-186.328153
8049,8050,1630684800000,1631030400000,50601.013088,46609.425594,0.11085165,-7.888355,-450.224175
8137,8138,1631952000000,1632110400000,48670.644166,45497.218636,0.10193763,-6.520204,-330.448311
8230,8231,1633291200000,1635336000000,48823.546954,58505.450641,0.08184938,19.830398,785.274820
8409,8410,1635868800000,1637035200000,64082.774745,60846.507827,0.07966805,-5.050135,-265.098350
8987,8988,1644192000000,1645128000000,42423.261465,41163.026081,0.11922064,-3.011904,-159.759962
9261,9262,1648137600000,1649260800000,44044.011000,44124.202682,0.13556466,-1.303930,-87.999927
9955,9956,1658131200000,1658721600000,22268.181491,21845.887717,0.19904102,-1.896400,-90.576123
10029,10030,1659196800000,1659643200000,24551.102702,22428.834333,0.16500413,-8.644289,-355.734330
10098,10099,1660190400000,1660752000000,24348.700451,23368.513948,0.19962892,-4.025621,-202.671121
10552,10553,1666728000000,1667894400000,20296.541329,19777.108049,0.46007785,-2.559221,-252.628261
10844,10845,1670932800000,1671220800000,17461.768681,16848.358996,0.58700735,-3.512873,-379.134106
11003,11004,1673222400000,1675915200000,17144.962112,22497.046070,0.32546015,31.167996,3543.867669
11232,11233,1676520000000,1677254400000,24756.337783,23325.906587,0.28598851,-5.778040,-453.100264
