window,start_close_utc,end_close_utc,policy,sharpe,cagr,mdd,bar_count,end_equity_multiple,final_equity_cash,trades,closed_trades,exposure
all_available_full_continuous,2018-08-17 07:59:59.999000+00:00,2026-03-11 07:59:59.999000+00:00,combo1,1.3420508539418778,0.46964532510128354,-0.3762992168797674,16573,18.384500032701403,183845.00032701323,220,219,0.329692873951608
all_available_full_continuous,2018-08-17 07:59:59.999000+00:00,2026-03-11 07:59:59.999000+00:00,combo2,1.3703069767149791,0.4792166350551228,-0.30741602234923837,16573,19.309489570503487,193094.8957050359,228,227,0.35340614252096786
all_available_full_continuous,2018-08-17 07:59:59.999000+00:00,2026-03-11 07:59:59.999000+00:00,combo3,1.489028354084408,0.5906622428194492,-0.3661784239590652,16573,33.444238658465544,334442.3865846563,176,175,0.39648826404392684
all_available_full_continuous,2018-08-17 07:59:59.999000+00:00,2026-03-11 07:59:59.999000+00:00,combo4,1.461102552223025,0.605265711938161,-0.3886155944906676,16573,35.83722252822623,358372.2252822634,195,194,0.4325710492970494
