window,start_close_utc,end_close_utc,policy,sharpe,cagr,mdd,bar_count,end_equity_multiple,final_equity_cash,trades,closed_trades,exposure
cutoff_aligned_full_continuous,2018-08-17 07:59:59.999000+00:00,2026-02-28 23:59:59.999000+00:00,combo1,1.3750359686938167,0.48605371868751024,-0.3762992168797674,16511,19.771892947964087,197718.92947964004,218,218,0.33008297498637273
cutoff_aligned_full_continuous,2018-08-17 07:59:59.999000+00:00,2026-02-28 23:59:59.999000+00:00,combo2,1.4012585814974532,0.4946332200226804,-0.30741602234923837,16511,20.648252421819908,206482.52421820015,226,226,0.3540064199624493
cutoff_aligned_full_continuous,2018-08-17 07:59:59.999000+00:00,2026-02-28 23:59:59.999000+00:00,combo3,1.5178179012125514,0.6076788056303941,-0.3661784239590652,16511,35.76298997206367,357629.8997206376,174,174,0.3972503179698383
cutoff_aligned_full_continuous,2018-08-17 07:59:59.999000+00:00,2026-02-28 23:59:59.999000+00:00,combo4,1.488555692041119,0.6224941812103832,-0.3886155944906676,16511,38.321883867407244,383218.8386740737,193,193,0.43346859669311366
