block,median_delta_sharpe,p_delta_sharpe_gt0,median_delta_cagr,p_delta_cagr_gt0,median_delta_mdd,p_delta_mdd_lt0
5,0.01524590398775072,0.5133333333333333,-0.18990091313944557,0.22083333333333333,0.08634921524671418,0.12416666666666666
10,0.0478548013196447,0.5608333333333333,-0.16267707548434795,0.22666666666666666,0.08377401628671899,0.13583333333333333
20,0.03313503964830766,0.5516666666666666,-0.17304359352994136,0.17416666666666666,0.06738945254689971,0.22
