variant,sharpe,cagr,mdd,trades,exposure,days,hold_sharpe,hold_cagr,hold_mdd,hold_trades,hold_exposure,hold_days
chosen_final_no_cap,1.627998919433356,0.6653309787919948,-0.23221426704758574,116,0.2966343411294923,1461,1.3747646041768045,0.40315679641922864,-0.15220819410848074,56,0.2640664961636829,782
optional_cap_extension,1.652491589647763,0.6577555334667768,-0.23005909787245837,110,0.28317170564746147,1461,1.4197024154189368,0.41875669142881433,-0.15220819410848196,56,0.26278772378516624,782
