overextended_entry,n,mean_net_ret,median_net_ret,win_rate,avg_bars
False,78,0.03912274668585739,-0.00763375607868283,0.3974358974358974,43.26923076923077
True,5,0.07883857723040474,0.020827289305807684,0.8,68.0
