peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,13793.84,2019-05-23T07:59:59Z,12118.56,2019-05-30T15:59:59Z,12.15,66,110,11.0,18.3
2019-05-30T15:59:59Z,13954.55,2019-06-09T23:59:59Z,12448.62,2019-06-15T07:59:59Z,10.79,62,94,10.3,15.7
2019-06-26T19:59:59Z,19986.82,2019-07-30T03:59:59Z,18036.44,2019-08-02T15:59:59Z,9.76,200,221,33.3,36.8
2019-08-06T07:59:59Z,22722.92,2020-07-05T15:59:59Z,15971.79,2020-11-05T15:59:59Z,29.71,2006,2744,334.3,457.3
2020-11-06T07:59:59Z,23894.2,2020-11-12T03:59:59Z,22324.84,2020-11-17T11:59:59Z,6.57,35,67,5.8,11.2
2020-11-21T15:59:59Z,26353.42,2020-11-27T15:59:59Z,24361.64,2020-11-30T23:59:59Z,7.56,36,56,6.0,9.3
2020-11-30T23:59:59Z,26591.65,2020-12-09T03:59:59Z,24933.98,2020-12-16T15:59:59Z,6.23,49,94,8.2,15.7
2020-12-21T07:59:59Z,31984.64,2020-12-21T11:59:59Z,30273.3,2020-12-25T11:59:59Z,5.35,1,25,0.2,4.2
2021-01-03T07:59:59Z,39733.95,2021-01-27T15:59:59Z,36895.2,2021-04-26T11:59:59Z,7.14,146,679,24.3,113.2
2021-05-03T07:59:59Z,43237.95,2021-09-28T23:59:59Z,31653.87,2021-10-15T03:59:59Z,26.79,892,989,148.7,164.8
2021-10-20T15:59:59Z,49320.42,2021-10-27T23:59:59Z,44193.46,2021-11-09T03:59:59Z,10.4,44,117,7.3,19.5
2021-11-09T03:59:59Z,49989.37,2023-06-15T15:59:59Z,34709.3,2023-12-04T03:59:59Z,30.57,3501,4530,583.5,755.0
2023-12-09T07:59:59Z,54607.49,2023-12-18T03:59:59Z,50654.86,2024-01-02T03:59:59Z,7.24,53,143,8.8,23.8
2024-01-02T07:59:59Z,55243.11,2024-01-03T19:59:59Z,51775.62,2024-01-08T19:59:59Z,6.28,9,39,1.5,6.5
2024-01-11T11:59:59Z,57189.17,2024-01-23T19:59:59Z,50169.24,2024-02-09T03:59:59Z,12.27,74,172,12.3,28.7
2024-03-04T23:59:59Z,76339.94,2024-08-07T19:59:59Z,52072.24,2024-12-17T03:59:59Z,31.79,935,1723,155.8,287.2
2024-12-17T03:59:59Z,76354.86,2024-12-30T15:59:59Z,69013.36,2025-01-17T15:59:59Z,9.61,81,189,13.5,31.5
2025-01-20T11:59:59Z,80479.39,2025-03-31T03:59:59Z,51366.39,,36.17,418,,69.7,
