peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,13793.84,2019-05-12T15:59:59Z,12659.46,2019-05-13T15:59:59Z,8.22,2,8,0.3,1.3
2019-05-14T07:59:59Z,15283.34,2019-05-23T07:59:59Z,13476.13,2019-05-27T15:59:59Z,11.82,54,80,9.0,13.3
2019-05-30T15:59:59Z,15532.22,2019-06-09T23:59:59Z,13833.34,2019-06-15T15:59:59Z,10.94,62,96,10.3,16.0
2019-06-26T19:59:59Z,24750.91,2020-07-05T15:59:59Z,17066.87,2020-11-05T23:59:59Z,31.05,2249,2989,374.8,498.2
2020-11-06T07:59:59Z,25406.03,2020-11-07T19:59:59Z,23791.01,2020-11-09T11:59:59Z,6.36,9,19,1.5,3.2
2020-11-24T15:59:59Z,31095.04,2020-11-26T11:59:59Z,28313.23,2020-12-16T15:59:59Z,8.95,11,132,1.8,22.0
2020-12-21T07:59:59Z,36476.21,2020-12-21T11:59:59Z,34524.55,2020-12-25T11:59:59Z,5.35,1,25,0.2,4.2
2021-01-03T07:59:59Z,51795.69,2021-01-04T11:59:59Z,46369.56,2021-01-06T07:59:59Z,10.48,7,18,1.2,3.0
2021-01-08T11:59:59Z,61793.29,2021-01-27T15:59:59Z,48998.4,2021-02-14T07:59:59Z,20.71,115,221,19.2,36.8
2021-02-21T19:59:59Z,71468.48,2021-03-06T15:59:59Z,63340.07,2021-03-10T19:59:59Z,11.37,77,102,12.8,17.0
2021-03-14T03:59:59Z,76329.4,2021-03-25T15:59:59Z,66885.42,2021-04-14T07:59:59Z,12.37,69,187,11.5,31.2
2021-04-14T11:59:59Z,76653.31,2021-04-25T23:59:59Z,71001.48,2021-04-27T11:59:59Z,7.37,69,78,11.5,13.0
2021-05-03T07:59:59Z,81071.1,2021-09-28T23:59:59Z,59369.11,2021-10-15T03:59:59Z,26.77,892,989,148.7,164.8
2021-10-20T15:59:59Z,92504.0,2021-10-27T23:59:59Z,82888.01,2021-11-09T03:59:59Z,10.4,44,117,7.3,19.5
2021-11-09T03:59:59Z,93758.67,2023-06-15T15:59:59Z,65099.8,2023-12-04T03:59:59Z,30.57,3501,4530,583.5,755.0
2023-12-09T07:59:59Z,102428.08,2023-12-18T03:59:59Z,95014.06,2024-01-02T03:59:59Z,7.24,53,143,8.8,23.8
2024-01-02T07:59:59Z,103620.33,2024-01-03T19:59:59Z,97116.29,2024-01-08T19:59:59Z,6.28,9,39,1.5,6.5
2024-01-11T11:59:59Z,107270.57,2024-01-23T19:59:59Z,94103.18,2024-02-09T03:59:59Z,12.27,74,172,12.3,28.7
2024-03-04T23:59:59Z,142947.26,2024-08-07T19:59:59Z,97149.16,2024-11-20T15:59:59Z,32.04,935,1564,155.8,260.7
2024-12-05T03:59:59Z,154132.72,2024-12-09T23:59:59Z,146268.47,2024-12-16T15:59:59Z,5.1,29,69,4.8,11.5
2024-12-17T03:59:59Z,156792.29,2024-12-30T15:59:59Z,141716.77,2025-01-17T15:59:59Z,9.61,81,189,13.5,31.5
2025-01-20T11:59:59Z,165261.89,2025-03-31T03:59:59Z,105479.27,,36.17,418,,69.7,
