label,scenario,score,cagr_pct,max_drawdown_mid_pct,sharpe,sortino,calmar,profit_factor,win_rate_pct,trades,avg_trade_pnl,fees_total,fee_drag_pct_per_year,turnover_per_year,avg_exposure,time_in_market_pct,total_return_pct,initial_cash,final_nav_mid
candidate,smart,164.3331,62.77,25.94,1.5982,1.9159,2.42,2.5773,52.17,23,294.05,175.73,1.43,40.81,0.5933,80.1,62.89,10000.0,16289.37
candidate,base,147.3588,56.88,27.2,1.4896,1.7909,2.0908,2.4524,52.17,23,274.93,492.53,4.08,40.79,0.5934,80.1,56.99,10000.0,15699.13
candidate,harsh,129.9087,50.89,28.64,1.3749,1.6585,1.7772,2.3137,52.17,23,253.59,724.03,6.11,40.76,0.5935,80.1,50.99,10000.0,15099.03
baseline,smart,164.3331,62.77,25.94,1.5982,1.9159,2.42,2.5773,52.17,23,294.05,175.73,1.43,40.81,0.5933,80.1,62.89,10000.0,16289.37
baseline,base,147.3588,56.88,27.2,1.4896,1.7909,2.0908,2.4524,52.17,23,274.93,492.53,4.08,40.79,0.5934,80.1,56.99,10000.0,15699.13
baseline,harsh,129.9087,50.89,28.64,1.3749,1.6585,1.7772,2.3137,52.17,23,253.59,724.03,6.11,40.76,0.5935,80.1,50.99,10000.0,15099.03
