close_time,datetime_utc,realtime_interval,close,bid,ask,mid,cash,btc_qty,btc_value_mid,nav_mid,nav_liq,drawdown_mid,drawdown_liq,exposure,target_exposure,regime,kill_active,crash_cooldown_active,entry_price_avg,note
1635436799999,2021-10-28T15:59:59.999000+00:00,4h,61138.62,61123.33534500001,61153.904655000006,61138.62,5706.139939615888,0.26421006999999996,16153.4390699034,21859.579009519286,21855.540649751812,0.06682345296467285,0.06681373899269905,0.7389638685570747,0.738593652005497,RISK_ON,False,False,53742.169862798415,
1635451199999,2021-10-28T19:59:59.999000+00:00,4h,61289.13,61273.8077175,61304.4522825,61289.13,5706.139939615888,0.26421006999999996,16193.205327539097,21899.345267154986,21895.2969658231,0.06512584758202389,0.06511622674440742,0.7394378749681592,0.738593652005497,RISK_ON,False,False,53742.169862798415,
1635465599999,2021-10-28T23:59:59.999000+00:00,4h,60575.89,60560.7460275,60591.0339725,60575.89,5706.139939615888,0.26421006999999996,16004.760137212297,21710.900076828184,21706.898886793882,0.0731704961975348,0.07316043401283889,0.737176260798787,0.7377754109868295,RISK_ON,False,False,53742.169862798415,
1635479999999,2021-10-29T03:59:59.999000+00:00,4h,61642.99,61627.5792525,61658.4007475,61642.99,5706.139939615888,0.26421006999999996,16286.698702909298,21992.838642525185,21988.766967849457,0.06113465337098045,0.061125251499038136,0.7405455461041515,0.7377754109868295,RISK_ON,False,False,53742.169862798415,
1635494399999,2021-10-29T07:59:59.999000+00:00,4h,60569.05,60553.907737500005,60584.19226250001,60569.05,5706.139939615888,0.26421006999999996,16002.952940333498,21709.092879949385,21705.092141714304,0.07324764469808165,0.07323757828084976,0.7371543817528137,0.7377754109868295,RISK_ON,False,False,53742.169862798415,
1635508799999,2021-10-29T11:59:59.999000+00:00,4h,60940.91,60925.6747725,60956.14522750001,60940.91,5706.139939615888,0.26421006999999996,16101.202096963698,21807.342036579586,21803.316736055345,0.06905342811717774,0.06904359180387298,0.7383385866079222,0.7377754109868295,RISK_ON,False,False,53742.169862798415,
1635523199999,2021-10-29T15:59:59.999000+00:00,4h,62299.99,62284.4150025,62315.564997500005,62299.99,5706.139939615888,0.26421006999999996,16460.284718899296,22166.424658515185,22162.30958733546,0.053724336871077694,0.053715341545362616,0.7425773426467364,0.7377754109868295,RISK_ON,False,False,53742.169862798415,
1635537599999,2021-10-29T19:59:59.999000+00:00,4h,62545.11,62529.4737225,62560.7462775,62545.11,5706.139939615888,0.26421006999999996,16525.0478912577,22231.187830873587,22227.05656890077,0.05095962335440163,0.050950779706938065,0.7433272579483369,0.7377754109868295,RISK_ON,False,False,53742.169862798415,
1635551999999,2021-10-29T23:59:59.999000+00:00,4h,62253.71,62238.1465725,62269.273427500004,62253.71,5706.139939615888,0.26421006999999996,16448.0570768597,22154.197016475588,22150.08500220637,0.054246329942029714,0.05423730597862908,0.7424352624754417,0.7581470697354906,RISK_ON,False,False,53742.169862798415,
1635566399999,2021-10-30T03:59:59.999000+00:00,4h,61679.95,61664.5300125,61695.3699875,61679.95,5706.139939615888,0.26421006999999996,16296.463907096497,22002.603846712384,21998.529730735612,0.06071778077153389,0.060708401770137255,0.7406606972806768,0.7581470697354906,RISK_ON,False,False,53742.169862798415,
1635580799999,2021-10-30T07:59:59.999000+00:00,4h,61597.19,61581.7907025,61612.58929750001,61597.19,5706.139939615888,0.26421006999999996,16274.5978817033,21980.737821319188,21976.66917184876,0.06165123251206939,0.06164180229946181,0.7404027114102837,0.7581470697354906,RISK_ON,False,False,53742.169862798415,
1635595199999,2021-10-30T11:59:59.999000+00:00,4h,61595.01,61579.611247500005,61610.40875250001,61595.01,5706.139939615888,0.26421006999999996,16274.021903750698,21980.161843366586,21976.09333789065,0.06167582077686373,0.061666389215289774,0.7403959088072889,0.7581470697354906,RISK_ON,False,False,53742.169862798415,
1635609599999,2021-10-30T15:59:59.999000+00:00,4h,61377.19,61361.8457025,61392.53429750001,61377.19,5706.139939615888,0.26421006999999996,16216.471666303298,21922.611605919185,21918.55748800261,0.06413261703258488,0.06412305068577617,0.739714408019015,0.7581470697354906,RISK_ON,False,False,53742.169862798415,
1635623999999,2021-10-30T19:59:59.999000+00:00,4h,61730.85,61715.4172875,61746.282712500004,61730.85,5324.131831916144,0.27039001,16691.4051488085,22015.536980724642,22011.364129437443,0.06016567053488897,0.06016039956196606,0.758164798043418,0.7581470697354906,RISK_ON,False,False,53925.25020661964,
1635638399999,2021-10-30T23:59:59.999000+00:00,4h,61859.19,61843.725202500005,61874.65479750001,61859.19,5324.131831916144,0.27039001,16726.1070026919,22050.238834608044,22046.057307857373,0.05868426249091263,0.05867907279128648,0.7585453893787367,0.7924376529634168,RISK_ON,False,False,53925.25020661964,
1635652799999,2021-10-31T03:59:59.999000+00:00,4h,61697.84,61682.41554,61713.26446,61697.84,5324.131831916144,0.27039001,16682.4795745784,22006.611406494543,22002.4407866009,0.06054669967258297,0.060541407795565494,0.7580667130631071,0.7924376529634168,RISK_ON,False,False,53925.25020661964,
1635667199999,2021-10-31T07:59:59.999000+00:00,4h,61362.61,61347.269347500005,61377.9506525,61362.61,5324.131831916144,0.27039001,16591.836731526102,21915.968563442246,21911.820604259363,0.06441620581705965,0.06441070165044238,0.7570660946832501,0.7924376529634168,RISK_ON,False,False,53925.25020661964,
1635681599999,2021-10-31T11:59:59.999000+00:00,4h,60467.81,60452.6930475,60482.926952500005,60467.81,5324.131831916144,0.27039001,16349.891750578101,21674.023582494243,21669.9361095566,0.07474473875885446,0.07473866794625106,0.7543542475326844,0.7924376529634168,RISK_ON,False,False,53925.25020661964,
1635695999999,2021-10-31T15:59:59.999000+00:00,4h,60460.23,60445.114942500004,60475.34505750001,60460.23,5324.131831916144,0.27039001,16347.842194302302,21671.974026218446,21667.88706566987,0.07483223348359591,0.0748261578708399,0.7543310163866437,0.7924376529634168,RISK_ON,False,False,53925.25020661964,
1635710399999,2021-10-31T19:59:59.999000+00:00,4h,60689.95,60674.7775125,60705.122487500004,60689.95,5324.131831916144,0.27039001,16409.9561873995,21734.088019315644,21729.985530268794,0.07218061235329976,0.07217468221429868,0.7550331153906964,0.7924376529634168,RISK_ON,False,False,53925.25020661964,
