event_id,strategy_id,event_ts,event_close_time_ms,event_bar_index,entry_ts,entry_ts_ms,entry_bar_index,bars_since_entry,bars_since_peak,entry_price,current_close,peak_close,entry_atr,current_atr,current_ratr,mfe_r_to_date,giveback_from_peak_r,realized_if_close_r,er30_now,event_context,vdo_now,ema_fast,ema_slow,ema_spread_atr,price_to_slow_atr,floor_stop,trail_stop,ll30,ema_floor,floor_driver,price_minus_floor_atr,price_minus_trail_atr,floor_hit,trail_hit_same_bar,trend_down_same_bar,actionable_event,d1_regime_on,cand_strategy_id,cand_trade_id,cand_entry_ts,cand_exit_ts,cand_entry_ts_ms,cand_exit_ts_ms,cand_pnl_usd,cand_return_pct,cand_days_held,cand_entry_reason,cand_exit_reason,ref_strategy_id,ref_trade_id,ref_entry_ts,ref_exit_ts,ref_entry_ts_ms,ref_exit_ts_ms,ref_pnl_usd,ref_return_pct,ref_days_held,ref_entry_reason,ref_exit_reason,matched_reference,delta_pnl_usd,delta_return_pct,candidate_earlier,event_label
10,X0E5_FLOOR_LATCH,2020-05-24T23:59:59Z,1590364799999,5249,2020-05-23T04:00:00Z,1590206400000,5239,10,10,9295.3984315275,8720.34,9295.3984315275,190.15777855296054,181.46606296225784,181.40839320098124,0.0,3.024112060539982,-3.024112060539982,0.46485164871472834,trend,-0.014214957884989783,9222.631404619435,9133.864592015218,0.4891648121703028,-2.278798499646869,8815.0,8751.173251924556,8815.0,8771.047805613254,ll,-0.521640236498037,-0.16991194618560054,True,True,False,False,True,X0E5_FLOOR_LATCH,40,2020-05-23T04:00:00Z,2020-05-25T00:00:00Z,1590206400000,1590364800000,-1990.910367235284,-6.584586286560174,1.8333333333333333,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,39.0,2020-05-23T04:00:00Z,2020-05-25T00:00:00Z,1590206400000.0,1590364800000.0,-1892.5106870255215,-6.584586286560165,1.8333333333333333,x0_entry,x0_trail_stop,True,-98.39968020976244,-8.881784197001252e-15,False,bad_exit
11,X0E5_FLOOR_LATCH,2020-08-21T23:59:59Z,1598054399999,5783,2020-08-19T12:00:00Z,1597838400000,5769,14,5,11853.995110537498,11531.34,11866.58,192.40757602163987,157.74392197371168,155.55591648465753,0.06540745288057702,1.742343035194704,-1.676935582314127,0.16136655360892224,chop,-0.005975130575125331,11810.875148711522,11544.708289249984,1.6873351196751383,-0.08474677872033363,11561.0,11399.912250546027,11561.0,11233.59645628067,ll,-0.18802626198772177,0.8331715593826527,True,False,False,True,True,X0E5_FLOOR_LATCH,49,2020-08-19T12:00:00Z,2020-08-22T00:00:00Z,1597838400000,1598054400000,-954.562326337904,-3.111194143691393,2.5,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,48.0,2020-08-19T12:00:00Z,2020-08-25T16:00:00Z,1597838400000.0,1598371200000.0,-1181.3784604063299,-4.050654841534872,6.166666666666667,x0_entry,x0_trail_stop,True,226.81613406842587,0.939460697843479,True,good_exit
12,X0E5_FLOOR_LATCH,2020-08-25T19:59:59Z,1598385599999,5806,2020-08-22T12:00:00Z,1598097600000,5787,19,8,11572.563890249998,11294.0,11793.05,155.18601916043895,144.64142967591218,138.31357376972542,1.420785911919373,3.215818040180906,-1.7950321282615327,0.3197384281230541,transition,-0.0017901653910924742,11655.84946793774,11568.60832483855,0.603154596125506,-1.8985454268105952,11328.03,11378.109278690823,11328.03,11291.981177299098,ll,-0.23527145767467364,-0.5815019865282076,True,True,False,False,True,X0E5_FLOOR_LATCH,50,2020-08-22T12:00:00Z,2020-08-25T20:00:00Z,1598097600000,1598385600000,-831.3811159621008,-2.7967224907497847,3.3333333333333335,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,False,unmatched
13,X0E5_FLOOR_LATCH,2020-09-21T11:59:59Z,1600689599999,5966,2020-09-18T08:00:00Z,1600416000000,5948,18,12,10965.096878534998,10636.47,11140.0,130.61455756076893,136.09804408391173,132.0615066907115,1.3390783135610886,3.8550833031435365,-2.5160049895824477,0.1427157970273888,chop,0.003962988143835361,10879.67981907628,10810.50572997528,0.5082665924159053,-1.2787526165179788,10723.0,10743.815479927865,10723.0,10546.382716593858,ll,-0.6357916499273882,-0.7887363896404115,True,True,False,False,True,X0E5_FLOOR_LATCH,52,2020-09-18T08:00:00Z,2020-09-21T12:00:00Z,1600416000000,1600689600000,-950.3078041703297,-3.384378793249005,3.1666666666666665,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,50.0,2020-09-18T08:00:00Z,2020-09-21T12:00:00Z,1600416000000.0,1600689600000.0,-920.3190916370884,-3.384378793249003,3.1666666666666665,x0_entry,x0_trail_stop,True,-29.98871253324137,-2.220446049250313e-15,False,bad_exit
14,X0E5_FLOOR_LATCH,2020-10-02T07:59:59Z,1601625599999,6031,2020-09-28T16:00:00Z,1601308800000,6010,21,21,10912.794615472498,10490.88,10912.794615472498,111.92256874625966,126.82968830558188,113.90913961358149,0.0,3.769700965575797,-3.769700965575797,0.09694025599965712,chop,-0.008880302695627382,10713.660006143731,10719.129790067496,-0.043126999654736244,-1.7996558464888353,10491.311510840333,10571.067196631753,10437.0,10491.311510840333,ema_floor,-0.003402285743175161,-0.6322431104502279,True,True,True,False,False,X0E5_FLOOR_LATCH,53,2020-09-28T16:00:00Z,2020-10-02T08:00:00Z,1601308800000,1601625600000,-1152.9874880366424,-4.2500291923107945,3.6666666666666665,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,51.0,2020-09-28T16:00:00Z,2020-10-02T08:00:00Z,1601308800000.0,1601625600000.0,-1116.6028448911093,-4.250029192310801,3.6666666666666665,x0_entry,x0_trail_stop,True,-36.38464314553312,6.217248937900877e-15,False,bad_exit
15,X0E5_FLOOR_LATCH,2020-12-11T11:59:59Z,1607687999999,6452,2020-12-11T00:00:00Z,1607644800000,6450,2,2,18273.0693737025,17647.71,18273.0693737025,337.77288924460584,359.70229871370236,353.91919849901876,0.0,1.851419677585883,-1.851419677585883,0.2987529249371488,transition,-0.007011711943364259,18458.062865683136,18265.071444639816,0.5365309638928035,-1.7163122027507338,17650.0,17211.311778205443,17650.0,17557.233047641777,ll,-0.006366375772937585,1.2132205530938185,True,False,False,True,False,X0E5_FLOOR_LATCH,58,2020-12-11T00:00:00Z,2020-12-11T12:00:00Z,1607644800000,1607688000000,-1698.5470489471777,-3.8078641369725537,0.5,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,56.0,2020-12-11T00:00:00Z,2021-01-04T12:00:00Z,1607644800000.0,1609761600000.0,29189.508289284044,67.5704026706974,24.5,x0_entry,x0_trail_stop,True,-30888.05533823122,-71.37826680766996,True,bad_exit
16,X0E5_FLOOR_LATCH,2021-01-21T11:59:59Z,1611230399999,6698,2021-01-17T20:00:00Z,1610913600000,6677,21,11,35669.542808475,32208.62,37329.4,1593.5525881739522,1440.878879615884,1443.196984326548,1.0416080422090277,3.2134364676774747,-2.171828425468447,0.3074178581020416,transition,-0.011421158760967411,35572.53371100297,34427.15590803891,0.7949160884844115,-1.5397102000900595,33400.0,32999.80904702036,33400.0,31540.761939385815,ll,-0.8268425728591459,-0.5491017032821526,True,True,False,False,True,X0E5_FLOOR_LATCH,62,2021-01-17T20:00:00Z,2021-01-21T12:00:00Z,1610913600000,1611230400000,-7862.816643915588,-10.068060502665185,3.6666666666666665,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,59.0,2021-01-17T20:00:00Z,2021-01-21T12:00:00Z,1610913600000.0,1611230400000.0,-8145.850319511559,-10.068060502665176,3.6666666666666665,x0_entry,x0_trail_stop,True,283.03367559597064,-8.881784197001252e-15,False,good_exit
17,X0E5_FLOOR_LATCH,2021-03-24T23:59:59Z,1616630399999,7073,2021-03-23T00:00:00Z,1616457600000,7062,11,3,54137.346770812495,52303.65,56541.03,1374.6141610612722,1485.2824426248083,1386.975684726509,1.748623939194499,3.0825959167542143,-1.333971977559715,0.3007756856582191,transition,-0.012146160527328947,55906.157792603255,55104.00040704522,0.5400706037704543,-1.8853992524791492,53000.0,52380.10294582047,53000.0,52330.0490375922,ll,-0.46883338819342724,-0.05147367505762884,True,True,False,False,False,X0E5_FLOOR_LATCH,67,2021-03-23T00:00:00Z,2021-03-25T00:00:00Z,1616457600000,1616630400000,-4151.938030007129,-3.77280529243176,2.0,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,64.0,2021-03-23T00:00:00Z,2021-03-25T00:00:00Z,1616457600000.0,1616630400000.0,-4301.393159726956,-3.7728052924317566,2.0,x0_entry,x0_trail_stop,True,149.4551297198268,-3.552713678800501e-15,False,good_exit
18,X0E5_FLOOR_LATCH,2021-04-07T11:59:59Z,1617796799999,7154,2021-03-28T16:00:00Z,1616947200000,7096,58,32,56413.351069245,56320.47,59869.79,1165.323707028741,1054.0246100869856,1015.5609446292686,2.9660762154817752,3.0457803085889346,-0.0797040931071593,0.27547727274670253,transition,-0.005016883830277978,58086.43539227944,56958.30904752506,1.0703036095725331,-0.6051462569478498,56388.0,56823.1071661122,56388.0,54927.18715826652,ll,-0.06406871277362848,-0.47687422219744424,True,True,False,False,True,X0E5_FLOOR_LATCH,68,2021-03-28T16:00:00Z,2021-04-07T12:00:00Z,1616947200000,1617796800000,-596.4261970256123,-0.563212669365939,9.833333333333334,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,65.0,2021-03-28T16:00:00Z,2021-04-07T12:00:00Z,1616947200000.0,1617796800000.0,-617.895437173378,-0.56321266936596,9.833333333333334,x0_entry,x0_trail_stop,True,21.46924014776573,2.1094237467877974e-14,False,good_exit
19,X0E5_FLOOR_LATCH,2021-08-19T03:59:59Z,1629345599999,7956,2021-08-18T16:00:00Z,1629302400000,7954,2,2,45865.83145499999,44046.97,45865.83145499999,990.9765710972375,1006.5393646868185,978.2264842153958,0.0,1.8354232663503798,-1.8354232663503798,0.24972171959773137,chop,0.0044193976652314405,45632.191715672394,43344.1142656263,2.2732120871974297,0.6982893655554108,44203.28,42931.1520023538,44203.28,41387.661297195504,ll,-0.15529447280845596,1.1085686628792517,True,False,False,True,True,X0E5_FLOOR_LATCH,75,2021-08-18T16:00:00Z,2021-08-19T04:00:00Z,1629302400000,1629345600000,-5837.264193492892,-4.349007606482671,0.5,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,72.0,2021-08-18T16:00:00Z,2021-08-25T00:00:00Z,1629302400000.0,1629849600000.0,4904.862308341827,3.5273565441271018,6.333333333333333,x0_entry,x0_trail_stop,True,-10742.126501834719,-7.876364150609772,True,bad_exit
20,X0E5_FLOOR_LATCH,2021-09-07T15:59:59Z,1631030399999,8073,2021-08-27T04:00:00Z,1630036800000,8005,68,4,46869.07394555999,46656.07,52663.9,927.1712257317762,1360.0186289164678,801.0289409403413,6.250006356556638,6.479741641311486,-0.22973528475484775,0.21039675633805754,chop,-0.011150449113294091,50418.81417998501,48458.61918173132,1.4413001091134943,-1.3253856553181342,48316.84,50260.81317717898,48316.84,46856.56129985064,ll,-1.221137684947109,-2.6505101478285567,True,True,False,False,True,X0E5_FLOOR_LATCH,77,2021-08-27T04:00:00Z,2021-09-07T16:00:00Z,1630036800000,1631030400000,-1161.655406906316,-0.8518777232840882,11.5,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,73.0,2021-08-27T04:00:00Z,2021-09-07T16:00:00Z,1630036800000.0,1631030400000.0,-1226.3370416728503,-0.8518777232841005,11.5,x0_entry,x0_trail_stop,True,64.68163476653422,1.2323475573339238e-14,False,good_exit
21,X0E5_FLOOR_LATCH,2021-09-20T03:59:59Z,1632110399999,8148,2021-09-18T08:00:00Z,1631952000000,8138,10,10,48670.6441655025,45542.76,48670.6441655025,836.3213191192347,851.6089787406315,791.345944071621,0.0,3.740050736476026,-3.740050736476026,0.13932019684731675,chop,-0.010665626953205401,47420.98939232492,47320.3528639569,0.11817222561091716,-2.0873345729463995,46682.32,46296.60633328764,46682.32,45737.660975813655,ll,-1.3381258634510773,-0.8852024251816021,True,True,False,False,False,X0E5_FLOOR_LATCH,78,2021-09-18T08:00:00Z,2021-09-20T04:00:00Z,1631952000000,1632110400000,-9194.069020961093,-6.800223854917377,1.8333333333333333,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,74.0,2021-09-18T08:00:00Z,2021-09-20T04:00:00Z,1631952000000.0,1632110400000.0,-9706.000021235686,-6.8002238549173715,1.8333333333333333,x0_entry,x0_trail_stop,True,511.9310002745933,-5.329070518200751e-15,False,good_exit
22,X0E5_FLOOR_LATCH,2021-11-16T03:59:59Z,1637035199999,8490,2021-11-15T04:00:00Z,1636948800000,8485,5,5,65778.389088165,60907.41,65778.389088165,1059.385449094768,1214.3478535848258,1072.368991661339,0.0,4.597929009056325,-4.597929009056325,0.25087720788765056,transition,-0.00665813484748683,64389.551148601895,63150.729185246855,1.0201541178649636,-1.8473447938532954,62278.0,62561.28211318098,62278.0,61005.991201924175,ll,-1.1286634187674764,-1.3619426330755662,True,True,False,False,True,X0E5_FLOOR_LATCH,83,2021-11-15T04:00:00Z,2021-11-16T04:00:00Z,1636948800000,1637035200000,-13067.584384604335,-7.774813972343467,1.0,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,79.0,2021-11-15T04:00:00Z,2021-11-16T04:00:00Z,1636948800000.0,1637035200000.0,-13795.194926784487,-7.774813972343461,1.0,x0_entry,x0_trail_stop,True,727.6105421801512,-6.217248937900877e-15,False,good_exit
23,X0E5_FLOOR_LATCH,2022-04-06T15:59:59Z,1649260799999,9339,2022-04-01T20:00:00Z,1648843200000,9311,28,8,46408.05327042,44168.35,46709.99,781.8468188246952,760.9133218219449,696.7275809597,0.38618399705696893,3.2508158104687293,-2.8646318134117603,0.3121207679519126,transition,-0.0067295984833135244,45868.48324788004,44631.25669716702,1.625975673221995,-0.6083566733443775,44412.0,44619.8072571209,44412.0,43237.801535247614,ll,-0.320207299586504,-0.5933097031865884,True,True,False,False,True,X0E5_FLOOR_LATCH,89,2022-04-01T20:00:00Z,2022-04-06T16:00:00Z,1648843200000,1649260800000,-8100.2172347243195,-5.206046719474059,4.833333333333333,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,85.0,2022-04-01T20:00:00Z,2022-04-06T16:00:00Z,1648843200000.0,1649260800000.0,-8551.241944454056,-5.2060467194740685,4.833333333333333,x0_entry,x0_trail_stop,True,451.02470972973606,9.769962616701378e-15,False,good_exit
24,X0E5_FLOOR_LATCH,2022-07-25T03:59:59Z,1658721599999,9996,2022-07-24T00:00:00Z,1658620800000,9990,6,3,22471.034192144998,21867.75,22847.08,530.2469710580069,520.9850525633021,511.87291280284614,0.7091899216409965,1.846931813765829,-1.1377418921248326,0.19437163370776478,chop,-0.004676290989965353,22566.316966678653,21805.26506506573,1.4607941204233506,0.1199361375663982,21934.57,21311.461261591463,21934.57,20781.519239460038,ll,-0.12825703860645937,1.0677633373002489,True,False,False,True,True,X0E5_FLOOR_LATCH,91,2022-07-24T00:00:00Z,2022-07-25T04:00:00Z,1658620800000,1658721600000,-4577.4423926981135,-3.0732273966450148,1.1666666666666667,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,87.0,2022-07-24T00:00:00Z,2022-07-26T00:00:00Z,1658620800000.0,1658793600000.0,-8713.27188823003,-5.54141334737965,2.0,x0_entry,x0_trail_stop,True,4135.829495531917,2.468185950734635,True,good_exit
25,X0E5_FLOOR_LATCH,2022-08-04T19:59:59Z,1659643199999,10060,2022-08-03T16:00:00Z,1659542400000,10054,6,6,23376.118598189994,22451.24,23462.0,441.84802037851466,438.975891156484,441.9964247852271,0.19436864679496413,2.287573901845522,-2.0932052550505578,0.27992120959276945,transition,-0.005277453740216171,23090.35325858603,22606.376450136162,1.102513414062055,-0.3534053993886833,22654.37,22136.01072564432,22654.37,21722.383600565707,ll,-0.4627361185254399,0.7181015648153473,True,False,False,True,True,X0E5_FLOOR_LATCH,93,2022-08-03T16:00:00Z,2022-08-04T20:00:00Z,1659542400000,1659643200000,-6186.017773095054,-4.339770888484393,1.1666666666666667,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,89.0,2022-08-03T16:00:00Z,2022-08-09T16:00:00Z,1659542400000.0,1660060800000.0,-2466.947537413684,-1.682229843990058,6.0,x0_entry,x0_trail_stop,True,-3719.0702356813695,-2.6575410444943355,True,bad_exit
