event_id,strategy_id,event_ts,event_close_time_ms,event_bar_index,entry_ts,entry_ts_ms,entry_bar_index,bars_since_entry,bars_since_peak,entry_price,current_close,peak_close,entry_atr,current_atr,current_ratr,mfe_r_to_date,giveback_from_peak_r,realized_if_close_r,er30_now,event_context,vdo_now,ema_fast,ema_slow,ema_spread_atr,price_to_slow_atr,floor_stop,trail_stop,ll30,ema_floor,floor_driver,price_minus_floor_atr,price_minus_trail_atr,floor_hit,trail_hit_same_bar,trend_down_same_bar,actionable_event,d1_regime_on,cand_strategy_id,cand_trade_id,cand_entry_ts,cand_exit_ts,cand_entry_ts_ms,cand_exit_ts_ms,cand_pnl_usd,cand_return_pct,cand_days_held,cand_entry_reason,cand_exit_reason,ref_strategy_id,ref_trade_id,ref_entry_ts,ref_exit_ts,ref_entry_ts_ms,ref_exit_ts_ms,ref_pnl_usd,ref_return_pct,ref_days_held,ref_entry_reason,ref_exit_reason,matched_reference,delta_pnl_usd,delta_return_pct,candidate_earlier,event_label
26,X0E5_FLOOR_LATCH,2022-08-17T19:59:59Z,1660766399999,10138,2022-08-17T16:00:00Z,1660752000000,10138,0,0,23415.297747974997,23275.04,23415.297747974997,396.48798810338064,396.94170323885345,374.2412023528271,0.0,0.35375030816425446,-0.35375030816425446,0.16731024127095948,chop,-3.8171106922302e-05,23975.456185514566,23541.74873425798,1.0926225380647605,-0.6719090790455242,23321.6,22292.574140916517,23321.6,22793.266329552327,ll,-0.1172968212210772,2.4750885358404906,True,False,False,True,True,X0E5_FLOOR_LATCH,96,2022-08-17T16:00:00Z,2022-08-17T20:00:00Z,1660752000000,1660766400000,-1363.2583084005007,-0.9879660445566276,0.16666666666666666,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,91.0,2022-08-17T16:00:00Z,2022-08-19T08:00:00Z,1660752000000.0,1660896000000.0,-10038.57058194961,-6.813441902485157,1.6666666666666667,x0_entry,x0_trail_stop,True,8675.31227354911,5.825475857928529,True,good_exit
27,X0E5_FLOOR_LATCH,2022-09-14T19:59:59Z,1663185599999,10306,2022-09-13T20:00:00Z,1663099200000,10301,5,4,20305.179961222497,19952.11,20323.04,552.7942018778313,510.09981732496334,400.82602862732125,0.03230865793605266,0.6710092087434315,-0.6387005508073789,0.23205626824430192,chop,-0.0033154241028764816,20966.172798530886,20800.13325031916,0.32550403386235777,-1.662465308782728,19998.481193064516,19120.561914118036,19860.0,19998.481193064516,ema_floor,-0.09090611580237795,1.630167386145563,True,False,False,True,False,X0E5_FLOOR_LATCH,98,2022-09-13T20:00:00Z,2022-09-14T20:00:00Z,1663099200000,1663185600000,-2790.116105972721,-2.1324750355834183,1.0,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,93.0,2022-09-13T20:00:00Z,2022-09-15T16:00:00Z,1663099200000.0,1663257600000.0,-4187.095345878842,-3.1844912205207563,1.8333333333333333,x0_entry,x0_trend_exit,True,1396.9792399061207,1.052016184937338,True,good_exit
29,X0E5_FLOOR_LATCH,2023-02-09T03:59:59Z,1675915199999,11190,2023-02-06T12:00:00Z,1675684800000,11175,15,6,22901.113949557497,22518.44,23255.34,254.96990784133072,277.44536706645897,270.5562980183566,1.3892857139162478,2.8901449831427897,-1.5008592692265421,0.29050478018205145,transition,-0.002688529590949341,23058.87770274268,22553.00457336289,1.8233251999432873,-0.12458154817417484,22628.13,22443.67110594493,22628.13,22011.891977326177,ll,-0.3953571153838273,0.2694905121164224,True,False,False,True,True,X0E5_FLOOR_LATCH,107,2023-02-06T12:00:00Z,2023-02-09T04:00:00Z,1675684800000,1675915200000,-3175.7312259922446,-2.0586681234629665,2.6666666666666665,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,102.0,2023-02-06T12:00:00Z,2023-02-09T20:00:00Z,1675684800000.0,1675972800000.0,-6415.672752594959,-4.183540745970674,3.3333333333333335,x0_entry,x0_trail_stop,True,3239.9415266027145,2.124872622507708,True,good_exit
30,X0E5_FLOOR_LATCH,2023-02-24T15:59:59Z,1677254399999,11283,2023-02-23T04:00:00Z,1677124800000,11275,8,8,24479.310963712494,23351.31,24479.310963712494,431.53534946818843,419.67103773413885,389.3502461073386,0.0,2.6139248270219544,-2.6139248270219544,0.28470608704477657,transition,-0.0017078570359106218,24098.166248478225,23477.632686657504,1.4786189801685297,-0.3010040610367962,23574.69,23311.260225390477,23574.69,22698.932194442827,ll,-0.5322740430363183,0.09543135219851842,True,False,False,True,True,X0E5_FLOOR_LATCH,110,2023-02-23T04:00:00Z,2023-02-24T16:00:00Z,1677124800000,1677254400000,-6861.153991591913,-4.997188395578992,1.5,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,105.0,2023-02-23T04:00:00Z,2023-02-24T20:00:00Z,1677124800000.0,1677268800000.0,-7580.084626523009,-5.6765922086224885,1.6666666666666667,x0_entry,x0_trail_stop,True,718.9306349310964,0.6794038130434963,True,good_exit
32,X0E5_FLOOR_LATCH,2023-07-17T19:59:59Z,1689623999999,12142,2023-07-15T00:00:00Z,1689379200000,12126,16,7,30342.319578,29884.39,30379.95,426.66814061722147,281.58903257013156,258.20729289811663,0.0881959968831175,1.1614647376368912,-1.0732687407537735,0.08761389719691212,chop,-0.006640179627580262,30377.646772461074,30188.975459367615,0.6700236560046734,-1.081666628091266,29900.0,29605.32812130565,29900.0,29672.560873571383,ll,-0.05543539766987484,0.9910253824422176,True,False,False,True,True,X0E5_FLOOR_LATCH,124,2023-07-15T00:00:00Z,2023-07-17T20:00:00Z,1689379200000,1689624000000,-2436.8889108892226,-1.9023790534267768,2.8333333333333335,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,119.0,2023-07-15T00:00:00Z,2023-07-20T00:00:00Z,1689379200000.0,1689811200000.0,-2250.8164339797268,-1.8209385033175332,5.0,x0_entry,x0_trend_exit,True,-186.0724769094959,-0.08144055010924367,True,bad_exit
33,X0E5_FLOOR_LATCH,2023-09-24T23:59:59Z,1695599999999,12557,2023-09-24T20:00:00Z,1695585600000,12557,0,0,26475.635792294997,26248.38,26475.635792294997,155.21105365687148,172.66669268138043,182.28798909046867,0.0,1.4641727308764734,-1.4641727308764734,0.46163001641342594,trend,0.0008400112754904446,26627.01250782952,26528.44484714213,0.5708550917186735,-1.6219969398436906,26335.81,25928.771825023592,26335.81,26163.868868961195,ll,-0.5063512750622595,1.8510123175068725,True,False,False,True,True,X0E5_FLOOR_LATCH,126,2023-09-24T20:00:00Z,2023-09-25T00:00:00Z,1695585600000,1695600000000,-1569.0904396173758,-1.2541199931374158,0.16666666666666666,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,121.0,2023-09-24T20:00:00Z,2023-09-26T00:00:00Z,1695585600000.0,1695686400000.0,-1258.9378006184033,-1.041906783443889,1.1666666666666667,x0_entry,x0_trend_exit,True,-310.1526389989724,-0.21221320969352675,True,bad_exit
34,X0E5_FLOOR_LATCH,2023-10-12T15:59:59Z,1697126399999,12663,2023-10-12T00:00:00Z,1697068800000,12660,3,3,26902.402238879997,26675.0,26902.402238879997,259.2831587706219,244.56983880799007,238.02491598067667,0.0,0.8770420722973795,-0.8770420722973795,0.4226481674552897,transition,-0.0051424004661954695,27262.795027051186,27210.20275600202,0.2150398892418406,-2.18834325038013,26734.152924040667,26188.327490937965,26538.66,26734.152924040667,ema_floor,-0.24186516345994588,1.9899122125362225,True,False,False,True,False,X0E5_FLOOR_LATCH,129,2023-10-12T00:00:00Z,2023-10-12T16:00:00Z,1697068800000,1697126400000,-1546.099506434938,-1.2411746146794838,0.6666666666666666,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,124.0,2023-10-12T00:00:00Z,2023-10-13T04:00:00Z,1697068800000.0,1697169600000.0,-1020.1057883803084,-0.84613916504619,1.1666666666666667,x0_entry,x0_trend_exit,True,-525.9937180546295,-0.39503544963329373,True,bad_exit
39,X0E5_FLOOR_LATCH,2024-04-02T03:59:59Z,1712030399999,13698,2024-04-01T20:00:00Z,1712001600000,13697,1,1,69717.67542200249,66703.97,69717.67542200249,959.6133023701739,1127.8280005130575,1022.5479304131944,0.0,3.140541522880996,-3.140541522880996,0.1650777215963966,chop,-0.006582547457448486,69543.20463940225,67835.40951512945,1.5142336628421287,-1.003202185630029,68062.86,66650.03163076291,68062.86,65790.31365430306,ll,-1.2048734376002634,0.04782499566649636,True,False,False,True,True,X0E5_FLOOR_LATCH,144,2024-04-01T20:00:00Z,2024-04-02T04:00:00Z,1712001600000,1712030400000,-11137.059715771695,-4.704696657812837,0.3333333333333333,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,139.0,2024-04-01T20:00:00Z,2024-04-02T08:00:00Z,1712001600000.0,1712044800000.0,-11638.407162372869,-5.0596683936995115,0.5,x0_entry,x0_trail_stop,True,501.34744660117394,0.3549717358866742,True,good_exit
42,X0E5_FLOOR_LATCH,2024-10-01T15:59:59Z,1727798399999,14793,2024-09-30T20:00:00Z,1727726400000,14789,4,2,63551.503871999994,62628.85,64045.92,649.5008357079996,743.1019419968807,673.8463468610382,0.761224775732671,2.1817831819343203,-1.4205584062016494,0.29079452986253157,transition,0.018261106050728292,64410.661798644534,62661.674677205396,2.353630131471895,-0.04417250897930631,62856.3,62024.380959416885,62856.3,61313.98198348332,ll,-0.3060818269278041,0.8134402649504189,True,False,False,True,True,X0E5_FLOOR_LATCH,158,2024-09-30T20:00:00Z,2024-10-01T16:00:00Z,1727726400000,1727798400000,-4218.818925325859,-1.8452508239537264,0.8333333333333334,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,153.0,2024-09-30T20:00:00Z,2024-10-01T20:00:00Z,1727726400000.0,1727812800000.0,-7111.970627148075,-3.213236255041838,1.0,x0_entry,x0_trail_stop,True,2893.1517018222166,1.3679854310881117,True,good_exit
45,X0E5_FLOOR_LATCH,2024-11-03T03:59:59Z,1730606399999,14988,2024-11-02T20:00:00Z,1730577600000,14987,1,1,69579.52737749998,68379.89,69579.52737749998,876.8357343287071,893.1625974568954,790.9206238536178,0.0,1.3681438045159124,-1.3681438045159124,0.23949503129139668,chop,-0.022067086495514476,69862.07387381712,68101.64960237592,1.9710008865727888,0.3115226705823885,68820.14,67206.76550593913,68820.14,66519.80835466868,ll,-0.49291137050916056,1.313450090052041,True,False,False,True,True,X0E5_FLOOR_LATCH,163,2024-11-02T20:00:00Z,2024-11-03T04:00:00Z,1730577600000,1730606400000,-4806.695026330777,-2.1164527959714134,0.3333333333333333,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,157.0,2024-11-02T20:00:00Z,2024-11-15T00:00:00Z,1730577600000.0,1731628800000.0,55331.196750738316,25.003670828483937,12.166666666666666,x0_entry,x0_trail_stop,True,-60137.89177706909,-27.12012362445535,True,bad_exit
47,X0E5_FLOOR_LATCH,2024-12-20T11:59:59Z,1734695999999,15272,2024-12-20T00:00:00Z,1734652800000,15270,2,1,97559.346225465,92723.98,97832.53,2056.412212397518,2256.706319474252,1828.6054725723836,0.1328448512842218,2.4842052430937844,-2.3513603918095622,0.3328510501036958,transition,-0.016392386743117972,101261.38842905122,99566.63323126953,0.7509861532077956,-3.032141653621849,95909.42228612477,92346.71358228284,95700.0,95909.42228612477,ema_floor,-1.4115448956011654,0.1671756818605648,True,False,False,True,False,X0E5_FLOOR_LATCH,169,2024-12-20T00:00:00Z,2024-12-20T12:00:00Z,1734652800000,1734696000000,-16869.902545754267,-5.335762166275243,0.5,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,162.0,2024-12-20T00:00:00Z,2024-12-22T12:00:00Z,1734652800000.0,1734868800000.0,-2695.6530011670206,-0.8668672419998528,2.5,x0_entry,x0_trend_exit,True,-14174.249544587246,-4.46889492427539,True,bad_exit
55,X0E5_FLOOR_LATCH,2026-01-20T07:59:59Z,1768895999999,17647,2026-01-19T12:00:00Z,1768824000000,17643,4,4,93285.17525799,91177.98,93285.17525799,795.8352076090663,839.7826254291242,820.7569117359711,0.0,2.647778381558002,-2.647778381558002,0.4783297540845529,trend,-0.025012457586006148,93899.49017106846,92537.83247289537,1.6214406644544366,-1.6192910304621997,91910.2,90822.90452278209,91910.2,90896.31864942343,ll,-0.8719161099883923,0.4228183180575623,True,False,False,True,True,X0E5_FLOOR_LATCH,195,2026-01-19T12:00:00Z,2026-01-20T08:00:00Z,1768824000000,1768896000000,-8205.708654900358,-2.649072239217305,0.8333333333333334,x0e5_floor_latch_entry,x0e5_floor_latch_floor_exit,X0_E5EXIT,188.0,2026-01-19T12:00:00Z,2026-01-20T20:00:00Z,1768824000000.0,1768939200000.0,-13492.639898292475,-4.199610524967662,1.3333333333333333,x0_entry,x0_trail_stop,True,5286.931243392117,1.5505382857503571,True,good_exit
