trial_id,status,metric_name,metric_value,final_equity_mid,total_return_pct_mid,cagr_pct_mid,max_drawdown_mid_pct,sharpe_like,sortino_like,trades,win_rate_pct,fills,error,params_json,param__add_cooldown_bars,param__allow_rebound_in_caution,param__breakdown_exit_to_target_mult,param__breakout_add_inc,param__breakout_lookback,param__caution_add_mult,param__caution_expo_mult,param__crash_atr_mult,param__d1_allow_rebalance_up,param__daily_force_rebalance,param__enable_breakdown_exit,param__enable_breakout_entry,param__enable_crash_stop,param__enable_emergency_exit,param__enable_kill_switch,param__enable_momentum_add,param__enable_rebound_entry,param__enable_trailing_stop,param__enable_trend_strength_scale,param__kill_dd,param__max_add_per_signal,param__max_total_exposure,param__momentum_add_inc,param__momentum_add_min_profit_pct,param__rebound_add_inc,param__rebound_touch_atr,param__target_vol_annual,param__trail_activate_pct,param__trail_pct,param__trend_scale_max,param__trend_scale_min,param__trend_scale_ref_pct
87,ok,final_equity_mid,14580.558300944402,14580.558300944402,45.80558300944402,5.421697374752421,22.781638618302445,0.4649296124368556,0.3229150845385306,46.0,34.78260869565217,413,,"{""add_cooldown_bars"": 6, ""allow_rebound_in_caution"": true, ""breakdown_exit_to_target_mult"": 0.6, ""breakout_add_inc"": 0.08, ""breakout_lookback"": 20, ""caution_add_mult"": 0.9, ""caution_expo_mult"": 0.5, ""crash_atr_mult"": 4.5, ""d1_allow_rebalance_up"": false, ""daily_force_rebalance"": false, ""enable_breakdown_exit"": false, ""enable_breakout_entry"": true, ""enable_crash_stop"": false, ""enable_emergency_exit"": true, ""enable_kill_switch"": false, ""enable_momentum_add"": true, ""enable_rebound_entry"": true, ""enable_trailing_stop"": true, ""enable_trend_strength_scale"": true, ""kill_dd"": 0.08, ""max_add_per_signal"": 0.2, ""max_total_exposure"": 1.0, ""momentum_add_inc"": 0.12, ""momentum_add_min_profit_pct"": 0.08, ""rebound_add_inc"": 0.08, ""rebound_touch_atr"": 0.35, ""target_vol_annual"": 0.5, ""trail_activate_pct"": 0.08, ""trail_pct"": 0.08, ""trend_scale_max"": 1.0, ""trend_scale_min"": 0.7, ""trend_scale_ref_pct"": 0.35}",6.0,True,0.6,0.08,20.0,0.9,0.5,4.5,False,False,False,True,False,True,False,True,True,True,True,0.08,0.2,1.0,0.12,0.08,0.08,0.35,0.5,0.08,0.08,1.0,0.7,0.35
88,ok,final_equity_mid,29555.976268603587,29555.976268603587,195.55976268603587,16.384463000270678,44.48113580248951,0.7629417099717533,0.703542623163427,76.0,30.263157894736842,1291,,"{""add_cooldown_bars"": 3, ""allow_rebound_in_caution"": false, ""breakdown_exit_to_target_mult"": 0.4, ""breakout_add_inc"": 0.08, ""breakout_lookback"": 34, ""caution_add_mult"": 0.9, ""caution_expo_mult"": 0.7, ""crash_atr_mult"": 4.5, ""d1_allow_rebalance_up"": true, ""daily_force_rebalance"": false, ""enable_breakdown_exit"": false, ""enable_breakout_entry"": true, ""enable_crash_stop"": false, ""enable_emergency_exit"": true, ""enable_kill_switch"": true, ""enable_momentum_add"": true, ""enable_rebound_entry"": true, ""enable_trailing_stop"": true, ""enable_trend_strength_scale"": true, ""kill_dd"": 0.1, ""max_add_per_signal"": 0.1, ""max_total_exposure"": 1.0, ""momentum_add_inc"": 0.12, ""momentum_add_min_profit_pct"": 0.12, ""rebound_add_inc"": 0.08, ""rebound_touch_atr"": 0.2, ""target_vol_annual"": 0.35, ""trail_activate_pct"": 0.12, ""trail_pct"": 0.12, ""trend_scale_max"": 1.2, ""trend_scale_min"": 0.55, ""trend_scale_ref_pct"": 0.35}",3.0,False,0.4,0.08,34.0,0.9,0.7,4.5,True,False,False,True,False,True,True,True,True,True,True,0.1,0.1,1.0,0.12,0.12,0.08,0.2,0.35,0.12,0.12,1.2,0.55,0.35
89,ok,final_equity_mid,28665.99242756749,28665.99242756749,186.65992427567488,15.887317371883181,39.40537318363758,0.762286508847359,0.8146406894295709,16.0,31.25,2523,,"{""add_cooldown_bars"": 3, ""allow_rebound_in_caution"": true, ""breakdown_exit_to_target_mult"": 0.0, ""breakout_add_inc"": 0.2, ""breakout_lookback"": 8, ""caution_add_mult"": 0.35, ""caution_expo_mult"": 0.5, ""crash_atr_mult"": 5.5, ""d1_allow_rebalance_up"": false, ""daily_force_rebalance"": true, ""enable_breakdown_exit"": true, ""enable_breakout_entry"": false, ""enable_crash_stop"": false, ""enable_emergency_exit"": false, ""enable_kill_switch"": false, ""enable_momentum_add"": true, ""enable_rebound_entry"": false, ""enable_trailing_stop"": true, ""enable_trend_strength_scale"": false, ""kill_dd"": 0.1, ""max_add_per_signal"": 0.3, ""max_total_exposure"": 0.9, ""momentum_add_inc"": 0.08, ""momentum_add_min_profit_pct"": 0.12, ""rebound_add_inc"": 0.12, ""rebound_touch_atr"": 0.5, ""target_vol_annual"": 0.5, ""trail_activate_pct"": 0.06, ""trail_pct"": 0.12, ""trend_scale_max"": 1.0, ""trend_scale_min"": 0.85, ""trend_scale_ref_pct"": 0.08}",3.0,True,0.0,0.2,8.0,0.35,0.5,5.5,False,True,True,False,False,False,False,True,False,True,False,0.1,0.3,0.9,0.08,0.12,0.12,0.5,0.5,0.06,0.12,1.0,0.85,0.08
90,ok,final_equity_mid,23468.03279187023,23468.03279187023,134.68032791870232,12.686115260686037,13.532445835395034,1.2402593914277882,1.1376001920309629,18.0,38.88888888888889,380,,"{""add_cooldown_bars"": 2, ""allow_rebound_in_caution"": true, ""breakdown_exit_to_target_mult"": 0.0, ""breakout_add_inc"": 0.2, ""breakout_lookback"": 8, ""caution_add_mult"": 0.9, ""caution_expo_mult"": 0.7, ""crash_atr_mult"": 4.5, ""d1_allow_rebalance_up"": false, ""daily_force_rebalance"": false, ""enable_breakdown_exit"": false, ""enable_breakout_entry"": false, ""enable_crash_stop"": true, ""enable_emergency_exit"": true, ""enable_kill_switch"": false, ""enable_momentum_add"": true, ""enable_rebound_entry"": true, ""enable_trailing_stop"": true, ""enable_trend_strength_scale"": false, ""kill_dd"": 0.12, ""max_add_per_signal"": 0.4, ""max_total_exposure"": 0.6, ""momentum_add_inc"": 0.04, ""momentum_add_min_profit_pct"": 0.06, ""rebound_add_inc"": 0.18, ""rebound_touch_atr"": 0.1, ""target_vol_annual"": 0.35, ""trail_activate_pct"": 0.12, ""trail_pct"": 0.12, ""trend_scale_max"": 1.1, ""trend_scale_min"": 0.7, ""trend_scale_ref_pct"": 0.25}",2.0,True,0.0,0.2,8.0,0.9,0.7,4.5,False,False,False,False,True,True,False,True,True,True,False,0.12,0.4,0.6,0.04,0.06,0.18,0.1,0.35,0.12,0.12,1.1,0.7,0.25
91,ok,final_equity_mid,19369.443783133465,19369.443783133465,93.69443783133464,9.698135502059824,17.999603096623783,0.8897307552515922,0.4029752671106414,56.0,26.785714285714285,257,,"{""add_cooldown_bars"": 3, ""allow_rebound_in_caution"": true, ""breakdown_exit_to_target_mult"": 0.4, ""breakout_add_inc"": 0.2, ""breakout_lookback"": 34, ""caution_add_mult"": 0.7, ""caution_expo_mult"": 0.5, ""crash_atr_mult"": 4.5, ""d1_allow_rebalance_up"": false, ""daily_force_rebalance"": false, ""enable_breakdown_exit"": true, ""enable_breakout_entry"": true, ""enable_crash_stop"": true, ""enable_emergency_exit"": true, ""enable_kill_switch"": false, ""enable_momentum_add"": false, ""enable_rebound_entry"": false, ""enable_trailing_stop"": false, ""enable_trend_strength_scale"": true, ""kill_dd"": 0.12, ""max_add_per_signal"": 0.2, ""max_total_exposure"": 1.0, ""momentum_add_inc"": 0.12, ""momentum_add_min_profit_pct"": 0.12, ""rebound_add_inc"": 0.12, ""rebound_touch_atr"": 0.1, ""target_vol_annual"": 0.35, ""trail_activate_pct"": 0.06, ""trail_pct"": 0.16, ""trend_scale_max"": 1.5, ""trend_scale_min"": 0.4, ""trend_scale_ref_pct"": 0.15}",3.0,True,0.4,0.2,34.0,0.7,0.5,4.5,False,False,True,True,True,True,False,False,False,False,True,0.12,0.2,1.0,0.12,0.12,0.12,0.1,0.35,0.06,0.16,1.5,0.4,0.15
92,ok,final_equity_mid,20643.929616326503,20643.929616326503,106.43929616326501,10.68124894770519,25.49616051421115,0.7014247467984178,0.7096083777457783,54.0,27.77777777777778,1983,,"{""add_cooldown_bars"": 3, ""allow_rebound_in_caution"": false, ""breakdown_exit_to_target_mult"": 0.0, ""breakout_add_inc"": 0.14, ""breakout_lookback"": 20, ""caution_add_mult"": 0.9, ""caution_expo_mult"": 0.35, ""crash_atr_mult"": 6.5, ""d1_allow_rebalance_up"": true, ""daily_force_rebalance"": false, ""enable_breakdown_exit"": true, ""enable_breakout_entry"": false, ""enable_crash_stop"": false, ""enable_emergency_exit"": true, ""enable_kill_switch"": true, ""enable_momentum_add"": false, ""enable_rebound_entry"": true, ""enable_trailing_stop"": true, ""enable_trend_strength_scale"": true, ""kill_dd"": 0.08, ""max_add_per_signal"": 0.1, ""max_total_exposure"": 0.75, ""momentum_add_inc"": 0.08, ""momentum_add_min_profit_pct"": 0.06, ""rebound_add_inc"": 0.18, ""rebound_touch_atr"": 0.35, ""target_vol_annual"": 0.35, ""trail_activate_pct"": 0.08, ""trail_pct"": 0.08, ""trend_scale_max"": 1.0, ""trend_scale_min"": 0.4, ""trend_scale_ref_pct"": 0.15}",3.0,False,0.0,0.14,20.0,0.9,0.35,6.5,True,False,True,False,False,True,True,False,True,True,True,0.08,0.1,0.75,0.08,0.06,0.18,0.35,0.35,0.08,0.08,1.0,0.4,0.15
93,ok,final_equity_mid,18908.629176957886,18908.629176957886,89.08629176957885,9.328942615284785,54.61291975810221,0.43448682498061825,0.4183453615785552,129.0,32.55813953488372,1439,,"{""add_cooldown_bars"": 4, ""allow_rebound_in_caution"": false, ""breakdown_exit_to_target_mult"": 0.0, ""breakout_add_inc"": 0.2, ""breakout_lookback"": 8, ""caution_add_mult"": 0.35, ""caution_expo_mult"": 0.9, ""crash_atr_mult"": 4.5, ""d1_allow_rebalance_up"": false, ""daily_force_rebalance"": true, ""enable_breakdown_exit"": false, ""enable_breakout_entry"": false, ""enable_crash_stop"": true, ""enable_emergency_exit"": false, ""enable_kill_switch"": false, ""enable_momentum_add"": true, ""enable_rebound_entry"": false, ""enable_trailing_stop"": true, ""enable_trend_strength_scale"": true, ""kill_dd"": 0.12, ""max_add_per_signal"": 0.3, ""max_total_exposure"": 1.0, ""momentum_add_inc"": 0.08, ""momentum_add_min_profit_pct"": 0.04, ""rebound_add_inc"": 0.08, ""rebound_touch_atr"": 0.35, ""target_vol_annual"": 0.8, ""trail_activate_pct"": 0.12, ""trail_pct"": 0.22, ""trend_scale_max"": 1.0, ""trend_scale_min"": 0.4, ""trend_scale_ref_pct"": 0.25}",4.0,False,0.0,0.2,8.0,0.35,0.9,4.5,False,True,False,False,True,False,False,True,False,True,True,0.12,0.3,1.0,0.08,0.04,0.08,0.35,0.8,0.12,0.22,1.0,0.4,0.25
94,ok,final_equity_mid,52437.7733769413,52437.7733769413,424.377733769413,26.11226481977804,30.09976154718884,1.21203588273061,1.3456778272964325,0.0,,1152,,"{""add_cooldown_bars"": 4, ""allow_rebound_in_caution"": false, ""breakdown_exit_to_target_mult"": 0.6, ""breakout_add_inc"": 0.14, ""breakout_lookback"": 55, ""caution_add_mult"": 0.5, ""caution_expo_mult"": 0.35, ""crash_atr_mult"": 8.5, ""d1_allow_rebalance_up"": true, ""daily_force_rebalance"": true, ""enable_breakdown_exit"": false, ""enable_breakout_entry"": false, ""enable_crash_stop"": false, ""enable_emergency_exit"": false, ""enable_kill_switch"": false, ""enable_momentum_add"": true, ""enable_rebound_entry"": true, ""enable_trailing_stop"": false, ""enable_trend_strength_scale"": true, ""kill_dd"": 0.08, ""max_add_per_signal"": 0.3, ""max_total_exposure"": 0.6, ""momentum_add_inc"": 0.18, ""momentum_add_min_profit_pct"": 0.08, ""rebound_add_inc"": 0.08, ""rebound_touch_atr"": 0.2, ""target_vol_annual"": 0.35, ""trail_activate_pct"": 0.06, ""trail_pct"": 0.12, ""trend_scale_max"": 1.2, ""trend_scale_min"": 1.0, ""trend_scale_ref_pct"": 0.08}",4.0,False,0.6,0.14,55.0,0.5,0.35,8.5,True,True,False,False,False,False,False,True,True,False,True,0.08,0.3,0.6,0.18,0.08,0.08,0.2,0.35,0.06,0.12,1.2,1.0,0.08
95,ok,final_equity_mid,23951.318018864524,23951.318018864524,139.51318018864524,13.008179135213105,44.38057975804273,0.727482528492685,0.770091112721831,5.0,60.0,2075,,"{""add_cooldown_bars"": 2, ""allow_rebound_in_caution"": true, ""breakdown_exit_to_target_mult"": 0.4, ""breakout_add_inc"": 0.14, ""breakout_lookback"": 12, ""caution_add_mult"": 0.5, ""caution_expo_mult"": 0.7, ""crash_atr_mult"": 6.5, ""d1_allow_rebalance_up"": false, ""daily_force_rebalance"": true, ""enable_breakdown_exit"": true, ""enable_breakout_entry"": true, ""enable_crash_stop"": false, ""enable_emergency_exit"": false, ""enable_kill_switch"": true, ""enable_momentum_add"": false, ""enable_rebound_entry"": true, ""enable_trailing_stop"": true, ""enable_trend_strength_scale"": true, ""kill_dd"": 0.1, ""max_add_per_signal"": 0.2, ""max_total_exposure"": 0.6, ""momentum_add_inc"": 0.18, ""momentum_add_min_profit_pct"": 0.04, ""rebound_add_inc"": 0.12, ""rebound_touch_atr"": 0.2, ""target_vol_annual"": 0.5, ""trail_activate_pct"": 0.08, ""trail_pct"": 0.12, ""trend_scale_max"": 1.2, ""trend_scale_min"": 0.4, ""trend_scale_ref_pct"": 0.08}",2.0,True,0.4,0.14,12.0,0.5,0.7,6.5,False,True,True,True,False,False,True,False,True,True,True,0.1,0.2,0.6,0.18,0.04,0.12,0.2,0.5,0.08,0.12,1.2,0.4,0.08
96,ok,final_equity_mid,18746.269802791336,18746.269802791336,87.46269802791335,9.197019670740136,52.5995500697652,0.4315777202746013,0.41164921525020914,169.0,30.17751479289941,1236,,"{""add_cooldown_bars"": 2, ""allow_rebound_in_caution"": false, ""breakdown_exit_to_target_mult"": 0.0, ""breakout_add_inc"": 0.2, ""breakout_lookback"": 8, ""caution_add_mult"": 0.7, ""caution_expo_mult"": 0.9, ""crash_atr_mult"": 4.5, ""d1_allow_rebalance_up"": true, ""daily_force_rebalance"": true, ""enable_breakdown_exit"": false, ""enable_breakout_entry"": true, ""enable_crash_stop"": true, ""enable_emergency_exit"": false, ""enable_kill_switch"": false, ""enable_momentum_add"": false, ""enable_rebound_entry"": true, ""enable_trailing_stop"": false, ""enable_trend_strength_scale"": true, ""kill_dd"": 0.1, ""max_add_per_signal"": 0.4, ""max_total_exposure"": 0.9, ""momentum_add_inc"": 0.12, ""momentum_add_min_profit_pct"": 0.06, ""rebound_add_inc"": 0.08, ""rebound_touch_atr"": 0.1, ""target_vol_annual"": 0.8, ""trail_activate_pct"": 0.04, ""trail_pct"": 0.12, ""trend_scale_max"": 1.5, ""trend_scale_min"": 0.7, ""trend_scale_ref_pct"": 0.15}",2.0,False,0.0,0.2,8.0,0.7,0.9,4.5,True,True,False,True,True,False,False,False,True,False,True,0.1,0.4,0.9,0.12,0.06,0.08,0.1,0.8,0.04,0.12,1.5,0.7,0.15
97,ok,final_equity_mid,23924.836844512716,23924.836844512716,139.24836844512717,12.990677322297483,35.48442974755667,0.7353923171897622,0.7547314610639693,49.0,34.69387755102041,2114,,"{""add_cooldown_bars"": 6, ""allow_rebound_in_caution"": false, ""breakdown_exit_to_target_mult"": 0.6, ""breakout_add_inc"": 0.14, ""breakout_lookback"": 20, ""caution_add_mult"": 0.35, ""caution_expo_mult"": 0.5, ""crash_atr_mult"": 6.5, ""d1_allow_rebalance_up"": true, ""daily_force_rebalance"": false, ""enable_breakdown_exit"": true, ""enable_breakout_entry"": false, ""enable_crash_stop"": false, ""enable_emergency_exit"": true, ""enable_kill_switch"": false, ""enable_momentum_add"": true, ""enable_rebound_entry"": true, ""enable_trailing_stop"": true, ""enable_trend_strength_scale"": false, ""kill_dd"": 0.12, ""max_add_per_signal"": 0.1, ""max_total_exposure"": 0.6, ""momentum_add_inc"": 0.04, ""momentum_add_min_profit_pct"": 0.12, ""rebound_add_inc"": 0.18, ""rebound_touch_atr"": 0.5, ""target_vol_annual"": 0.5, ""trail_activate_pct"": 0.12, ""trail_pct"": 0.22, ""trend_scale_max"": 1.35, ""trend_scale_min"": 0.7, ""trend_scale_ref_pct"": 0.35}",6.0,False,0.6,0.14,20.0,0.35,0.5,6.5,True,False,True,False,False,True,False,True,True,True,False,0.12,0.1,0.6,0.04,0.12,0.18,0.5,0.5,0.12,0.22,1.35,0.7,0.35
98,ok,final_equity_mid,18641.0469180458,18641.0469180458,86.41046918045798,9.11099649157492,47.25200603467334,0.4641279615908636,0.471754925946348,139.0,28.05755395683453,1536,,"{""add_cooldown_bars"": 1, ""allow_rebound_in_caution"": true, ""breakdown_exit_to_target_mult"": 0.8, ""breakout_add_inc"": 0.14, ""breakout_lookback"": 12, ""caution_add_mult"": 0.9, ""caution_expo_mult"": 0.35, ""crash_atr_mult"": 4.5, ""d1_allow_rebalance_up"": true, ""daily_force_rebalance"": false, ""enable_breakdown_exit"": false, ""enable_breakout_entry"": false, ""enable_crash_stop"": true, ""enable_emergency_exit"": true, ""enable_kill_switch"": false, ""enable_momentum_add"": true, ""enable_rebound_entry"": false, ""enable_trailing_stop"": true, ""enable_trend_strength_scale"": true, ""kill_dd"": 0.08, ""max_add_per_signal"": 0.3, ""max_total_exposure"": 1.0, ""momentum_add_inc"": 0.04, ""momentum_add_min_profit_pct"": 0.12, ""rebound_add_inc"": 0.08, ""rebound_touch_atr"": 0.5, ""target_vol_annual"": 0.5, ""trail_activate_pct"": 0.04, ""trail_pct"": 0.08, ""trend_scale_max"": 1.2, ""trend_scale_min"": 0.55, ""trend_scale_ref_pct"": 0.15}",1.0,True,0.8,0.14,12.0,0.9,0.35,4.5,True,False,False,False,True,True,False,True,False,True,True,0.08,0.3,1.0,0.04,0.12,0.08,0.5,0.5,0.04,0.08,1.2,0.55,0.15
99,ok,final_equity_mid,30427.31383544074,30427.31383544074,204.27313835440737,16.85887331846785,30.700047368264006,0.8616446444401628,0.8157340667984756,32.0,37.5,1672,,"{""add_cooldown_bars"": 4, ""allow_rebound_in_caution"": true, ""breakdown_exit_to_target_mult"": 0.4, ""breakout_add_inc"": 0.2, ""breakout_lookback"": 12, ""caution_add_mult"": 0.35, ""caution_expo_mult"": 0.35, ""crash_atr_mult"": 8.5, ""d1_allow_rebalance_up"": true, ""daily_force_rebalance"": false, ""enable_breakdown_exit"": true, ""enable_breakout_entry"": false, ""enable_crash_stop"": true, ""enable_emergency_exit"": false, ""enable_kill_switch"": true, ""enable_momentum_add"": false, ""enable_rebound_entry"": false, ""enable_trailing_stop"": true, ""enable_trend_strength_scale"": true, ""kill_dd"": 0.08, ""max_add_per_signal"": 0.2, ""max_total_exposure"": 0.75, ""momentum_add_inc"": 0.12, ""momentum_add_min_profit_pct"": 0.04, ""rebound_add_inc"": 0.18, ""rebound_touch_atr"": 0.1, ""target_vol_annual"": 0.6, ""trail_activate_pct"": 0.12, ""trail_pct"": 0.22, ""trend_scale_max"": 1.35, ""trend_scale_min"": 0.7, ""trend_scale_ref_pct"": 0.08}",4.0,True,0.4,0.2,12.0,0.35,0.35,8.5,True,False,True,False,True,False,True,False,False,True,True,0.08,0.2,0.75,0.12,0.04,0.18,0.1,0.6,0.12,0.22,1.35,0.7,0.08
100,ok,final_equity_mid,32653.03382236437,32653.03382236437,226.5303382236437,18.01966783997997,40.5410556929533,0.8108116175431138,0.848939882655968,63.0,28.57142857142857,1197,,"{""add_cooldown_bars"": 6, ""allow_rebound_in_caution"": true, ""breakdown_exit_to_target_mult"": 0.2, ""breakout_add_inc"": 0.2, ""breakout_lookback"": 34, ""caution_add_mult"": 0.7, ""caution_expo_mult"": 0.5, ""crash_atr_mult"": 8.5, ""d1_allow_rebalance_up"": false, ""daily_force_rebalance"": true, ""enable_breakdown_exit"": false, ""enable_breakout_entry"": false, ""enable_crash_stop"": false, ""enable_emergency_exit"": true, ""enable_kill_switch"": false, ""enable_momentum_add"": true, ""enable_rebound_entry"": true, ""enable_trailing_stop"": true, ""enable_trend_strength_scale"": true, ""kill_dd"": 0.12, ""max_add_per_signal"": 0.4, ""max_total_exposure"": 0.75, ""momentum_add_inc"": 0.04, ""momentum_add_min_profit_pct"": 0.12, ""rebound_add_inc"": 0.18, ""rebound_touch_atr"": 0.5, ""target_vol_annual"": 0.5, ""trail_activate_pct"": 0.12, ""trail_pct"": 0.16, ""trend_scale_max"": 1.0, ""trend_scale_min"": 0.85, ""trend_scale_ref_pct"": 0.08}",6.0,True,0.2,0.2,34.0,0.7,0.5,8.5,False,True,False,False,False,True,False,True,True,True,True,0.12,0.4,0.75,0.04,0.12,0.18,0.5,0.5,0.12,0.16,1.0,0.85,0.08
101,ok,final_equity_mid,21461.186043910522,21461.186043910522,114.61186043910523,11.284532885506039,27.247192501351293,0.7688668889026763,0.5488343871735505,37.0,35.13513513513514,329,,"{""add_cooldown_bars"": 6, ""allow_rebound_in_caution"": false, ""breakdown_exit_to_target_mult"": 0.0, ""breakout_add_inc"": 0.28, ""breakout_lookback"": 12, ""caution_add_mult"": 0.5, ""caution_expo_mult"": 0.5, ""crash_atr_mult"": 5.5, ""d1_allow_rebalance_up"": false, ""daily_force_rebalance"": false, ""enable_breakdown_exit"": false, ""enable_breakout_entry"": true, ""enable_crash_stop"": false, ""enable_emergency_exit"": true, ""enable_kill_switch"": true, ""enable_momentum_add"": false, ""enable_rebound_entry"": false, ""enable_trailing_stop"": true, ""enable_trend_strength_scale"": true, ""kill_dd"": 0.16, ""max_add_per_signal"": 0.4, ""max_total_exposure"": 0.9, ""momentum_add_inc"": 0.12, ""momentum_add_min_profit_pct"": 0.12, ""rebound_add_inc"": 0.04, ""rebound_touch_atr"": 0.5, ""target_vol_annual"": 0.35, ""trail_activate_pct"": 0.12, ""trail_pct"": 0.12, ""trend_scale_max"": 1.1, ""trend_scale_min"": 1.0, ""trend_scale_ref_pct"": 0.08}",6.0,False,0.0,0.28,12.0,0.5,0.5,5.5,False,False,False,True,False,True,True,False,False,True,True,0.16,0.4,0.9,0.12,0.12,0.04,0.5,0.35,0.12,0.12,1.1,1.0,0.08
102,ok,final_equity_mid,27183.632514943598,27183.632514943598,171.83632514943596,15.029002145746272,44.594417491083824,0.6400247476294849,0.6953745429968236,14.0,35.714285714285715,2422,,"{""add_cooldown_bars"": 1, ""allow_rebound_in_caution"": false, ""breakdown_exit_to_target_mult"": 0.4, ""breakout_add_inc"": 0.2, ""breakout_lookback"": 34, ""caution_add_mult"": 0.7, ""caution_expo_mult"": 0.9, ""crash_atr_mult"": 8.5, ""d1_allow_rebalance_up"": true, ""daily_force_rebalance"": false, ""enable_breakdown_exit"": true, ""enable_breakout_entry"": false, ""enable_crash_stop"": false, ""enable_emergency_exit"": true, ""enable_kill_switch"": false, ""enable_momentum_add"": true, ""enable_rebound_entry"": false, ""enable_trailing_stop"": false, ""enable_trend_strength_scale"": true, ""kill_dd"": 0.08, ""max_add_per_signal"": 0.4, ""max_total_exposure"": 0.9, ""momentum_add_inc"": 0.12, ""momentum_add_min_profit_pct"": 0.04, ""rebound_add_inc"": 0.12, ""rebound_touch_atr"": 0.35, ""target_vol_annual"": 0.6, ""trail_activate_pct"": 0.08, ""trail_pct"": 0.22, ""trend_scale_max"": 1.0, ""trend_scale_min"": 0.55, ""trend_scale_ref_pct"": 0.15}",1.0,False,0.4,0.2,34.0,0.7,0.9,8.5,True,False,True,False,False,True,False,True,False,False,True,0.08,0.4,0.9,0.12,0.04,0.12,0.35,0.6,0.08,0.22,1.0,0.55,0.15
103,ok,final_equity_mid,28601.858615426536,28601.858615426536,186.01858615426536,15.850981721665903,34.652703976726166,0.8002689398638723,0.7134379608417013,101.0,30.693069306930692,1101,,"{""add_cooldown_bars"": 3, ""allow_rebound_in_caution"": true, ""breakdown_exit_to_target_mult"": 0.4, ""breakout_add_inc"": 0.2, ""breakout_lookback"": 34, ""caution_add_mult"": 0.35, ""caution_expo_mult"": 0.5, ""crash_atr_mult"": 8.5, ""d1_allow_rebalance_up"": false, ""daily_force_rebalance"": true, ""enable_breakdown_exit"": false, ""enable_breakout_entry"": false, ""enable_crash_stop"": true, ""enable_emergency_exit"": true, ""enable_kill_switch"": true, ""enable_momentum_add"": false, ""enable_rebound_entry"": false, ""enable_trailing_stop"": true, ""enable_trend_strength_scale"": true, ""kill_dd"": 0.1, ""max_add_per_signal"": 0.2, ""max_total_exposure"": 0.75, ""momentum_add_inc"": 0.04, ""momentum_add_min_profit_pct"": 0.06, ""rebound_add_inc"": 0.04, ""rebound_touch_atr"": 0.5, ""target_vol_annual"": 0.35, ""trail_activate_pct"": 0.08, ""trail_pct"": 0.12, ""trend_scale_max"": 1.2, ""trend_scale_min"": 0.7, ""trend_scale_ref_pct"": 0.35}",3.0,True,0.4,0.2,34.0,0.35,0.5,8.5,False,True,False,False,True,True,True,False,False,True,True,0.1,0.2,0.75,0.04,0.06,0.04,0.5,0.35,0.08,0.12,1.2,0.7,0.35
104,ok,final_equity_mid,22640.306032122204,22640.306032122204,126.40306032122201,12.121019395844336,40.48345825606433,0.6059475964893232,0.5689670788626384,39.0,33.33333333333333,1082,,"{""add_cooldown_bars"": 6, ""allow_rebound_in_caution"": true, ""breakdown_exit_to_target_mult"": 0.0, ""breakout_add_inc"": 0.08, ""breakout_lookback"": 12, ""caution_add_mult"": 0.7, ""caution_expo_mult"": 0.9, ""crash_atr_mult"": 8.5, ""d1_allow_rebalance_up"": false, ""daily_force_rebalance"": true, ""enable_breakdown_exit"": false, ""enable_breakout_entry"": false, ""enable_crash_stop"": true, ""enable_emergency_exit"": false, ""enable_kill_switch"": true, ""enable_momentum_add"": false, ""enable_rebound_entry"": true, ""enable_trailing_stop"": false, ""enable_trend_strength_scale"": true, ""kill_dd"": 0.1, ""max_add_per_signal"": 0.2, ""max_total_exposure"": 0.75, ""momentum_add_inc"": 0.08, ""momentum_add_min_profit_pct"": 0.06, ""rebound_add_inc"": 0.12, ""rebound_touch_atr"": 0.5, ""target_vol_annual"": 0.35, ""trail_activate_pct"": 0.04, ""trail_pct"": 0.22, ""trend_scale_max"": 1.1, ""trend_scale_min"": 0.55, ""trend_scale_ref_pct"": 0.08}",6.0,True,0.0,0.08,12.0,0.7,0.9,8.5,False,True,False,False,True,False,True,False,True,False,True,0.1,0.2,0.75,0.08,0.06,0.12,0.5,0.35,0.04,0.22,1.1,0.55,0.08
