ts_ms,side,qty,price,fee_quote,reason,kind,trade_id,btc_after,cash_after,exposure_after,datetime_utc,notional
1554249599999,BUY,0.41175223,4858.99017293225,2.0007000392529397,daily,TWAP,1,0.41175223,7997.299260707808,0.20005402851813206,2019-04-02T23:59:59.999000+00:00,2000.7000392529396
1554335999999,BUY,0.0683649,4934.326533315,0.3373347400174267,daily,TWAP,1,0.48011713,7659.627185950363,0.23616478714636177,2019-04-03T23:59:59.999000+00:00,337.33474001742667
1554422399999,BUY,0.05443175,4900.374653466501,0.2667359680438252,daily,TWAP,1,0.53454888,7392.624481938494,0.26156442968946914,2019-04-04T23:59:59.999000+00:00,266.7359680438252
1554566399999,BUY,0.19863176,5093.932379803749,1.0118167539214071,breakout_add,TWAP,1,0.73318064,6379.795911263165,0.36916534982018223,2019-04-06T15:59:59.999000+00:00,1011.8167539214071
1554595199999,SELL,0.18252014,5042.12476459725,0.9202893179317571,daily,TWAP,1,0.5506605,7299.1649398769905,0.27563474644255076,2019-04-06T23:59:59.999000+00:00,920.2893179317571
1554854399999,BUY,0.13005968,5151.802628750001,0.670041801318384,daily,TWAP,1,0.68072018,6628.453096757288,0.34592982811816564,2019-04-09T23:59:59.999000+00:00,670.0418013183839
1554911999999,BUY,0.19444718,5246.895902126501,1.0202441119220542,breakout_add,TWAP,1,0.8751673600000001,5607.188740723312,0.4501405236374551,2019-04-10T15:59:59.999000+00:00,1020.2441119220541
1554940799999,SELL,0.22037794,5306.392245206251,1.1694117918305282,daily,TWAP,1,0.65478942,6775.431120762009,0.3390608079556483,2019-04-10T23:59:59.999000+00:00,1169.4117918305283
1555027199999,BUY,0.14706006,5019.12620493425,0.7381130008452031,daily,TWAP,1,0.80184948,6036.580006915961,0.3999277629080065,2019-04-11T23:59:59.999000+00:00,738.1130008452031
1555113599999,BUY,0.03791762,5049.776929700251,0.19147552270514082,daily,TWAP,1,0.8397671,5844.913008688115,0.42038130583122,2019-04-12T23:59:59.999000+00:00,191.4755227051408
1555199999999,BUY,0.04125466,5046.9859531305,0.20821168952117472,daily,TWAP,1,0.88102176,5636.4931074774195,0.44090406225653245,2019-04-13T23:59:59.999000+00:00,208.21168952117472
1555286399999,BUY,0.03282103,5133.0960832825,0.16847350054229746,daily,TWAP,1,0.91384279,5467.851133434579,0.461669509228194,2019-04-14T23:59:59.999000+00:00,168.47350054229744
1555286399999,BUY,0.19794306,5133.0960832825,1.016060745998953,breakout_add,TWAP,1,1.11178585,4450.774326689628,0.5617453619385436,2019-04-14T23:59:59.999000+00:00,1016.0607459989529
1555372799999,SELL,0.17519295,5023.1913931237505,0.8800277185759595,daily,TWAP,1,0.9365929000000001,5329.922017547011,0.4689331550905921,2019-04-15T23:59:59.999000+00:00,880.0277185759595
1555444799999,BUY,0.19698959,5159.945477953501,1.016455544124414,breakout_add,TWAP,1,1.13358249,4312.450017878473,0.575530683185897,2019-04-16T19:59:59.999000+00:00,1016.4555441244141
1555459199999,SELL,0.1882098,5171.909327343001,0.9734040201173608,daily,TWAP,1,0.94537269,5284.880633975717,0.48065113808967475,2019-04-16T23:59:59.999000+00:00,973.4040201173608
1555545599999,BUY,0.03519982,5204.6411170705005,0.18320243048548054,daily,TWAP,1,0.98057251,5101.49500105975,0.5000121170081595,2019-04-17T23:59:59.999000+00:00,183.20243048548053
1555559999999,BUY,0.19526339,5249.9569732029995,1.0251243959417569,breakout_add,TWAP,1,1.1758359,4075.345480722052,0.6022607119780369,2019-04-18T03:59:59.999000+00:00,1025.1243959417568
1555631999999,SELL,0.20041276,5256.599677461,1.0534896495750687,daily,TWAP,1,0.97542314,5127.781640647546,0.5000693388728463,2019-04-18T23:59:59.999000+00:00,1053.4896495750688
1555963199999,BUY,0.1933051,5356.54426836675,1.0354473254510614,breakout_add,TWAP,1,1.16872824,4091.2988678710335,0.6046845275434766,2019-04-22T19:59:59.999000+00:00,1035.4473254510615
1555977599999,SELL,0.20250935,5355.265134928501,1.084491261552033,daily,TWAP,1,0.96621889,5174.705638161515,0.5000707295828613,2019-04-22T23:59:59.999000+00:00,1084.491261552033
1556006399999,BUY,0.19056328,5510.368091711,1.050073817563789,breakout_add,TWAP,1,1.15678217,4123.581746780163,0.6071150471317854,2019-04-23T07:59:59.999000+00:00,1050.073817563789
1556063999999,SELL,0.20928005,5491.387478832751,1.149237846139492,daily,TWAP,1,0.94750212,5271.670355073516,0.49681444708135836,2019-04-23T23:59:59.999000+00:00,1149.2378461394921
1556150399999,BUY,0.01301443,5416.895385375,0.07049780581028597,daily,TWAP,1,0.96051655,5201.102051457419,0.5000045695086744,2019-04-24T23:59:59.999000+00:00,70.49780581028597
1556222399999,BUY,0.19116395,5470.294069709501,1.0457230220272435,breakout_add,TWAP,1,1.1516805,4154.333306408149,0.6025382946105606,2019-04-25T19:59:59.999000+00:00,1045.7230220272436
1556236799999,SELL,0.17790798,5218.0731654975,0.9283368563658658,daily,TWAP,1,0.97377252,5081.741825917649,0.5000616519261626,2019-04-25T23:59:59.999000+00:00,928.3368563658659
1556495999999,BUY,0.38624664,5309.377764688001,2.050729322101451,daily,TWAP,1,1.36001916,3028.9617744940974,0.7044134032058444,2019-04-28T23:59:59.999000+00:00,2050.7293221014506
1556582399999,BUY,0.38765411,5239.973479953501,2.031297255794977,daily,TWAP,1,1.74767327,995.6332214433253,0.9019098978470818,2019-04-29T23:59:59.999000+00:00,2031.2972557949772
1556668799999,BUY,0.18686826,5322.67241652025,0.9946385330251345,daily,TWAP,1,1.93454153,4.9885165594787395e-05,0.9999999951536407,2019-04-30T23:59:59.999000+00:00,994.6385330251345
1557359999999,SELL,0.03157333,5985.19459818225,0.18897252416262558,daily,TWAP,1,1.9029682,188.78360152362853,0.9837008303551305,2019-05-08T23:59:59.999000+00:00,188.97252416262558
1557446399999,SELL,0.20917181,6207.006942229501,1.2983308767887103,daily,TWAP,1,1.69379639,1485.81614743555,0.8762119322154029,2019-05-09T23:59:59.999000+00:00,1298.3308767887102
1557532799999,SELL,0.12863589,6371.099493833251,0.8195520536677897,daily,TWAP,1,1.5651605,2304.548649049672,0.8123306200031357,2019-05-10T23:59:59.999000+00:00,819.5520536677897
1557619199999,SELL,0.350145,7073.7434999055,2.4768359177744115,daily,TWAP,1,1.2150155,4778.907730906309,0.6427418849161397,2019-05-11T23:59:59.999000+00:00,2476.8359177744114
1557705599999,BUY,0.14604202,6969.748732682751,1.017876183813429,daily,TWAP,1,1.36105752,3760.013670909066,0.7160737418612655,2019-05-12T23:59:59.999000+00:00,1017.876183813429
1557791999999,SELL,0.36873707,7787.983446267751,2.871718197185273,daily,TWAP,1,0.99232045,6628.860149897154,0.5383718864740845,2019-05-13T23:59:59.999000+00:00,2871.718197185273
1557878399999,SELL,0.04877504,7944.778552689,0.3875068916985481,daily,TWAP,1,0.94354541,7015.9795347040035,0.5166348181940872,2019-05-14T23:59:59.999000+00:00,387.5068916985481
1557964799999,BUY,0.01192378,8172.72965874675,0.09744983045037132,daily,TWAP,1,0.95546919,6918.432254423182,0.5301411708305042,2019-05-15T23:59:59.999000+00:00,97.44983045037132
1558051199999,BUY,0.22653983,7869.3435031647505,1.7827197394185472,daily,TWAP,1,1.18200902,5133.929795265216,0.6442752581989559,2019-05-16T23:59:59.999000+00:00,1782.719739418547
1558065599999,BUY,0.02971623,7346.600594100751,0.21831327297243455,momentum_add,TWAP,1,1.21172525,4915.398209019809,0.6441815894036103,2019-05-17T03:59:59.999000+00:00,218.31327297243456
1558137599999,BUY,0.02714479,7357.834524881501,0.19972687303265813,daily,TWAP,1,1.23887004,4715.471609114118,0.6589832398516359,2019-05-17T23:59:59.999000+00:00,199.72687303265812
1558223999999,BUY,0.05122573,7259.99028893625,0.37189830234367033,daily,TWAP,1,1.29009577,4343.201408468104,0.6831169411411604,2019-05-18T23:59:59.999000+00:00,371.8983023436703
1558310399999,SELL,0.23320645,8145.628235712,1.8996130438701588,daily,TWAP,1,1.05688932,6240.914839294393,0.5798200235351099,2019-05-19T23:59:59.999000+00:00,1899.613043870159
1558382399999,BUY,0.01959494,7803.7305450250005,0.1529136318059322,momentum_add,TWAP,1,1.07648426,6087.848293856654,0.5797281798527938,2019-05-20T19:59:59.999000+00:00,152.9136318059322
1558483199999,BUY,0.05868359,7907.636902121751,0.46404852183298295,daily,TWAP,1,1.13516785,5623.335723501838,0.6147526787773937,2019-05-21T23:59:59.999000+00:00,464.04852183298294
1558569599999,BUY,0.02243173,7631.100141210752,0.17117877797060146,daily,TWAP,1,1.1575995799999999,5451.985766753266,0.6182792008726005,2019-05-22T23:59:59.999000+00:00,171.17877797060146
1558655999999,BUY,0.03694714,7854.258224787751,0.2901923782273846,daily,TWAP,1,1.19454672,5161.503196147654,0.6450257107559637,2019-05-23T23:59:59.999000+00:00,290.19237822738455
1558742399999,BUY,0.05457822,7967.657903621751,0.4348605859486067,daily,TWAP,1,1.24912494,4726.207749613099,0.6779486937962002,2019-05-24T23:59:59.999000+00:00,434.8605859486067
1558828799999,BUY,0.06047947,8028.21909413525,0.48554243585718004,daily,TWAP,1,1.30960441,4240.179771320061,0.7125358777472063,2019-05-25T23:59:59.999000+00:00,485.54243585718
1558915199999,SELL,0.07039667,8611.41516486075,0.6062149515936978,daily,TWAP,1,1.23920774,4845.788507962166,0.6877885958214066,2019-05-26T23:59:59.999000+00:00,606.2149515936977
1559001599999,BUY,0.05692994,8759.384930908,0.4986712585534966,daily,TWAP,1,1.29613768,4346.618578150115,0.7230750216137958,2019-05-27T23:59:59.999000+00:00,498.67125855349656
1559087999999,BUY,0.05233721,8718.690691890999,0.45631194566654454,daily,TWAP,1,1.3484748899999999,3889.8503205379043,0.7513308264823347,2019-05-28T23:59:59.999000+00:00,456.31194566654455
1559174399999,BUY,0.05179525,8648.706204142001,0.447961900020086,daily,TWAP,1,1.40027014,3441.4404586177984,0.7786531602534197,2019-05-29T23:59:59.999000+00:00,447.961900020086
1559260799999,SELL,0.04218964,8266.6458677385,0.34876681316737496,daily,TWAP,1,1.3580805,3789.858504972006,0.7476885931457163,2019-05-30T23:59:59.999000+00:00,348.76681316737495
1559347199999,BUY,0.02909816,8557.994463875,0.249021892188949,daily,TWAP,1,1.38717866,3540.587590890868,0.7702096096903357,2019-05-31T23:59:59.999000+00:00,249.02189218894898
