strategy_id,scenario,period_start,period_end,trades,trades_per_month,entries_per_week,avg_hold_bars,avg_hold_days,total_fees,fee_drag_pct,turnover,turnover_per_month,share_emergency_dd,share_trailing_stop,share_fixed_stop,share_regime_off,share_structural_breakdown,share_hma_breakdown,share_peak_dd_stop,share_mr_defensive_exit,share_time_exit,share_other_exit,reentry_median_bars,reentry_p90_bars,cascade_leq1,cascade_leq3,cascade_leq6,cascade_leq12,buy_sell_ratio
candidate,smart,2023-01-01T00:00:00Z,2024-12-31T23:59:59Z,24,0.999316,0.229822,136.0,22.666667,218.744212,0.798642,624983.464202,26023.165789,0.0,0.833333,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.208333
baseline,smart,2023-01-01T00:00:00Z,2024-12-31T23:59:59Z,32,1.332421,0.30643,94.03125,15.671875,279.453667,1.134414,798439.048393,33245.538353,0.34375,0.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,29.0,0.0,0.0,0.0,27.272727,5.5625
candidate,base,2023-01-01T00:00:00Z,2024-12-31T23:59:59Z,24,0.999316,0.229822,135.916667,22.652778,611.610256,2.289728,611610.256277,25466.329926,0.0,0.833333,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.208333
baseline,base,2023-01-01T00:00:00Z,2024-12-31T23:59:59Z,32,1.332421,0.30643,94.03125,15.671875,775.803024,3.245455,775803.024072,32303.015794,0.34375,0.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,29.0,0.0,0.0,0.0,27.272727,5.5625
candidate,harsh,2023-01-01T00:00:00Z,2024-12-31T23:59:59Z,24,0.999316,0.229822,135.916667,22.652778,896.691701,3.446596,597794.467461,24891.065805,0.0,0.833333,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.208333
baseline,harsh,2023-01-01T00:00:00Z,2024-12-31T23:59:59Z,32,1.332421,0.30643,94.0,15.666667,1132.460367,4.882346,754973.578296,31435.715855,0.34375,0.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,30.0,0.0,0.0,0.0,27.272727,5.5625
