candidate,property,cand_val,bench_val,delta,est_impact
Cand01,avg_loser,-0.0700382018904943,-0.04021245438501473,-0.029825747505479568,-0.6053135456237079
Cand01,avg_hold,124.28205128205128,44.666666666666664,79.61538461538461,0.31846153846153846
Cand01,n_trades,39.0,108.0,-69.0,0.138
Cand01,exposure,0.2584790955631399,0.2572525597269625,0.0012265358361774337,0.0010106655290102052
Cand01,win_rate,0.46153846153846156,0.3611111111111111,0.10042735042735046,0.15626495726495732
Cand01,churn_rate,0.0,0.0,0.0,-0.0
Cand02,avg_loser,-0.043099886802291855,-0.04021245438501473,-0.002887432417277125,-0.05860044090863925
Cand02,avg_hold,75.63265306122449,44.666666666666664,30.965986394557824,0.1238639455782313
Cand02,n_trades,49.0,108.0,-59.0,0.11800000000000001
Cand02,exposure,0.19763225255972697,0.2572525597269625,-0.059620307167235514,-0.04912713310580206
Cand02,win_rate,0.30612244897959184,0.3611111111111111,-0.05498866213151926,-0.08556235827664398
Cand02,churn_rate,0.08163265306122448,0.0,0.08163265306122448,-0.007265306122448979
Cand03,avg_loser,-0.04107676443408727,-0.04021245438501473,-0.0008643100490725378,-0.017541172445927157
Cand03,avg_hold,46.96363636363636,44.666666666666664,2.296969696969697,0.009187878787878788
Cand03,n_trades,110.0,108.0,2.0,-0.004
Cand03,exposure,0.275490614334471,0.2572525597269625,0.01823805460750849,0.015028156996586996
Cand03,win_rate,0.38181818181818183,0.3611111111111111,0.02070707070707073,0.03222020202020206
Cand03,churn_rate,0.045454545454545456,0.0,0.045454545454545456,-0.004045454545454546
