sharpe,cagr,mdd,n_trades,exposure,churn_rate,avg_winner,avg_loser,win_rate,profit_factor,avg_hold,entry,exit,filter,config,base_sharpe,delta_sharpe
0.7359306908010604,0.23793762181614753,-0.5786407765299748,79,0.2999146757679181,0.05063291139240506,0.19549277904521384,-0.04441698862240925,0.3291139240506329,2.159131471911535,71.18987341772151,A_20_90,XZ_trail8_rev,F1_d1ema21,A_20_90+XZ_trail8_rev+F1_d1ema21,1.0531240403142945,-0.3171933495132341
1.0985400255657418,0.32062273347456016,-0.40325358915195036,49,0.19763225255972697,0.08163265306122448,0.31902528847384765,-0.043099886802291855,0.30612244897959184,3.2655874815383856,75.63265306122449,A_20_90,XZ_trail8_rev,F2_d1ema50,A_20_90+XZ_trail8_rev+F2_d1ema50,1.0531240403142945,0.0454159852514473
0.6769542155996342,0.19197035617757097,-0.5095858004519639,61,0.22322952218430034,0.01639344262295082,0.23375809191426067,-0.04078106643182863,0.2786885245901639,2.2146460189410293,68.62295081967213,A_20_90,XZ_trail8_rev,F3_vdo_pos,A_20_90+XZ_trail8_rev+F3_vdo_pos,1.0531240403142945,-0.3761698247146603
1.12837715078584,0.3115527623036829,-0.3445004076525886,57,0.26119880546075086,0.03508771929824561,0.28807346981577797,-0.034466615344757645,0.2807017543859649,3.2616755061549334,85.9298245614035,A_20_90,XZ_trail8_rev,F4_vol_low,A_20_90+XZ_trail8_rev+F4_vol_low,1.0531240403142945,0.07525311047154548
0.9372603362999115,0.3645253975813385,-0.645160797708016,68,0.4120627133105802,0.0,0.2220541134655052,-0.0654193603774159,0.4264705882352941,2.5239800625116575,113.63235294117646,A_20_90,X_trail8,F1_d1ema21,A_20_90+X_trail8+F1_d1ema21,0.9621480980984484,-0.02488776179853691
1.2508206319344803,0.4165620853542904,-0.519833999541636,39,0.2584790955631399,0.0,0.30912876692881175,-0.0700382018904943,0.46153846153846156,3.7831855667095846,124.28205128205128,A_20_90,X_trail8,F2_d1ema50,A_20_90+X_trail8+F2_d1ema50,0.9621480980984484,0.288672533836032
0.7942009092565364,0.2535702873644128,-0.5144471461219393,49,0.28567619453924914,0.0,0.24886080374488806,-0.06443461971923163,0.3877551020408163,2.4460739127280124,109.3265306122449,A_20_90,X_trail8,F3_vdo_pos,A_20_90+X_trail8+F3_vdo_pos,0.9621480980984484,-0.16794718884191195
1.0179207337526368,0.2975961140264092,-0.39735211108810775,38,0.31623293515358364,0.0,0.3055834326792877,-0.0622176289140245,0.39473684210526316,3.2031684030759733,156.05263157894737,A_20_90,X_trail8,F4_vol_low,A_20_90+X_trail8+F4_vol_low,0.9621480980984484,0.05577263565418844
0.8554011903970938,0.3711231933636965,-0.6100852543562116,97,0.41131612627986347,0.020618556701030927,0.1990264939644403,-0.06094291913073897,0.3917525773195876,2.1033871902284433,79.51546391752578,B_60,XZ_trail8_rev,F1_d1ema21,B_60+XZ_trail8_rev+F1_d1ema21,0.8761602319801343,-0.020759041583040427
0.9015048904856604,0.3732514220414551,-0.4655251180239111,85,0.3641744880546075,0.023529411764705882,0.21754374590221323,-0.0576188297313979,0.3764705882352941,2.279587557565597,80.34117647058824,B_60,XZ_trail8_rev,F2_d1ema50,B_60+XZ_trail8_rev+F2_d1ema50,0.8761602319801343,0.02534465850552614
