strategy,sharpe,cagr,mdd,calmar,n_trades,exposure,win_rate,avg_winner,avg_loser,profit_factor,avg_hold,max_consec_loss,churn_rate
Cand01,1.2508206319344803,0.4165620853542904,-0.519833999541636,0.8013367454256441,39,0.2584790955631399,0.46153846153846156,0.30912876692881175,-0.0700382018904943,3.7831855667095846,124.28205128205128,6,0.0
Cand02,1.0985400255657418,0.32062273347456016,-0.40325358915195036,0.7950895964716287,49,0.19763225255972697,0.30612244897959184,0.31902528847384765,-0.043099886802291855,3.2655874815383856,75.63265306122449,6,0.08163265306122448
Cand03,0.8880409183460966,0.36854562041203165,-0.44990114642007617,0.8191702184904365,110,0.275490614334471,0.38181818181818183,0.15527252877857062,-0.04107676443408727,2.3347413565171427,46.96363636363636,5,0.045454545454545456
Benchmark,0.8188037488915454,0.31735767106376245,-0.3992821113844819,0.7948206594163401,108,0.2572525597269625,0.3611111111111111,0.15960865800467441,-0.04021245438501473,2.243424100484854,44.666666666666664,10,0.0
