sharpe,cagr,mdd,n_trades,exposure,churn_rate,avg_winner,avg_loser,win_rate,profit_factor,avg_hold,entry,exit,config
0.465734634035271,0.22858654061009132,-0.619853666546616,131,0.6169475255972696,0.26717557251908397,0.19281639187600105,-0.06940356981589632,0.366412213740458,1.6066648317319827,88.31297709923665,A_1_120,X_trail8,A_1_120+X_trail8
0.57442700286537,0.2896547103604916,-0.5232854782042458,196,0.4260345563139932,0.2653061224489796,0.1272480076889597,-0.04480449588808225,0.37244897959183676,1.6855713650638777,40.76020408163265,A_1_120,Y_atr3,A_1_120+Y_atr3
0.5149606296048406,0.2703952468897315,-0.6806220901909379,388,0.5232508532423208,0.6288659793814433,0.16517580619589908,-0.01930522314177092,0.15979381443298968,1.6272178467794334,25.288659793814432,A_1_120,Z_rev,A_1_120+Z_rev
0.06723671267840008,0.032707936778984203,-0.6543229336930225,122,0.5189846416382252,0.1557377049180328,0.10151642742761544,-0.08803601806296728,0.5163934426229508,1.2313016816161908,79.77049180327869,A_1_120,W_time80,A_1_120+W_time80
0.20302370677248155,0.13393083251893767,-0.7699110668268926,33,0.857455204778157,0.09090909090909091,0.6037388060470291,-0.17172526676692268,0.42424242424242425,2.5905341785292024,487.24242424242425,A_1_120,V_vol2,A_1_120+V_vol2
0.4239404624423904,0.18675361978870875,-0.5861816219182567,388,0.35809513651877134,0.5592783505154639,0.12638755462078285,-0.019315594175152256,0.18556701030927836,1.4908764432947548,17.306701030927837,A_1_120,YZ_atr3_rev,A_1_120+YZ_atr3_rev
0.21610640005911858,0.08673985403272022,-0.45566221306628646,196,0.368973976109215,0.24489795918367346,0.09427900688254572,-0.04501145804616596,0.37755102040816324,1.270468223153896,35.30102040816327,A_1_120,YW_atr3_80,A_1_120+YW_atr3_80
0.3467777181671331,0.1492486177636574,-0.5304288367258245,199,0.38955844709897613,0.24623115577889448,0.102968278652095,-0.04418172168271366,0.3768844221105528,1.4096146194774757,36.70854271356784,A_1_120,YV_atr3_vol2,A_1_120+YV_atr3_vol2
0.48791850668758296,0.2161051506661651,-0.5659987434001573,388,0.4676301194539249,0.5979381443298969,0.1461530792321818,-0.01927467281175055,0.16494845360824742,1.4978072171613237,22.600515463917525,A_1_120,XZ_trail8_rev,A_1_120+XZ_trail8_rev
0.9621480980984484,0.4281506561793149,-0.5398917379836663,87,0.488481228668942,0.011494252873563218,0.21516457788175652,-0.06471079402704977,0.41379310344827586,2.3470717797293843,105.28735632183908,A_20_90,X_trail8,A_20_90+X_trail8
0.8188037488915454,0.31735767106376245,-0.3992821113844819,108,0.2572525597269625,0.0,0.15960865800467441,-0.04021245438501473,0.3611111111111111,2.243424100484854,44.666666666666664,A_20_90,Y_atr3,A_20_90+Y_atr3
0.7458076274927384,0.40868131255355555,-0.6157613802567817,114,0.5248506825938567,0.12280701754385964,0.29125904869741104,-0.04488850449771745,0.2543859649122807,2.2137234326111854,86.33333333333333,A_20_90,Z_rev,A_20_90+Z_rev
0.3902892208003097,0.15384482104114028,-0.5754443020855488,84,0.3563353242320819,0.08333333333333333,0.1408316233202996,-0.07619404155137902,0.4642857142857143,1.6018847544916806,79.54761904761905,A_20_90,W_time80,A_20_90+W_time80
0.17661010299889993,0.11027642050140063,-0.7707574837395087,27,0.8079671501706485,0.037037037037037035,0.7293448376397724,-0.19668643983192413,0.4074074074074074,2.5493601709697407,561.1481481481482,A_20_90,V_vol2,A_20_90+V_vol2
0.869064963782909,0.3362929862042354,-0.3692326725304103,114,0.2499466723549488,0.043859649122807015,0.16030576605648875,-0.035815868797806065,0.34210526315789475,2.3274319777070547,41.1140350877193,A_20_90,YZ_atr3_rev,A_20_90+YZ_atr3_rev
0.6346922446405964,0.18676966818511875,-0.3884843324910871,108,0.2140038395904437,0.0,0.12353327947125042,-0.04021245438501473,0.3611111111111111,1.7363565350547445,37.157407407407405,A_20_90,YW_atr3_80,A_20_90+YW_atr3_80
0.6531520827270845,0.21482630170540395,-0.4198074160539209,108,0.23757465870307168,0.0,0.1317546198044327,-0.04026574086886269,0.3611111111111111,1.8494631140822981,41.25,A_20_90,YV_atr3_vol2,A_20_90+YV_atr3_vol2
1.0531240403142945,0.45370928322189297,-0.4894527880652459,114,0.4236348122866894,0.07017543859649122,0.21682241201334568,-0.0418181361797343,0.3157894736842105,2.3930258880402806,69.6842105263158,A_20_90,XZ_trail8_rev,A_20_90+XZ_trail8_rev
0.7644986611116065,0.3576952412514389,-0.5689476299103008,101,0.5209577645051194,0.019801980198019802,0.2046080800545878,-0.06397324067649034,0.38613861386138615,2.0118581027626576,96.72277227722772,B_60,X_trail8,B_60+X_trail8
0.858689668919186,0.390981606965646,-0.5579318429160242,150,0.3465230375426621,0.04666666666666667,0.13890702783369396,-0.03859589489208766,0.36666666666666664,2.0836376107966217,43.32,B_60,Y_atr3,B_60+Y_atr3
0.667747288617066,0.35524134620550085,-0.6583923310408856,95,0.5282103242320819,0.0,0.22233364816456158,-0.06464601590038427,0.37894736842105264,2.098523894474937,104.26315789473684,B_60,Z_rev,B_60+Z_rev
0.4203133133311003,0.23719830639736816,-0.7920355236496364,141,0.6015358361774744,0.2978723404255319,0.12281211619980079,-0.08029549124878854,0.5035460992907801,1.5513520505989118,80.0,B_60,W_time80,B_60+W_time80
0.351417700753413,0.2500640982199924,-0.7719858135283196,33,0.8834257679180887,0.24242424242424243,0.574224669729595,-0.19873076968142195,0.5151515151515151,3.0700515706035136,502.0,B_60,V_vol2,B_60+V_vol2
0.858689668919186,0.390981606965646,-0.5579318429160242,150,0.3465230375426621,0.04666666666666667,0.13890702783369396,-0.03859589489208766,0.36666666666666664,2.0836376107966217,43.32,B_60,YZ_atr3_rev,B_60+YZ_atr3_rev
0.7922425767561471,0.3467181947941895,-0.5719707600275656,167,0.33831058020477817,0.11976047904191617,0.11717807448309499,-0.03945500206733139,0.38323353293413176,1.8453852118539222,37.98802395209581,B_60,YW_atr3_80,B_60+YW_atr3_80
0.789611492352417,0.34646515401817957,-0.5579318429160245,160,0.3397504266211604,0.09375,0.11854471995094334,-0.038141426941080435,0.38125,1.9150491234959128,39.81875,B_60,YV_atr3_vol2,B_60+YV_atr3_vol2
0.8761602319801343,0.4073640829283949,-0.581102714130421,112,0.47018984641638223,0.017857142857142856,0.19663693767507315,-0.05386543587773761,0.36607142857142855,2.1080476899742555,78.72321428571429,B_60,XZ_trail8_rev,B_60+XZ_trail8_rev
0.47471541840342,0.20359720125446756,-0.5573681615871013,92,0.3601749146757679,0.07608695652173914,0.16506219320906027,-0.07273505155483023,0.42391304347826086,1.6699082018560936,73.41304347826087,C_20_10,X_trail8,C_20_10+X_trail8
0.5138890377290699,0.21673702213041812,-0.5654481783503037,89,0.23965443686006827,0.011235955056179775,0.146342365621079,-0.06318253728359823,0.449438202247191,1.8907622381929245,50.49438202247191,C_20_10,Y_atr3,C_20_10+Y_atr3
0.08992528343373732,0.029343597391599863,-0.5464677145773026,118,0.14782423208191126,0.07627118644067797,0.09005232548076897,-0.0412330889030081,0.3559322033898305,1.2069374413200742,23.491525423728813,C_20_10,Z_rev,C_20_10+Z_rev
0.5143952688704372,0.28338576761307976,-0.7010127934216315,84,0.35617534129692835,0.20238095238095238,0.13407968598630654,-0.09932523106637413,0.5833333333333334,1.8898678449123458,79.51190476190476,C_20_10,W_time80,C_20_10+W_time80
0.27728377454666336,0.19305100617103532,-0.787550864590476,29,0.8185793515358362,0.20689655172413793,0.6809854023957137,-0.17163354832211525,0.41379310344827586,2.800708735914085,529.3103448275862,C_20_10,V_vol2,C_20_10+V_vol2
0.035709528490822574,0.01146018142996641,-0.5642517448080768,118,0.14585110921501707,0.07627118644067797,0.08770438349094214,-0.04201060191011202,0.3559322033898305,1.153713818071684,23.177966101694917,C_20_10,YZ_atr3_rev,C_20_10+YZ_atr3_rev
