config,sharpe,cagr,mdd,n_trades,exposure,delta_sharpe
a_full,-0.4242882594576084,-0.05718767934309843,-0.5790515497327574,46,0.033276450511945395,0.0
b_no_vdo,0.02342389504053916,0.005920228191204524,-0.6300135858679511,122,0.10297568259385666,0.44771215449814755
c_no_d1regime,0.1673904020464154,0.04929803743761929,-0.5261817729681131,219,0.2226429180887372,0.5916786615040238
d_trail_only,0.12868586539745644,0.031921671698478704,-0.5107645616796963,40,0.0927901023890785,0.5529741248550648
e_reversal_only,-0.25641776380143183,-0.03887314154567845,-0.5940937893821,46,0.04383532423208191,0.16787049565617657
f_no_filters,0.4239404624423904,0.18675361978870875,-0.5861816219182567,388,0.35809513651877134,0.8482287218999989
