predictor,beta,p_value,std_impact,partial_R2
avg_loser,20.29489597562609,1.038621599696857e-07,0.7086891598015405,0.3058660104566484
avg_hold,0.0034999242815666122,0.00011133102687903885,0.3935810443188744,0.17524952685232398
n_trades,-0.0022245943904394745,0.0006891860337783891,0.16289372503999616,0.1380920459413979
exposure,0.8236825865244065,0.000843717813291368,0.15027339146900232,0.13390457532011124
win_rate,1.5559462862391873,0.017977255299157925,0.10052087274118969,0.06968556651966085
churn_rate,-0.08872317177136137,0.7604385261948965,0.010872835560835138,0.0011988298552176868
