time_stop_bars,sharpe,mdd,trades,positive_folds_vs_A,fold1,fold2,fold3,fold4
28,1.2630304092712417,-0.2778299240076837,133,2,1.3413037039807887,1.6495292118709755,1.2396409965961348,-0.42329821992834754
29,1.4373449566539902,-0.2621346822204855,128,3,1.296339486324024,1.7771610300534126,1.4279389890300898,0.8555693493314869
30,1.804351689756462,-0.26018298058238953,124,4,1.6910214277580962,1.8233418285133742,2.376257548102369,0.8956505477176805
31,1.6930223297318077,-0.25781251585615816,123,4,1.3260685934087348,2.0880631779857293,2.1341284050752494,0.6074426303048999
32,1.6305555546222084,-0.2565072729894906,122,4,1.3739713208066722,1.9355565088246502,2.084748753753242,0.4218285279658302
