trade_id,entry_price,exit_price,return_pct,pnl,days_held,entry_reason,exit_compressed,exit_tightened,exit_double_compressed,exit_trail_dist_pct,exit_atr_fast_pct,exit_compression_ratio,exit_multiplier,exit_peak_profit,exit_current_profit,trade_noise_ratio,trade_bars,trade_active_bars,max_high_1d,max_return_1d,close_at_1d,close_return_1d,max_high_2d,max_return_2d,close_at_2d,close_return_2d,max_high_3d,max_return_3d,close_at_3d,close_return_3d,max_high_5d,max_return_5d,close_at_5d,close_return_5d,max_high_7d,max_return_7d,close_at_7d,close_return_7d,max_dd_after_exit
2,5170.82,5303.65,2.57,100.94,17.33,vdo_trend_accel,False,False,False,0.04548943784180478,0.012996982240515651,0.8271265268467605,3.5,0.07682727304373392,0.02872851888095122,0.0,105,31,5340.0,0.006853770516531138,5301.46,-0.000412923175548839,5340.0,0.006853770516531138,5222.0,-0.015395058120351012,5374.18,0.013298388845417902,5353.4,0.009380332412583786,5700.0,0.07473155279854447,5695.09,0.07380577526797592,5900.0,0.11244143184410743,5755.0,0.08510176953607429,-0.023540391994192576
3,5388.94,7339.9,36.2,3335.7,18.17,vdo_trend_accel,False,True,False,0.12086650534147071,0.04834660213658828,1.2787464908340131,2.5,0.5442109208861112,0.3544277724376224,0.011764705882352941,110,85,7458.0,0.016090137467812963,7302.99,-0.005028678864834651,7997.0,0.08952438044115048,7907.22,0.07729260616629663,8275.09,0.1274118175996949,7871.41,0.07241379310344831,8275.09,0.1274118175996949,7882.22,0.0738865652120602,8275.09,0.1274118175996949,7852.27,0.06980612814888497,-0.058161555334541294
4,7622.66,8111.2,6.41,793.73,17.17,vdo_dip_buy,False,False,False,0.10397892130250891,0.02970826322928826,1.1860955765690313,3.5,0.17298292197211998,0.035849690265602877,0.0,104,92,8050.0,-0.0075451227931748474,7796.61,-0.038784643455962144,8050.0,-0.0075451227931748474,7851.95,-0.03196197849886576,8050.0,-0.0075451227931748474,7786.7,-0.04000641088864779,8100.0,-0.0013808067856790386,7873.31,-0.029328582700463485,8100.0,-0.0013808067856790386,7932.34,-0.022050991222013965,-0.0821851267383371
5,7883.53,11823.49,49.98,6698.13,21.5,vdo_trend_accel,False,True,False,0.20061474468992843,0.08024589787597138,1.6688114744617024,2.5,0.7708767519118974,0.39810592463021016,0.025,130,80,12400.0,0.04875971477118856,12368.43,0.046089606368339676,12480.0,0.05552590647938978,11900.0,0.0064710165949309565,12480.0,0.05552590647938978,11301.0,-0.04419084382022565,12480.0,0.05552590647938978,10784.0,-0.08791735773447601,12480.0,0.05552590647938978,11805.42,-0.001528313552089925,-0.17731566567908458
6,11436.42,11183.36,-2.21,-359.01,9.0,vdo_trend_accel,False,False,False,0.1472442783026694,0.042069793800762686,1.1019207671461708,3.5,0.1341162706511303,0.018793468585448968,0.0,55,22,11885.0,0.06273964175346224,11464.61,0.025148971328831406,11885.0,0.06273964175346224,11126.8,-0.005057514020831066,11885.0,0.06273964175346224,10322.7,-0.07695898191598945,11885.0,0.06273964175346224,9549.98,-0.14605449525008593,11885.0,0.06273964175346224,10600.29,-0.05213728253405056,-0.189867803593911
7,10494.3,9925.13,-5.42,-646.43,5.33,vdo_trend_accel,False,False,False,0.08670899987642153,0.024773999964691866,0.7944769060253647,3.5,0.03853139323251676,-0.032875942178134644,0.0,33,0,10227.98,0.030513454231833777,9650.99,-0.027620796906438448,10227.98,0.030513454231833777,9857.82,-0.0067817751505521336,10227.98,0.030513454231833777,9839.0,-0.008677971976185623,10227.98,0.030513454231833777,9555.68,-0.0372236937954464,10227.98,0.030513454231833777,9598.52,-0.03290737753560898,-0.07658640239472926
8,9881.83,11388.96,15.25,2763.06,16.33,vdo_trend_accel,False,True,False,0.0576229413987042,0.023049176559481677,0.9825275234456529,2.5,0.23309548939821872,0.15503606113442558,0.0,99,51,11482.86,0.008244826568887894,11378.0,-0.0009623354546858648,11600.0,0.01853022576249288,11399.11,0.000891213947542309,11600.0,0.01853022576249288,10951.09,-0.038446881892639805,11600.0,0.01853022576249288,10094.59,-0.11365129037243077,11600.0,0.01853022576249288,10312.27,-0.09453804386001871,-0.14390778438066332
11,9637.44,10294.56,6.82,1371.89,9.17,vdo_trend_accel,False,False,False,0.05552842912483439,0.015865265464238398,0.9321779249316429,3.5,0.12509131055550016,0.05291031643257961,0.0,56,40,10480.0,0.018013397367153187,10271.14,-0.0022749879548033206,10480.0,0.018013397367153187,10066.0,-0.02220201737616756,10480.0,0.018013397367153187,10079.79,-0.020862474938219664,10480.0,0.018013397367153187,10319.0,0.002374069411417342,10480.0,0.018013397367153187,10302.25,0.0007469964719230846,-0.04026981240577543
14,8259.12,9059.14,9.69,1880.66,36.17,vdo_dip_buy,False,False,False,0.06712702997684034,0.01917915142195438,0.7865432856963476,3.5,0.17600059086198028,0.10169122134077227,0.02631578947368421,218,38,9279.0,0.024269411886779606,9213.97,0.017091026300509755,9373.74,0.03472735822605682,9239.61,0.019921317034508924,9373.74,0.03472735822605682,9179.42,0.013277198497870731,9513.68,0.050174740648670946,9389.65,0.03648359557308974,9513.68,0.050174740648670946,9144.4,0.009411489390825202,9.493174848833136e-05
17,9167.65,9740.55,6.25,1099.52,30.5,vdo_trend_accel,False,False,False,0.06594151057417445,0.018840431592621273,1.146480341209182,3.5,0.13221381706326052,0.08176795580110506,0.0,184,68,9964.16,0.02295660922637845,9706.0,-0.003547027631909828,10250.0,0.05230197473448633,10164.71,0.0435457956686224,10250.0,0.05230197473448633,9593.79,-0.015066911006051856,10250.0,0.05230197473448633,9677.05,-0.006519139062989256,10250.0,0.05230197473448633,9936.4,0.020106667487975564,-0.040095271827566135
19,8698.78,8736.49,0.43,61.45,8.5,vdo_trend_accel,False,False,False,0.064414930893595,0.018404265969598575,1.1096355190533878,3.5,0.05197510455489148,-0.03425192958092982,0.0,52,18,8403.0,-0.03817208054951128,7765.32,-0.11116249203055233,8403.0,-0.03817208054951128,7767.28,-0.11093814563972489,8403.0,-0.03817208054951128,7778.76,-0.10962411677916413,8403.0,-0.03817208054951128,5212.37,-0.4033793892055047,8403.0,-0.03817208054951128,5324.48,-0.3905470045750639,-0.5670881555407263
21,9178.31,8617.99,-6.1,-102.48,8.83,vdo_trend,False,False,False,0.14775595522711107,0.042215987207746025,1.4155885432800412,3.5,0.08804344154860755,-0.039879890742413236,0.0625,54,16,8900.0,0.032723407662343565,8664.32,0.005375963536741158,9168.0,0.06382114623015346,8656.05,0.004416343021980704,9168.0,0.06382114623015346,8867.2,0.028917415777925125,9939.0,0.1532851627815767,9674.33,0.12257382521910563,9939.0,0.1532851627815767,9540.99,0.1071015399182408,-0.04850202889536885
23,9117.77,9644.28,5.77,923.14,9.0,vdo_trend_accel,False,False,False,0.056835983082337095,0.01623885230923917,0.9337439098982103,3.5,0.11877904355999329,0.05531067355285332,0.025,55,40,9881.63,0.024610442666533793,9696.6,0.005424977292239515,9881.63,0.024610442666533793,9693.85,0.005139834181504447,9881.63,0.024610442666533793,9575.59,-0.007122356464142528,9881.63,0.024610442666533793,9721.24,0.007979859564425661,9992.72,0.03612918745619151,9788.57,0.014961199799259152,-0.028184581949093297
25,9181.71,11065.27,20.51,3200.05,34.17,vdo_trend_accel,False,True,False,0.07520313288481063,0.030081253153924254,1.278296379775986,2.5,0.306946091741081,0.21289716185764965,0.0196078431372549,206,51,11473.0,0.036847722649334315,11261.43,0.01772753850561259,11473.0,0.036847722649334315,11240.56,0.01584145709955555,11799.0,0.06630927216416767,11646.04,0.05248584083352692,11909.94,0.0763352362843383,11544.34,0.04329492185911412,12067.35,0.09056082680314172,12009.4,0.08532372007190056,-0.005898636002555783
28,10246.21,10413.04,1.63,253.16,15.33,vdo_trend_accel,False,False,False,0.05613333423574903,0.016038095495928294,1.1567265904296489,3.5,0.08723127868743671,0.024627642806462114,0.0,93,39,10533.46,0.01156434624278772,10491.97,0.00757991902460746,10572.71,0.015333658566566367,10293.0,-0.011527853537487694,10743.59,0.03174385193949118,10653.82,0.02312293047947562,10820.94,0.03917203813679767,10718.55,0.02933917472707282,10950.0,0.05156611325799181,10869.0,0.0437874050229327,-0.02652635541590171
29,10729.41,13131.64,22.39,3844.08,33.0,vdo_trend,False,True,False,0.04581616602274899,0.018326466409099598,1.1109780266670224,2.5,0.28431945465780506,0.21647509042901703,0.0,199,117,13669.98,0.04099564106235019,13347.79,0.016460244112692816,14100.0,0.07374250284046781,13940.0,0.06155819075149795,14100.0,0.07374250284046781,13696.58,0.04302128294714145,14100.0,0.07374250284046781,13532.14,0.03049885619770265,14740.0,0.12247975119634719,14717.6,0.12077394750389145,-0.01605816181375662
30,13905.98,17601.24,26.57,5496.45,26.0,vdo_trend,False,True,False,0.10265686723494255,0.04106274689397702,1.4081706752428569,2.5,0.3921039725355567,0.2296867966155568,0.015748031496062992,157,127,17457.62,-0.008159652388127348,16789.37,-0.04612572750556225,17457.62,-0.008159652388127348,17160.29,-0.02505221223050198,18250.0,0.03685876676870484,18090.44,0.02779349636730123,19888.0,0.12992039197238367,19425.0,0.10361542709490912,19888.0,0.12992039197238367,19396.5,0.10199622299337992,-0.08029207033140855
31,18125.35,18314.03,1.04,246.73,10.5,vdo_trend_accel,False,False,False,0.062160245279291364,0.017760070079797532,0.9270105873914235,3.5,0.0866477061132613,0.009636227714223441,0.0,64,52,18639.57,0.017775443198465926,18409.77,0.005227686096397221,18639.57,0.017775443198465926,17990.88,-0.017644942156368523,18639.57,0.017775443198465926,18282.02,-0.0017478403169590964,19411.0,0.05989779420477095,19260.68,0.05168987928926629,19570.0,0.06857966269575845,19346.52,0.05637699621546987,-0.04049900540732963
32,18464.89,34353.35,86.05,22200.8,30.17,vdo_trend_accel,False,True,False,0.18299827045524042,0.07319930818209616,1.3139649939758455,2.5,1.2359553726017323,0.8520857692626383,0.012121212121212121,182,165,36628.0,0.06621333872824635,35410.99,0.030787099365855133,36628.0,0.06621333872824635,34385.48,0.0009352799654183554,38786.1,0.12903399522899514,38365.86,0.11680112710987435,40100.0,0.16728062910895158,37680.0,0.0968362619657181,40100.0,0.16728062910895158,36442.08,0.06080134834011831,-0.11449683946398237
33,36355.58,35043.21,-3.61,-1145.7,6.5,vdo_trend,False,False,False,0.11867881332886697,0.03390823237967628,0.8224090966647957,3.5,0.09685995932398826,-0.018661234396480604,0.0,40,37,35939.12,0.025565865684108378,34624.27,-0.011954955039792369,35939.12,0.025565865684108378,30842.45,-0.11987372161397311,35939.12,0.025565865684108378,32931.18,-0.0602693075206295,35939.12,0.025565865684108378,33346.95,-0.048404812230386486,35939.12,0.025565865684108378,31743.33,-0.09416603102284286,-0.17673067050649752
34,34946.18,37900.27,8.45,2367.2,15.5,vdo_trend,False,False,False,0.10624172187218289,0.03035477767776654,1.0193466306984045,3.5,0.16936185872103912,0.08881714682405915,0.0,94,57,44918.0,0.18516306084362996,43051.95,0.13592726384271142,48142.19,0.270233431054713,47060.18,0.24168455792003604,48142.19,0.270233431054713,45190.05,0.19234110997098455,48985.8,0.29249211153377025,47272.95,0.24729850209510384,49707.43,0.31153234528408386,48693.39,0.2847768630672025,-0.006313939188295905
35,47755.61,51872.19,8.62,3267.06,14.5,vdo_trend_accel,False,True,False,0.13242964870023335,0.05297185948009334,1.4087502116067412,2.5,0.21603765505246403,0.03946593918494604,0.02702702702702703,88,37,51357.0,-0.00993191149245872,50090.57,-0.03434634242356073,51374.99,-0.0095850975252829,50395.99,-0.028458409024180478,52041.73,0.003268418009727387,44973.68,-0.13299052922192028,52041.73,0.003268418009727387,44400.83,-0.1440340189993906,52041.73,0.003268418009727387,48331.61,-0.06825584190680982,-0.17103943365414112
36,51384.85,56119.92,9.21,4341.99,13.5,vdo_trend_accel,False,False,False,0.1257684738966622,0.035933849684760634,1.2329361954135056,3.5,0.1940544732542763,0.09417717478984562,0.0,82,38,56940.0,0.014612993033489745,55844.92,-0.00490022081285932,57189.43,0.019057582405677023,54930.0,-0.021203166362318376,59637.39,0.06267774437312101,59533.68,0.06082973746220597,60129.97,0.07145501989311466,59244.52,0.05567719982494627,60129.97,0.07145501989311466,57083.0,0.01716110785617659,-0.05075880364761749
37,58198.75,60231.51,3.49,1808.48,28.0,vdo_trend_accel,False,False,False,0.06881193568714383,0.019660553053469667,1.0282690444945697,3.5,0.10846384157735345,0.04306398333297531,0.0,169,27,60955.0,0.012011819062812769,55720.66,-0.07489186307964052,60955.0,0.012011819062812769,55930.94,-0.07140066719230515,60955.0,0.012011819062812769,56572.44,-0.06075009575552729,60955.0,0.012011819062812769,52923.54,-0.12133134301298441,60955.0,0.012011819062812769,50667.75,-0.15878333450381704,-0.2113762381185529
38,51094.68,53175.79,4.07,2031.84,9.83,vdo_trend,False,False,False,0.10593705159516749,0.03026772902719071,1.1827370977135352,3.5,0.15056733890886492,0.07242456553206718,0.0,60,51,58069.82,0.09203492792490715,56797.09,0.06810053973810254,58360.0,0.09749192254595558,55705.67,0.04757578589805619,58650.0,0.10294553216792827,58099.98,0.09260210332559238,59500.0,0.11893025002543449,59356.76,0.11623654298318842,59500.0,0.11893025002543449,57756.94,0.08615104730931128,0.004216392459801709
41,42492.68,44022.75,3.6,690.22,19.17,vdo_trend_accel,False,False,False,0.07757038061273341,0.022162965889352404,1.005854860583329,3.5,0.1248996297715277,0.05100478482411563,0.0,116,67,47390.0,0.07648886087307132,46833.48,0.06384721536023995,49382.99,0.12176068055721186,48944.23,0.11179401559420989,49757.04,0.13025742371841834,49195.01,0.11749061564759135,50500.0,0.14713415222810933,49770.13,0.1305547699768869,50500.0,0.14713415222810933,46891.75,0.06517084916321675,0.0022919967516795625
42,47437.25,46810.14,-1.32,-629.58,6.67,vdo_trend_accel,False,False,False,0.07374024817119754,0.02106864233462787,1.0651863133565118,3.5,0.062347627655481686,-0.013433535881612025,0.0,41,22,48451.51,0.035064411257902724,48184.67,0.029363936958958014,49299.0,0.05316924922677011,48811.12,0.04274672111640775,49632.27,0.06028886049048342,48474.95,0.035565157463746055,49632.27,0.06028886049048342,47397.13,0.012539804409899179,50450.13,0.07776071594744212,49540.7,0.05833266040221195,-0.009872647251215215
43,48701.13,46424.86,-4.67,-2596.72,11.5,vdo_trend_accel,False,False,False,0.1305707544151,0.03730592983288572,1.4545644740238795,3.5,0.08136915919610088,-0.07434796687469047,0.06666666666666667,70,15,46900.0,0.010234602753783198,46275.0,-0.00322801188845805,47399.97,0.02100404826207339,46160.55,-0.005693285881745204,47399.97,0.02100404826207339,45043.97,-0.02974462389331921,47399.97,0.02100404826207339,44470.63,-0.04209447265969145,47470.0,0.022512507307507215,47172.84,0.016111626400165686,-0.06580224474559537
44,45068.75,44805.36,-0.58,-113.58,9.0,vdo_trend,False,False,False,0.08994173404416046,0.02569763829833156,1.212774003061502,3.5,0.07884088198585498,-0.029488281791707115,0.0,55,31,44250.0,-0.012394945604722304,43288.97,-0.0338439418855244,44250.0,-0.012394945604722304,41928.32,-0.06421196035474329,44386.6,-0.009346203222114543,43648.15,-0.02582749028241262,45200.0,0.008807874772125465,42485.03,-0.051786884426327603,45200.0,0.008807874772125465,43747.69,-0.023605881082084782,-0.11617717165981928
45,43662.0,62158.95,42.36,21942.62,29.33,vdo_trend_accel,False,True,False,0.06376663599387737,0.025506654397550947,1.1547347323287955,2.5,0.5316712473088727,0.4483509688058266,0.008,177,125,63732.39,0.02531316890005385,61236.52,-0.014839858137886826,63732.39,0.02531316890005385,61227.76,-0.014980787159371178,63732.39,0.02531316890005385,62084.26,-0.0012015968738209872,63732.39,0.02531316890005385,60714.34,-0.02324057919253785,63732.39,0.02531316890005385,61642.99,-0.00830065501428192,-0.06980410705135781
