trade_id,has_reentry,gap_days,reentry_price,reentry_cost_pct
1,True,0.8333333333333334,5515.81,4.000263969153334
2,True,2.0,7920.69,7.912778103243913
4,True,2.1666666666666665,7882.49,-2.819681428148733
5,False,5.5,11436.42,-3.2737372806168037
6,False,6.166666666666667,10539.68,-5.755694174201674
7,True,1.5,9875.97,-0.4953083737945988
8,False,6.166666666666667,10328.39,-9.312263806352817
11,True,2.8333333333333335,10240.29,-0.5271716323961259
14,True,0.8333333333333334,9272.2,2.351878875919804
17,True,1.8333333333333333,9825.2,0.869047435719764
19,True,2.6666666666666665,7931.96,-9.20884703124481
21,False,7.5,9846.96,14.260517823761681
23,True,0.6666666666666666,9627.9,-0.1698416055942073
25,False,7.166666666666667,11901.38,7.556164467744562
28,True,4.666666666666667,10729.41,3.0382097831180803
29,True,2.0,13905.98,5.896750139358071
30,True,2.1666666666666665,18048.93,2.5435139796968773
31,True,3.1666666666666665,18464.89,0.823740050660617
32,True,2.3333333333333335,36441.45,6.078300951726683
33,True,3.0,35271.67,0.6519379931233444
34,True,1.0,47566.65,25.50477872585078
35,False,6.833333333333333,51672.03,-0.3858715045576512
36,True,4.5,58198.75,7.293021877000847
37,False,7.5,51475.14,-14.537855683843892
38,True,1.5,58019.9,9.109615484791107
41,True,0.6666666666666666,47462.88,7.814436853672244
42,True,1.1666666666666667,48660.64,3.953203301677799
43,True,3.1666666666666665,45068.75,-2.9210858147983654
44,True,2.3333333333333335,43662.0,-2.5518375480076503
45,True,3.1666666666666665,62611.83,0.7285837357291343
46,True,2.8333333333333335,59613.25,-6.442248069740901
49,True,2.8333333333333335,48031.78,0.7732375669882121
51,True,1.1666666666666667,30397.1,1.928818059485831
53,True,2.6666666666666665,27793.49,-1.2845252111958199
55,True,1.3333333333333333,30596.26,1.3901426130572003
58,False,31.333333333333332,28542.38,9.155359410135992
59,True,2.8333333333333335,35113.1,3.4192492443049947
60,True,0.6666666666666666,37580.42,6.271834545821645
61,True,1.8333333333333333,42344.93,3.894663959275292
62,True,3.5,43276.24,1.6195973795457668
64,True,1.1666666666666667,54353.7,7.172179956558292
65,False,13.166666666666666,67328.89,9.696889122200245
66,True,2.3333333333333335,69500.44,4.639474125983631
68,True,3.5,62415.05,-1.6594898555656916
69,True,3.8333333333333335,69584.73,3.6057039118098113
75,False,6.333333333333333,57011.85,-13.480462865262306
76,True,1.1666666666666667,60715.84,3.9739896518927322
77,True,3.3333333333333335,60832.03,-1.367097531438498
78,True,3.6666666666666665,62433.8,-1.7200231651467464
79,True,1.3333333333333333,67690.14,1.9775682957533243
80,True,2.8333333333333335,70374.63,1.6451507605913702
81,True,3.0,96196.79,0.36308234700535025
82,True,1.8333333333333333,101528.53,4.650300797953349
83,True,3.0,95897.94,-4.244649292738185
84,True,3.0,96020.77,-0.392307177619666
85,True,1.1666666666666667,105177.41,3.228010950015528
89,True,1.1666666666666667,90452.35,8.794374352377583
91,False,14.833333333333334,88220.91,6.316755345398757
92,True,1.8333333333333333,96401.99,2.309591347419231
93,False,8.166666666666666,105156.84,-1.9068570342760747
94,False,6.0,118841.71,1.8222179154317155
96,False,5.333333333333333,113883.33,-2.838826885659116
99,True,3.3333333333333335,110689.74,-4.2524419836684615
100,True,2.0,114280.36,-3.9285758120355165
102,False,6.833333333333333,103687.98,-5.704596547133167
