trade_id,entry_price,exit_price,return_pct,pnl,days_held,qty,entry_reason,entry_ts,exit_ts,exit_compressed,exit_tightened,exit_double_compressed,exit_trail_dist_pct,exit_compression_ratio,exit_multiplier,exit_peak_profit,exit_current_profit,trade_noise_ratio,trade_bars,max_high_1d,max_return_1d,close_at_1d,close_return_1d,max_high_2d,max_return_2d,close_at_2d,close_return_2d,max_high_3d,max_return_3d,close_at_3d,close_return_3d,max_high_5d,max_return_5d,close_at_5d,close_return_5d,max_high_7d,max_return_7d,close_at_7d,close_return_7d,max_dd_7d
81,70374.63,95848.78,36.2,26451.6,20.5,1.04229194,vdo_trend_accel,2024-11-04 04:00:00,2024-11-24 16:00:00,False,True,False,0.0278178484227488,0.8008676426166117,2.5,0.4092251710595138,0.3686753308685246,0.0,124,98871.8,0.031539472907219104,94669.48,-0.01230375597894937,98871.8,0.031539472907219104,91683.89,-0.043452717916701696,98871.8,0.031539472907219104,96627.99,0.00812957661015619,98871.8,0.031539472907219104,97329.73,0.015450900887835996,98871.8,0.031539472907219104,97178.73,0.013875502640722157,-0.052767286135514645
82,96196.79,97016.95,0.85,730.34,12.17,1.00994985,vdo_trend_accel,2024-11-27 16:00:00,2024-12-09 20:00:00,False,False,False,0.0676858092372831,1.0832393981471944,3.5,0.07034756565161901,0.011223659334162892,0.0,74,98270.0,0.012915784303670678,96593.0,-0.004369854958334571,101888.0,0.050208236808104184,101125.0,0.04234363170559374,102540.0,0.056928711941573125,100004.29,0.03079193893438205,102650.0,0.058062534433416045,101420.0,0.04538433747917248,107793.07,0.11107461118907583,106058.66,0.09319721966110052,-0.028452863133710177
83,101528.53,100148.91,-1.36,-1472.19,7.33,0.99487472,vdo_trend_accel,2024-12-11 16:00:00,2024-12-19 00:00:00,False,False,False,0.06659802844364068,1.1790947631379474,3.5,0.05257596066839544,-0.0033033079470371988,0.0,45,102800.11,0.026472579681596105,97106.02,-0.030383655698299657,102800.11,0.026472579681596105,97487.46,-0.026574927275793584,102800.11,0.026472579681596105,96994.37,-0.03149849559021669,102800.11,0.026472579681596105,94348.75,-0.05791535824004478,102800.11,0.026472579681596105,98995.17,-0.01152024520286846,-0.07904599261240097
84,95897.94,96398.95,0.52,423.35,16.83,1.04631011,vdo_trend,2024-12-22 00:00:00,2025-01-07 20:00:00,False,False,False,0.05394159793695258,1.2026476029228927,3.5,0.06608755099431754,0.01101869341510358,0.0,102,97268.65,0.009021882499757489,95060.61,-0.013883346239767098,97268.65,0.009021882499757489,92552.49,-0.03990147195586666,97268.65,0.009021882499757489,94726.11,-0.017353301047366144,97268.65,0.009021882499757489,94545.06,-0.019231433537398483,97371.0,0.010083616055984042,96560.86,0.001679582609561655,-0.07409064102876634
85,96020.77,101888.44,6.11,5964.0,12.67,1.03437888,vdo_trend_accel,2025-01-10 20:00:00,2025-01-23 12:00:00,False,False,False,0.07288024215102472,1.0250797959619737,3.5,0.12724767776804954,0.09625782005289063,0.0,77,106850.0,0.04869600516015357,105859.98,0.038979299319922785,107120.0,0.051345962309365,104897.79,0.029535735359182958,107120.0,0.051345962309365,104967.01,0.030215105854991913,107120.0,0.051345962309365,102777.99,0.008730627341040877,107120.0,0.051345962309365,105564.0,0.0360743574050206,-0.040344812424255375
89,85177.75,83140.65,-2.39,-2129.09,4.5,1.00417569,vdo_dip_buy,2025-02-27 20:00:00,2025-03-04 08:00:00,False,False,False,0.1081774401393634,1.1789209758879262,3.5,0.10674442562758467,-0.014555561751748523,0.0,28,90660.0,0.09044131841644258,89814.26,0.08026891779171802,92810.64,0.11630880922869867,91350.0,0.09874050780214018,92810.64,0.11630880922869867,88966.96,0.07007775378229558,92810.64,0.11630880922869867,85024.01,0.022652697567315156,92810.64,0.11630880922869867,81720.34,-0.01708321982086979,-0.07859753321630267
91,82527.43,82979.31,0.55,264.24,7.67,0.71628734,vdo_dip_buy,2025-03-29 16:00:00,2025-04-06 08:00:00,False,False,False,0.03906233392467863,0.7905328370179505,3.5,0.052983474706531045,0.003981221758632399,0.0,47,82981.14,2.20536902512415e-05,76685.62,-0.07584649715694192,82981.14,2.20536902512415e-05,79982.0,-0.0361211728562216,82981.14,2.20536902512415e-05,76230.01,-0.08133714295768431,83588.0,0.007335443015855427,82129.67,-0.010239178898932751,86100.0,0.03760804952463454,84528.66,0.018671521852857125,-0.10208942446014552
92,88220.91,94225.76,6.81,5499.29,13.83,0.93040633,vdo_trend_accel,2025-04-21 04:00:00,2025-05-05 00:00:00,False,False,False,0.03095974877221311,0.9336165645442447,3.5,0.10325533935208783,0.06586375044193035,0.0,84,95199.0,0.010328810295613486,94454.01,0.0024223736693659995,97732.0,0.037211055660363,96506.9,0.024209303273329923,99222.22,0.053026475987033764,99152.79,0.05228962865356564,104361.3,0.10756655080309258,103226.24,0.09552037574438255,105086.42,0.11526211091319406,104100.13,0.10479480345926645,-0.009007727823049608
93,96401.99,107201.01,11.2,9827.89,18.67,0.91919767,vdo_trend_accel,2025-05-06 20:00:00,2025-05-25 12:00:00,False,False,False,0.04072955543765978,0.8934076954413733,3.5,0.15952834583601427,0.10960333910119485,0.0,113,110420.74,0.030034511801707936,110009.82,0.0262013389612655,110718.0,0.03280743343742755,110140.11,0.02741671930143201,110718.0,0.03280743343742755,107107.31,-0.000874058929108943,110718.0,0.03280743343742755,105543.0,-0.015466365475474484,110718.0,0.03280743343742755,104715.1,-0.02318924047450662,-0.0385487039720987
94,105156.84,116714.91,10.99,10843.47,42.67,0.94774376,vdo_trend,2025-06-02 16:00:00,2025-07-15 08:00:00,False,False,False,0.045754488412408215,1.2289917940146042,3.5,0.16717124630219013,0.11370767702795177,0.0,257,119310.75,0.02224086022942567,118769.06,0.017599722263419423,120063.84,0.02869324921725933,117995.0,0.010967664713959822,120998.71,0.03670310845460963,119171.34,0.021046411293981146,120998.71,0.03670310845460963,117878.46,0.009969163322835128,120998.71,0.03670310845460963,119154.99,0.02090632636395814,-0.008379306465643551
96,116023.6,117210.74,1.02,968.23,11.83,0.9049469,vdo_trend_accel,2025-08-03 20:00:00,2025-08-15 16:00:00,False,False,False,0.0412150220652424,1.0821103151534,3.5,0.06303493427199289,0.007866244453714574,0.0,72,117898.99,0.005871902182342676,117672.12,0.003936328701618897,118575.0,0.01163937707414862,117570.07,0.0030656746984107576,118575.0,0.01163937707414862,116313.99,-0.007650749410847504,118575.0,0.01163937707414862,114276.66,-0.02503251835113405,118575.0,0.01163937707414862,116655.79,-0.0047346343858934055,-0.04714542370434664
99,111302.28,115605.81,3.87,3609.67,18.83,0.86192278,vdo_trend_accel,2025-09-02 08:00:00,2025-09-21 04:00:00,True,False,False,0.015402009537247503,0.6940197103252386,3.5,0.05643442344577307,0.0405534370005718,0.0,114,115819.06,0.0018446304731570152,112519.99,-0.026692603079378038,115819.06,0.0018446304731570152,113090.13,-0.021760844026783716,115819.06,0.0018446304731570152,112583.54,-0.026142890223250927,115819.06,0.0018446304731570152,109320.02,-0.05437261327955743,115819.06,0.0018446304731570152,109513.06,-0.05270280100974164,-0.06042723977281065
100,110689.74,118953.54,7.47,7326.5,16.17,0.89952704,vdo_trend_accel,2025-09-24 12:00:00,2025-10-10 16:00:00,False,False,False,0.058339792378465836,1.3042905818030845,3.5,0.1329939884220524,0.05395043840558298,0.0,98,117214.64,-0.014618312325971924,111178.31,-0.06536358648931336,117214.64,-0.014618312325971924,114342.28,-0.03876521875683561,117214.64,-0.014618312325971924,115792.84,-0.026570878008338357,117214.64,-0.014618312325971924,111271.73,-0.06457823785656146,117214.64,-0.014618312325971924,106454.72,-0.10507312350687498,-0.14252236629527792
102,109358.53,109960.8,0.55,456.11,10.83,0.92647451,vdo_trend_accel,2025-10-19 04:00:00,2025-10-30 00:00:00,False,False,False,0.04863465723726138,1.141008699830809,3.5,0.05665831462804051,0.012737369458056928,0.0,66,111592.0,0.014834377341743577,109227.86,-0.006665466238877876,111592.0,0.014834377341743577,110226.37,0.002415133392990888,111592.0,0.014834377341743577,110053.23,0.0008405722766658028,111592.0,0.014834377341743577,107158.79,-0.025481899004008785,111592.0,0.014834377341743577,103636.03,-0.057518406559428484,-0.10018515689227436
