trade_id,entry_price,exit_price,return_pct,pnl,days_held,qty,entry_reason,entry_ts,exit_ts,exit_compressed,exit_tightened,exit_double_compressed,exit_trail_dist_pct,exit_compression_ratio,exit_multiplier,exit_peak_profit,exit_current_profit,trade_noise_ratio,trade_bars,max_high_1d,max_return_1d,close_at_1d,close_return_1d,max_high_2d,max_return_2d,close_at_2d,close_return_2d,max_high_3d,max_return_3d,close_at_3d,close_return_3d,max_high_5d,max_return_5d,close_at_5d,close_return_5d,max_high_7d,max_return_7d,close_at_7d,close_return_7d,max_dd_7d
55,27297.37,30176.76,10.55,5268.14,22.33,1.84898171,vdo_trend_accel,2023-06-16 00:00:00,2023-07-08 08:00:00,False,False,False,0.03258682260207846,0.853768300743866,3.5,0.14501287120334308,0.10639633048898119,0.0,135,30402.98,0.007496497304548307,30266.69,0.002980107871090213,30445.52,0.008906191387014446,30240.0,0.0020956524159651867,31045.78,0.028797657535136325,30404.31,0.007540570955927771,31045.78,0.028797657535136325,30543.99,0.012169298493277716,31804.2,0.053930243008195794,30311.99,0.004481263064689623,-0.00917129605696564
58,26265.53,26148.4,-0.45,-283.03,13.5,1.9754353,vdo_dip_buy,2023-08-18 08:00:00,2023-08-31 20:00:00,False,False,False,0.05718461652245991,1.3556788357326228,3.5,0.059614254880826806,-0.0123641137262412,0.0,82,26156.0,0.00029064875862379894,25805.05,-0.013130822535986988,26156.0,0.00029064875862379894,25869.51,-0.01066566214376417,26156.0,0.00029064875862379894,25971.21,-0.006776322834284404,26156.0,0.00029064875862379894,25792.1,-0.01362607272337898,26443.14,0.011271817778525567,26255.0,0.0040767312722766414,-0.03115486989643731
59,28542.38,33952.19,18.95,8449.24,27.0,1.57170231,vdo_trend_accel,2023-10-02 04:00:00,2023-10-29 04:00:00,True,True,True,0.021944122996165633,0.6312709021182185,2.5,0.2206340186067175,0.19389518323279276,0.021739130434782608,163,34750.11,0.023501282244238093,34193.46,0.007106168998229474,34856.0,0.026620079588385834,34145.21,0.005685053011307865,34856.0,0.026620079588385834,34451.28,0.014699788143268416,35984.99,0.059872426491486865,34464.97,0.015103002192200232,35984.99,0.059872426491486865,35162.46,0.03564630146096604,0.002144486114150447
60,35113.1,35362.54,0.71,356.83,14.17,1.66681827,vdo_trend,2023-11-01 00:00:00,2023-11-15 04:00:00,False,False,False,0.05020305174467318,1.0907872050918084,3.5,0.06232802002671364,0.013208175865987305,0.0,86,37980.0,0.07401787315051461,37437.25,0.058669710942709404,37980.0,0.07401787315051461,36239.76,0.024806476005400098,37980.0,0.07401787315051461,36417.16,0.029823083975302752,37980.0,0.07401787315051461,37244.47,0.053218179463353034,37980.0,0.07401787315051461,36439.81,0.030463592264582715,0.0038871642138828015
61,37580.42,40757.56,8.45,4805.37,26.0,1.53213217,vdo_trend_accel,2023-11-15 20:00:00,2023-12-11 20:00:00,False,False,False,0.07144636562915999,1.3175924844859126,3.5,0.175618047908991,0.09773653407811843,0.018867924528301886,157,42104.12,0.03303828786610398,41492.39,0.01802929321578627,43475.2,0.06667818191275433,42869.03,0.05180560367205498,43475.2,0.06667818191275433,43022.26,0.05556515159396207,43475.2,0.06667818191275433,42278.03,0.03730522631874924,43475.2,0.06667818191275433,42657.8,0.0466230068728355,-0.005266016905820598
62,42344.93,42586.51,0.57,304.35,30.5,1.52947569,vdo_trend_accel,2023-12-13 16:00:00,2024-01-13 04:00:00,False,False,False,0.09684611909004853,1.1373358374056453,3.5,0.1113491036589268,0.017901552795104417,0.0,184,43257.0,0.01574418753732104,43011.44,0.00997804234251645,43257.0,0.01574418753732104,42714.78,0.003011986659625238,43400.43,0.019112155468950103,42791.13,0.004804807907480451,43578.01,0.023282020527157544,42915.33,0.007721224397115417,43578.01,0.023282020527157544,41650.95,-0.021968459026109558,-0.05416057807977225
64,39699.98,50716.24,27.75,16711.83,31.33,1.52403029,vdo_dip_buy,2024-01-23 16:00:00,2024-02-24 00:00:00,False,True,False,0.028241454159899947,0.8929386342124263,2.5,0.319749783249261,0.280856312773961,0.005847953216374269,189,51898.72,0.023315608570351493,51624.99,0.01791832359812163,51958.55,0.024495309589196775,51555.59,0.016549925625401224,57073.84,0.1253562961292083,55667.6,0.09762868856208584,64000.0,0.2619232025087034,61561.33,0.21383860475461122,64000.0,0.2619232025087034,62307.45,0.2285502631898579,0.0021734655408209127
65,54353.7,61377.21,12.92,9347.01,9.67,1.34255052,vdo_trend_accel,2024-02-25 04:00:00,2024-03-05 20:00:00,False,True,False,0.1028764801365699,1.631868691875425,2.5,0.2555853603342553,0.172395071540668,0.022727272727272728,59,67641.1,0.10205563270145396,66074.04,0.07652400622315668,67980.0,0.10757722613980011,66823.17,0.08872935084537077,69990.0,0.14032553776882334,68124.19,0.10992646945014287,69990.0,0.14032553776882334,68955.88,0.12347693875299978,73000.0,0.18936654175059442,71452.01,0.16414561691546414,0.022841214190087826
66,67328.89,66418.95,-1.35,-1237.68,14.33,1.26765662,vdo_trend,2024-03-19 00:00:00,2024-04-02 08:00:00,False,False,False,0.07136225466344513,1.1761622813100931,3.5,0.05883804114400223,-0.025341276233723696,0.0,87,66642.36,0.0033636484768278254,66059.76,-0.005407944570036147,66903.63,0.007297314998204693,66353.67,-0.0009828520324395198,69309.91,0.04352613222581818,66478.0,0.0008890535005446926,69777.0,0.05055861316687486,69357.0,0.04423511663463519,72797.99,0.09604246980718618,70794.85,0.0658833058938753,-0.028995941670261236
68,63166.89,63468.3,0.48,289.63,9.67,1.21723343,vdo_trend_accel,2024-04-17 00:00:00,2024-04-26 16:00:00,False,False,False,0.050601308131796315,0.8815510260541769,3.5,0.05782190638165038,0.009105403162954571,0.0,59,64107.32,0.010068333325455333,63352.11,-0.0018306776768875538,64370.0,0.014207092359492803,63730.49,0.004131038644488588,64370.0,0.014207092359492803,62987.37,-0.0075774835626604186,64734.0,0.01994223888145731,56954.47,-0.10263123480540681,64734.0,0.01994223888145731,62067.32,-0.022073696632807293,-0.10895959085086575
69,62415.05,67163.03,7.61,5901.81,23.67,1.26085238,vdo_trend_accel,2024-04-30 04:00:00,2024-05-23 20:00:00,False,False,False,0.06461945600187817,1.2194703040600705,3.5,0.1447017986847722,0.08899456140786542,0.0,143,69250.0,0.031073196072303487,68549.99,0.02065064664295233,69610.0,0.03643328777751691,69290.57,0.03167724862919389,69610.0,0.03643328777751691,68507.67,0.020020538084717134,70687.56,0.05247723338271068,68398.39,0.018393452469312368,70687.56,0.05247723338271068,68352.17,0.01770527625093745,-0.008381247838282513
75,66197.79,65894.77,-0.46,-360.04,14.17,0.97595464,vdo_trend,2024-07-16 16:00:00,2024-07-30 20:00:00,False,False,False,0.055169190217385984,1.0369881971914894,3.5,0.05109264221660574,-0.00014789013349227517,0.0,86,66849.24,0.014484761081949312,64628.0,-0.01922413569392539,66849.24,0.014484761081949312,65354.02,-0.008206265838700207,66849.24,0.014484761081949312,61498.33,-0.06671910380747975,66849.24,0.014484761081949312,58161.0,-0.11736546011162956,66849.24,0.014484761081949312,56022.01,-0.14982615464019378,-0.25639015053850256
76,57011.85,58395.22,2.43,1480.51,12.83,1.11738311,vdo_trend_accel,2024-08-06 04:00:00,2024-08-19 00:00:00,False,False,False,0.046813199040219994,0.7621541448671284,3.5,0.08198541180473883,0.03025686765119883,0.0,78,60910.55,0.04307424477551419,60619.18,0.038084624049708166,61400.0,0.05145592396089952,59320.0,0.0158365701850254,61820.93,0.058664219434398895,60548.9,0.036881100884627205,64955.0,0.11233419447687668,63832.01,0.0931033396226609,65000.0,0.11310480549606626,64114.99,0.09794928420511126,-0.010410441128571795
77,60715.84,61675.19,1.58,847.06,7.5,0.94361113,vdo_trend_accel,2024-08-20 04:00:00,2024-08-27 16:00:00,False,False,False,0.040559752784814246,0.884940249476773,3.5,0.059278764816561934,0.022830450834576375,0.0,46,62102.01,0.006920448887145702,58898.85,-0.0450155078565628,62102.01,0.006920448887145702,59258.0,-0.03919225866997738,62102.01,0.006920448887145702,58700.02,-0.048239332541983336,62102.01,0.006920448887145702,58514.0,-0.051255456205323444,62102.01,0.006920448887145702,58046.0,-0.05884359659046048,-0.07372802580746005
78,60832.03,63526.47,4.43,2848.09,30.67,1.08254917,vdo_trend,2024-08-31 00:00:00,2024-09-30 16:00:00,False,False,False,0.03667533850275866,0.97831487032084,3.5,0.08600288367822011,0.043660716237810926,0.0,185,64130.63,0.009510366308721329,61755.99,-0.027869957200518197,64130.63,0.009510366308721329,60190.01,-0.0525207838559265,64130.63,0.009510366308721329,61036.0,-0.03920365793975332,64130.63,0.009510366308721329,61848.48,-0.02641402867182763,64478.19,0.014981471503138789,63382.0,-0.002274170121525738,-0.05821762172524304
79,62433.8,66377.48,6.32,4364.57,19.17,1.12567232,vdo_trend_accel,2024-10-04 08:00:00,2024-10-23 12:00:00,False,False,False,0.03955464659289846,1.0330895297483111,3.5,0.105682979411793,0.060698531884972554,0.0,116,67998.0,0.024413701755474963,67701.22,0.019942607040821757,68850.0,0.03724938036213493,67690.01,0.01977372446197112,68850.0,0.03724938036213493,66886.49,0.007668414046450835,69280.0,0.04372748106737412,68494.2,0.031889128662311396,73620.12,0.10911290998091522,72061.34,0.08562934296390885,-0.01683522785137363
80,67690.14,69235.6,2.28,1587.55,7.5,1.07540987,vdo_trend_accel,2024-10-24 20:00:00,2024-11-01 08:00:00,False,False,False,0.04813769329840541,1.1175958558985575,3.5,0.07454970546670459,0.034153718695219056,0.0,46,71632.95,0.034625972765455794,69608.0,0.005378735794880006,71632.95,0.034625972765455794,68358.86,-0.012663138616549942,71632.95,0.034625972765455794,68792.71,-0.006396853641768099,75407.1,0.08913766906042556,74272.01,0.072743068594769,76849.99,0.10997795931572774,75934.46,0.0967545597929389,-0.03467291393444999
