pair_id,entry_ts,ref_exit_ts,cand_exit_ts,ref_pnl_usd,cand_pnl_usd,d_pnl_usd,ref_return_pct,cand_return_pct,d_return_pct,ref_bars_held,cand_bars_held,d_bars_held,exit_timing,ref_exit_reason,cand_exit_reason,ref_failure_mode,cand_failure_mode,ref_is_winner,cand_is_winner
x0e5_floor_latch,2024-11-02T20:00:00Z,2024-11-15T00:00:00Z,2024-11-03T04:00:00Z,55331.2,-4803.47,-60134.67,25.3792,-1.8224,-27.2016,73,2,-71,candidate_earlier,x0_trail_stop,x0e5_floor_latch_floor_exit,winner,other_loss,True,False
x0e5_floor_latch,2020-12-11T00:00:00Z,2021-01-04T12:00:00Z,2020-12-11T12:00:00Z,29189.51,-1698.55,-30888.06,68.0739,-3.5189,-71.5928,147,3,-144,candidate_earlier,x0_trail_stop,x0e5_floor_latch_floor_exit,winner,other_loss,True,False
x0e5_floor_latch,2024-12-20T00:00:00Z,2024-12-22T12:00:00Z,2024-12-20T12:00:00Z,-2695.65,-16858.57,-14162.92,-0.569,-5.0513,-4.4823,15,3,-12,candidate_earlier,x0_trend_exit,x0e5_floor_latch_floor_exit,slow_trend_reversal,other_loss,False,False
x0e5_floor_latch,2021-08-18T16:00:00Z,2021-08-25T00:00:00Z,2021-08-19T04:00:00Z,4904.86,-5837.26,-10742.12,3.8384,-4.0616,-7.9,38,3,-35,candidate_earlier,x0_trail_stop,x0e5_floor_latch_floor_exit,winner,other_loss,True,False
x0e5_floor_latch,2022-08-03T16:00:00Z,2022-08-09T16:00:00Z,2022-08-04T20:00:00Z,-2466.95,-6186.02,-3719.07,-1.3868,-4.0524,-2.6656,36,7,-29,candidate_earlier,x0_trail_stop,x0e5_floor_latch_floor_exit,trail_stop_noise,other_loss,False,False
x0e5_floor_latch,2021-10-02T12:00:00Z,2021-10-21T16:00:00Z,2021-10-21T16:00:00Z,41772.69,39569.44,-2203.25,31.797,31.797,0.0,115,115,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2021-02-02T04:00:00Z,2021-02-22T16:00:00Z,2021-02-22T16:00:00Z,42105.94,40642.94,-1463.0,58.3424,58.3424,0.0,123,123,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2025-04-14T20:00:00Z,2025-05-05T00:00:00Z,2025-05-05T00:00:00Z,30022.25,29128.84,-893.41,10.7935,10.7935,0.0,121,121,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2022-03-17T16:00:00Z,2022-03-31T20:00:00Z,2022-03-31T20:00:00Z,16500.25,15629.97,-870.28,11.5013,11.5013,0.0,85,85,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2025-05-06T00:00:00Z,2025-05-19T12:00:00Z,2025-05-19T12:00:00Z,25819.87,25051.52,-768.35,8.4701,8.4701,0.0,81,81,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2021-08-04T08:00:00Z,2021-08-18T00:00:00Z,2021-08-18T00:00:00Z,20774.12,20052.31,-721.81,17.917,17.917,0.0,82,82,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2025-07-03T04:00:00Z,2025-07-15T04:00:00Z,2025-07-15T04:00:00Z,23383.26,22687.41,-695.85,7.628,7.628,0.0,72,72,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2021-03-02T08:00:00Z,2021-03-15T12:00:00Z,2021-03-15T12:00:00Z,16405.0,15835.0,-570.0,15.9461,15.9461,0.0,79,79,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2023-10-12T00:00:00Z,2023-10-13T04:00:00Z,2023-10-12T16:00:00Z,-1020.11,-1545.06,-524.95,-0.5482,-0.9445,-0.3963,7,4,-3,candidate_earlier,x0_trend_exit,x0e5_floor_latch_floor_exit,other_loss,other_loss,False,False
x0e5_floor_latch,2021-11-06T20:00:00Z,2021-11-11T00:00:00Z,2021-11-11T00:00:00Z,9299.01,8808.54,-490.47,5.8477,5.8477,0.0,25,25,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
