pair_id,reference,candidate,reference_trades,candidate_trades,matched_trades,reference_only_trades,candidate_only_trades,reference_total_pnl_usd,candidate_total_pnl_usd,total_delta_pnl_usd,matched_delta_pnl_usd,reference_only_delta_pnl_usd,candidate_only_delta_pnl_usd,reconciliation_error_usd,matched_improved,matched_worsened,matched_same,matched_candidate_earlier,matched_candidate_later,matched_same_exit,floor_exit_improved,floor_exit_worsened,top5_positive_matched_delta_usd,top5_negative_matched_delta_usd,top5_positive_share_of_total_pct
x0e5_floor_latch,X0_E5EXIT,X0E5_FLOOR_LATCH,188,195,187,1,8,297790.47,293464.54,-4325.93,-90337.06,-17.62,86028.75,0.0,88,83,16,23,0,164,33,19,24181.95,-119646.84,-559.0
