fold,threshold,auc,log_loss,sharpe,cagr,mdd,end_equity,bar_count,oos_trades,oos_cont_decisions
1,0.7208803751713324,0.7205882352941176,0.6007218370602112,0.5471483011185946,0.13542173240088617,-0.35816839454264293,12102.651388534774,3294,31,4
2,0.7097760433468512,0.8383838383838383,0.5251875920564649,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,44,7
3,0.7461199598349284,0.8680555555555556,0.510004700513644,1.8365758732484907,0.6782108820268495,-0.13236946834247365,16772.200074004406,2190,27,6
4,0.7572526827888554,0.8095238095238095,0.5786320252099515,0.22780899088674175,0.024001229285465442,-0.10088867970449733,10158.935069432107,1458,11,1
