trade_id,entry_ts_ms,exit_ts_ms,qty,entry_notional_usd,baseline_entry_mid,baseline_exit_mid,baseline_entry_fill,baseline_exit_fill,baseline_pnl_usd,baseline_net_return_pct,twap_entry_price,twap_exit_price,vwap_entry_price,vwap_exit_price,twap_entry_delta_bps,twap_exit_delta_bps,twap_combined_delta_bps,vwap_entry_delta_bps,vwap_exit_delta_bps,vwap_combined_delta_bps,twap_shadow_entry_fill,twap_shadow_exit_fill,twap_shadow_pnl_usd,twap_pnl_delta_usd,vwap_shadow_entry_fill,vwap_shadow_exit_fill,vwap_shadow_pnl_usd,vwap_pnl_delta_usd,entry_m15_count,exit_m15_count,entry_fallback,exit_fallback
40,1590192000000,1590364800000,3.128508082505829,28688.41911657845,9170.0,8718.14,9175.04,8713.35,-1471.69,-5.0321,9218.955,8797.8325,9218.324818374065,8773.087936971995,53.386041439476,91.40997965162434,38.02393821214834,52.698820473353614,63.02713304901619,10.32831257566258,9221.720686499999,8795.193150250001,-1390.7609051294967,80.92909487050338,9221.090315819578,8770.456010590904,-1466.0997642612601,5.590235738739921,4,4,False,False
41,1590696000000,1591113600000,2.876603912296668,27190.350563967055,9452.24,9468.08,9457.44,9462.87,-11.59,0.0575,9442.73,9473.3975,9442.670869539723,9467.044187360227,-10.061107208449993,5.616238984038624,15.677346192488617,-10.123664295740298,-1.0940049511343197,9.029659344605978,9445.562818999999,9470.55548075,17.479808662232244,29.069808662232244,9445.503670800585,9464.204074104018,-0.602085975195223,10.987914024804777,4,4,False,False
42,1591228800000,1591891200000,2.8088885268652897,27151.615345008486,9666.32,9521.54,9671.64,9516.3,-463.04,-1.6061,9632.725,9410.4825,9635.664029256806,9340.514338578449,-34.754694651117916,-116.63816987588227,-81.88347522476435,-31.714210519818707,-190.12225062495335,-158.40804010513466,9635.6148175,9407.65935525,-693.7919168880871,-230.75191688808712,9638.554728465582,9337.712184276876,-898.3353891785555,-435.29538917855547,4,4,False,False
43,1592942400000,1593000000000,2.765778856733254,26662.163494485707,9640.02,9331.32,9645.32,9326.19,-908.45,-3.3087,9641.445,9379.9,9643.554362216288,9359.536025347072,1.478212700802839,52.06123035111921,50.583017650316364,3.6663432402495033,30.237978492937412,26.57163525268791,9644.337433499999,9377.08603,-791.7673320729009,116.68266792709915,9646.447428524953,9356.728164539469,-853.8579959854578,54.592004014542226,4,4,False,False
44,1594252800000,1594368000000,2.7266131717317257,25728.485485250865,9436.06,9154.99,9441.25,9149.96,-819.2,-3.0853,9410.4275,9175.5725,9410.859467385531,9176.546968175886,-27.164409721853744,22.482274693911286,49.64668441576503,-26.706626085959417,23.546686753219692,50.25331283917911,9413.25062825,9172.81982825,-706.2388106874241,112.96118931257593,9413.682725225746,9173.794004085434,-704.7646056904523,114.43539430954775,4,4,False,False
45,1594425600000,1594468800000,2.679149725602605,24884.8535623037,9288.34,9200.37,9293.45,9195.31,-287.56,-1.056,9278.735,9215.772500000001,9282.059724965393,9214.247710128235,-10.340922059269841,16.74117453972057,27.08209659899041,-6.7614611810151715,15.083860897153745,21.845322078168916,9281.5186205,9213.007768250001,-233.10043630595828,54.45956369404172,9284.844342882881,9211.483435815197,-246.09928553330246,41.46071446669754,4,4,False,False
46,1595707200000,1596355200000,2.5400577868075893,24572.87463766677,9674.14,11325.95,9679.46,11319.72,4137.6,16.9458,9698.6375,11300.355,9703.385453637198,11304.092977294058,25.32266434019048,-22.598545817349436,-47.92121015753992,30.230546216198917,-19.298180466930106,-49.52872668312902,9701.54709125,11296.9648935,3999.1159779383233,-138.48402206167702,9706.29646927329,11300.70174940087,3996.522557712404,-141.07744228759657,4,4,False,False
47,1596398400000,1597176000000,2.5600316886470265,28679.523001574908,11202.8,11387.05,11208.96,11380.79,410.74,1.5329,11139.9575,11277.215,11144.431217580955,11269.821951836195,-56.09535116220865,-96.45606192999811,-40.36071076778946,-52.10195881301449,-102.94856715637901,-50.84660834336452,11143.29948725,11273.831835500001,276.77838135870843,-133.96161864129158,11147.77454694623,11266.441005250645,246.40879154901995,-164.33120845098006,4,4,False,False
48,1597233600000,1597809600000,2.535764769898331,29060.979999533633,11460.44,11837.11,11466.74,11830.6,892.65,3.1731,11481.2575,11761.997500000001,11474.62243596402,11747.096030458064,18.16466034462838,-63.45510010467015,-81.61976044929852,12.375123436814128,-76.0438734977853,-88.41899693459942,11484.70187725,11758.468900750002,635.2695597516504,-257.3804402483496,11478.064822694809,11743.571901648927,614.3788886654984,-278.2711113345016,4,4,False,False
49,1597838400000,1598371200000,2.5268401921089145,29923.220580982583,11842.15,11419.42,11848.66,11413.14,-1129.34,-3.6757,11837.1725,11392.695,11833.129013528613,11378.740984299175,-4.203206343441623,-23.403115044372534,-19.199908700930912,-7.61769313121996,-35.62266358608901,-28.004970454869053,11840.72365175,11389.2771915,-1199.4315601384515,-70.09156013845154,11836.67895223267,11375.327362003885,-1224.414771377753,-95.074771377753,4,4,False,False
50,1598832000000,1599048000000,2.4562650237942703,28765.737258708745,11711.17,11406.01,11717.61,11399.74,-808.78,-2.7128,11703.105000000001,11414.1625,11703.728601829032,11416.200908638382,-6.886587761939511,7.1475476525106885,14.0341354144502,-6.354103109226239,8.934683240136021,15.28878634936226,11706.6159315,11410.73825125,-783.5363458412103,25.243654158789695,11707.239720409581,11412.776048365791,-780.0697045016059,28.71029549839409,4,4,False,False
