strategy,sharpe_median,sharpe_p5,sharpe_p95,cagr_median,cagr_p5,cagr_p95,mdd_median,mdd_p5,mdd_p95,p_cagr_gt0,p_sharpe_gt0
E0,0.6968065739088956,-0.0043248709564419376,1.321952451228394,21.9510308749863,-7.167037535520614,61.182662638542766,58.49260832802318,40.526157138611644,80.04909733408697,0.882,0.946
X7,0.40192008863363293,-0.3350868022177262,0.9858126941417171,6.91071075150983,-9.892591569919597,26.588722583460168,47.140833443277714,30.368471426189146,67.8967132976033,0.744,0.822
