variant,dev_sharpe,dev_cagr,dev_mdd,dev_trades,hold_sharpe,hold_cagr,hold_mdd,hold_trades,full_sharpe,full_cagr,full_mdd,full_trades
Full system,1.73542553860355,0.5620273317343814,-0.13785869341811285,51,0.20656080948895725,0.021714024788067388,-0.26860689381747416,30,1.29138743017764,0.3829643808277392,-0.31409684371684454,93
Ablate near-high (trendvol only),1.448816118777038,0.45429200560408667,-0.196314005524708,60,0.5917705369601844,0.1095900083970951,-0.22028268526371286,32,1.2529188334055952,0.3791663391212272,-0.30466308507620565,104
Ablate trend strength (near-high only),1.40554209366894,0.6883231630872728,-0.4782547617205989,34,0.2201014620949596,0.018186892612976013,-0.4808544599094271,28,1.1334083124257777,0.4800885854521011,-0.48085445990942677,69
