feature,h,folds,mean_test_ic,med_test_ic,mean_test_edge,mean_test_net_trade_edge,weighted_test_mean,weighted_test_base,weighted_test_edge,weighted_test_net_trade_edge,mean_freq,total_count,fold_positive_edge_frac,channel
d1_trendvol_20,12,4,0.000568638328467359,0.013047097057924256,-0.0011411517821036297,0.000540736733132059,0.009090202758341022,0.006451859829977359,0.002638342928363664,0.007090202758341022,0.1963909778346387,1722,0.75,price_trend_pullback
d1_dist_high_20,24,4,-0.05112493621248904,-0.034422525482510805,-0.006052546449367715,-0.0007050500769939321,0.009074288340166251,0.010765553209281506,-0.0016912648691152564,0.00707428834016625,0.24215657211803499,2123,0.5,price_trend_pullback
d1_body_pct_1,24,4,-0.0012638099766210855,0.002353653401133104,0.0030324720858525105,0.008379968458226294,0.00906175734567781,0.005906896891974331,0.00315486045370348,0.00706175734567781,0.19031734639747871,1668,1.0,bar_shape
x_trend_align_12_5,24,4,0.04014746847093414,0.035591945732988566,0.001398772937900717,0.006746269310274501,0.00895273051461973,0.007569716626941449,0.001383013887678282,0.006952730514619731,0.6627367616313539,5809,0.5,cross_tf
d1_trendvol_5,24,4,-0.04184404337881303,-0.026269542758693802,-0.0020084155091489903,0.0033390808632247936,0.008900388937507595,0.010053615583419781,-0.0011532266459121853,0.006900388937507594,0.16894041043883465,1481,0.5,price_trend_pullback
d1_ret_20,12,4,-0.007431334671177104,0.009284575752371514,0.002451206767700245,0.004133095282935934,0.008439330506552812,0.006899015570110106,0.0015403149364427062,0.006439330506552813,0.1833694781622825,1608,1.0,price_trend_pullback
d1_pullback_10,12,4,0.0035239555944453385,0.004587570341290267,0.002912794333005218,0.004594682848240907,0.00832451878550319,0.004935637755651464,0.003388881029851726,0.006324518785503189,0.20805821657773477,1824,0.75,price_trend_pullback
d1_draw_10,12,4,0.0035239555944453385,0.004587570341290267,0.002912794333005218,0.004594682848240907,0.00832451878550319,0.004935637755651464,0.003388881029851726,0.006324518785503189,0.20805821657773477,1824,0.75,price_trend_pullback
h4_draw_6,24,4,-0.015155892086842516,-0.011117559306585072,0.002563850260481426,0.007911346632855209,0.008202440120537571,0.006964038760028801,0.001238401360508769,0.00620244012053757,0.1970036196835897,1727,0.75,price_trend_pullback
h4_ret_36,12,4,-0.0031660014075204097,0.007359216618840015,0.0008674385437574812,0.0025493270589931707,0.008127168869087983,0.004669126477741214,0.0034580423913467685,0.0061271688690879835,0.1423913834888341,1248,0.5,price_trend_pullback
h4_tbuyz_6,24,4,0.0005517005865307172,-0.0012476596678313845,0.0005814395397421106,0.005928935912115895,0.00797490936211814,0.007343160033752226,0.0006317493283659141,0.005974909362118142,0.2017131088713452,1768,0.75,flow_volume
x_h4_pull_d1trend,24,4,-0.016319462418130135,0.0013989350587258354,-0.001747600440608982,0.003599895931764802,0.007955356793741444,0.008825156522049267,-0.0008697997283078223,0.005955356793741445,0.26410064384601784,2315,0.5,cross_tf
h4_trendvol_24,12,4,-0.0074946098755754795,-0.005880837841214781,0.001390300018307771,0.00307218853354346,0.007945117200595072,0.005299460842122712,0.0026456563584723604,0.0059451172005950716,0.18591703851634578,1630,0.5,price_trend_pullback
d1_ret_2,24,4,-0.027929268313577574,-0.03004798857635315,0.00028440448163982376,0.005631900854013608,0.007900224999889538,0.007958096539022613,-5.7871539133073514e-05,0.005900224999889539,0.16361125846413083,1434,0.5,price_trend_pullback
d1_volz_5,24,4,-0.0014781073224151612,-0.02119874820226179,0.0008656508326262292,0.006213147205000014,0.00784707291276439,0.007004691118510975,0.0008423817942534152,0.005847072912764389,0.20319998751833246,1781,0.5,flow_volume
h4_dist_high_48,24,4,-0.04652686111277313,-0.04714446995474435,0.006898038521509949,0.01224553489388373,0.007719560790908511,0.009048709463804431,-0.0013291486728959209,0.005719560790908509,0.15201006854515764,1333,0.25,price_trend_pullback
d1_tbuyz_5,24,4,0.010938186328637488,0.012725390553104904,9.503732501758995e-05,0.005442533697391373,0.007383174819616071,0.007253448042265111,0.00012972677735096104,0.005383174819616071,0.2074219115673854,1818,0.5,flow_volume
hour,24,4,0.00012115080206883224,-0.0005146946069845015,-3.103713827789568e-05,0.005316459234095888,0.00732443511473699,0.007355431255010158,-3.099614027316783e-05,0.00532443511473699,0.3333712984054669,2922,0.5,seasonality
h4_trendvol_48,12,4,-0.019188136778114744,-0.015116375751213433,0.0008351539054711529,0.002517042420706842,0.007102929225058978,0.005560720406684025,0.0015422088183749544,0.005102929225058978,0.19081557296054755,1673,0.5,price_trend_pullback
h4_vol_24,12,4,-0.024517777945720985,-0.020193134873279873,0.004845769871235344,0.006527658386471033,0.007018537012904462,0.003640122294696067,0.0033784147182083957,0.005018537012904462,0.1945590330868204,1705,0.75,volatility_range
h4_dist_high_24,12,4,0.015471678274802518,0.033252184715747875,0.007331588135546586,0.009013476650782275,0.0069796677745166055,0.003398724013360829,0.003580943761155776,0.004979667774516604,0.22724097939484716,1992,0.75,price_trend_pullback
d1_dist_high_60,12,4,-0.03002211861733195,-0.04204769815918489,-0.00020350242768323902,0.00147838608755245,0.006802230967994165,0.0063888504474957225,0.00041338052049844136,0.004802230967994165,0.2517440530054815,2207,0.5,price_trend_pullback
d1_range_ratio_5_20,24,4,-0.03833956812493868,-0.06795346581364306,-0.0022353155639983475,0.003112180808375435,0.006783919742104715,0.007858006010599727,-0.0010740862684950115,0.004783919742104713,0.18389994903319082,1612,0.5,volatility_range
h4_ret_12,24,4,-0.021142434338922222,-0.018539578685619403,-0.0009728927754932594,0.004374603596880524,0.0067137791693507665,0.007781773659749157,-0.0010679944903983897,0.004713779169350767,0.1642948897972769,1440,0.5,price_trend_pullback
h4_rng_6,12,4,0.03548589608674203,0.05185761979845624,0.005132343377935071,0.00681423189317076,0.006703555707488071,0.0038967660064004195,0.002806789701087652,0.0047035557074880715,0.1965935448975983,1723,1.0,volatility_range
body_pct,24,4,-0.007540008212806599,-0.002661077063066441,-0.0007325037587112796,0.004614992613662504,0.006663882320622139,0.007361529345004816,-0.0006976470243826782,0.004663882320622138,0.21013875453760622,1842,0.25,bar_shape
h4_tbuyz_24,24,4,-0.004196149326207121,-0.00022182282218135684,-0.0014845640356644634,0.00386293233670932,0.0061539783864254525,0.007556173751428626,-0.001402195365003174,0.004153978386425452,0.1999986998262968,1753,0.25,flow_volume
h4_ret_6,24,4,-0.005316925027618585,-0.005520071898996052,0.0004058587895930327,0.005753355161966817,0.006003004535961413,0.005915765282091504,8.723925386990844e-05,0.004003004535961413,0.20081182846028228,1760,0.75,price_trend_pullback
d1_dist_high_20,12,4,-0.030830549653645713,-0.022533462830757595,-0.0005121107606829588,0.00116977775455273,0.0059457340146419424,0.0053464529603694895,0.0005992810542724526,0.003945734014641942,0.24215657211803499,2123,0.75,price_trend_pullback
h4_draw_6,12,4,0.00678237130790609,0.004378214097981406,0.0027139675981271557,0.004395856113362845,0.005934928206490804,0.003577241455816847,0.002357686750673958,0.003934928206490805,0.22314517219500524,1956,1.0,price_trend_pullback
h4_draw_24,12,4,-0.001434801838241539,0.008662181593899082,0.0050279847911544676,0.006709873306390156,0.005882243052503795,0.0032534247301555215,0.0026288183223482733,0.003882243052503795,0.21858832340000625,1916,0.5,price_trend_pullback
x_breakout_flow,12,4,-0.0073144740755869435,0.010265830846827249,-0.001455480301708506,0.0002264082135271829,0.0057201022033574606,0.004732738075544868,0.0009873641278125929,0.00372010220335746,0.09710061264184897,851,0.5,flow_volume
d1_trendvol_10,6,4,-0.009583661904388655,-0.002448152569471632,0.002566234547997835,0.002400947026741278,0.005696970517261901,0.003021151052549116,0.002675819464712785,0.0036969705172619004,0.1984473325636305,1740,0.75,price_trend_pullback
h4_trendvol_6,24,4,-0.012719915277064025,-0.016090773593517762,-0.0005854756170911191,0.004762020755282665,0.005646346512535383,0.0063561412530840035,-0.000709794740548621,0.0036463465125353835,0.2122031703435579,1860,0.5,price_trend_pullback
h4_dist_high_48,12,4,-0.01844062698045279,-0.004915101850168888,0.0015821418182239767,0.003264030333459666,0.005446625459710787,0.0038271703797430018,0.001619455079967784,0.003446625459710787,0.2836310731113677,2486,0.5,price_trend_pullback
d1_trendvol_5,12,4,0.003437575355237395,0.022462663531511284,-0.0016618435011758565,2.004501405983251e-05,0.005359227486234197,0.004320475460661647,0.0010387520255725508,0.0033592274862341972,0.15188291155698402,1331,0.5,price_trend_pullback
d1_close_loc,24,4,-0.018306505597965796,-0.031058029183766874,-0.000785405641336098,0.0045620907310376865,0.0052953912681603845,0.0060498871889448766,-0.0007544959207844924,0.0032953912681603845,0.2667158132326479,2338,0.0,bar_shape
h4_vol_6,12,4,-0.004000210565258471,-0.005339886174692242,0.0014742089439467084,0.0031560974591823975,0.005274611466110327,0.003822489556559521,0.0014521219095508058,0.003274611466110326,0.31566475281097556,2766,0.5,volatility_range
x_range_expand,24,4,0.006048877907700383,0.007073587586350847,-0.0020286075799135594,0.0033188887924602245,0.005252605175522649,0.007141983737338516,-0.0018893785618158685,0.003252605175522648,0.2092486556203909,1834,0.5,volatility_range
x_h4_pull_d1trend,12,4,0.01205390740422779,0.031563392100874145,0.0003268690152078784,0.0020087575304435674,0.005187685755527262,0.004420985680583654,0.0007667000749436074,0.003187685755527262,0.26410064384601784,2315,0.5,cross_tf
d1_ret_10,6,4,-0.009794845429240962,-0.008763469026421387,0.001091662556002537,0.0009263750347459792,0.0051223660283499445,0.002949172133438012,0.002173193894911933,0.0031223660283499453,0.1833960017058279,1608,0.5,price_trend_pullback
h4_ret_24,12,4,-0.005479588187614904,0.00048661144250483623,8.287713350478175e-05,0.0017647656487404706,0.0049937386550329005,0.004342865115221801,0.0006508735398110994,0.0029937386550329004,0.16875396552979477,1479,0.5,price_trend_pullback
h4_vol_6,6,4,0.020409479144336502,0.026154051848764633,0.004317628891059836,0.004152341369803279,0.004968589159461288,0.001971093863411344,0.002997495296049944,0.0029685891594612877,0.18940904504841846,1660,1.0,volatility_range
d1_trendvol_20,6,4,-0.002156976602862273,0.005928705480273151,5.160535084716765e-05,-0.00011368217040938944,0.004932210170918543,0.0031989732738601914,0.0017332368970583503,0.002932210170918542,0.1963909778346387,1722,0.75,price_trend_pullback
d1_body_pct_1,12,4,-0.016968414035493352,-0.026723262735857498,0.001018494198371494,0.002700382713607183,0.004923993868260865,0.003490494461112722,0.0014334994071481426,0.002923993868260865,0.21220109006563279,1860,0.75,bar_shape
h4_ret_6,12,4,0.03176074466863699,0.029946225842664535,0.0013173994465011725,0.002999287961736862,0.004905978475361479,0.003033639096002774,0.0018723393793587052,0.0029059784753614794,0.20435064124567043,1791,0.5,price_trend_pullback
d1_ret_20,6,4,-0.007381782493021625,0.0026837745177604767,0.0028278669751024754,0.0026625794538459183,0.004886527398026186,0.003429451265450148,0.0014570761325760375,0.002886527398026185,0.1833694781622825,1608,1.0,price_trend_pullback
dow,12,4,-0.01727278140051936,-0.01075493719878731,0.0011476135784894068,0.0028295020937250956,0.004817597941621727,0.003667391931985605,0.0011502060096361215,0.002817597941621726,0.2861391081848535,2508,0.75,seasonality
d1_pullback_20,6,4,-0.011928950427054635,-0.016901894881182683,0.0017267562426716884,0.0015614687214151315,0.0047745727508233,0.0025757272782704096,0.0021988454725528892,0.002774572750823299,0.22106411416565253,1938,0.75,price_trend_pullback
d1_draw_20,6,4,-0.011928950427054635,-0.016901894881182683,0.0017267562426716884,0.0015614687214151315,0.0047745727508233,0.0025757272782704096,0.0021988454725528892,0.002774572750823299,0.22106411416565253,1938,0.75,price_trend_pullback
d1_tbuyz_20,24,4,-0.03460613235471832,-0.02795585959093301,-0.0025117718002230934,0.00283572457215069,0.00472835761008793,0.007410903175104868,-0.002682545565016938,0.00272835761008793,0.20183012450463383,1769,0.25,flow_volume
h4_dist_low_48,12,4,-0.01947904694438091,-0.03180138602012633,-0.0035555515581317384,-0.001873663042896049,0.004605725201091344,0.004887566667682423,-0.00028184146659107905,0.0026057252010913434,0.15995647018441664,1402,0.5,price_trend_pullback
x_exhaustion,12,4,0.007698387532274318,0.03350868029406093,-0.0026469039854078724,-0.0009650154701721842,0.0045488737388962724,0.004673830808939461,-0.00012495707004318886,0.0025488737388962724,0.14992823041158299,1314,0.5,volatility_range
d1_ret_20,24,4,-0.05635245522745455,-0.03943211162213601,-0.013773733200971298,-0.008426236828597515,0.004410449811372083,0.011727587269974157,-0.0073171374586020735,0.002410449811372082,0.1306359929686606,1145,0.0,price_trend_pullback
x_trend_align_12_5,12,4,0.022738634572760347,0.02532608276328696,0.0006371029924834992,0.0023189915077191886,0.004410333290585589,0.0037922358291570426,0.0006180974614285472,0.00241033329058559,0.6627367616313539,5809,0.75,cross_tf
h4_ret_48,12,4,-0.013362217967783693,-0.009219371084365892,-0.004203486965234665,-0.0025215984499989768,0.0043930911076220675,0.00464871528708977,-0.0002556241794677014,0.002393091107622067,0.16294738977127346,1428,0.5,price_trend_pullback
h4_rng_24,6,4,0.024307003058104362,0.032633220453321815,0.0067040315325530885,0.006538744011296531,0.004341240753085837,0.002184744308348419,0.0021564964447374174,0.002341240753085837,0.20217493057072425,1772,1.0,volatility_range
x_contraction,24,4,-0.007315022629234209,-0.0038607323982512752,-0.0017672621637120107,0.003580234208661773,0.004316074873297221,0.0068056285779697166,-0.0024895537046724964,0.002316074873297221,0.20354791400131056,1784,0.25,volatility_range
h4_rng_6,6,4,0.031069209552228746,0.029923418641195722,0.0035088296318323054,0.0033435421105757483,0.004208423153949423,0.0020201725358049666,0.002188250618144456,0.0022084231539494224,0.1965935448975983,1723,0.75,volatility_range
h4_ret_3,24,4,-0.02244841622287876,-0.028501905983447443,-0.0021481174995560274,0.0031993788728177566,0.004129852860068764,0.006481423991548011,-0.002351571131479247,0.002129852860068764,0.20034818651771874,1756,0.25,price_trend_pullback
close_loc,12,4,0.007567978358630684,0.01171733470677166,0.00012785445629450863,0.0018097429715301977,0.0040845091074052904,0.003813303013610415,0.0002712060937948756,0.002084509107405291,0.23524250839912214,2062,0.5,bar_shape
h4_dist_high_24,6,4,0.04018135533281954,0.052518856599173276,0.0030711089899567623,0.0029058214687002052,0.0040623588779494756,0.001726279841156958,0.0023360790367925183,0.002062358877949476,0.22724097939484716,1992,0.75,price_trend_pullback
x_trend_align_24_10,24,4,-0.04865377831158177,-0.05279742407070011,-0.004036805650040185,0.0013106907223335998,0.003986574938613808,0.007030722035244317,-0.003044147096630509,0.001986574938613809,0.5811126366482562,5094,0.25,cross_tf
h4_ret_36,6,4,-0.014371369420926941,0.0038910957328417125,0.0009294450638498512,0.0007641575425932942,0.003972670735828226,0.0022879751653233447,0.0016846955705048813,0.0019726707358282258,0.12743704558929073,1117,0.5,price_trend_pullback
h4_vol_24,6,4,0.010594791488256794,0.006174417543970459,0.004665257564693865,0.004499970043437308,0.003964926741964778,0.0019863957924226234,0.001978530949542155,0.0019649267419647783,0.20116495563807327,1763,1.0,volatility_range
d1_vol_5,12,4,0.03085915779945829,0.019934554745304794,-0.0014005213608589057,0.0002813671543767831,0.003873547949106159,0.0034625418250502737,0.00041100612405588536,0.0018735479491061584,0.23415010245368784,2052,0.5,volatility_range
d1_pullback_10,6,4,-0.016756609715161165,-0.02284818431819193,0.0010163539594865707,0.0008510664382300136,0.0037147904644489736,0.0024492587259776913,0.0012655317384712818,0.001714790464448973,0.20805821657773477,1824,0.75,price_trend_pullback
d1_draw_10,6,4,-0.016756609715161165,-0.02284818431819193,0.0010163539594865707,0.0008510664382300136,0.0037147904644489736,0.0024492587259776913,0.0012655317384712818,0.001714790464448973,0.20805821657773477,1824,0.75,price_trend_pullback
h4_trendvol_6,12,4,0.0069320558809011674,-0.0009358153394453768,0.0005661908067442298,0.0022480793219799193,0.003702582390021393,0.003200390862108953,0.0005021915279124398,0.001702582390021393,0.2206506589280328,1934,0.25,price_trend_pullback
body_pct,6,4,0.02788866918647851,0.024126414490117737,0.0015542526242393498,0.0013889651029827925,0.003692692252717924,0.0017775304541336834,0.0019151617985842403,0.0016926922527179238,0.20365062772386391,1785,1.0,bar_shape
hour,12,4,0.003311800925269155,0.0036576304917875606,-2.9776731527029945e-06,0.001678910842082986,0.0036827934819904156,0.0036856675180268845,-2.874036036469333e-06,0.0016827934819904158,0.3333712984054669,2922,0.75,seasonality
d1_dist_high_60,6,4,-0.02590085880839942,-0.034133515357583286,0.0008443673124393812,0.0006790797911828241,0.003644580204603897,0.003158057795599487,0.00048652240900441023,0.0016445802046038966,0.2517440530054815,2207,0.5,price_trend_pullback
h4_draw_12,12,4,-0.0304086691810913,-0.0285404986334507,0.0014796531979967696,0.0031615417132324587,0.00353846633618113,0.0034884488201846566,5.0017515996473535e-05,0.001538466336181129,0.16790859258796975,1472,0.5,price_trend_pullback
h4_draw_24,6,4,0.02728944795481962,0.04057694807082117,0.0024490169989849577,0.0022837294777284006,0.0034994959706456273,0.0016610592544891072,0.0018384367161565197,0.0014994959706456275,0.21858832340000625,1916,0.75,price_trend_pullback
x_trend_align_24_10,12,4,-0.006646488590101245,-0.009763893392005497,-0.0005009288284661322,0.0011809596867695571,0.003468600846806105,0.0038847216519296342,-0.00041612080512352874,0.0014686008468061046,0.6813409471505394,5972,0.5,cross_tf
body_pct,12,4,-0.00849025187894899,-0.0033654044066206974,-0.00032583869647477386,0.0013560498187609152,0.003459801197144455,0.003724992253979712,-0.0002651910568352574,0.0014598011971444548,0.21013875453760622,1842,0.25,bar_shape
h4_tbuyz_24,12,4,0.0037475205055127075,0.005157819613910916,-0.0003997385458717616,0.0012821499693639272,0.003458542020948673,0.00382200263636946,-0.00036346061542078694,0.0014585420209486727,0.19908545781716436,1745,0.5,flow_volume
h4_tbuyz_6,12,4,-0.004827652319073167,-0.003919676992511953,-0.00023554948190253832,0.0014463390333331507,0.003448536574941227,0.0037093597185242286,-0.0002608231435830023,0.0014485365749412264,0.19669105792533884,1724,0.25,flow_volume
h4_ret_6,6,4,0.0599020116487423,0.06200457831647553,0.0014711989438511372,0.0013059114225945803,0.0033406573561130253,0.0015417080556904875,0.0017989493004225375,0.0013406573561130248,0.20435064124567043,1791,0.75,price_trend_pullback
h4_draw_6,6,4,0.05748969835167985,0.054951122908563105,0.0018848662925776438,0.0017195787713210867,0.0032726144707097226,0.001607857081180026,0.0016647573895296967,0.0012726144707097228,0.2071998418988777,1816,0.75,price_trend_pullback
h4_tbuy_3,3,4,0.005499404289712856,0.000854705935183966,0.0021217998635804634,0.0010198641416951058,0.0032055161400375543,0.0009013516305057534,0.002304164509531801,0.001205516140037554,0.033093841337202654,290,0.75,flow_volume
d1_volz_5,12,4,0.006187271538138365,-0.004814724163937117,-0.00019953453172713424,0.0014823539835085546,0.003177613423232386,0.0035042643694102923,-0.00032665094617790593,0.0011776134232323865,0.20319998751833246,1781,0.25,flow_volume
h4_trendvol_12,12,4,-0.01428925602234465,-0.01335855076034333,0.0003273527915490723,0.0020092413067847614,0.0030887526761944318,0.0032376983101625933,-0.00014894563396816195,0.001088752676194431,0.2231477725424117,1956,0.25,price_trend_pullback
h4_ret_3,6,4,0.042374666109375285,0.03560921901862897,0.0009703481201289764,0.0008050605988724193,0.003013712783334267,0.0016824919100187246,0.0013312208733155418,0.0010137127833342665,0.2038869993031069,1787,0.75,price_trend_pullback
d1_body_pct_1,6,4,0.026970549600273456,0.03445370018997076,0.0011746316318422322,0.001009344110585675,0.0029685488662377158,0.0015589595773498716,0.0014095892888878437,0.0009685488662377152,0.1972808167171134,1729,0.75,bar_shape
d1_dist_high_20,6,4,-0.03493580538764937,-0.03504272156261914,0.00011527671103630328,-5.0010810220253916e-05,0.0029492779300531497,0.0026386488230500244,0.0003106291070031255,0.00094927793005315,0.24215657211803499,2123,0.5,price_trend_pullback
x_breakout_flow,6,4,-0.01920505486752573,-0.010863562609296204,-3.347647369297184e-05,-0.00019876399494952882,0.0029380092898685746,0.002362200852394193,0.0005758084374743809,0.000938009289868574,0.09710061264184897,851,0.75,flow_volume
h4_trendvol_6,6,4,0.05430222272382482,0.05416338224876169,0.001559941766862391,0.001394654245605834,0.0028960058764270083,0.0013666337758545862,0.0015293721005724221,0.000896005876427008,0.20459143341550431,1793,0.5,price_trend_pullback
d1_trendvol_10,3,4,-0.012017881824399425,-0.005061549232614752,0.0012841976360596908,0.00018226191417433331,0.0028325921440828968,0.001485065537978397,0.0013475266061044999,0.0008325921440828968,0.1984473325636305,1740,0.75,price_trend_pullback
h4_draw_12,6,4,0.041680691187479496,0.03915383574262363,0.0011700562389326298,0.0010047687176760727,0.002772474643693289,0.0017170133179653612,0.001055461325727928,0.0007724746436932893,0.1990955991720494,1745,0.5,price_trend_pullback
x_range_expand,12,4,0.021420540509733785,0.029571813510413242,-0.0009250184049331251,0.0007568701103025639,0.002716418103750251,0.003557753717813921,-0.0008413356140636707,0.0007164181037502507,0.2092486556203909,1834,0.75,volatility_range
d1_trendvol_20,3,4,-0.003372966759586151,-0.0012619822738881216,0.0006362412092361282,-0.00046569451264922917,0.002702466377620869,0.0015734156750588561,0.0011290507025620133,0.0007024663776208692,0.1963909778346387,1722,0.75,price_trend_pullback
h4_dist_high_48,6,4,0.01718191486842853,0.030641355110213472,0.0014834502900188192,0.0013181627687622623,0.0026952240725607365,0.0016921105499842603,0.0010031135225764766,0.0006952240725607369,0.22929317356798867,2010,0.75,price_trend_pullback
h4_ret_48,6,4,0.0050993561110021565,-0.006063172897319559,0.0020420584869235343,0.001876770965666977,0.002643054027357023,0.0014003037326198384,0.0012427502947371851,0.0006430540273570232,0.2183451909175066,1914,0.75,price_trend_pullback
h4_dist_low_24,12,4,-0.01108871651072349,-0.011496557379325877,0.0024139678235915885,0.004095856338827278,0.002604064195513623,0.0020312569273176874,0.0005728072681959355,0.000604064195513623,0.22867975161481574,2004,0.5,price_trend_pullback
d1_close_loc,12,4,0.019019136865101594,0.019900294975809956,0.0009421728223507509,0.00262406133758644,0.002514610720911338,0.0018180675006035985,0.0006965432203077395,0.0005146107209113381,0.2292492276968203,2009,0.5,bar_shape
d1_ret_20,3,4,-0.005136191740583661,-0.0020537370703196437,0.0016938791946292072,0.0005919434727438499,0.002513979795670242,0.0016880710782694547,0.0008259087174007875,0.000513979795670242,0.1833694781622825,1608,1.0,price_trend_pullback
h4_trendvol_12,6,4,0.016068497729945175,0.018578932015430448,0.0009824314268683716,0.0008171439056118142,0.0025138157232268373,0.0016447729921650256,0.0008690427310618122,0.0005138157232268375,0.23707471318168108,2078,0.5,price_trend_pullback
d1_ret_2,12,4,-0.010734322906935797,-0.022764745837040946,0.00028920766175561914,0.001971096176991308,0.0025022460868526753,0.0034326477432500995,-0.0009304016563974248,0.0005022460868526745,0.22178024984137884,1944,0.5,price_trend_pullback
d1_tbuyz_20,12,4,-0.012994651297912961,-0.0038549121269026623,-0.0011510375128559525,0.0005308510023797365,0.0025018684016501172,0.003660956859666885,-0.0011590884580167681,0.0005018684016501173,0.21152213935781822,1854,0.5,flow_volume
x_h4_pull_d1trend,6,4,0.01632442675435732,0.03896850383802437,-2.6957588183291765e-05,-0.00019224510943984874,0.0024944356244579278,0.002199926094256214,0.0002945095302017134,0.0004944356244579277,0.26410064384601784,2315,0.75,cross_tf
d1_trendvol_5,6,4,-0.023879725543925805,-0.018892261216668437,-0.0003971774739573936,-0.0005624649952139506,0.0024932493106361994,0.0025129197254587176,-1.9670414822517912e-05,0.0004932493106361999,0.16894041043883465,1481,0.5,price_trend_pullback
h4_ret_48,3,4,-0.016987470010688135,-0.01857622787110467,5.639729924520709e-05,-0.0010455384226401502,0.002463733967872074,0.0013781351628888343,0.0010855988049832395,0.00046373396787207407,0.17850500826910476,1565,0.75,price_trend_pullback
d1_ret_5,24,4,-0.04074991629999531,-0.02547034236878845,-0.005614274824128949,-0.00026677845175516503,0.0024416034622282666,0.008441449204678623,-0.005999845742450357,0.0004416034622282662,0.1534608023631957,1345,0.25,price_trend_pullback
dow,6,4,-0.0030042506120631987,0.0007052832539650219,0.0005920314731922419,0.0004267439519356848,0.0024267439519356847,0.0018347124787434427,0.000592031473192242,0.00042674395193568484,0.2847692451711548,2496,0.5,seasonality
x_contraction,6,4,0.01363476512345097,0.017486052384691055,0.0005911608671241032,0.0004258733458675461,0.0024255991536248542,0.0018123239133011812,0.000613275240323673,0.0004255991536248544,0.19875339345336537,1742,0.75,volatility_range
h4_ret_3,3,4,0.004975117923027512,0.010399563112974802,0.0017337877806721336,0.0006318520587867762,0.0024220314186654346,0.0010606564309024512,0.0013613749877629839,0.0004220314186654348,0.19929062522753038,1747,0.75,price_trend_pullback
h4_ret_36,3,4,-0.015508047748374883,-0.010663773602449524,0.000795542679193644,-0.0003063930426917135,0.0024089583346767088,0.0013247469410611282,0.0010842113936155803,0.0004089583346767087,0.15613864012232034,1369,0.75,price_trend_pullback
h4_tbuyz_6,6,4,0.015253136498280877,0.015316767399880006,0.0005438876555638798,0.00037860013430732274,0.0023713706151438528,0.001842123791348957,0.0005292468237948955,0.00037137061514385246,0.2017131088713452,1768,0.5,flow_volume
x_range_expand,6,4,0.028289431765556802,0.03739637236628957,0.0007182952067095219,0.0005530076854529647,0.002346571849252485,0.0017606026316309357,0.0005859692176215496,0.0003465718492524852,0.2092486556203909,1834,0.75,volatility_range
h4_tbuyz_24,6,4,0.0010304692059724737,0.0051174420928570465,0.0004535653675254046,0.0002882778462688475,0.0023246891108402025,0.0018945921820078036,0.0004300969288323992,0.0003246891108402028,0.20319504685826026,1781,0.5,flow_volume
h4_dist_low_48,3,4,-0.00886581872031603,-0.014324993068639085,0.00021878780842428424,-0.000883147913461073,0.002310691789237105,0.0013471600443581118,0.0009635317448789925,0.00031069178923710453,0.18239382781539612,1599,0.75,price_trend_pullback
x_trend_align_12_5,6,4,0.010135703429458423,0.032725635199148784,0.00042912304429478697,0.00026383552303822983,0.002306079024468594,0.0018894725162199634,0.0004166065082486306,0.00030607902446859377,0.6627367616313539,5809,0.75,cross_tf
d1_draw_20,3,4,-0.01564288616067428,-0.019685423979797143,0.0008628779611694622,-0.0002390577607158952,0.0023052941456125583,0.0012642732925758357,0.0010410208530367221,0.00030529414561255804,0.22106411416565253,1938,0.75,price_trend_pullback
d1_pullback_20,3,4,-0.01564288616067428,-0.019685423979797143,0.0008628779611694622,-0.0002390577607158952,0.0023052941456125583,0.0012642732925758357,0.0010410208530367221,0.00030529414561255804,0.22106411416565253,1938,0.75,price_trend_pullback
h4_trendvol_48,3,4,-0.01666655700230682,-0.020694509171810982,0.000508174201314517,-0.0005937615205708403,0.002252544448529834,0.0013529475285030323,0.0008995969200268015,0.000252544448529834,0.19081557296054755,1673,0.75,price_trend_pullback
