feature,h,folds,mean_test_ic,med_test_ic,mean_test_edge,mean_test_net_trade_edge,weighted_test_mean,weighted_test_base,weighted_test_edge,weighted_test_net_trade_edge,mean_freq,total_count,fold_positive_edge_frac,channel
d1_ret_10,12,4,-0.003060605540294934,-0.005685490082996678,0.004412987786680381,0.006094876301916069,0.011440575430506436,0.00591724367260153,0.005523331757904904,0.009440575430506436,0.1833960017058279,1608,0.75,price_trend_pullback
h4_dist_high_24,24,4,0.015795094016385146,0.04438094433407776,0.013222746510688173,0.018570242883061958,0.011191590927933369,0.0066982946380785635,0.004493296289854805,0.009191590927933369,0.22724097939484716,1992,0.75,price_trend_pullback
h4_dist_low_48,24,4,-0.0195592188593363,-0.009950144213522024,-0.0071320375421732385,-0.0017845411697994563,0.011148065605044616,0.009504956355322995,0.0016431092497216182,0.009148065605044612,0.15995647018441664,1402,0.5,price_trend_pullback
h4_dist_low_24,24,4,-0.03554460654040653,-0.04863822446659825,0.0028894857154362057,0.008236982087809989,0.010833078013064658,0.008317451178483308,0.00251562683458135,0.008833078013064656,0.1705747287837655,1495,0.5,price_trend_pullback
dow,24,4,0.019889793994144325,0.01619065288754456,0.0033698899860906016,0.008717386358464385,0.010692960948691746,0.007319152546329501,0.003373808402362245,0.008692960948691746,0.2861391081848535,2508,1.0,seasonality
h4_ret_24,24,4,0.0007558145341852417,0.023554501256845724,-0.0010543980742470692,0.004293098298126715,0.010676122839724758,0.008528248533278594,0.0021478743064461616,0.008676122839724756,0.15711012991335643,1377,0.5,price_trend_pullback
d1_vol_5,24,4,0.02564250401940571,0.009362782265815928,-0.0021761384616165195,0.0031713579107572644,0.010087185599107535,0.007078714211901015,0.0030084713872065203,0.008087185599107536,0.23415010245368784,2052,0.5,volatility_range
h4_rng_6,24,4,0.004838391964050987,0.02634910649001849,0.009371339535612944,0.014718835907986727,0.009900400691992708,0.007471859548650231,0.002428541143342478,0.007900400691992708,0.19693523054680104,1726,0.75,volatility_range
h4_draw_24,24,4,0.002156280006363187,0.010083663062213024,0.009471574403473699,0.014819070775847484,0.009718904950002027,0.0063667182253734815,0.003352186724628548,0.007718904950002028,0.21858832340000625,1916,0.75,price_trend_pullback
x_breakout_flow,24,4,-0.03232903146679632,0.008364473729744207,-0.006379086661741129,-0.0010315902893673467,0.009565516639243358,0.009367580294328326,0.00019793634491502936,0.007565516639243356,0.09710061264184897,851,0.75,flow_volume
h4_rng_24,12,4,0.028616614802591273,0.026717953629591774,0.015674322280477184,0.017356210795712874,0.009396793212739226,0.00421861945322839,0.005178173759510837,0.007396793212739227,0.20217493057072425,1772,1.0,volatility_range
d1_draw_20,12,4,-0.00022671692777901774,0.010903736080953182,0.002515944698211021,0.004197833213446711,0.009352279685198908,0.005207535608407008,0.0041447440767919,0.007352279685198908,0.22106411416565253,1938,0.75,price_trend_pullback
d1_pullback_20,12,4,-0.00022671692777901774,0.010903736080953182,0.002515944698211021,0.004197833213446711,0.009352279685198908,0.005207535608407008,0.0041447440767919,0.007352279685198908,0.22106411416565253,1938,0.75,price_trend_pullback
close_loc,24,4,-0.004901791919744298,-0.004852269345797426,0.0003789702833687438,0.005726466655742527,0.009337548467734514,0.008825988330517877,0.0005115601372166381,0.007337548467734514,0.211041595157113,1850,0.5,bar_shape
