year,d1_ret_60_q50_expanding,h4_trendq_84_entry_q60_expanding,h4_trendq_84_hold_q50_expanding,h4_buyimb_12_entry_confirm_q55_tr365
2020,0.017331177924108765,0.4445608333290172,0.1849501054672321,0.03494194647705767
2021,0.11701674886713587,0.59767631810479,0.372809542204395,-0.02210510532461034
2022,0.16551381051796077,0.5327188921296224,0.27334109881055146,-0.01170658980566075
2023,0.024763203088496333,0.39796868250032813,0.12118843051359215,-0.004300957697662272
2024,0.07826335476518742,0.4162470167531506,0.15029781084865942,-0.013614515666457584
2025,0.07915294281956675,0.43110898544786647,0.1585613219014446,-0.004844457125607151
2026,0.06139221189286537,0.3913283648128198,0.12691468163440728,-0.030803992151972655
