system,trades,win_rate,avg_net_ret,med_net_ret,avg_hold_days,med_hold_days,top5_sum,bottom5_sum,total_net_factor
new_final_flow,51,0.5882352941176471,0.07513264089695962,0.0036489520647891016,11.045751633986926,6.333333333333333,2.5984806250404224,-0.3035922860589969,23.37388054139441
new_base,76,0.4605263157894737,0.04946487497612213,-0.0032928292493681344,8.585526315789474,3.1666666666666665,2.6394529100731035,-0.31852729626565524,20.715552514688188
root_cause_old,86,0.4186046511627907,0.03969311339810635,-0.006331560492457644,7.443798449612402,2.833333333333333,2.4727019137223465,-0.3303275708548409,15.449005943662282
fresh_start_old,88,0.32954545454545453,0.024203541127866702,-0.012281032396702807,6.081439393939394,2.833333333333333,1.982892741316444,-0.30999918372445445,5.333471599515053
h4d1_old,118,0.423728813559322,0.020063920899802676,-0.0048236796056811415,5.379943502824859,4.166666666666667,1.5118586901313025,-0.4062533312987967,7.216119499718689
