strategy,scenario,trade_id,entry_ts_ms,exit_ts_ms,entry_time,exit_time,entry_fill_price,exit_fill_price,entry_mid_price,exit_mid_price,qty,gross_return_pct,net_return_pct,pnl_usd,holding_bars,holding_days,entry_reason,exit_reason
X0,base,1,1546646400000,1547107200000,2019-01-05T00:00:00Z,2019-01-10T08:00:00Z,3792.17,3775.46,3790.09,3777.54,2.63437484503142,-0.3311,-0.4407,-53.97,32,5.33,x0_entry,x0_trail_stop
X0,base,2,1549742400000,1551024000000,2019-02-09T20:00:00Z,2019-02-24T16:00:00Z,3655.57,3776.18,3653.56,3778.26,2.7153391754585114,3.4131,3.2994,317.25,89,14.83,x0_entry,x0_trail_stop
X0,base,3,1551297600000,1551686400000,2019-02-27T20:00:00Z,2019-03-04T08:00:00Z,3815.34,3724.95,3813.24,3727.0,2.6821031282774492,-2.2616,-2.369,-252.42,27,4.5,x0_entry,x0_trail_stop
X0,base,4,1551830400000,1552377600000,2019-03-06T00:00:00Z,2019-03-12T08:00:00Z,3859.7,3832.58,3857.58,3834.69,2.583292665191377,-0.5934,-0.7027,-79.96,38,6.33,x0_entry,x0_trail_stop
X0,base,5,1552449600000,1553529600000,2019-03-13T04:00:00Z,2019-03-25T16:00:00Z,3890.03,3960.74,3887.89,3962.92,2.540057743635537,1.9298,1.8178,169.55,75,12.5,x0_entry,x0_trail_stop
X0,base,6,1553572800000,1554336000000,2019-03-26T04:00:00Z,2019-04-04T00:00:00Z,3938.31,4929.88,3936.14,4932.59,2.549423852398003,25.3154,25.1776,2515.37,53,8.83,x0_entry,x0_trail_stop
X0,base,7,1554480000000,1554984000000,2019-04-05T16:00:00Z,2019-04-11T12:00:00Z,4969.23,4998.26,4966.5,5001.01,2.524179933368092,0.6949,0.5842,60.66,35,5.83,x0_entry,x0_trail_stop
X0,base,8,1555084800000,1556236800000,2019-04-12T16:00:00Z,2019-04-26T00:00:00Z,5040.22,5217.6,5037.45,5220.47,2.4981641466804176,3.6332,3.5193,430.09,80,13.33,x0_entry,x0_trail_stop
X0,base,9,1556323200000,1557676800000,2019-04-27T00:00:00Z,2019-05-12T16:00:00Z,5317.92,6838.74,5315.0,6842.5,2.4461382204850777,28.7394,28.5979,3703.39,94,15.67,x0_entry,x0_trail_stop
X0,base,10,1557748800000,1557864000000,2019-05-13T12:00:00Z,2019-05-14T20:00:00Z,7229.21,7733.99,7225.24,7738.25,2.3093896163011594,7.1002,6.9825,1147.87,8,1.33,x0_entry,x0_trail_stop
X0,base,11,1558123200000,1559260800000,2019-05-17T20:00:00Z,2019-05-31T00:00:00Z,7139.66,8262.55,7135.73,8267.1,2.4966360834392303,15.855,15.7276,2782.84,79,13.17,x0_entry,x0_trail_stop
X0,base,12,1559332800000,1559606400000,2019-05-31T20:00:00Z,2019-06-04T00:00:00Z,8449.37,8111.2,8444.72,8115.66,2.4365586317955796,-3.8966,-4.0023,-843.73,19,3.17,x0_entry,x0_trail_stop
X0,base,13,1559995200000,1560009600000,2019-06-08T12:00:00Z,2019-06-08T16:00:00Z,7985.72,7914.75,7981.33,7919.1,2.469898633048859,-0.7797,-0.8888,-194.85,1,0.17,x0_entry,x0_trend_exit
X0,base,14,1560398400000,1561593600000,2019-06-13T04:00:00Z,2019-06-27T00:00:00Z,8086.46,13091.18,8082.01,13098.38,2.4126218696778983,62.0683,61.8902,12042.92,83,13.83,x0_entry,x0_trail_stop
X0,base,15,1561795200000,1561996800000,2019-06-29T08:00:00Z,2019-07-01T16:00:00Z,11884.03,10384.46,11877.5,10390.17,2.652378467997329,-12.5222,-12.6184,-4004.99,14,2.33,x0_entry,x0_trail_stop
X0,base,16,1562126400000,1562817600000,2019-07-03T04:00:00Z,2019-07-11T04:00:00Z,11295.67,11694.74,11289.46,11701.17,2.4335409837587956,3.6469,3.5329,942.68,48,8.0,x0_entry,x0_trail_stop
