strategy,scenario,trade_id,entry_ts_ms,exit_ts_ms,entry_time,exit_time,entry_fill_price,exit_fill_price,entry_mid_price,exit_mid_price,qty,gross_return_pct,net_return_pct,pnl_usd,holding_bars,holding_days,entry_reason,exit_reason
E0_EMA21,base,1,1546646400000,1547107200000,2019-01-05T00:00:00Z,2019-01-10T08:00:00Z,3792.17,3775.46,3790.09,3777.54,2.63437484503142,-0.3311,-0.4407,-53.97,32,5.33,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,2,1549742400000,1551024000000,2019-02-09T20:00:00Z,2019-02-24T16:00:00Z,3655.57,3776.18,3653.56,3778.26,2.7153391754585114,3.4131,3.2994,317.25,89,14.83,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,3,1551297600000,1551686400000,2019-02-27T20:00:00Z,2019-03-04T08:00:00Z,3815.34,3724.95,3813.24,3727.0,2.6821031282774492,-2.2616,-2.369,-252.42,27,4.5,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,4,1551830400000,1553529600000,2019-03-06T00:00:00Z,2019-03-25T16:00:00Z,3859.7,3960.74,3857.58,3962.92,2.583292665191377,2.7307,2.6178,250.78,118,19.67,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,5,1553572800000,1554984000000,2019-03-26T04:00:00Z,2019-04-11T12:00:00Z,3938.31,4998.26,3936.14,5001.01,2.5928181966987167,27.0537,26.914,2735.31,98,16.33,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,6,1555084800000,1556236800000,2019-04-12T16:00:00Z,2019-04-26T00:00:00Z,5040.22,5217.6,5037.45,5220.47,2.566094980879777,3.6332,3.5193,441.78,80,13.33,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,7,1556323200000,1558065600000,2019-04-27T00:00:00Z,2019-05-17T04:00:00Z,5317.92,7339.9,5315.0,7343.94,2.5126543499817298,38.1738,38.0219,5062.09,121,20.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,8,1558123200000,1559260800000,2019-05-17T20:00:00Z,2019-05-31T00:00:00Z,7139.66,8262.55,7135.73,8267.1,2.5779657752815335,15.855,15.7276,2873.49,79,13.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,9,1559332800000,1559606400000,2019-05-31T20:00:00Z,2019-06-04T00:00:00Z,8449.37,8111.2,8444.72,8115.66,2.515931258024172,-3.8966,-4.0023,-871.22,19,3.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,10,1559995200000,1560009600000,2019-06-08T12:00:00Z,2019-06-08T16:00:00Z,7985.72,7914.75,7981.33,7919.1,2.550357333473821,-0.7797,-0.8888,-201.2,1,0.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trend_exit
E0_EMA21,base,11,1560398400000,1561651200000,2019-06-13T04:00:00Z,2019-06-27T16:00:00Z,8086.46,11823.49,8082.01,11830.0,2.4912147388967893,46.3745,46.2136,9280.31,87,14.5,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,12,1561795200000,1561996800000,2019-06-29T08:00:00Z,2019-07-01T16:00:00Z,11884.03,10384.46,11877.5,10390.17,2.473572004620976,-12.5222,-12.6184,-3735.0,14,2.33,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,13,1562126400000,1562832000000,2019-07-03T04:00:00Z,2019-07-11T08:00:00Z,11295.67,11579.23,11289.46,11585.6,2.2694871497990188,2.6232,2.5103,617.25,49,8.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,14,1562904000000,1563120000000,2019-07-12T04:00:00Z,2019-07-14T16:00:00Z,11195.67,10407.45,11189.51,10413.18,2.3425500371049433,-6.938,-7.0403,-1870.8,15,2.5,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,15,1564862400000,1565467200000,2019-08-03T20:00:00Z,2019-08-10T20:00:00Z,10857.11,11325.33,10851.14,11331.56,2.241044972474068,4.4274,4.3126,1023.92,42,7.0,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,16,1565524800000,1565712000000,2019-08-11T12:00:00Z,2019-08-13T16:00:00Z,11475.94,10946.72,11469.63,10952.74,2.207214564478786,-4.5066,-4.6116,-1192.27,13,2.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,17,1567756800000,1568001600000,2019-09-06T08:00:00Z,2019-09-09T04:00:00Z,10721.76,10294.56,10715.87,10300.22,2.2490213698829695,-3.8788,-3.9845,-983.95,17,2.83,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,18,1568476800000,1568664000000,2019-09-14T16:00:00Z,2019-09-16T20:00:00Z,10363.48,10115.82,10357.78,10121.39,2.2296006757392477,-2.2822,-2.3897,-574.72,13,2.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trend_exit
E0_EMA21,base,19,1572134400000,1572580800000,2019-10-27T00:00:00Z,2019-11-01T04:00:00Z,9235.08,9059.14,9230.0,9064.12,2.4373574917514484,-1.7972,-1.9051,-450.91,31,5.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,20,1572595200000,1573214400000,2019-11-01T08:00:00Z,2019-11-08T12:00:00Z,9104.44,9021.31,9099.43,9026.27,2.4203845807089692,-0.804,-0.9131,-223.04,43,7.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,21,1573430400000,1573531200000,2019-11-11T00:00:00Z,2019-11-12T04:00:00Z,9045.13,8735.84,9040.16,8740.65,2.4091856496097708,-3.3131,-3.4194,-766.18,7,1.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trend_exit
E0_EMA21,base,22,1577592000000,1577808000000,2019-12-29T04:00:00Z,2019-12-31T16:00:00Z,7311.08,7191.04,7307.06,7195.0,2.8729297804668215,-1.5336,-1.6418,-365.51,15,2.5,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,23,1578182400000,1578614400000,2020-01-05T00:00:00Z,2020-01-10T00:00:00Z,7358.24,7813.44,7354.19,7817.74,2.8020420623004525,6.3032,6.1863,1253.61,30,5.0,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,24,1578686400000,1579449600000,2020-01-10T20:00:00Z,2020-01-19T16:00:00Z,8062.48,8626.23,8058.05,8630.98,2.710064342152705,7.11,6.9923,1504.42,53,8.83,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,25,1579608000000,1579838400000,2020-01-21T12:00:00Z,2020-01-24T04:00:00Z,8661.52,8316.01,8656.76,8320.59,2.6936305049998146,-3.8833,-3.989,-953.07,16,2.67,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,26,1579852800000,1581393600000,2020-01-24T08:00:00Z,2020-02-11T04:00:00Z,8343.12,9728.08,8338.53,9733.43,2.6795158816666675,16.7284,16.6,3684.96,107,17.83,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,27,1581436800000,1581868800000,2020-02-11T16:00:00Z,2020-02-16T16:00:00Z,10170.59,9853.12,10165.0,9858.54,2.557811579972601,-3.0149,-3.1215,-837.24,30,5.0,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,28,1582012800000,1582200000000,2020-02-18T08:00:00Z,2020-02-20T12:00:00Z,9796.29,9560.23,9790.9,9565.49,2.5675104743392674,-2.3022,-2.4096,-630.62,13,2.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,base,29,1582502400000,1582646400000,2020-02-24T00:00:00Z,2020-02-25T16:00:00Z,9941.87,9390.02,9936.4,9395.19,2.464019081339397,-5.4467,-5.5507,-1382.89,10,1.67,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
