trade_id,entry_ts_ms,entry_time,exit_ts_ms,exit_time,entry_price,exit_price,net_return_pct,pnl_usd,holding_bars,exit_reason,decision_bar_idx,decision_close_time,decision_close,ema_fast_h4,ema_slow_h4,atr_14_h4,ratr_h4,vdo,d1_regime,bars_since_last_exit,prior_exit_reason,breadth_ema21_share,funding_raw,funding_pct_rank,oi_level,oi_change_1d,basis_raw,reentry_within_1_bars,reentry_within_2_bars,reentry_within_3_bars,reentry_within_4_bars,reentry_within_6_bars
83,1662912000000,2022-09-11T16:00:00Z,1663084800000,2022-09-13T16:00:00Z,21653.97,20818.32,-3.8592,-5040.03,12,vtrend_ema21_d1_trail_stop,10287,2022-09-11T15:59:59Z,21643.16,20690.77,20618.29,337.45,317.87,0.001835,1,139,x0_trail_stop,0.7692,,,,,,0,0,0,0,0
84,1663099200000,2022-09-13T20:00:00Z,1663257600000,2022-09-15T16:00:00Z,20296.05,19726.51,-2.8062,-3549.73,11,vtrend_ema21_d1_trend_exit,10300,2022-09-13T19:59:59Z,20283.58,21356.09,20865.29,552.79,391.63,0.000673,1,0,x0_trail_stop,0.1538,,,,,,1,1,1,1,1
85,1664942400000,2022-10-05T04:00:00Z,1665172800000,2022-10-07T20:00:00Z,20201.77,19448.62,-3.7281,-4535.52,16,vtrend_ema21_d1_trail_stop,10428,2022-10-05T03:59:59Z,20189.83,19607.67,19589.78,303.44,303.51,0.000806,1,116,x0_trend_exit,0.6923,,,,,,0,0,0,0,0
86,1666742400000,2022-10-26T00:00:00Z,1667433600000,2022-11-03T00:00:00Z,20090.06,20140.76,0.2523,173.28,48,vtrend_ema21_d1_trail_stop,10553,2022-10-25T23:59:59Z,20080.07,19417.47,19367.26,230.31,185.33,0.001247,1,108,x0_trail_stop,0.6923,,,,,,0,0,0,0,0
87,1667448000000,2022-11-03T04:00:00Z,1667808000000,2022-11-07T08:00:00Z,20321.8,20623.75,1.4858,1578.22,25,vtrend_ema21_d1_trail_stop,10602,2022-11-03T03:59:59Z,20310.63,20438.88,20020.45,243.82,218.02,0.000376,1,1,x0_trail_stop,0.6923,,,,,,1,1,1,1,1
88,1670371200000,2022-12-07T00:00:00Z,1670400000000,2022-12-07T08:00:00Z,17098.36,16753.81,-2.0151,-2439.91,2,vtrend_ema21_d1_trend_exit,10805,2022-12-06T23:59:59Z,17088.96,16991.29,16990.39,152.43,156.15,0.00208,1,177,x0_trail_stop,0.4615,,,,,,0,0,0,0,0
89,1670572800000,2022-12-09T08:00:00Z,1670832000000,2022-12-12T08:00:00Z,17221.12,16914.3,-1.7816,-2122.6,18,vtrend_ema21_d1_trail_stop,10819,2022-12-09T07:59:59Z,17211.93,16992.53,16985.16,146.35,145.96,0.001042,1,11,x0_trend_exit,0.4615,,,,,,0,0,0,0,0
90,1670846400000,2022-12-12T12:00:00Z,1671120000000,2022-12-15T16:00:00Z,16998.8,17418.85,2.4711,2621.57,19,vtrend_ema21_d1_trail_stop,10838,2022-12-12T11:59:59Z,16988.62,17072.91,17022.31,105.24,111.98,0.001607,1,30,x0_trend_exit,0.0769,,,,,,0,0,0,0,0
91,1673222400000,2023-01-09T00:00:00Z,1675108800000,2023-01-30T20:00:00Z,17137.25,22772.33,32.882,37068.48,131,vtrend_ema21_d1_trail_stop,11003,2023-01-08T23:59:59Z,17127.83,16888.25,16821.6,87.94,83.14,0.000177,1,145,x0_trail_stop,0.8462,,,,,,0,0,0,0,0
92,1675180800000,2023-01-31T16:00:00Z,1675612800000,2023-02-05T16:00:00Z,23134.52,23084.22,-0.2174,-476.15,30,vtrend_ema21_d1_trail_stop,11139,2023-01-31T15:59:59Z,23121.8,23080.92,21709.55,319.74,313.83,0.000845,1,4,x0_trail_stop,1.0,,,,,,0,0,0,1,1
93,1675684800000,2023-02-06T12:00:00Z,1675972800000,2023-02-09T20:00:00Z,22890.81,22018.87,-3.8091,-5837.74,20,vtrend_ema21_d1_trail_stop,11174,2023-02-06T11:59:59Z,22878.23,23227.36,22422.48,254.97,263.92,0.000153,1,3,x0_trail_stop,0.9231,,,,,,0,0,1,1,1
94,1676520000000,2023-02-16T04:00:00Z,1676592000000,2023-02-17T00:00:00Z,24745.2,23504.79,-5.0128,-7329.65,5,vtrend_ema21_d1_trail_stop,11232,2023-02-16T03:59:59Z,24732.42,22451.12,22349.73,371.0,290.71,0.00721,1,37,x0_trail_stop,1.0,,,,,,0,0,0,0,0
95,1676678400000,2023-02-18T00:00:00Z,1677081600000,2023-02-22T16:00:00Z,24581.75,23701.9,-3.5793,-5000.27,28,vtrend_ema21_d1_trail_stop,11243,2023-02-17T23:59:59Z,24569.97,23391.02,22672.64,511.77,367.69,0.000677,1,5,x0_trail_stop,1.0,,,,,,0,0,0,0,1
96,1677124800000,2023-02-23T04:00:00Z,1677283200000,2023-02-25T00:00:00Z,24468.3,23171.29,-5.3008,-7062.89,11,vtrend_ema21_d1_trail_stop,11274,2023-02-23T03:59:59Z,24454.85,24291.77,23411.6,431.54,394.51,0.000569,1,2,x0_trail_stop,0.9231,,,,,,0,1,1,1,1
97,1677456000000,2023-02-27T00:00:00Z,1677816000000,2023-03-03T04:00:00Z,23567.81,22307.42,-5.3479,-6733.41,25,vtrend_ema21_d1_trail_stop,11297,2023-02-26T23:59:59Z,23554.85,23564.89,23418.71,322.1,327.15,0.000886,1,12,x0_trail_stop,0.4615,,,,,,0,0,0,0,0
98,1678809600000,2023-03-14T16:00:00Z,1679932800000,2023-03-27T16:00:00Z,25908.91,26888.84,3.7822,4298.82,78,vtrend_ema21_d1_trail_stop,11391,2023-03-14T15:59:59Z,25894.67,22426.7,22401.72,707.85,415.4,0.005564,1,68,x0_trail_stop,1.0,,,,,,0,0,0,0,0
99,1679961600000,2023-03-28T00:00:00Z,1680984000000,2023-04-08T20:00:00Z,27139.82,27908.77,2.8333,3305.09,71,vtrend_ema21_d1_trail_stop,11471,2023-03-27T23:59:59Z,27124.91,27576.12,26052.62,475.59,450.38,0.00403,1,1,x0_trail_stop,0.3077,,,,,,1,1,1,1,1
100,1681012800000,2023-04-09T04:00:00Z,1681718400000,2023-04-17T08:00:00Z,28043.13,29821.89,6.343,7747.47,49,vtrend_ema21_d1_trail_stop,11544,2023-04-09T03:59:59Z,28027.71,28035.33,27479.86,232.28,264.76,0.002739,1,74,x0_trail_stop,0.6154,,,,,,0,0,0,0,0
101,1681804800000,2023-04-18T08:00:00Z,1681934400000,2023-04-19T20:00:00Z,29791.99,29210.99,-1.9502,-2700.43,9,vtrend_ema21_d1_trail_stop,11599,2023-04-18T07:59:59Z,29775.62,29905.12,28921.66,296.65,294.11,0.005896,1,5,x0_trail_stop,1.0,,,,,,0,0,0,0,1
102,1682841600000,2023-04-30T08:00:00Z,1682956800000,2023-05-01T16:00:00Z,29282.53,28155.15,-3.85,-5091.01,8,vtrend_ema21_d1_trail_stop,11671,2023-04-30T07:59:59Z,29266.43,28954.71,28686.71,375.12,346.48,0.00113,1,64,x0_trail_stop,0.1538,,,,,,0,0,0,0,0
103,1683172800000,2023-05-04T04:00:00Z,1683504000000,2023-05-08T00:00:00Z,29112.86,28414.46,-2.3989,-3090.64,23,vtrend_ema21_d1_trail_stop,11694,2023-05-04T03:59:59Z,29096.86,28658.16,28655.45,439.86,406.9,0.007302,1,14,x0_trail_stop,0.1538,,,,,,0,0,0,0,0
104,1685404800000,2023-05-30T00:00:00Z,1685548800000,2023-05-31T16:00:00Z,27751.65,26896.75,-3.0805,-3831.54,10,vtrend_ema21_d1_trail_stop,11849,2023-05-29T23:59:59Z,27736.4,27214.86,27213.93,289.75,273.85,0.006424,1,131,x0_trail_stop,0.6923,,,,,,0,0,0,0,0
105,1687262400000,2023-06-20T12:00:00Z,1687996800000,2023-06-29T00:00:00Z,26922.79,30060.86,11.6558,13464.81,51,vtrend_ema21_d1_trail_stop,11978,2023-06-20T11:59:59Z,26907.99,26404.48,26396.31,278.29,273.07,0.004788,1,119,x0_trail_stop,0.0,,,,,,0,0,0,0,0
106,1688025600000,2023-06-29T08:00:00Z,1688572800000,2023-07-05T16:00:00Z,30356.98,30339.42,-0.0579,-205.09,38,vtrend_ema21_d1_trail_stop,12031,2023-06-29T07:59:59Z,30340.29,30234.26,28647.71,361.79,359.8,0.000331,1,2,x0_trail_stop,0.3846,,,,,,0,1,1,1,1
107,1688601600000,2023-07-06T00:00:00Z,1688976000000,2023-07-10T08:00:00Z,30521.58,30095.55,-1.3958,-1937.35,26,vtrend_ema21_d1_trail_stop,12071,2023-07-05T23:59:59Z,30504.81,30662.46,29633.43,285.02,290.45,0.002711,1,1,x0_trail_stop,0.6154,,,,,,1,1,1,1,1
108,1689019200000,2023-07-10T20:00:00Z,1689364800000,2023-07-14T20:00:00Z,30854.36,30098.62,-2.4494,-3249.2,24,vtrend_ema21_d1_trail_stop,12100,2023-07-10T19:59:59Z,30837.4,30344.24,29884.92,260.1,260.96,0.00906,1,30,x0_trail_stop,0.7692,,,,,,0,0,0,0,0
109,1689379200000,2023-07-15T00:00:00Z,1689811200000,2023-07-20T00:00:00Z,30328.67,29892.76,-1.4373,-1907.52,30,vtrend_ema21_d1_trend_exit,12125,2023-07-14T23:59:59Z,30312.01,30689.27,30169.79,426.67,325.78,0.008622,1,0,x0_trail_stop,0.9231,,,,,,1,1,1,1,1
110,1694952000000,2023-09-17T12:00:00Z,1695340800000,2023-09-22T00:00:00Z,26581.29,26553.47,-0.1047,-249.92,27,vtrend_ema21_d1_trail_stop,12512,2023-09-17T11:59:59Z,26566.67,26366.08,26288.45,213.89,222.56,0.004204,1,356,x0_trend_exit,0.2308,,,,,,0,0,0,0,0
111,1695585600000,2023-09-24T20:00:00Z,1695686400000,2023-09-26T00:00:00Z,26463.73,26290.33,-0.6552,-919.04,7,vtrend_ema21_d1_trend_exit,12556,2023-09-24T19:59:59Z,26449.17,26653.13,26533.15,155.21,170.85,0.000153,1,18,x0_trail_stop,0.1538,,,,,,0,0,0,0,0
112,1695945600000,2023-09-29T00:00:00Z,1696348800000,2023-10-03T16:00:00Z,27036.25,27329.96,1.0864,1189.79,28,vtrend_ema21_d1_trail_stop,12581,2023-09-28T23:59:59Z,27021.39,26522.76,26492.54,266.36,233.32,0.01302,1,17,x0_trend_exit,0.6154,,,,,,0,0,0,0,0
113,1696392000000,2023-10-04T04:00:00Z,1696982400000,2023-10-11T00:00:00Z,27445.52,27375.06,-0.2567,-434.28,41,vtrend_ema21_d1_trail_stop,12612,2023-10-04T03:59:59Z,27430.43,27346.27,26849.18,307.62,264.94,0.009415,1,6,x0_trail_stop,0.5385,,,,,,0,0,0,0,1
114,1697472000000,2023-10-16T16:00:00Z,1699992000000,2023-11-14T20:00:00Z,28079.6,35274.59,25.6236,30921.47,175,vtrend_ema21_d1_trail_stop,12687,2023-10-16T15:59:59Z,28064.16,27168.98,27154.65,363.77,209.82,0.031368,1,33,x0_trail_stop,0.3846,,,,,,0,0,0,0,0
115,1700049600000,2023-11-15T12:00:00Z,1700164800000,2023-11-16T20:00:00Z,36260.89,35901.26,-0.9918,-1658.44,8,vtrend_ema21_d1_trail_stop,12866,2023-11-15T11:59:59Z,36240.94,36331.15,34988.53,496.87,432.39,0.008392,1,3,x0_trail_stop,0.8462,,,,,,0,0,1,1,1
116,1700193600000,2023-11-17T04:00:00Z,1700611200000,2023-11-22T00:00:00Z,36504.07,35721.99,-2.1424,-3365.61,29,vtrend_ema21_d1_trail_stop,12876,2023-11-17T03:59:59Z,36483.99,36565.21,35277.25,618.02,508.01,0.001617,1,2,x0_trail_stop,0.6923,,,,,,0,1,1,1,1
117,1700697600000,2023-11-23T00:00:00Z,1701086400000,2023-11-27T12:00:00Z,37428.93,37015.58,-1.1043,-1765.38,27,vtrend_ema21_d1_trail_stop,12911,2023-11-22T23:59:59Z,37408.34,36833.37,35953.67,576.27,511.28,0.009422,1,5,x0_trail_stop,0.6154,,,,,,0,0,0,0,1
118,1701115200000,2023-11-27T20:00:00Z,1702281600000,2023-12-11T08:00:00Z,36897.29,42109.35,14.1259,20290.24,81,vtrend_ema21_d1_trail_stop,12940,2023-11-27T19:59:59Z,36877.0,37334.0,36537.15,369.79,378.67,0.003761,1,1,x0_trail_stop,0.5385,,,,,,1,1,1,1,1
119,1702339200000,2023-12-12T00:00:00Z,1702857600000,2023-12-18T00:00:00Z,41276.1,41351.89,0.1836,137.59,36,vtrend_ema21_d1_trail_stop,13025,2023-12-11T23:59:59Z,41253.4,42828.59,40561.82,719.12,515.52,0.003779,1,4,x0_trail_stop,0.5385,,,,,,0,0,0,1,1
120,1702915200000,2023-12-18T16:00:00Z,1703606400000,2023-12-26T16:00:00Z,41288.65,42368.2,2.6146,4142.49,48,vtrend_ema21_d1_trail_stop,13065,2023-12-18T15:59:59Z,41265.96,41958.56,41268.23,595.08,563.45,0.001465,1,3,x0_trail_stop,0.3077,,,,,,0,0,1,1,1
121,1703620800000,2023-12-26T20:00:00Z,1704312000000,2024-01-03T20:00:00Z,42132.27,42573.24,1.0466,1596.88,48,vtrend_ema21_d1_trail_stop,13114,2023-12-26T19:59:59Z,42109.11,43194.56,42414.54,509.82,499.07,0.013777,1,0,x0_trail_stop,0.4615,,,,,,1,1,1,1,1
122,1704499200000,2024-01-06T00:00:00Z,1705089600000,2024-01-12T20:00:00Z,44169.4,43448.65,-1.6318,-2946.57,41,vtrend_ema21_d1_trail_stop,13175,2024-01-05T23:59:59Z,44145.11,43622.53,42995.23,880.5,680.75,0.004326,1,14,x0_trail_stop,0.1538,,,,,,0,0,0,0,0
123,1706616000000,2024-01-30T12:00:00Z,1709668800000,2024-03-05T20:00:00Z,43561.7,61377.21,40.8972,68141.71,212,vtrend_ema21_d1_trail_stop,13322,2024-01-30T11:59:59Z,43537.74,42118.83,42075.79,495.49,507.06,0.007366,1,106,x0_trail_stop,0.6154,,,,,,0,0,0,0,0
124,1709712000000,2024-03-06T08:00:00Z,1710619200000,2024-03-16T20:00:00Z,66713.14,66874.71,0.2422,333.73,63,vtrend_ema21_d1_trail_stop,13537,2024-03-06T07:59:59Z,66676.46,63612.66,57116.37,2072.21,1241.06,0.001129,1,2,x0_trail_stop,1.0,,,,,,0,1,1,1,1
125,1710676800000,2024-03-17T12:00:00Z,1710849600000,2024-03-19T12:00:00Z,66992.32,63046.65,-5.8897,-14073.9,12,vtrend_ema21_d1_trail_stop,13604,2024-03-17T11:59:59Z,66955.49,68881.9,65390.72,1843.13,1648.87,0.000106,1,15,x0_trail_stop,0.3846,,,,,,0,0,0,0,0
126,1710979200000,2024-03-21T00:00:00Z,1711195200000,2024-03-23T12:00:00Z,67877.83,64594.07,-4.8377,-10896.97,15,vtrend_ema21_d1_trend_exit,13625,2024-03-20T23:59:59Z,67840.51,66115.6,65452.5,2019.38,1828.73,0.002937,1,8,x0_trail_stop,0.3846,,,,,,0,0,0,0,0
127,1711339200000,2024-03-25T04:00:00Z,1711987200000,2024-04-01T16:00:00Z,67387.05,68199.62,1.2058,2317.48,45,vtrend_ema21_d1_trail_stop,13650,2024-03-25T03:59:59Z,67350.0,65477.67,65397.31,1377.38,1432.79,0.022957,1,9,x0_trend_exit,0.6154,,,,,,0,0,0,0,0
128,1712001600000,2024-04-01T20:00:00Z,1712059200000,2024-04-02T12:00:00Z,69686.32,65586.6,-5.8831,-12665.87,4,vtrend_ema21_d1_trail_stop,13696,2024-04-01T19:59:59Z,69648.01,69745.17,67824.25,959.61,979.22,0.006474,1,0,x0_trail_stop,0.3846,,,,,,1,1,1,1,1
129,1712073600000,2024-04-02T16:00:00Z,1712217600000,2024-04-04T08:00:00Z,64925.68,66055.24,1.7398,3260.3,10,vtrend_ema21_d1_trend_exit,13701,2024-04-02T15:59:59Z,64890.0,68832.05,67728.7,1191.32,1082.29,3.7e-05,1,1,x0_trail_stop,0.2308,,,,,,1,1,1,1,1
130,1712275200000,2024-04-05T00:00:00Z,1712318400000,2024-04-05T12:00:00Z,68525.47,66441.44,-3.0413,-6342.18,3,vtrend_ema21_d1_trend_exit,13715,2024-04-04T23:59:59Z,68487.79,67502.61,67469.61,1185.26,1131.08,0.00773,1,3,x0_trend_exit,0.3846,,,,,,0,0,1,1,1
131,1712332800000,2024-04-05T16:00:00Z,1712750400000,2024-04-10T12:00:00Z,68228.13,69005.03,1.1387,2029.0,29,vtrend_ema21_d1_trail_stop,13719,2024-04-05T15:59:59Z,68190.62,67471.96,67462.99,1331.27,1210.78,0.00488,1,0,x0_trend_exit,0.2308,,,,,,1,1,1,1,1
132,1715846400000,2024-05-16T08:00:00Z,1716480000000,2024-05-23T16:00:00Z,66179.0,68038.55,2.8099,5343.47,44,vtrend_ema21_d1_trail_stop,13963,2024-05-16T07:59:59Z,66142.62,63070.54,62810.47,930.36,864.01,0.003711,1,218,x0_trail_stop,0.6154,,,,,,0,0,0,0,0
133,1716523200000,2024-05-24T04:00:00Z,1716998400000,2024-05-29T16:00:00Z,67929.18,67342.08,-0.8643,-1951.21,33,vtrend_ema21_d1_trail_stop,14010,2024-05-24T03:59:59Z,67891.83,68516.49,65768.4,1071.73,891.86,0.00283,1,2,x0_trail_stop,0.7692,,,,,,0,1,1,1,1
134,1717012800000,2024-05-29T20:00:00Z,1717848000000,2024-06-08T12:00:00Z,67303.78,69327.79,3.0073,5819.54,58,vtrend_ema21_d1_trail_stop,14044,2024-05-29T19:59:59Z,67266.78,68421.17,66972.83,889.71,843.7,0.007229,1,8,x0_trail_stop,0.3077,,,,,,0,0,0,0,0
135,1717876800000,2024-06-08T20:00:00Z,1718092800000,2024-06-11T08:00:00Z,69498.21,67533.02,-2.8277,-6024.97,15,vtrend_ema21_d1_trail_stop,14104,2024-06-08T19:59:59Z,69460.01,69986.64,68581.88,678.77,645.73,0.00185,1,5,x0_trail_stop,0.1538,,,,,,0,0,0,0,1
136,1718136000000,2024-06-11T20:00:00Z,1718265600000,2024-06-13T08:00:00Z,67444.1,67687.56,0.361,520.63,9,vtrend_ema21_d1_trend_exit,14122,2024-06-11T19:59:59Z,67407.01,69028.13,68646.69,760.49,685.42,0.000559,1,2,x0_trail_stop,0.0769,,,,,,0,1,1,1,1
137,1721102400000,2024-07-16T04:00:00Z,1721865600000,2024-07-25T00:00:00Z,64787.76,65340.06,0.8525,1503.91,53,vtrend_ema21_d1_trail_stop,14328,2024-07-16T03:59:59Z,64752.14,60461.93,60091.59,950.28,910.9,0.007287,1,199,x0_trail_stop,1.0,,,,,,0,0,0,0,0
138,1721966400000,2024-07-26T04:00:00Z,1722340800000,2024-07-30T12:00:00Z,67078.88,66537.39,-0.8072,-1825.47,26,vtrend_ema21_d1_trail_stop,14388,2024-07-26T03:59:59Z,67042.01,65778.9,63759.85,1066.45,999.04,0.005934,1,6,x0_trail_stop,0.4615,,,,,,0,0,0,0,1
139,1724428800000,2024-08-23T16:00:00Z,1724774400000,2024-08-27T16:00:00Z,61566.89,61675.19,0.1759,151.0,24,vtrend_ema21_d1_trail_stop,14559,2024-08-23T15:59:59Z,61533.05,60198.92,60198.64,946.2,955.91,0.006843,1,146,x0_trail_stop,0.8462,,,,,,0,0,0,0,0
140,1726416000000,2024-09-15T16:00:00Z,1726502400000,2024-09-16T16:00:00Z,60368.6,57849.87,-4.1723,-8507.03,6,vtrend_ema21_d1_trail_stop,14697,2024-09-15T15:59:59Z,60335.41,58831.69,58261.22,628.68,671.95,0.007966,1,113,x0_trail_stop,0.6923,,,,,,0,0,0,0,0
141,1726516800000,2024-09-16T20:00:00Z,1727697600000,2024-09-30T12:00:00Z,57975.86,63784.35,10.0188,18888.12,82,vtrend_ema21_d1_trail_stop,14704,2024-09-16T19:59:59Z,57943.99,58758.27,58308.75,739.8,741.84,0.00548,1,0,x0_trail_stop,0.2308,,,,,,1,1,1,1,1
142,1727726400000,2024-09-30T20:00:00Z,1727827200000,2024-10-02T00:00:00Z,63522.92,60771.48,-4.3314,-9265.83,7,vtrend_ema21_d1_trail_stop,14788,2024-09-30T19:59:59Z,63488.0,64782.22,62589.93,649.5,643.19,0.00436,1,1,x0_trail_stop,0.9231,,,,,,1,1,1,1,1
143,1728273600000,2024-10-07T04:00:00Z,1728504000000,2024-10-09T20:00:00Z,63565.46,60998.43,-4.0384,-8261.83,16,vtrend_ema21_d1_trail_stop,14826,2024-10-07T03:59:59Z,63530.51,62293.61,62283.15,652.98,657.86,0.0173,1,31,x0_trail_stop,0.6923,,,,,,0,0,0,0,0
144,1728806400000,2024-10-13T08:00:00Z,1729670400000,2024-10-23T08:00:00Z,62878.05,66815.57,6.2621,11781.12,60,vtrend_ema21_d1_trail_stop,14863,2024-10-13T07:59:59Z,62843.48,62222.31,62205.76,677.81,676.63,0.005011,1,20,x0_trail_stop,0.4615,,,,,,0,0,0,0,0
145,1729800000000,2024-10-24T20:00:00Z,1730404800000,2024-10-31T20:00:00Z,68347.37,70053.52,2.4963,4858.43,42,vtrend_ema21_d1_trail_stop,14932,2024-10-24T19:59:59Z,68309.79,67372.27,65674.65,751.34,731.95,0.011311,1,8,x0_trail_stop,0.6154,,,,,,0,0,0,0,0
146,1730577600000,2024-11-02T20:00:00Z,1732564800000,2024-11-25T20:00:00Z,69548.24,94617.43,36.0458,74551.72,138,vtrend_ema21_d1_trail_stop,14986,2024-11-02T19:59:59Z,69510.0,70004.95,68075.5,876.84,779.19,0.002498,1,11,x0_trail_stop,0.2308,,,,,,0,0,0,0,0
147,1732636800000,2024-11-26T16:00:00Z,1733745600000,2024-12-09T12:00:00Z,92864.04,98034.53,5.5678,15396.87,77,vtrend_ema21_d1_trail_stop,15129,2024-11-26T15:59:59Z,92813.0,95681.75,89274.78,1640.1,1540.1,0.003618,1,4,x0_trail_stop,0.9231,,,,,,0,0,0,1,1
148,1733774400000,2024-12-09T20:00:00Z,1734566400000,2024-12-19T00:00:00Z,97123.73,100148.91,3.1148,8943.96,55,vtrend_ema21_d1_trail_stop,15208,2024-12-09T19:59:59Z,97070.32,98900.63,95587.19,1665.42,1488.78,0.000475,1,22,x0_trail_stop,0.9231,,,,,,0,0,0,0,0
149,1736136000000,2025-01-06T04:00:00Z,1736265600000,2025-01-07T16:00:00Z,99092.05,97898.39,-1.2046,-3983.37,9,vtrend_ema21_d1_trail_stop,15372,2025-01-06T03:59:59Z,99037.57,97211.88,96839.79,905.17,969.48,0.003112,1,108,x0_trail_stop,1.0,,,,,,0,0,0,0,0
150,1737000000000,2025-01-16T04:00:00Z,1737633600000,2025-01-23T12:00:00Z,99532.76,101888.44,2.3667,6823.27,44,vtrend_ema21_d1_trail_stop,15432,2025-01-16T03:59:59Z,99478.03,96325.15,96201.61,1521.58,1411.82,0.003873,1,50,x0_trail_stop,0.8462,,,,,,0,0,0,0,0
151,1737676800000,2025-01-24T00:00:00Z,1737950400000,2025-01-27T04:00:00Z,103967.51,101339.88,-2.5274,-8080.47,19,vtrend_ema21_d1_trail_stop,15479,2025-01-23T23:59:59Z,103910.34,103681.34,100323.8,2455.38,1930.65,0.003108,1,17,x0_trail_stop,0.4615,,,,,,0,0,0,0,0
152,1738094400000,2025-01-28T20:00:00Z,1738440000000,2025-02-01T20:00:00Z,102480.58,101613.69,-0.8459,-2830.16,24,vtrend_ema21_d1_trail_stop,15508,2025-01-28T19:59:59Z,102424.24,102980.7,101487.89,1683.07,1600.74,0.001702,1,10,x0_trail_stop,0.1538,,,,,,0,0,0,0,0
153,1743048000000,2025-03-27T04:00:00Z,1743177600000,2025-03-28T16:00:00Z,87718.4,84004.93,-4.2334,-12829.09,9,vtrend_ema21_d1_trail_stop,15852,2025-03-27T03:59:59Z,87670.18,86517.24,85794.92,1000.63,1003.91,0.004508,1,319,x0_trail_stop,0.6923,,,,,,0,0,0,0,0
154,1744660800000,2025-04-14T20:00:00Z,1746403200000,2025-05-05T00:00:00Z,84969.78,94225.76,10.8933,30538.77,121,vtrend_ema21_d1_trail_stop,15964,2025-04-14T19:59:59Z,84923.07,83262.99,82931.35,1456.19,1396.46,0.020591,1,102,x0_trail_stop,0.3846,,,,,,0,0,0,0,0
155,1746489600000,2025-05-06T00:00:00Z,1748174400000,2025-05-25T12:00:00Z,94785.79,107201.01,13.0982,40702.28,117,vtrend_ema21_d1_trail_stop,16091,2025-05-05T23:59:59Z,94733.68,95170.23,92202.31,901.35,897.54,0.006955,1,5,x0_trail_stop,0.3077,,,,,,0,0,0,0,1
156,1748304000000,2025-05-27T00:00:00Z,1748548800000,2025-05-29T20:00:00Z,109494.98,105673.6,-3.49,-12689.19,17,vtrend_ema21_d1_trail_stop,16217,2025-05-26T23:59:59Z,109434.79,108602.36,104555.64,1275.26,1251.49,0.000728,1,17,x0_trail_stop,0.6154,,,,,,0,0,0,0,0
157,1748635200000,2025-05-30T20:00:00Z,1749139200000,2025-06-05T16:00:00Z,104698.05,104474.02,-0.214,-1069.23,35,vtrend_ema21_d1_trend_exit,16240,2025-05-30T19:59:59Z,104640.5,107327.05,105482.14,1347.96,1312.05,0.00038,1,5,x0_trail_stop,0.3077,,,,,,0,0,0,0,1
158,1749427200000,2025-06-09T00:00:00Z,1749729600000,2025-06-12T12:00:00Z,105792.17,106842.16,0.9925,3025.47,21,vtrend_ema21_d1_trail_stop,16295,2025-06-08T23:59:59Z,105734.0,105108.57,105095.25,827.78,871.72,0.024725,1,19,x0_trend_exit,0.2308,,,,,,0,0,0,0,0
159,1750118400000,2025-06-17T00:00:00Z,1750233600000,2025-06-18T08:00:00Z,106853.28,104915.51,-1.8135,-6538.81,8,vtrend_ema21_d1_trend_exit,16343,2025-06-16T23:59:59Z,106794.53,106340.01,106024.37,1123.42,1050.35,0.009306,1,26,x0_trail_stop,0.1538,,,,,,0,0,0,0,0
160,1750910400000,2025-06-26T04:00:00Z,1751385600000,2025-07-01T16:00:00Z,107913.12,105896.92,-1.8684,-6591.13,33,vtrend_ema21_d1_trail_stop,16398,2025-06-26T03:59:59Z,107853.79,105060.08,105046.03,1242.69,1112.71,0.027433,1,46,x0_trend_exit,0.3846,,,,,,0,0,0,0,0
161,1751500800000,2025-07-03T00:00:00Z,1752552000000,2025-07-15T04:00:00Z,108909.47,117084.04,7.5058,24285.34,73,vtrend_ema21_d1_trail_stop,16439,2025-07-02T23:59:59Z,108849.6,107296.03,106205.82,921.78,900.21,0.018103,1,7,x0_trail_stop,0.7692,,,,,,0,0,0,0,0
162,1752566400000,2025-07-15T08:00:00Z,1753416000000,2025-07-25T04:00:00Z,116843.37,115356.18,-1.2728,-4830.37,59,vtrend_ema21_d1_trail_stop,16513,2025-07-15T07:59:59Z,116779.12,117236.03,111676.93,1428.79,1046.14,0.001991,1,0,x0_trail_stop,0.9231,,,,,,1,1,1,1,1
163,1753588800000,2025-07-27T04:00:00Z,1754006400000,2025-08-01T00:00:00Z,118247.84,115700.41,-2.1543,-7815.22,29,vtrend_ema21_d1_trail_stop,16584,2025-07-27T03:59:59Z,118182.83,117809.86,116088.17,1043.7,1078.14,0.000638,1,11,x0_trail_stop,1.0,,,,,,0,0,0,0,0
164,1754755200000,2025-08-09T16:00:00Z,1755187200000,2025-08-14T16:00:00Z,116956.78,118192.23,1.0563,3237.0,30,vtrend_ema21_d1_trail_stop,16665,2025-08-09T15:59:59Z,116892.47,115937.53,115870.96,906.88,919.83,0.007504,1,51,x0_trail_stop,1.0,,,,,,0,0,0,0,0
165,1757563200000,2025-09-11T04:00:00Z,1758456000000,2025-09-21T12:00:00Z,114462.94,115539.88,0.9409,2870.44,62,vtrend_ema21_d1_trail_stop,16860,2025-09-11T03:59:59Z,114400.01,112091.88,112031.42,943.9,927.72,0.020862,1,164,x0_trail_stop,1.0,,,,,,0,0,0,0,0
