strategy,scenario,trade_id,entry_ts_ms,exit_ts_ms,entry_time,exit_time,entry_fill_price,exit_fill_price,entry_mid_price,exit_mid_price,qty,gross_return_pct,net_return_pct,pnl_usd,holding_bars,holding_days,entry_reason,exit_reason
E0_EMA21,harsh,1,1546646400000,1547107200000,2019-01-05T00:00:00Z,2019-01-10T08:00:00Z,3793.88,3773.76,3790.09,3777.54,2.6318754772608846,-0.3311,-0.5303,-67.85,32,5.33,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,harsh,2,1549742400000,1551024000000,2019-02-09T20:00:00Z,2019-02-24T16:00:00Z,3657.21,3774.48,3653.56,3778.26,2.7076136317271264,3.4131,3.2065,302.19,89,14.83,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,harsh,3,1551297600000,1551686400000,2019-02-27T20:00:00Z,2019-03-04T08:00:00Z,3817.05,3723.27,3813.24,3727.0,2.669395468735805,-2.2616,-2.4569,-265.24,27,4.5,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,harsh,4,1551830400000,1553529600000,2019-03-06T00:00:00Z,2019-03-25T16:00:00Z,3861.44,3958.96,3857.58,3962.92,2.566172796662184,2.7307,2.5255,235.01,118,19.67,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,harsh,5,1553572800000,1554984000000,2019-03-26T04:00:00Z,2019-04-11T12:00:00Z,3940.08,4996.01,3936.14,5001.01,2.570746135812209,27.0537,26.7998,2695.27,98,16.33,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,harsh,6,1555084800000,1556236800000,2019-04-12T16:00:00Z,2019-04-26T00:00:00Z,5042.49,5215.25,5037.45,5220.47,2.5394209178580165,3.6332,3.4261,418.85,80,13.33,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,harsh,7,1556323200000,1558065600000,2019-04-27T00:00:00Z,2019-05-17T04:00:00Z,5320.32,7336.6,5315.0,7343.94,2.48181585510236,38.1738,37.8978,4976.73,121,20.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,harsh,8,1558123200000,1559260800000,2019-05-17T20:00:00Z,2019-05-31T00:00:00Z,7142.87,8258.83,7135.73,8267.1,2.5414922654069216,15.855,15.6235,2804.74,79,13.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,harsh,9,1559332800000,1559606400000,2019-05-31T20:00:00Z,2019-06-04T00:00:00Z,8453.17,8107.55,8444.72,8115.66,2.475627255935313,-3.8966,-4.0887,-885.73,19,3.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,harsh,10,1559995200000,1560009600000,2019-06-08T12:00:00Z,2019-06-08T16:00:00Z,7989.31,7911.18,7981.33,7919.1,2.5047383112750747,-0.7797,-0.9779,-225.42,1,0.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trend_exit
E0_EMA21,harsh,11,1560398400000,1561651200000,2019-06-13T04:00:00Z,2019-06-27T16:00:00Z,8090.09,11818.17,8082.01,11830.0,2.4420093857238254,46.3745,46.082,9060.71,87,14.5,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,harsh,12,1561795200000,1561996800000,2019-06-29T08:00:00Z,2019-07-01T16:00:00Z,11889.38,10379.78,11877.5,10390.17,2.4201125337416385,-12.5222,-12.697,-3691.08,14,2.33,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,harsh,13,1562126400000,1562832000000,2019-07-03T04:00:00Z,2019-07-11T08:00:00Z,11300.75,11574.02,11289.46,11585.6,2.2162235815590803,2.6232,2.4181,567.14,49,8.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,harsh,14,1562904000000,1563120000000,2019-07-12T04:00:00Z,2019-07-14T16:00:00Z,11200.7,10402.77,11189.51,10413.18,2.283229460841564,-6.938,-7.124,-1857.49,15,2.5,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,harsh,15,1564862400000,1565467200000,2019-08-03T20:00:00Z,2019-08-10T20:00:00Z,10861.99,11320.23,10851.14,11331.56,2.180148593085463,4.4274,4.2187,962.01,42,7.0,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,harsh,16,1565524800000,1565712000000,2019-08-11T12:00:00Z,2019-08-13T16:00:00Z,11481.1,10941.79,11469.63,10952.74,2.143161584211933,-4.5066,-4.6974,-1191.01,13,2.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,harsh,17,1567756800000,1568001600000,2019-09-06T08:00:00Z,2019-09-09T04:00:00Z,10726.59,10289.92,10715.87,10300.22,2.179609964061909,-3.8788,-4.0709,-985.4,17,2.83,vtrend_ema21_d1_entry,vtrend_ema21_d1_trail_stop
E0_EMA21,harsh,18,1568476800000,1568664000000,2019-09-14T16:00:00Z,2019-09-16T20:00:00Z,10368.14,10111.27,10357.78,10121.39,2.156687045193831,-2.2822,-2.4775,-586.7,13,2.17,vtrend_ema21_d1_entry,vtrend_ema21_d1_trend_exit
