close_time,nav_candidate,nav_baseline,nav_vtrend,exposure_candidate,exposure_baseline,exposure_vtrend
1547438399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547452799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547467199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547481599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547495999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547510399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547524799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547539199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547553599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547567999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547582399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547596799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547611199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547625599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547639999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547654399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547668799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547683199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547697599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547711999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547726399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547740799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547755199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547769599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547783999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547798399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547812799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547827199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547841599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547855999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547870399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547884799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547899199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547913599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547927999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547942399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547956799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547971199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547985599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1547999999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548014399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548028799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548043199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548057599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548071999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548086399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548100799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548115199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548129599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548143999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548158399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548172799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548187199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548201599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548215999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548230399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548244799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548259199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548273599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548287999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548302399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548316799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548331199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548345599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548359999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548374399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548388799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548403199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548417599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548431999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548446399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548460799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548475199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548489599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548503999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548518399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548532799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548547199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548561599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548575999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548590399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548604799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548619199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548633599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548647999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548662399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548676799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548691199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548705599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548719999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548734399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548748799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548763199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548777599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548791999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548806399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548820799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548835199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548849599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548863999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548878399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548892799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548907199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548921599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548935999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548950399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548964799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548979199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1548993599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549007999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549022399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549036799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549051199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549065599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549079999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549094399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549108799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549123199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549137599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549151999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549166399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549180799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549195199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549209599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549223999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549238399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549252799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549267199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549281599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549295999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549310399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549324799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549339199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549353599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549367999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549382399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549396799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549411199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549425599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549439999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549454399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549468799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549483199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549497599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549511999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549526399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549540799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549555199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549569599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549583999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549598399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549612799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549627199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549641599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549655999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549670399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549684799999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549699199999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549713599999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549727999999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549742399999,10000.0,10000.0,9935.028418636713,0.0,0.0,0.0
1549756799999,10000.0,10000.0,9941.754586945774,0.0,0.0,1.0
1549771199999,10000.0,10000.0,9913.70746717839,0.0,0.0,1.0
1549785599999,10000.0,10000.0,9852.079753337484,0.0,0.0,1.0
1549799999999,10000.0,10000.0,9868.951424996396,0.0,0.0,1.0
1549814399999,10000.0,10000.0,9837.106822862053,0.0,0.0,1.0
1549828799999,10000.0,10000.0,9888.88820742292,0.0,0.0,1.0
1549843199999,10000.0,10000.0,9982.116399531718,0.0,0.0,1.0
1549857599999,10000.0,10000.0,9827.640241818712,0.0,0.0,1.0
1549871999999,10000.0,10000.0,9861.627709002976,0.0,0.0,1.0
1549886399999,10000.0,10000.0,9835.913328403867,0.0,0.0,1.0
1549900799999,10000.0,10000.0,9881.591616303553,0.0,0.0,1.0
1549915199999,10000.0,10000.0,9884.168479338272,0.0,0.0,1.0
1549929599999,10000.0,10000.0,9849.177391814168,0.0,0.0,1.0
1549943999999,10000.0,10000.0,9830.162855105333,0.0,0.0,1.0
1549958399999,10000.0,10000.0,9834.095961842537,0.0,0.0,1.0
1549972799999,10000.0,10000.0,9794.792019344532,0.0,0.0,1.0
1549987199999,10000.0,10000.0,9819.285780611406,0.0,0.0,1.0
1550001599999,10000.0,10000.0,9876.031017123365,0.0,0.0,1.0
1550015999999,10000.0,10000.0,9850.289511650206,0.0,0.0,1.0
1550030399999,10000.0,10000.0,9874.864647539227,0.0,0.0,1.0
1550044799999,10000.0,10000.0,9857.179229658828,0.0,0.0,1.0
1550059199999,10000.0,10000.0,9802.359859204396,0.0,0.0,1.0
1550073599999,10000.0,10000.0,9751.663469605517,0.0,0.0,1.0
1550087999999,10000.0,10000.0,9772.956495734526,0.0,0.0,1.0
1550102399999,10000.0,10000.0,9790.45203949658,0.0,0.0,1.0
1550116799999,10000.0,10000.0,9797.504506749501,0.0,0.0,1.0
1550131199999,10000.0,10000.0,9778.815468529261,0.0,0.0,1.0
1550145599999,10000.0,10000.0,9724.104597571028,0.0,0.0,1.0
1550159999999,10000.0,10000.0,9767.504396050539,0.0,0.0,1.0
1550174399999,10000.0,10000.0,9780.388711224143,0.0,0.0,1.0
1550188799999,10000.0,10000.0,9739.348776786956,0.0,0.0,1.0
1550203199999,10000.0,10000.0,9802.305609456296,0.0,0.0,1.0
1550217599999,10000.0,10000.0,9805.641968964408,0.0,0.0,1.0
1550231999999,10000.0,10000.0,9786.654557129623,0.0,0.0,1.0
1550246399999,10000.0,10000.0,9726.247462620955,0.0,0.0,1.0
1550260799999,10000.0,10000.0,9754.294582388338,0.0,0.0,1.0
1550275199999,10000.0,10000.0,9771.654501780142,0.0,0.0,1.0
1550289599999,10000.0,10000.0,9829.023610395245,0.0,0.0,1.0
1550303999999,10000.0,10000.0,9811.311067640796,0.0,0.0,1.0
1550318399999,10000.0,10000.0,9835.506455293122,0.0,0.0,1.0
1550332799999,10000.0,10000.0,9858.291349494864,0.0,0.0,1.0
1550347199999,10000.0,10000.0,9854.954989986752,0.0,0.0,1.0
1550361599999,10000.0,10000.0,9814.891551015355,0.0,0.0,1.0
1550375999999,10000.0,10000.0,9844.023665744726,0.0,0.0,1.0
1550390399999,10000.0,10000.0,9876.844763344856,0.0,0.0,1.0
1550404799999,10000.0,10000.0,9829.321984009792,0.0,0.0,1.0
1550419199999,10000.0,10000.0,9825.768625509281,0.0,0.0,1.0
1550433599999,10000.0,10000.0,9825.714375761183,0.0,0.0,1.0
1550447999999,10000.0,10000.0,9948.2645567177,0.0,0.0,1.0
1550462399999,10000.0,10000.0,10130.218211843048,0.0,0.0,1.0
1550476799999,10000.0,10000.0,10122.16212425029,0.0,0.0,1.0
1550491199999,10000.0,10000.0,10159.26895195027,0.0,0.0,1.0
1550505599999,10000.0,10000.0,10370.870094411934,0.0,0.0,1.0
1550519999999,10000.0,10000.0,10565.138442355843,0.0,0.0,1.0
1550534399999,10000.0,10000.0,10574.903397013732,0.0,0.0,1.0
1550548799999,10000.0,10000.0,10538.176317550447,0.0,0.0,1.0
1550563199999,10000.0,10000.0,10622.12780273425,0.0,0.0,1.0
1550577599999,10000.0,10000.0,10575.554393990926,0.0,0.0,1.0
1550591999999,10000.0,10000.0,10773.593099427742,0.0,0.0,1.0
1550606399999,10000.0,10000.0,10761.007157868684,0.0,0.0,1.0
1550620799999,10000.0,10000.0,10599.831156265402,0.0,0.0,1.0
1550635199999,10000.0,10000.0,10611.657601351068,0.0,0.0,1.0
1550649599999,10000.0,10000.0,10615.07533548133,0.0,0.0,1.0
1550663999999,10000.0,10000.0,10741.395873930755,0.0,0.0,1.0
1550678399999,10000.0,10000.0,10681.531276903079,0.0,0.0,1.0
1550692799999,10000.0,10000.0,10730.600174058976,0.0,0.0,1.0
1550707199999,10000.0,10000.0,10767.869751003256,0.0,0.0,1.0
1550721599999,10000.0,10000.0,10764.343517376796,0.0,0.0,1.0
1550735999999,10000.0,10000.0,10754.171689608162,0.0,0.0,1.0
1550750399999,10000.0,10000.0,10663.08636254929,0.0,0.0,1.0
1550764799999,10000.0,10000.0,10660.048376655723,0.0,0.0,1.0
1550779199999,10000.0,10000.0,10649.062802665596,0.0,0.0,1.0
1550793599999,10000.0,10000.0,10679.903784460099,0.0,0.0,1.0
1550807999999,10000.0,10000.0,10722.544086466218,0.0,0.0,1.0
1550822399999,10000.0,10000.0,10687.200375579467,0.0,0.0,1.0
1550836799999,10000.0,10000.0,10738.602011903637,0.0,0.0,1.0
1550851199999,10000.0,10000.0,10726.531442951522,0.0,0.0,1.0
1550865599999,10000.0,10000.0,10755.96193129544,0.0,0.0,1.0
1550879999999,10000.0,10000.0,10746.875098488794,0.0,0.0,1.0
1550894399999,10000.0,10000.0,10768.032500247555,0.0,0.0,1.0
1550908799999,10000.0,10000.0,10713.592878029818,0.0,0.0,1.0
1550923199999,10000.0,10000.0,10728.51155875715,0.0,0.0,1.0
1550937599999,10000.0,10000.0,10692.598225515354,0.0,0.0,1.0
1550951999999,10000.0,10000.0,11122.25623046251,0.0,0.0,1.0
1550966399999,10000.0,10000.0,11169.372136686829,0.0,0.0,1.0
1550980799999,10000.0,10000.0,11310.258732500939,0.0,0.0,1.0
1550995199999,10000.0,10000.0,11303.314764744218,0.0,0.0,1.0
1551009599999,10000.0,10000.0,11242.392297628605,0.0,0.0,1.0
1551023999999,10000.0,10000.0,10249.540532787652,0.0,0.0,1.0
1551038399999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551052799999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551067199999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551081599999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551095999999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551110399999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551124799999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551139199999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551153599999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551167999999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551182399999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551196799999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551211199999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551225599999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551239999999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551254399999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551268799999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551283199999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551297599999,10000.0,10000.0,10222.879387044446,0.0,0.0,0.0
1551311999999,10000.0,10000.0,10210.28450569776,0.0,0.0,0.9999999999999998
1551326399999,10000.0,10000.0,10207.262659191163,0.0,0.0,0.9999999999999998
1551340799999,10000.0,10000.0,10220.954565486536,0.0,0.0,0.9999999999999998
1551355199999,10000.0,10000.0,10252.40316275872,0.0,0.0,0.9999999999999998
1551369599999,10000.0,10000.0,10303.373423303603,0.0,0.0,0.9999999999999998
1551383999999,10000.0,10000.0,10218.414075060637,0.0,0.0,0.9999999999999998
1551398399999,10000.0,10000.0,10198.571507734141,0.0,0.0,0.9999999999999998
1551412799999,10000.0,10000.0,10229.859652979425,0.0,0.0,0.9999999999999998
1551427199999,10000.0,10000.0,10266.309005089957,0.0,0.0,0.9999999999999998
1551441599999,10000.0,10000.0,10238.417094414033,0.0,0.0,0.9999999999999998
1551455999999,10000.0,10000.0,10238.283384391616,0.0,0.0,0.9999999999999998
1551470399999,10000.0,10000.0,10282.327465775365,0.0,0.0,0.9999999999999998
1551484799999,10000.0,10000.0,10223.468313907952,0.0,0.0,0.9999999999999998
1551499199999,10000.0,10000.0,10257.831789668799,0.0,0.0,0.9999999999999998
1551513599999,10000.0,10000.0,10168.540236699564,0.0,0.0,0.9999999999999998
1551527999999,10000.0,10000.0,10207.31614320013,0.0,0.0,0.9999999999999998
1551542399999,10000.0,10000.0,10194.399755034769,0.0,0.0,0.9999999999999998
1551556799999,10000.0,10000.0,10217.237426863378,0.0,0.0,0.9999999999999998
1551571199999,10000.0,10000.0,10215.258518531624,0.0,0.0,0.9999999999999998
1551585599999,10000.0,10000.0,10228.148164692502,0.0,0.0,0.9999999999999998
1551599999999,10000.0,10000.0,10229.191102867346,0.0,0.0,0.9999999999999998
1551614399999,10000.0,10000.0,10218.119913011322,0.0,0.0,0.9999999999999998
1551628799999,10000.0,10000.0,10150.248705633088,0.0,0.0,0.9999999999999998
1551643199999,10000.0,10000.0,10183.355307183228,0.0,0.0,0.9999999999999998
1551657599999,10000.0,10000.0,10182.68675707115,0.0,0.0,0.9999999999999998
1551671999999,10000.0,10000.0,10160.972249430832,0.0,0.0,0.9999999999999998
1551686399999,10000.0,10000.0,9966.74507086972,0.0,0.0,0.9999999999999998
1551700799999,10000.0,10000.0,9941.845646258891,0.0,0.0,0.0
1551715199999,10000.0,10000.0,9941.845646258891,0.0,0.0,0.0
1551729599999,10000.0,10000.0,9941.845646258891,0.0,0.0,0.0
1551743999999,10000.0,10000.0,9941.845646258891,0.0,0.0,0.0
1551758399999,10000.0,10000.0,9941.845646258891,0.0,0.0,0.0
1551772799999,10000.0,10000.0,9960.30420866592,0.0,0.0,1.0
1551787199999,10000.0,10000.0,9988.001396975442,0.0,0.0,1.0
1551801599999,10000.0,10000.0,10241.709778607206,0.0,0.0,1.0
1551815999999,10000.0,10000.0,10298.199222459316,0.0,0.0,1.0
