peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,13326.27,2019-05-12T15:59:59Z,12266.09,2019-05-13T15:59:59Z,7.96,2,8,0.3,1.3
2019-05-14T07:59:59Z,14717.75,2019-06-09T23:59:59Z,12247.48,2019-06-17T23:59:59Z,16.78,160,208,26.7,34.7
2019-06-26T19:59:59Z,21860.31,2020-07-05T15:59:59Z,15296.26,2020-11-05T03:59:59Z,30.03,2249,2984,374.8,497.3
2020-11-06T07:59:59Z,24212.25,2020-11-12T03:59:59Z,22508.96,2020-11-17T15:59:59Z,7.03,35,68,5.8,11.3
2020-11-24T15:59:59Z,27391.29,2020-11-26T19:59:59Z,24000.17,2020-12-16T23:59:59Z,12.38,13,134,2.2,22.3
2020-12-21T07:59:59Z,31157.65,2020-12-21T11:59:59Z,29490.56,2020-12-25T11:59:59Z,5.35,1,25,0.2,4.2
2021-01-03T07:59:59Z,44243.41,2021-01-04T11:59:59Z,39608.47,2021-01-06T07:59:59Z,10.48,7,18,1.2,3.0
2021-01-08T11:59:59Z,52783.28,2021-01-27T15:59:59Z,41797.65,2021-02-11T15:59:59Z,20.81,115,205,19.2,34.2
2021-02-21T19:59:59Z,61988.09,2021-03-06T15:59:59Z,54710.83,2021-03-11T23:59:59Z,11.74,77,109,12.8,18.2
2021-03-14T03:59:59Z,66002.82,2021-03-25T15:59:59Z,56352.8,2021-04-30T15:59:59Z,14.62,69,285,11.5,47.5
2021-05-03T07:59:59Z,68394.67,2021-09-28T23:59:59Z,51273.36,2021-10-10T07:59:59Z,25.03,892,960,148.7,160.0
2021-10-20T15:59:59Z,82231.79,2021-10-27T23:59:59Z,73615.59,2021-11-09T03:59:59Z,10.48,44,117,7.3,19.5
2021-11-09T03:59:59Z,83270.18,2023-10-12T15:59:59Z,55530.83,2024-02-09T11:59:59Z,33.31,4215,4934,702.5,822.3
2024-03-04T23:59:59Z,111536.5,2024-03-05T19:59:59Z,101160.89,2024-03-08T19:59:59Z,9.3,5,23,0.8,3.8
2024-03-13T19:59:59Z,119284.02,2024-03-23T03:59:59Z,109512.83,2024-03-28T15:59:59Z,8.19,56,89,9.3,14.8
2024-03-28T15:59:59Z,119400.66,2024-08-07T19:59:59Z,82604.68,2024-11-11T23:59:59Z,30.82,793,1370,132.2,228.3
2024-11-13T15:59:59Z,127352.91,2024-11-14T23:59:59Z,120469.35,2024-11-19T19:59:59Z,5.41,8,37,1.3,6.2
2024-12-05T03:59:59Z,140005.47,2024-12-30T15:59:59Z,125728.92,2025-01-17T15:59:59Z,10.2,153,261,25.5,43.5
2025-01-20T11:59:59Z,146694.14,2025-04-03T19:59:59Z,106350.01,2025-07-14T07:59:59Z,27.5,440,1049,73.3,174.8
2025-07-14T07:59:59Z,147326.55,2025-09-06T19:59:59Z,125121.99,,15.07,327,,54.5,
