signal,direction,threshold,sharpe,cagr,mdd,trades,fold,measurement,operator
imbalance_ratio_base,le,-0.06802633141,1.1994868060783623,0.47586196305995654,-0.5041652924379203,96,2,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.055628271449,1.242221469571768,0.5293432500490629,-0.45291611000928356,110,2,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.045196424101,1.2150514892551352,0.5211047853389523,-0.4421043919625002,112,2,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.036138747437,0.9917967124506185,0.3890210449274447,-0.4497439007906181,117,2,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.026379696652,1.065424889496719,0.44499572701520096,-0.44785142954476587,122,2,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.017662270676,1.1025637122837577,0.4727900589576277,-0.47183399272503956,127,2,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.009937183551,1.0134713247923102,0.4199890936699213,-0.5014830217868705,131,2,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.002753178547,1.0315691560775997,0.4360638803523931,-0.5367597953306393,134,2,imbalance_ratio_base,level
imbalance_ratio_base,le,0.0,1.0384299258165999,0.44195508472914313,-0.5217448579072859,134,2,imbalance_ratio_base,level
imbalance_ratio_base,le,0.003803880992,1.1037158279268555,0.4866415885746551,-0.5141667146192819,135,2,imbalance_ratio_base,level
imbalance_ratio_base,le,0.011157268041,1.1614731550870676,0.5309583552508776,-0.47377164441367703,137,2,imbalance_ratio_base,level
imbalance_ratio_base,le,0.019187283954,1.190930700672869,0.5549569653320268,-0.475771221334661,137,2,imbalance_ratio_base,level
imbalance_ratio_base,le,0.028632361573,1.1379177299267582,0.5195427874584484,-0.4972763796862635,139,2,imbalance_ratio_base,level
imbalance_ratio_base,le,0.039873182413,1.151088683432135,0.5289780863441886,-0.4991588397343806,139,2,imbalance_ratio_base,level
imbalance_ratio_base,le,0.054078710954,1.1123668486158624,0.5023240490193865,-0.4991588397343807,140,2,imbalance_ratio_base,level
imbalance_ratio_base,le,0.070551624624,1.1151598837998686,0.5040130989095579,-0.499158839734381,140,2,imbalance_ratio_base,level
imbalance_ratio_base,le,0.090947039946,1.1431492081510781,0.523788364056575,-0.4991588397343809,140,2,imbalance_ratio_base,level
imbalance_ratio_base,le,0.122865430491,1.1503156356825444,0.5289033938377032,-0.4991588397343809,140,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.117628293688,1.2071956891751434,0.5412048696884628,-0.49915883973438047,195,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.0891662921,1.1932997897582824,0.5317047842215441,-0.49636626559892283,193,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.071318572422,1.226381255678187,0.5538187060403845,-0.479514101846812,191,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.0581580674,1.2244863712253158,0.5509711350700484,-0.4795141018468124,190,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.04693427537,1.2361239104127206,0.5584390977820828,-0.4737945668039243,189,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.037243721342,1.2308120139185357,0.5539617276968751,-0.4698084407133991,188,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.027725357786,1.220324629525527,0.5458356912213358,-0.4698084407133992,186,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.019183616994,1.2223919990822074,0.5464645329800526,-0.4510374916699227,184,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.01181441181,1.2090594898210767,0.5350162638891247,-0.470594943757389,182,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.005217152818,1.262889154276389,0.5647747175445765,-0.4386042352551601,180,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.0,1.243909514911196,0.5484868750337586,-0.40389863646020707,176,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.000499261806,1.2447765235834334,0.5491674178594861,-0.40389863646020707,176,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.007353370548,1.2403853740394726,0.5391347087459963,-0.39636813194522647,171,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.014272615349,1.2953691427343763,0.5665527892777014,-0.39006740279193974,164,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.02268757654,1.2445018837439525,0.5251256457316724,-0.38708978268019345,157,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.033356832241,1.072794085937274,0.41128588856870274,-0.42654146170257423,148,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.047530313948,1.2311791209714755,0.4875898235244329,-0.38354341277636783,131,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.062195904481,1.271038177099327,0.4939831212236385,-0.34635136089337737,122,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.081567648931,1.4849823706942917,0.5742678872650759,-0.3288322849389229,100,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.111199876457,1.0973280093782378,0.3375750074978725,-0.41307584608546866,80,3,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.117628293688,1.1405467339302493,0.3440497277426169,-0.475386417019372,91,3,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.0891662921,1.1820137913875028,0.40877375109609204,-0.5175813759542083,118,3,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.071318572422,1.171559011090429,0.4289648557188195,-0.5041652924379203,130,3,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.0581580674,1.1163354118198923,0.4200641648891392,-0.45291611000928356,146,3,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.04693427537,1.21405394930742,0.48524485911019677,-0.4421043919625002,152,3,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.037243721342,1.167986319521064,0.4680592063460247,-0.44974390079061843,161,3,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.027725357786,1.2650219128797198,0.5420742494786583,-0.44785142954476587,168,3,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.019183616994,1.2285159047937795,0.5289153149457986,-0.4718339927250397,175,3,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.01181441181,1.182789426274115,0.5043478717335812,-0.48812969574643017,181,3,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.005217152818,1.196529055550808,0.5181392485745724,-0.5408328606090105,185,3,imbalance_ratio_base,level
imbalance_ratio_base,le,0.0,1.1705596056252991,0.5045092955359021,-0.5217448579072859,187,3,imbalance_ratio_base,level
imbalance_ratio_base,le,0.000499261806,1.1705596056252991,0.5045092955359021,-0.5217448579072859,187,3,imbalance_ratio_base,level
imbalance_ratio_base,le,0.007353370548,1.243367220112691,0.5570614875947992,-0.5070795347167354,189,3,imbalance_ratio_base,level
imbalance_ratio_base,le,0.014272615349,1.3094130546708844,0.6075789622769083,-0.47429585160878673,190,3,imbalance_ratio_base,level
imbalance_ratio_base,le,0.02268757654,1.2854000338662215,0.5918996835851502,-0.4757712213346611,192,3,imbalance_ratio_base,level
imbalance_ratio_base,le,0.033356832241,1.2627860268608107,0.5780252499748293,-0.4972763796862628,193,3,imbalance_ratio_base,level
imbalance_ratio_base,le,0.047530313948,1.2327693889370979,0.5579620854765754,-0.499158839734381,194,3,imbalance_ratio_base,level
imbalance_ratio_base,le,0.062195904481,1.228817371744718,0.5551354032957505,-0.49915883973438047,194,3,imbalance_ratio_base,level
imbalance_ratio_base,le,0.081567648931,1.2281751512440517,0.5547262275666722,-0.49915883973438047,194,3,imbalance_ratio_base,level
imbalance_ratio_base,le,0.111199876457,1.2251487770349956,0.5533566346798648,-0.4991588397343806,195,3,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.128821835303,1.2149934180098108,0.52862760706024,-0.49915883973438047,229,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.098072444703,1.2071116820002257,0.5232523166118039,-0.4963662655989224,228,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.077875330684,1.2302136343089527,0.5380397786822599,-0.479514101846812,225,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.063052789866,1.2451449269101444,0.5471562260942036,-0.4795141018468122,223,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.051366622485,1.2269459414673711,0.5340638039154528,-0.47951410184681287,221,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.041302094636,1.2373617249104703,0.539233432876657,-0.46884892777145826,220,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.031634712783,1.2163675295356573,0.5255242173880765,-0.46980844071339967,219,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.022268365656,1.191128677812278,0.5082083543775318,-0.46980844071339967,218,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.014198873571,1.166695062237868,0.4905077174870218,-0.47535283404834716,214,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.006757946,1.2379814219669663,0.5298642192875027,-0.4386042352551601,212,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.000233681052,1.2161880705745527,0.5130204203112969,-0.40389863646020707,208,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.0,1.2161880705745527,0.5130204203112969,-0.40389863646020707,208,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.006687684864,1.1809831083975377,0.4887855724268946,-0.4236430792500202,204,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.014004632119,1.251446998381713,0.5213836906616138,-0.39006740279193974,195,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.02278378371,1.1883252513388756,0.47501451695826047,-0.38708978268019345,188,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.03378694713,1.0482337860840027,0.3858565461270089,-0.42654146170257423,177,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.048226652569,1.18361952357039,0.4456995958118797,-0.3835434127763677,159,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.063132547501,1.2488231189561672,0.4654357112733296,-0.3382968721498687,148,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.08364489866,1.400164886216241,0.5076119206409508,-0.32966528488576496,123,4,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.114181669501,1.0163406462197386,0.29278551870227476,-0.45145396839468444,101,4,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.128821835303,1.1819026049754753,0.3362358069588356,-0.29821314186220893,103,4,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.098072444703,1.0908552433423089,0.3475633757296177,-0.47089173911555493,141,4,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.077875330684,1.134815429930671,0.393530575870898,-0.5294240534324584,157,4,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.063052789866,1.1336068432888844,0.41634917970371577,-0.5066191225275103,170,4,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.051366622485,1.2693650495064759,0.49902316906136135,-0.45291611000928356,180,4,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.041302094636,1.2017341243967354,0.47134945968766306,-0.44974390079061777,189,4,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.031634712783,1.2385237349055127,0.5011635049635637,-0.449743900790618,198,4,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.022268365656,1.2866661423446364,0.5455540243469226,-0.4582079234378623,204,4,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.014198873571,1.2524448943409263,0.5285574818700263,-0.45814740513109564,212,4,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.006757946,1.2223070575138162,0.518194958493845,-0.5010384798485241,218,4,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.000233681052,1.1709489452079136,0.4885199678557457,-0.5217448579072859,221,4,imbalance_ratio_base,level
imbalance_ratio_base,le,0.0,1.1709489452079136,0.4885199678557457,-0.5217448579072859,221,4,imbalance_ratio_base,level
imbalance_ratio_base,le,0.006687684864,1.236818123541953,0.5337833483232097,-0.5070795347167352,224,4,imbalance_ratio_base,level
imbalance_ratio_base,le,0.014004632119,1.275309280638109,0.5640138863269684,-0.47429585160878673,225,4,imbalance_ratio_base,level
imbalance_ratio_base,le,0.02278378371,1.2564360064391498,0.5525392611139022,-0.4757712213346611,227,4,imbalance_ratio_base,level
imbalance_ratio_base,le,0.03378694713,1.2496075069970236,0.5499850704061864,-0.4972763796862628,228,4,imbalance_ratio_base,level
imbalance_ratio_base,le,0.048226652569,1.2140868277099548,0.5274019245439261,-0.4991588397343807,229,4,imbalance_ratio_base,level
imbalance_ratio_base,le,0.063132547501,1.218513338544345,0.5299604777423048,-0.49915883973438047,229,4,imbalance_ratio_base,level
imbalance_ratio_base,le,0.08364489866,1.2315995421411843,0.5386787069072507,-0.4991588397343807,229,4,imbalance_ratio_base,level
imbalance_ratio_base,le,0.114181669501,1.2161002011373472,0.5294669257567761,-0.4991588397343806,230,4,imbalance_ratio_base,level
ema12_imbalance_ratio_base,ge,-0.059693162147,1.581851600292673,0.9609995240333631,-0.38702407715244047,96,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,-0.04865848624,1.596661805920838,0.9630210427379606,-0.38792167509644915,94,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,-0.04015290364,1.4397866743971848,0.8081673012395838,-0.4041301501101795,94,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,-0.032685609718,1.435406209481236,0.7835799096832075,-0.4006918304551671,89,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,-0.025548369861,1.4700032484755183,0.8025283207296188,-0.43666753298807326,87,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,-0.021124113936,1.5247545432465992,0.8315642471965965,-0.43997978614779076,85,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,-0.015863668111,1.531450994461453,0.8282304536556795,-0.42475983392004335,80,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,-0.01154005313,1.48179181286946,0.7614762871321998,-0.4145698125879267,75,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,-0.006490961334,1.4215200822185021,0.7090969008609023,-0.42965279175534676,74,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,-0.001099920219,1.435523161562214,0.7080886626735363,-0.4296527917553472,70,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,0.0,1.4132795493161436,0.6886723899447826,-0.4315076638888481,69,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,0.004752244487,1.3474948217467315,0.6097764813433226,-0.4623651598202714,65,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,0.011772467943,1.3224857850629728,0.5678553760096303,-0.38443912382266576,60,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,0.018353276354,1.4298983932978508,0.6079123693796527,-0.35807253007579987,54,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,0.024952881276,1.414032273792437,0.5505031988398714,-0.3777792775711716,49,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,0.033286660709,1.6672564489723394,0.6061546122630057,-0.3933529445480124,42,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,0.041920803097,0.8756533003553864,0.21525095338820233,-0.39339639834752704,35,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,0.050739504834,0.9935551476578358,0.23523024585322427,-0.3082156964264309,31,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,0.062687112368,1.2964713614016523,0.31034168717718247,-0.22712595457990203,23,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,0.077640714855,1.4490969606188528,0.29266730499387394,-0.18268498297498204,16,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,-0.059693162147,1.0088540767907788,0.21851440980888848,-0.28566814723918166,23,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,-0.04865848624,0.5416961784560774,0.10971591446736295,-0.3730624224378539,31,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,-0.04015290364,0.5862095269055576,0.13924667044168593,-0.3960847135848712,38,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,-0.032685609718,0.20637695086888638,0.008908504303107856,-0.5213622965893638,51,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,-0.025548369861,0.7350231234633495,0.23900429363675824,-0.430992323164755,61,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,-0.021124113936,0.6800776141078739,0.21615410347308006,-0.4837214947219586,65,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,-0.015863668111,0.8800008341011599,0.3264832113473781,-0.5002047360361175,67,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,-0.01154005313,1.1989206968043267,0.5391869725340328,-0.3939789047428732,69,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,-0.006490961334,1.0597795075959016,0.45086591078864346,-0.43281284421399824,74,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,-0.001099920219,1.0609371084841992,0.4553579067007587,-0.4825543204276469,76,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,0.0,1.0147829260048324,0.4265048950790302,-0.5114644394666721,76,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,0.004752244487,0.9305019255694166,0.37661826724664604,-0.5162846306309131,79,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,0.011772467943,0.9996611145620905,0.4293710918772067,-0.5063804473490117,85,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,0.018353276354,1.3036697899184895,0.6792009216104886,-0.4151107777637453,88,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,0.024952881276,1.3046954983301073,0.6898217965070734,-0.3940412470635343,90,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,0.033286660709,1.3319451954967285,0.7173926808334099,-0.39445958556962246,92,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,0.041920803097,1.5594954990758347,0.9328734333938051,-0.39533046847973097,93,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,0.050739504834,1.602708597058773,0.9789055759119887,-0.39282532829449446,94,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,0.062687112368,1.5790500019492244,0.9576175896818906,-0.3897039950325648,95,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,le,0.077640714855,1.6292100171113708,1.0119002431524815,-0.38405429710278804,97,1,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,-0.055408062872,1.1346480310347682,0.5159781988805274,-0.4824001187233067,137,2,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,-0.043378588256,1.0622039219803512,0.4606997165754989,-0.482400118723307,135,2,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,-0.033790434324,1.0624963205903295,0.455063735071664,-0.4851964610375791,131,2,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,-0.027135017326,1.0778000896463724,0.457421078435861,-0.43666753298807326,127,2,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,-0.021976607872,1.1434752777063133,0.4921758039118804,-0.43997978614779076,124,2,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,-0.01692010214,1.1154520538091155,0.4700467319900925,-0.4364509187325438,119,2,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,-0.013130543789,1.1950235243560134,0.5084734754367333,-0.43350004269072084,110,2,imbalance_ratio_base,ema12
ema12_imbalance_ratio_base,ge,-0.009234197936,1.1949194426201677,0.5035694572897718,-0.41456981258792647,106,2,imbalance_ratio_base,ema12
