signal,direction,threshold,sharpe,cagr,mdd,trades,fold,measurement,operator
imbalance_ratio_base,ge,-0.121873920574,1.568273927431793,0.9514521389387562,-0.38702407715244047,98,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.093384615248,1.5507133246235065,0.933966090606567,-0.38702407715244047,97,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.075102459218,1.5908272000820742,0.97415596311726,-0.38528704868158836,96,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.061777496239,1.5827235225583014,0.9612397126788705,-0.4038514432655441,95,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.05051013527,1.57190641346971,0.9504858906265266,-0.40338280772316426,95,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.040661256301,1.570247694504841,0.9477557964371632,-0.40338280772316426,95,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.030764751383,1.5629189637721825,0.9397205824139216,-0.40338280772316426,94,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.020572577548,1.5380820148093732,0.9143143832175222,-0.40425645111630126,93,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.010788921,1.5312598549299778,0.9020655080362754,-0.4107331776594858,92,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.001953107712,1.565569683537402,0.9204483561848891,-0.37689806840126405,90,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.0,1.4896285805486056,0.843358572496139,-0.39636813194522647,90,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.007471425351,1.5107977125219811,0.8476329155071793,-0.39636813194522647,88,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.016966956105,1.5573059299896843,0.8767769876946852,-0.3900674027919394,86,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.027143934838,1.4787977016848646,0.790951235410136,-0.3843936481184884,84,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.038463933644,1.4962577114776479,0.7972321161908222,-0.37335515597810875,81,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.051541335,1.5746510294990357,0.8420705670198516,-0.35737908229957327,76,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.064761367739,1.5476093788436025,0.8035851351255963,-0.3245089600511277,72,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.081149127394,1.7410079182892466,0.9137344951921984,-0.3288322849389228,63,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.101498341139,1.0457241845335787,0.39395977623642,-0.408614651547909,60,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.133975103568,1.3043042224982142,0.4758072517885321,-0.3934618554155028,48,1,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.121873920574,1.6376176767587782,0.6706502280592066,-0.3708390206840996,50,1,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.093384615248,1.4704072568327806,0.6684710397713778,-0.471193180534914,69,1,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.075102459218,1.4823258571759943,0.720243737974321,-0.5041652924379203,75,1,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.061777496239,1.4427874990141851,0.7383886943553142,-0.5066191225275103,83,1,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.05051013527,1.4359878622455804,0.7431152843208968,-0.45291611000928356,87,1,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.040661256301,1.3421494093449768,0.6773064925172543,-0.44974390079061777,89,1,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.030764751383,1.3649477977352802,0.7003599619585004,-0.449743900790618,89,1,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.020572577548,1.48816464742532,0.8286723150346675,-0.47183399272503956,91,1,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.010788921,1.5407191050174367,0.8822503297221425,-0.45814740513109575,91,1,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.001953107712,1.634243571774815,0.9901215976090547,-0.37409889201755575,93,1,imbalance_ratio_base,level
imbalance_ratio_base,le,0.0,1.6196713214034986,0.9804471732602835,-0.37409889201755553,93,1,imbalance_ratio_base,level
imbalance_ratio_base,le,0.007471425351,1.5992010107014085,0.9662977381509243,-0.37344410388567517,94,1,imbalance_ratio_base,level
imbalance_ratio_base,le,0.016966956105,1.6575688589190876,1.0346105839232984,-0.35417394174605,95,1,imbalance_ratio_base,level
imbalance_ratio_base,le,0.027143934838,1.5823045149531485,0.9635056875383705,-0.3758754140567383,97,1,imbalance_ratio_base,level
imbalance_ratio_base,le,0.038463933644,1.5883995126108141,0.9703669311139154,-0.38273719827700803,97,1,imbalance_ratio_base,level
imbalance_ratio_base,le,0.051541335,1.5381272465688502,0.9217899885198906,-0.3875546027677622,98,1,imbalance_ratio_base,level
imbalance_ratio_base,le,0.064761367739,1.5479955931893663,0.930605416331401,-0.38764324618051926,98,1,imbalance_ratio_base,level
imbalance_ratio_base,le,0.081149127394,1.5572578220096316,0.9397531130162873,-0.3876432461805195,98,1,imbalance_ratio_base,level
imbalance_ratio_base,le,0.101498341139,1.601169379655654,0.9843469155542035,-0.3785297412662403,98,1,imbalance_ratio_base,level
imbalance_ratio_base,le,0.133975103568,1.5931007254136502,0.976376440180486,-0.38702407715244036,98,1,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.114317721574,1.1246580229547478,0.5109080028148807,-0.49915883973438047,140,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.085576460214,1.1522373470627931,0.5303591417200919,-0.4963662655989223,137,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.06802633141,1.1430925694534262,0.5233877222970338,-0.4795141018468124,136,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.055628271449,1.1364735083538298,0.5172156688792895,-0.479514101846812,135,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.045196424101,1.1499468271387487,0.5263749479106989,-0.4737945668039243,135,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.036138747437,1.1428953773140453,0.5209597859407404,-0.4698084407133991,135,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.026379696652,1.1196013247861614,0.5035189615707105,-0.4698084407133991,133,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.017662270676,1.135014168611574,0.513589467575382,-0.4489089905353332,130,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.009937183551,1.1574833949677548,0.525370223501229,-0.43026044316640666,129,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,-0.002753178547,1.176496430982969,0.532706232287512,-0.43246033423221253,127,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.0,1.1875530286096543,0.5366091765958223,-0.40389863646020707,124,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.003803880992,1.1503661786110067,0.5097525015461251,-0.42364307925002065,122,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.011157268041,1.2599512759447307,0.5760743136914106,-0.3900674027919392,117,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.019187283954,1.2862186214748315,0.5875102194215869,-0.3835092079516814,114,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.028632361573,1.085873411240286,0.44535859287559343,-0.4172431845583634,110,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.039873182413,1.2530766129762416,0.5401566391923545,-0.38354341277636783,100,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.054078710954,1.3193324006466316,0.5619452265503548,-0.34370809753698983,92,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.070551624624,1.481013892171031,0.6440432728837477,-0.3245089600511276,81,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.090947039946,1.4198867474508376,0.5696239807590975,-0.3288322849389226,73,2,imbalance_ratio_base,level
imbalance_ratio_base,ge,0.122865430491,1.008041501961596,0.2960006261094128,-0.36857642796344625,54,2,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.114317721574,1.1732590773005882,0.3836729530284455,-0.4753864170193718,64,2,imbalance_ratio_base,level
imbalance_ratio_base,le,-0.085576460214,1.0716552219831283,0.384713921330627,-0.5271852803604763,87,2,imbalance_ratio_base,level
