trade_id,signal_bar_index,signal_timestamp,entry_bar_index,entry_timestamp,entry_price,exit_bar_index,exit_timestamp,exit_price,exit_reason,ret_net,hold_bars,vdo,imbalance_ratio_base,imbalance_ratio_quote,net_base_norm_28,net_quote_norm_28,vol_surprise_base_28,vol_surprise_quote_28,ema_gap_pct,regime_strength,atr_pct,ema12_imbalance_ratio_base,ema28_imbalance_ratio_base,osc_12_28_imbalance_ratio_base,pos_count4_imbalance_ratio_base,ema12_imbalance_ratio_quote,ema28_imbalance_ratio_quote,osc_12_28_imbalance_ratio_quote,pos_count4_imbalance_ratio_quote,ema12_net_base_norm_28,ema28_net_base_norm_28,osc_12_28_net_base_norm_28,pos_count4_net_base_norm_28,ema12_net_quote_norm_28,ema28_net_quote_norm_28,osc_12_28_net_quote_norm_28,pos_count4_net_quote_norm_28,ema12_vol_surprise_base_28,ema28_vol_surprise_base_28,osc_12_28_vol_surprise_base_28,pos_count4_vol_surprise_base_28,ema12_vol_surprise_quote_28,ema28_vol_surprise_quote_28,osc_12_28_vol_surprise_quote_28,pos_count4_vol_surprise_quote_28,win
12,2939,2018-12-22 03:59:59.999000+00:00,2940,2018-12-22 04:00:00+00:00,3818.65,2958,2018-12-25 04:00:00+00:00,3709.1,trail_stop,-0.03111339702069682,18,-0.008412204040595568,0.035214907420293755,0.0355340884730157,0.016892387641135508,0.01707784975754977,0.47969422266323236,0.4806046951371371,0.0007433932172996099,0.021502887649925737,0.030196504703700364,0.019756884639244493,0.02816908867984006,-0.008412204040595568,3.0,0.01998974395969548,0.02833481756340679,-0.008345073603711312,3.0,0.01990411061038668,0.031116172950597477,-0.011212062340210795,3.0,0.021111929422932312,0.032482847936611166,-0.011370918513678854,3.0,1.0585895972487191,1.1726980700120786,-0.11410847276335945,2.0,1.1040522182588617,1.2211406229128452,-0.11708840465398351,2.0,0
13,2958,2018-12-25 07:59:59.999000+00:00,2959,2018-12-25 08:00:00+00:00,3750.57,2975,2018-12-28 00:00:00+00:00,3567.89,trend_exit,-0.05108252592630469,16,-0.009606313705128475,0.055446918590644295,0.05529698778556368,0.04169209363006668,0.03982197414749489,0.7519280546115235,0.720147258326631,0.024581707132264777,0.04994042905907847,0.0298750412076746,0.010841183924747984,0.02044749762987646,-0.009606313705128475,2.0,0.011006528596773802,0.02064046925200219,-0.00963394065522839,2.0,0.0007889998816198859,0.014553782472209228,-0.013764782590589341,2.0,0.0015394016412597338,0.01556269662075619,-0.014023294979496457,2.0,0.9871699272379041,0.976388196687272,0.01078173055063214,2.0,0.9996671733702648,1.0011988550893582,-0.0015316817190934584,2.0,0
14,3011,2019-01-03 03:59:59.999000+00:00,3012,2019-01-03 04:00:00+00:00,3841.83,3055,2019-01-10 08:00:00+00:00,3777.54,trail_stop,-0.019189308200803556,43,-0.0007817884493743765,0.051532188628512235,0.05156199969656218,0.041221982241812644,0.04196684275117901,0.7999268678257717,0.8139103021246301,1.92595950350421e-05,0.019914204987349197,0.019429116243607457,0.04040764869757414,0.04118943714694852,-0.0007817884493743765,4.0,0.04054765033013381,0.04138441975864157,-0.0008367694285077651,4.0,0.04066015300863168,0.03530621070564641,0.005353942302985276,4.0,0.04116273318337569,0.0355624581548605,0.005600275028515192,4.0,0.9599019273778711,0.8861494390095861,0.07375248836828496,3.0,0.9682416827321698,0.8880041993269217,0.08023748340524817,3.0,0
15,3055,2019-01-10 11:59:59.999000+00:00,3056,2019-01-10 12:00:00+00:00,3738.01,3062,2019-01-11 12:00:00+00:00,3593.57,trend_exit,-0.04104127841113525,6,-0.006667871129821139,0.043402977950746796,0.043496928833153384,0.0676822862490247,0.06516877061058235,1.559392683281543,1.4982384356504423,0.020027704340781473,0.03177080900397621,0.015765537050128935,0.02007289196782628,0.02674076309764742,-0.006667871129821139,3.0,0.020165761435280247,0.026816919052902698,-0.006651157617622451,3.0,-0.01089280493891631,0.012174977917884482,-0.023067782856800792,3.0,-0.009870050937256687,0.01305309158266926,-0.022923142519925947,3.0,1.2547838307170829,1.1215147437479855,0.13326908696909734,2.0,1.247600806242323,1.1267391208214974,0.12086168542082554,2.0,0
16,3237,2019-02-09 19:59:59.999000+00:00,3238,2019-02-09 20:00:00+00:00,3653.56,3327,2019-02-24 16:00:00+00:00,3778.26,trail_stop,0.03154899394620525,89,0.008955265590038092,0.08425839176936896,0.0843553904421843,0.06474570473175084,0.06680898584186469,0.7684184728919584,0.7919942696211498,0.0009381876442171596,0.038256828721805254,0.008823066634515634,0.07783712066096751,0.06888185507092942,0.008955265590038092,4.0,0.07795914847747971,0.06897987831060086,0.008979270166878855,4.0,0.07969472270479928,0.0725125427605221,0.007182179944277181,4.0,0.08216912761165023,0.07403783317678495,0.00813129443486528,4.0,1.0961424954837267,1.1007797407755238,-0.0046372452917970985,0.0,1.1249680576861925,1.1173957237479315,0.007572333938260956,2.0,1
17,3327,2019-02-24 19:59:59.999000+00:00,3328,2019-02-24 20:00:00+00:00,3781.51,3373,2019-03-04 08:00:00+00:00,3727.0,trail_stop,-0.016875763297047652,45,-0.02178487567082087,0.002830482711952764,0.0031831448035584834,0.005117741605461074,0.005497039963106926,1.8080808562615522,1.7269211117765382,0.05037849344335386,0.08830539569325377,0.012285890611957749,0.02960824623926103,0.0513931219100819,-0.02178487567082087,3.0,0.029472185577685977,0.05137249396327957,-0.021900308385593596,3.0,-0.003925804207672973,0.03152980288097746,-0.035455607088650434,3.0,-0.0024261712819161336,0.03314062089460897,-0.03556679217652511,3.0,1.494834124084739,1.2153964493542158,0.27943767473052317,3.0,1.4968940271350561,1.2289421619111907,0.2679518652238655,3.0,0
18,3373,2019-03-04 11:59:59.999000+00:00,3374,2019-03-04 12:00:00+00:00,3707.58,3500,2019-03-25 16:00:00+00:00,3962.92,trail_stop,0.06620088269549673,126,-0.00956558581091091,-0.02967961276565679,-0.029463840832339574,-0.04747286286600708,-0.04594780514804594,1.5995108575317878,1.5594642059569346,0.006155559656752353,0.006220660713640761,0.010426625518483652,0.041344193233498173,0.05090977904440908,-0.00956558581091091,2.0,0.041509600454440285,0.05104790526102926,-0.009538304806588974,2.0,0.046061380296304015,0.04543849343696797,0.0006228868593360429,2.0,0.045810961078618644,0.04530990940829757,0.0005010516703210718,2.0,1.1128722337610908,0.9499342178592183,0.1629380159018725,3.0,1.098325831318045,0.9409118037126187,0.15741402760542633,3.0,1
19,3500,2019-03-25 19:59:59.999000+00:00,3501,2019-03-25 20:00:00+00:00,3922.22,3556,2019-04-04 00:00:00+00:00,4932.59,trail_stop,0.254461483573047,55,-0.008069397873776238,0.009585186329582699,0.010015300008878049,0.024733650633675122,0.025583131094652788,2.5804037379367175,2.5544048677498083,0.011929091885553517,0.014095593659978043,0.007206702223821512,0.0381343192534415,0.046203717127217735,-0.008069397873776238,3.0,0.03827385920773121,0.04630900970890353,-0.008035150501172324,3.0,0.04020546792200504,0.042777774578347194,-0.0025723066563421507,3.0,0.040405660082103396,0.04300362762391229,-0.002597967541808896,3.0,1.284646602231175,1.0805664488922497,0.20408015333892537,4.0,1.279987201889413,1.079682996417965,0.2003042054714479,4.0,1
20,3556,2019-04-04 03:59:59.999000+00:00,3557,2019-04-04 04:00:00+00:00,4936.25,3561,2019-04-04 20:00:00+00:00,4813.73,trail_stop,-0.027255366092460376,4,-0.006454270647843888,0.01072613205752652,0.0109092452076017,0.011051501816266131,0.011676368340443255,1.030334304760988,1.0703186259217103,0.08926141849284955,0.15664956106994143,0.009547697111131037,0.03675305888242564,0.043207329530269525,-0.006454270647843888,3.0,0.03690363758228067,0.04328366899782859,-0.006380031415547917,3.0,0.048792476924201966,0.05819558680863705,-0.00940310988443508,3.0,0.05197948074957915,0.06088616262361963,-0.008906681874040479,3.0,1.682136992875674,1.5189090138101777,0.16322797906549624,4.0,1.7834207707605458,1.5963836716290172,0.18703709913152866,4.0,0
21,3561,2019-04-04 23:59:59.999000+00:00,3562,2019-04-05 00:00:00+00:00,4898.64,3601,2019-04-11 12:00:00+00:00,5001.01,trail_stop,0.018348579125112785,39,-0.005955614402830642,0.04110757026726325,0.04155749955488669,0.032006748371166974,0.032607506693151656,0.7786095885276908,0.7846359151152871,0.09981434552824023,0.13709679139222727,0.012769678818084882,0.03373177126765452,0.039687385670485166,-0.005955614402830649,3.0,0.0339125064812581,0.03979581515388234,-0.005883308672624245,3.0,0.03324260015392951,0.04716505879880803,-0.013922458644878517,3.0,0.03508953493938113,0.04929926338318841,-0.01420972844380728,3.0,1.223159459109168,1.3210115476470525,-0.09785208853788463,1.0,1.2776774815637046,1.3811519289378813,-0.10347444737417666,1.0,1
22,3601,2019-04-11 15:59:59.999000+00:00,3602,2019-04-11 16:00:00+00:00,4994.32,3688,2019-04-26 00:00:00+00:00,5220.47,trail_stop,0.04267149854269414,86,-0.01523285965068809,0.009453918906373433,0.00951887815239513,0.010503313586651608,0.010329494565625015,1.111001024090731,1.0851588181140779,0.09636521572922925,0.12653827117005936,0.019053505875341874,-0.002487188833727382,0.012745670816960708,-0.01523285965068809,1.0,-0.002373078131548265,0.012907011088110583,-0.015280089219658847,1.0,-0.006918456725077217,0.009601155360934595,-0.016519612086011812,1.0,-0.005937440189231565,0.01068629173169975,-0.016623731920931313,1.0,1.186711012357805,1.041282088455858,0.14542892390194706,3.0,1.1931725752870521,1.0587123235967906,0.13446025169026155,3.0,1
