flat_idx,start_bar,end_bar,duration_bars,total_return,max_drawdown,max_runup,volatility,next_trade_return
0,0,124,125,0.06017137405724631,-0.1751573452246267,0.27298793074395483,0.017610303381050924,-0.09357248403050612
1,136,275,140,0.03149875756018393,-0.3306581059390048,0.5141658102089758,0.03311137018825227,0.2260650260432819
2,356,377,22,0.007342918427148965,-0.0845083871236559,0.059119139050869955,0.016274404989440026,0.008709005637212774
3,408,411,4,-0.015279114520093484,-0.015162981074236777,0.0,0.0032821865279473567,0.24080303909587422
4,490,502,13,0.04808850706096493,-0.050035069426715664,0.06928903524651878,0.02225972900266684,-0.07620098152587396
5,513,513,1,0.0,0.0,0.0,0.0,-0.08920969076370067
6,522,532,11,0.06484633266963151,-0.06900032202713684,0.13404852496029104,0.028412810548637143,0.43542111665178806
7,628,628,1,0.0,0.0,0.0,0.0,-0.07492165814202989
8,633,633,1,0.0,0.0,0.0,0.0,0.47286839176296924
9,687,687,1,0.0,0.0,0.0,0.0,0.23524633323237754
10,746,756,11,-0.007359440814948065,-0.07195955569830421,0.054960294530385825,0.029648915129261974,-0.19268840718652902
11,762,762,1,0.0,0.0,0.0,0.0,0.037333304744938456
12,775,796,22,0.22493218216487038,-0.07858922454064154,0.3090808874190437,0.03444433808377326,-0.08569476877193083
13,798,846,49,0.06477027056930071,-0.1637358234295416,0.23193213572530108,0.02840185242066682,-0.04341485529096478
14,867,1103,237,-0.373601752183372,-0.6026955950032873,0.7307694853549563,0.03503609702397262,-0.009015191123455836
15,1132,1164,33,0.015439330148620188,-0.12339990141749692,0.1288604898828541,0.02158033795376638,0.008076169617943663
16,1210,1445,236,-0.281897180983111,-0.39906703875714566,0.26109231962761825,0.02380299528196804,0.10764024625566959
17,1509,1516,8,0.032468340580641186,-0.018269828918236072,0.05222516210354182,0.01667987441408415,0.007127974067386633
18,1578,1589,12,-0.0318358491368139,-0.04361711139347735,0.012842855993779661,0.008901305804290018,-0.0368801550638449
19,1603,1933,331,-0.26189142578361846,-0.3438455727080755,0.15896251443553164,0.013429099678295841,-0.03949143563809099
20,1964,2005,42,0.044735188920799085,-0.03414007550480123,0.09297150716213406,0.009085060056819055,0.184011382693194
21,2063,2079,17,0.04155965564581365,-0.012834437939921832,0.0448990978082383,0.008027994263930114,-0.05815124373554371
22,2091,2099,9,-0.014074180310668956,-0.02717965589982774,0.013572962298358505,0.009430329791692591,-0.08825435473765776
23,2115,2251,137,-0.041148173514985814,-0.1602389860380658,0.12770650800425107,0.012930407975179099,0.03933286730698416
24,2306,2408,103,-0.04458579379887996,-0.11703829173593214,0.09512436972611446,0.009992708236139803,-0.03489229493277901
25,2424,2442,19,0.06168120949790601,-0.012734337635667168,0.0667937371934279,0.008742024266770766,-0.04359765513912173
26,2448,2449,2,0.005963110466506523,0.0,0.005980925202534084,0.0,-0.012716168554531726
27,2475,2482,8,0.017579097613649806,-0.004197917408627071,0.020404729822546736,0.005378780887094968,-0.040025906628564305
28,2520,2549,30,0.0660316463398893,-0.03599397331530671,0.11668596505818296,0.01508060513914163,-0.01860574211470622
29,2567,2570,4,-0.00616595369697879,-0.006146983214879727,0.0,0.00146375848251977,-0.00594316560450292
30,2607,2955,349,-0.5243769953167499,-0.5180698180028168,0.27665705143361535,0.016722128798759235,-0.0454298987998386
31,2970,3034,65,0.011036386945405496,-0.0617169446910991,0.08356079752878404,0.011920139665430896,-0.005302652597308777
32,3067,3249,183,-0.02375594995970672,-0.09988796761488666,0.0896771338012899,0.008265151956380645,0.03206489858012107
33,3339,3357,19,0.008785361661016556,-0.012540884320392985,0.0298726346044941,0.006124720244165524,-0.024568752973003094
34,3385,3394,10,0.039694160567070556,-0.0013958479574629602,0.04049250188801384,0.0075750128867756,-0.007919917764039108
35,3433,3437,5,0.0006972792242446972,-0.0032405191007880436,0.0039508442670150275,0.0020850340221431982,0.01726182579743285
36,3513,3515,3,0.003827229882494001,0.0,0.003834563079072673,0.0016240315582605191,0.25065030151012047
37,3569,3578,10,0.00601422360889221,-0.03975064831438269,0.03568957959835724,0.014647305598117746,0.004936670597701641
38,3614,3620,7,0.008606744098622948,-0.011685587511053051,0.011330262714448404,0.006514303211360031,0.03426128162354236
39,3701,3706,6,-0.005683747236825517,-0.015676251171789606,0.01016802233961474,0.008301680961052995,0.2848219519742408
40,3801,3805,5,0.02697676071003435,-0.009289541338672238,0.03697696815557212,0.013846515154101726,0.06886262115865494
41,3814,3831,18,-0.1076116762692559,-0.13839601262087098,0.03614955119791707,0.020090110239947535,0.1562352165521419
42,3911,3915,5,0.021418714375197604,-0.0032797062461199632,0.02164974152452127,0.005337833097442408,-0.04088650669831306
43,3935,3961,27,0.010664906722107704,-0.04377130656783617,0.050649959319945405,0.013744819155638983,-0.009779369311973428
44,3963,3989,27,0.03433167546249692,-0.0342929050602544,0.06717767001873325,0.009790781815166016,0.617445340592937
45,4073,4086,14,-0.08924857335793708,-0.15098012330881747,0.12507881956194913,0.037496153733269665,-0.1269702862752995
46,4101,4109,9,0.09581147997906109,-0.0713388229381277,0.14417003818805393,0.03339111794138205,0.034397663378048504
47,4158,4163,6,-0.035077602824185525,-0.035619827586206944,0.0063021882283722805,0.009427874309302909,-0.0712395403596191
48,4179,4299,121,0.03397242266587891,-0.15560309651480714,0.19019724757617645,0.017941220183793596,0.055994998329110146
49,4319,4324,6,0.028339265311323282,-0.008747099548727986,0.03782258001613713,0.011260078346707532,-0.055921598671961996
50,4352,4352,1,0.0,0.0,0.0,0.0,-0.06722531106418661
51,4362,4500,139,0.009046527121306366,-0.13916306476821125,0.14047890171872507,0.012350602962991536,-0.03696761109646252
52,4516,4550,35,-0.0023975900575138407,-0.04063953075213723,0.042536238484815476,0.00852345692364432,-0.02477486028781939
53,4564,4804,241,-0.1049464537813575,-0.27754695387183004,0.28919237661384334,0.01640350801080921,-0.016733398287268938
54,4827,4828,2,-0.0051610388893099535,-0.005147743610419024,0.0,0.0,-0.03833112574610087
55,4881,4894,14,0.026024163008077018,-0.008915314695444208,0.03318108635829043,0.008563435969355429,-0.0350628563877452
56,4902,5183,282,-0.1827372663332236,-0.25013772480882895,0.17026053618025147,0.011530712716398179,-0.01730321371184973
57,5199,5224,26,0.024890752725595915,-0.03900229327678699,0.05783482258444999,0.00955850762181929,0.07879817454044447
58,5251,5259,9,0.022705133028474798,-0.020784233486663837,0.04045154250365676,0.011783609239498236,0.07517513906055906
59,5312,5323,12,0.0028700830808976656,-0.009934840318558525,0.008080445322319985,0.004206835379887963,-0.03646270855474343
60,5337,5339,3,-0.006040200372427508,-0.00998867276179969,0.00400669933508393,0.007018794077993995,0.16746319579135416
61,5448,5450,3,0.04271450584079639,0.0,0.04363989921909162,0.015103707896679808,-0.028651969285822698
62,5476,5478,3,0.005516462399442188,-0.004106761807815117,0.009678214023213234,0.006873448912675606,-0.0385658958593017
63,5501,5524,24,0.037414849035384494,-0.013541700951189796,0.040247237216236305,0.005330511934480813,-0.04381477136091282
64,5533,5762,230,-0.360712432564022,-0.5257623696144889,0.5341763058005646,0.02983323605068406,0.025489146406935337
65,5804,5817,14,0.049828155611153155,-0.015142259062917022,0.05109045685834329,0.010344726795034467,-0.05956308535504151
66,5835,5835,1,0.0,0.0,0.0,0.0,0.003774979195180439
67,5866,5881,16,0.04392614025514656,-0.012413718911186495,0.050064107376543675,0.008038487700813753,0.23639721143890077
68,5924,5924,1,0.0,0.0,0.0,0.0,-0.01953280157611625
69,5982,5987,6,-0.013209459120865151,-0.03510328768491243,0.025853410702651073,0.014799502934448339,0.04233015089111269
70,6051,6058,8,0.011457977140770667,-0.008060736713843887,0.025250262629856014,0.006432240622741789,-0.051175447850435936
71,6071,6093,23,0.07302838901534484,-0.025776194000774705,0.08860380904361367,0.011284063554345946,-0.000325556485304523
72,6123,6130,8,0.016418561815704173,-0.006163078295422172,0.018357583604702493,0.005823662223510744,-0.016945854388515036
73,6177,6249,73,0.038009142619856384,-0.03979843295842283,0.06298744528493502,0.006717524100219762,-0.03395677512574158
74,6254,6340,87,0.01992253622361717,-0.03881707710506497,0.0557191509547953,0.005685401544757823,-0.03172528404263364
75,6349,6352,4,0.013751020886225889,-0.0011194126706699132,0.013846001032583167,0.0042755078106294035,-0.011450092594732508
76,6356,6441,86,0.04736031035475899,-0.02443109063877696,0.06524503915054697,0.003971771212866474,0.168405743034771
77,6487,6489,3,0.00833074474424004,-0.0023609658447542436,0.010751892656106356,0.006529129691316804,0.014415918969436836
78,6544,6547,4,0.005982727848032028,-0.0009822613605241983,0.006989787266198083,0.002821764842961007,0.03080330567379308
79,6588,6589,2,0.0016175230077069697,0.0,0.0016188319036752235,0.0,-0.03762374385375245
80,6627,6658,32,0.03627062208473909,-0.020201430473548082,0.0415391552362174,0.005060317322580056,-0.028003113700647564
81,6674,6768,95,-0.03370748140291754,-0.126673122331337,0.10528932392991223,0.011867890178494132,-0.03094096506198174
