start_bar,end_bar,start_dt,end_dt,duration_bars,duration_days,start_price,end_price,ret,high,low,range_pct,year
15524,15524,2024-09-16 12:00:00,2024-09-16 12:00:00,1,0,57881.69,57881.69,0.0,58789.93,57553.38,0.021363405249570335,2024
15607,15608,2024-09-30 08:00:00,2024-09-30 12:00:00,2,0,63819.44,63561.41,-0.004043125417584337,64576.01,63249.68,0.020782538988120262,2024
15615,15646,2024-10-01 16:00:00,2024-10-06 20:00:00,32,5,61755.99,62819.91,0.01722780251761824,62975.0,59828.11,0.0509568383568946,2024
15663,15683,2024-10-09 16:00:00,2024-10-13 00:00:00,21,3,61031.98,62712.31,0.027531959474360823,63480.0,58946.0,0.07428892197172696,2024
15744,15752,2024-10-23 04:00:00,2024-10-24 12:00:00,9,1,66852.34,67701.22,0.01269783525902013,67998.0,65260.0,0.04095593362924918,2024
15795,15806,2024-10-31 16:00:00,2024-11-02 12:00:00,12,1,70092.07,69393.17,-0.009971170775809668,71632.95,68820.14,0.040130217298476094,2024
15880,15880,2024-11-14 20:00:00,2024-11-14 20:00:00,1,0,87325.59,87325.59,0.0,89464.0,86668.21,0.03201570123946479,2024
15945,15949,2024-11-25 16:00:00,2024-11-26 08:00:00,5,0,94669.48,92356.85,-0.024428464168177455,96500.0,91466.52,0.0531689832879614,2024
16006,16006,2024-12-05 20:00:00,2024-12-05 20:00:00,1,0,96945.63,96945.63,0.0,99479.72,90500.0,0.0926263514920683,2024
16034,16034,2024-12-10 12:00:00,2024-12-10 12:00:00,1,0,95658.79,95658.79,0.0,98270.0,95555.0,0.028382127768917003,2024
16084,16192,2024-12-18 20:00:00,2025-01-05 20:00:00,109,18,100204.01,98363.61,-0.01836653044124681,102997.77,91530.45,0.11443973150375926,2024
16202,16252,2025-01-07 12:00:00,2025-01-15 20:00:00,51,8,97952.26,100497.35,0.025982963537543702,100960.06,89256.69,0.11948034685468202,2025
16276,16276,2025-01-19 20:00:00,2025-01-19 20:00:00,1,0,101331.57,101331.57,0.0,106422.43,99651.6,0.06681856404672291,2025
16282,16282,2025-01-20 20:00:00,2025-01-20 20:00:00,1,0,102260.01,102260.01,0.0,104331.0,101701.01,0.025718655806898565,2025
16318,16328,2025-01-26 20:00:00,2025-01-28 12:00:00,11,1,102620.0,102777.99,0.0015395634379262724,105200.0,97777.77,0.0723273241083609,2025
16353,16672,2025-02-01 16:00:00,2025-03-26 20:00:00,320,53,101669.6,86909.17,-0.14518036856641525,102500.01,76606.0,0.2546878319576353,2025
16682,16784,2025-03-28 12:00:00,2025-04-14 12:00:00,103,17,84051.16,84101.16,0.0005948757875560151,88500.0,74508.0,0.16647004038968646,2025
16906,16911,2025-05-04 20:00:00,2025-05-05 16:00:00,6,0,94277.62,94347.17,0.0007377148468534767,95758.08,93514.1,0.023801831229935545,2025
16993,16993,2025-05-19 08:00:00,2025-05-19 08:00:00,1,0,102963.41,102963.41,0.0,103425.53,102782.6,0.006244257061804703,2025
17020,17024,2025-05-23 20:00:00,2025-05-24 12:00:00,5,0,107318.3,108929.7,0.01501514653139302,109506.03,106800.0,0.025214991292258626,2025
17055,17060,2025-05-29 16:00:00,2025-05-30 12:00:00,6,0,105731.74,105543.0,-0.0017850836465946873,107168.23,104600.5,0.024285328133254933,2025
17096,17115,2025-06-05 12:00:00,2025-06-08 16:00:00,20,3,104531.49,106289.99,0.01682268185405178,106360.0,100372.26,0.05728168612156973,2025
17137,17163,2025-06-12 08:00:00,2025-06-16 16:00:00,27,4,106900.95,108652.0,0.01638011636005099,108888.0,102664.31,0.058219220689806804,2025
17172,17218,2025-06-18 04:00:00,2025-06-25 20:00:00,47,7,104973.24,107340.58,0.022551842736301175,108135.3,98200.0,0.09464602597766823,2025
17252,17259,2025-07-01 12:00:00,2025-07-02 16:00:00,8,1,105955.18,109676.14,0.035118245280693294,109730.0,105100.19,0.04369592878800261,2025
17333,17333,2025-07-15 00:00:00,2025-07-15 00:00:00,1,0,117148.47,117148.47,0.0,119940.83,116840.01,0.02646914637468169,2025
17393,17404,2025-07-25 00:00:00,2025-07-26 20:00:00,12,1,115419.66,117919.99,0.021662947196344318,118451.57,114723.16,0.032303075576552584,2025
17434,17485,2025-07-31 20:00:00,2025-08-09 08:00:00,52,8,115764.08,117110.0,0.011626404321616768,117944.05,111920.0,0.05203729861628929,2025
17503,17503,2025-08-12 08:00:00,2025-08-12 08:00:00,1,0,118522.22,118522.22,0.0,119058.43,118207.47,0.007179750767408777,2025
17516,17680,2025-08-14 12:00:00,2025-09-10 20:00:00,165,27,118257.25,113960.0,-0.03633815262911999,121183.06,107255.0,0.11777764153994785,2025
17744,17803,2025-09-21 12:00:00,2025-10-01 08:00:00,60,9,115531.61,116789.58,0.010888535180977765,116795.85,108620.07,0.07076660664557517,2025
17840,17844,2025-10-07 12:00:00,2025-10-08 04:00:00,5,0,121846.01,121597.06,-0.0020431526645804388,125126.0,120574.94,0.03735091530695177,2025
17858,17960,2025-10-10 12:00:00,2025-10-27 12:00:00,103,17,119018.98,114969.68,-0.03402230467779177,122550.0,102000.0,0.17266153684059468,2025
17973,18364,2025-10-29 16:00:00,2026-01-02 20:00:00,392,65,110640.0,89995.13,-0.186594992769342,112030.23,80600.0,0.2840765545914678,2025
18392,18399,2026-01-07 12:00:00,2026-01-08 16:00:00,8,1,91349.96,90937.41,-0.0045161486660749706,92299.4,89311.0,0.032713752693487703,2026
18460,18462,2026-01-18 20:00:00,2026-01-19 04:00:00,3,0,93673.14,92841.62,-0.008876824242253445,95531.12,91910.2,0.03865483744860051,2026
18471,18661,2026-01-20 16:00:00,2026-02-21 08:00:00,191,31,89725.76,68092.45,-0.2411047841779217,91224.99,60000.0,0.3480047424507745,2026
