threshold_k,n_signals,per_year,mean_next_bps,std_next_bps,t_stat,p_value,net_50bps,net_30bps,net_20bps,net_15bps
0.0,5188,610.3529411764706,2.922281493998818,170.26715706450915,1.2362068529839394,0.2164376596773127,-47.07771850600118,-27.077718506001183,-17.077718506001183,-12.077718506001181
0.25,3059,359.88235294117646,4.080786013130938,200.63061250034676,1.1249581372620874,0.26069506276482696,-45.91921398686906,-25.91921398686906,-15.919213986869062,-10.919213986869062
0.5,1982,233.1764705882353,7.528178709449734,229.17254886388508,1.4624436806619596,0.14377828801701337,-42.47182129055027,-22.471821290550267,-12.471821290550267,-7.471821290550266
0.75,1370,161.1764705882353,8.756701232139731,256.64262418573367,1.262908913966668,0.20683697356259814,-41.24329876786027,-21.243298767860267,-11.243298767860269,-6.243298767860269
1.0,1009,118.70588235294117,11.901735127483462,274.61998195237305,1.3766506041131574,0.16892598651761245,-38.09826487251654,-18.098264872516538,-8.098264872516538,-3.0982648725165376
1.5,543,63.88235294117647,25.15013466219585,311.6726392136811,1.8803623679366122,0.06059471455041502,-24.84986533780415,-4.84986533780415,5.15013466219585,10.15013466219585
