peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,13239.51,2019-05-12T15:59:59Z,12184.95,2019-05-13T15:59:59Z,7.97,2,8,0.3,1.3
2019-05-14T07:59:59Z,14623.62,2019-05-23T07:59:59Z,12926.45,2019-05-27T03:59:59Z,11.61,54,77,9.0,12.8
2019-05-30T15:59:59Z,15141.93,2019-06-09T23:59:59Z,13427.35,2019-06-15T15:59:59Z,11.32,62,96,10.3,16.0
2019-06-26T19:59:59Z,24024.51,2020-07-05T15:59:59Z,15726.59,2020-11-12T23:59:59Z,34.54,2249,3031,374.8,505.2
2020-11-24T15:59:59Z,28593.84,2020-11-26T11:59:59Z,26035.78,2020-12-16T15:59:59Z,8.95,11,132,1.8,22.0
2020-12-21T07:59:59Z,33670.74,2020-12-21T11:59:59Z,31869.19,2020-12-25T11:59:59Z,5.35,1,25,0.2,4.2
2021-01-03T07:59:59Z,47811.96,2021-01-04T11:59:59Z,42803.17,2021-01-06T07:59:59Z,10.48,7,18,1.2,3.0
2021-01-08T11:59:59Z,57040.63,2021-01-27T15:59:59Z,45246.1,2021-02-14T07:59:59Z,20.68,115,221,19.2,36.8
2021-02-21T19:59:59Z,66298.03,2021-03-06T15:59:59Z,58540.11,2021-03-11T23:59:59Z,11.7,77,109,12.8,18.2
2021-03-14T03:59:59Z,70545.1,2021-03-25T15:59:59Z,60491.15,2021-04-30T15:59:59Z,14.25,69,285,11.5,47.5
2021-05-03T07:59:59Z,73320.68,2021-09-28T23:59:59Z,54865.38,2021-10-10T07:59:59Z,25.17,892,960,148.7,160.0
2021-10-20T15:59:59Z,87992.65,2021-10-27T23:59:59Z,78772.83,2021-11-09T03:59:59Z,10.48,44,117,7.3,19.5
2021-11-09T03:59:59Z,89103.78,2023-06-15T15:59:59Z,61208.18,2023-12-04T19:59:59Z,31.31,3501,4534,583.5,755.7
2023-12-09T07:59:59Z,93690.67,2023-12-18T03:59:59Z,84715.85,2024-01-08T19:59:59Z,9.58,53,183,8.8,30.5
2024-01-11T11:59:59Z,95679.81,2024-01-23T19:59:59Z,84258.32,2024-02-08T15:59:59Z,11.94,74,169,12.3,28.2
2024-03-04T23:59:59Z,128279.13,2024-03-05T19:59:59Z,116730.0,2024-03-08T19:59:59Z,9.0,5,23,0.8,3.8
2024-03-13T19:59:59Z,136902.92,2024-05-01T15:59:59Z,118931.31,2024-05-20T19:59:59Z,13.13,293,408,48.8,68.0
2024-05-20T23:59:59Z,139806.87,2024-08-07T19:59:59Z,91184.46,2024-11-22T03:59:59Z,34.78,473,1111,78.8,185.2
2024-12-05T03:59:59Z,147312.84,2024-12-09T23:59:59Z,139006.11,2024-12-16T15:59:59Z,5.64,29,69,4.8,11.5
2024-12-17T03:59:59Z,149007.41,2024-12-30T15:59:59Z,134680.4,2025-01-17T15:59:59Z,9.61,81,189,13.5,31.5
2025-01-20T11:59:59Z,157056.48,2025-03-31T03:59:59Z,108590.26,,30.86,418,,69.7,
