peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,12911.67,2019-05-12T15:59:59Z,11945.55,2019-05-13T15:59:59Z,7.48,2,8,0.3,1.3
2019-05-14T07:59:59Z,14179.22,2019-05-23T07:59:59Z,12660.84,2019-05-26T23:59:59Z,10.71,54,76,9.0,12.7
2019-05-30T15:59:59Z,14788.14,2019-06-09T23:59:59Z,13119.21,2019-06-15T15:59:59Z,11.29,62,96,10.3,16.0
2019-06-26T19:59:59Z,23370.06,2020-07-05T15:59:59Z,14895.4,2020-11-17T19:59:59Z,36.26,2249,3060,374.8,510.0
2020-11-24T15:59:59Z,25987.05,2020-11-26T11:59:59Z,23689.9,2020-12-16T15:59:59Z,8.84,11,132,1.8,22.0
2020-12-21T07:59:59Z,30678.79,2020-12-21T11:59:59Z,29037.32,2020-12-25T11:59:59Z,5.35,1,25,0.2,4.2
2021-01-03T07:59:59Z,43563.44,2021-01-04T11:59:59Z,38999.72,2021-01-06T07:59:59Z,10.48,7,18,1.2,3.0
2021-01-08T11:59:59Z,51972.05,2021-01-27T15:59:59Z,41225.58,2021-02-14T07:59:59Z,20.68,115,221,19.2,36.8
2021-02-21T19:59:59Z,60218.03,2021-03-06T15:59:59Z,53701.74,2021-03-11T23:59:59Z,10.82,77,109,12.8,18.2
2021-03-14T03:59:59Z,63506.35,2021-03-25T15:59:59Z,54714.08,2021-04-30T15:59:59Z,13.84,69,285,11.5,47.5
2021-05-03T07:59:59Z,66123.24,2021-09-28T23:59:59Z,49882.97,2021-10-06T23:59:59Z,24.56,892,940,148.7,156.7
2021-10-20T15:59:59Z,79567.73,2021-11-06T11:59:59Z,71910.32,2021-11-08T23:59:59Z,9.62,101,116,16.8,19.3
2021-11-09T03:59:59Z,80797.84,2023-06-15T15:59:59Z,59108.77,2023-11-15T23:59:59Z,26.84,3501,4421,583.5,736.8
2023-12-09T07:59:59Z,89988.51,2023-12-18T03:59:59Z,81598.86,2024-01-08T19:59:59Z,9.32,53,183,8.8,30.5
2024-01-11T11:59:59Z,92461.59,2024-01-23T19:59:59Z,81111.42,2024-02-09T03:59:59Z,12.28,74,172,12.3,28.7
2024-03-04T23:59:59Z,123488.14,2024-03-05T19:59:59Z,112370.35,2024-03-08T19:59:59Z,9.0,5,23,0.8,3.8
2024-03-13T19:59:59Z,131789.85,2024-05-01T15:59:59Z,115725.19,2024-05-20T19:59:59Z,12.19,293,408,48.8,68.0
2024-05-20T23:59:59Z,136012.52,2024-10-10T19:59:59Z,73112.59,,46.25,857,,142.8,
