peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,13793.84,2019-05-12T15:59:59Z,12659.46,2019-05-13T15:59:59Z,8.22,2,8,0.3,1.3
2019-05-14T07:59:59Z,15283.34,2019-05-23T07:59:59Z,13459.69,2019-05-27T03:59:59Z,11.93,54,77,9.0,12.8
2019-05-30T15:59:59Z,15766.56,2019-06-09T23:59:59Z,13981.25,2019-06-15T15:59:59Z,11.32,62,96,10.3,16.0
2019-06-26T19:59:59Z,25015.56,2020-07-05T15:59:59Z,16689.33,2020-11-12T15:59:59Z,33.28,2249,3029,374.8,504.8
2020-11-24T15:59:59Z,30344.29,2020-11-26T11:59:59Z,27629.63,2020-12-16T15:59:59Z,8.95,11,132,1.8,22.0
2020-12-21T07:59:59Z,35731.98,2020-12-21T11:59:59Z,33820.14,2020-12-25T11:59:59Z,5.35,1,25,0.2,4.2
2021-01-03T07:59:59Z,50738.89,2021-01-04T11:59:59Z,45423.48,2021-01-06T07:59:59Z,10.48,7,18,1.2,3.0
2021-01-08T11:59:59Z,60532.52,2021-01-27T15:59:59Z,48015.96,2021-02-14T07:59:59Z,20.68,115,221,19.2,36.8
2021-02-21T19:59:59Z,70356.64,2021-03-06T15:59:59Z,62123.79,2021-03-11T23:59:59Z,11.7,77,109,12.8,18.2
2021-03-14T03:59:59Z,74863.7,2021-03-25T15:59:59Z,64194.27,2021-04-30T15:59:59Z,14.25,69,285,11.5,47.5
2021-05-03T07:59:59Z,77809.19,2021-09-28T23:59:59Z,58927.36,2021-10-06T15:59:59Z,24.27,892,938,148.7,156.3
2021-10-20T15:59:59Z,93994.32,2021-10-27T23:59:59Z,84212.58,2021-11-09T03:59:59Z,10.41,44,117,7.3,19.5
2021-11-09T03:59:59Z,95256.95,2023-06-15T15:59:59Z,69363.2,2023-11-09T15:59:59Z,27.18,3501,4383,583.5,730.5
2023-11-10T23:59:59Z,96056.28,2023-11-21T23:59:59Z,88682.11,2023-12-03T15:59:59Z,7.68,66,136,11.0,22.7
2023-12-09T07:59:59Z,106618.33,2023-12-18T03:59:59Z,96405.15,2024-01-08T19:59:59Z,9.58,53,183,8.8,30.5
2024-01-11T11:59:59Z,108881.95,2024-01-23T19:59:59Z,95884.49,2024-02-08T15:59:59Z,11.94,74,169,12.3,28.2
2024-03-04T23:59:59Z,145979.4,2024-03-05T19:59:59Z,132836.7,2024-03-08T19:59:59Z,9.0,5,23,0.8,3.8
2024-03-13T19:59:59Z,155793.12,2024-05-01T15:59:59Z,135341.75,2024-05-20T19:59:59Z,13.13,293,408,48.8,68.0
2024-05-20T23:59:59Z,159097.77,2024-10-10T19:59:59Z,97998.46,2024-12-16T15:59:59Z,38.4,857,1258,142.8,209.7
2024-12-17T03:59:59Z,160403.03,2024-12-30T15:59:59Z,144980.34,2025-01-17T15:59:59Z,9.61,81,189,13.5,31.5
2025-01-20T11:59:59Z,169067.68,2025-04-21T19:59:59Z,104151.49,,38.4,548,,91.3,
