close_time,nav_mid,nav_liq,cash,btc_qty,exposure
2019-01-01 03:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-01 07:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-01 11:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-01 15:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-01 19:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-01 23:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-02 03:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-02 07:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-02 11:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-02 15:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-02 19:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-02 23:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-03 03:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-03 07:59:59,9941.421151491324,9916.584992371576,0.0,2.5964305884465753,1.0
2019-01-03 11:59:59,9876.821958450771,9852.147184289266,0.0,2.5964305884465753,1.0
2019-01-03 15:59:59,9883.832321039577,9859.140033237105,0.0,2.5964305884465753,1.0
2019-01-03 19:59:59,9752.193290205336,9727.829869661009,0.0,2.5964305884465753,1.0
2019-01-03 23:59:59,9780.182811948791,9755.749466571273,0.0,2.5964305884465753,1.0
2019-01-04 03:59:59,9814.611481551592,9790.092124737328,0.0,2.5964305884465753,1.0
2019-01-04 07:59:59,9823.02391665816,9798.483543474735,0.0,2.5964305884465753,1.0
2019-01-04 11:59:59,9756.217757617429,9731.844282945882,0.0,2.5964305884465753,1.0
2019-01-04 15:59:59,9672.430942528259,9648.266788298926,0.0,2.5964305884465753,1.0
2019-01-04 19:59:59,9709.430078413621,9685.17349107919,0.0,2.5964305884465753,1.0
2019-01-04 23:59:59,9845.6907556953,9821.09375507275,0.0,2.5964305884465753,1.0
2019-01-05 03:59:59,9905.382694923685,9880.636568891574,0.0,2.5964305884465753,1.0
2019-01-05 07:59:59,9827.879241858554,9803.326738857128,0.0,2.5964305884465753,1.0
2019-01-05 11:59:59,9869.70773863843,9845.050737579237,0.0,2.5964305884465753,1.0
2019-01-05 15:59:59,9828.995707011587,9804.440414800672,0.0,2.5964305884465753,1.0
2019-01-05 19:59:59,9894.945043958129,9870.224993791457,0.0,2.5964305884465753,1.0
2019-01-05 23:59:59,9791.035891808497,9766.575432720148,0.0,2.5964305884465753,1.0
2019-01-06 03:59:59,9791.529213620302,9767.067522090554,0.0,2.5964305884465753,1.0
2019-01-06 07:59:59,9783.194671431389,9758.75380167479,0.0,2.5964305884465753,1.0
2019-01-06 11:59:59,9903.409407676465,9878.66821140996,0.0,2.5964305884465753,1.0
2019-01-06 15:59:59,9884.143892710192,9859.450826523675,0.0,2.5964305884465753,1.0
2019-01-06 19:59:59,10392.10957303388,10366.147481396009,0.0,2.5964305884465753,1.0
2019-01-06 23:59:59,10353.526614489563,10327.660912742342,0.0,2.5964305884465753,1.0
2019-01-07 03:59:59,10365.625981031724,10339.730052037503,0.0,2.5964305884465753,1.0
2019-01-07 07:59:59,10388.318784374747,10362.366163076065,0.0,2.5964305884465753,1.0
