close_time,nav_mid,nav_liq,cash,btc_qty,exposure
2019-01-01 03:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-01 07:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-01 11:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-01 15:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-01 19:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-01 23:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-02 03:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-02 07:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-02 11:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-02 15:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-02 19:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-02 23:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-03 03:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-03 07:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-03 11:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-03 15:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-03 19:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-03 23:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-04 03:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-04 07:59:59,10000.0,10000.0,10000.0,0.0,0.0
2019-01-04 11:59:59,9907.204877182594,9882.454198882971,0.0,2.6366129199032864,1.0
2019-01-04 15:59:59,9822.121378257316,9797.583259840789,0.0,2.6366129199032864,1.0
2019-01-04 19:59:59,9859.693112365938,9835.061130350585,0.0,2.6366129199032864,1.0
2019-01-04 23:59:59,9998.062558402462,9973.08489486666,0.0,2.6366129199032864,1.0
2019-01-05 03:59:59,10058.678289431038,10033.549192622464,0.0,2.6366129199032864,1.0
2019-01-05 07:59:59,9979.975393771925,9955.042916501945,0.0,2.6366129199032864,1.0
2019-01-05 11:59:59,10022.451227911566,9997.412635373019,0.0,2.6366129199032864,1.0
2019-01-05 15:59:59,9981.109137327483,9956.17382768224,0.0,2.6366129199032864,1.0
2019-01-05 19:59:59,10048.079105493027,10022.9764880997,0.0,2.6366129199032864,1.0
2019-01-05 23:59:59,9942.561856438497,9917.72284755219,0.0,2.6366129199032864,1.0
2019-01-06 03:59:59,9943.062812893279,9918.222552492321,0.0,2.6366129199032864,1.0
2019-01-06 07:59:59,9934.599285420389,9909.780169030115,0.0,2.6366129199032864,1.0
2019-01-06 11:59:59,10056.674463611911,10031.550372861939,0.0,2.6366129199032864,1.0
2019-01-06 15:59:59,10037.11079574623,10012.03557993684,0.0,2.6366129199032864,1.0
2019-01-06 19:59:59,10552.937747396109,10526.573866711326,0.0,2.6366129199032864,1.0
2019-01-06 23:59:59,10513.757679406344,10487.491680341109,0.0,2.6366129199032864,1.0
2019-01-07 03:59:59,10526.044295613096,10499.747601504312,0.0,2.6366129199032864,1.0
2019-01-07 07:59:59,10549.08829253305,10522.734028750321,0.0,2.6366129199032864,1.0
2019-01-07 11:59:59,10485.176795354593,10458.982198493659,0.0,2.6366129199032864,1.0
2019-01-07 15:59:59,10467.115996853256,10440.966520388947,0.0,2.6366129199032864,1.0
