trade_id,entry_time,exit_time,entry_price,exit_price,qty,pnl,return_pct,days_held,entry_reason,exit_reason
1,2019-01-05 00:00:00,2019-01-10 08:00:00,3793.8810375224994,3773.7634043850007,2.6318754772608846,-67.84521835659143,-0.5302652597308666,5.333333333333333,vtrend_a5_entry,vtrend_trail_stop
2,2019-02-09 20:00:00,2019-02-24 16:00:00,3657.214473389999,3774.482684565001,2.7076136317271264,302.1872459915212,3.2064898580121293,14.833333333333334,vtrend_a5_entry,vtrend_trail_stop
3,2019-03-01 12:00:00,2019-03-04 12:00:00,3832.4095371449994,3703.8733468950004,2.658699982030445,-356.5103987091825,-3.3539262702532935,3.0,vtrend_a5_entry,vtrend_trail_stop
4,2019-03-05 08:00:00,2019-03-25 16:00:00,3732.9201222975003,3958.95807073,2.630109796754135,578.8858810003749,6.055258109658679,20.333333333333332,vtrend_a5_entry,vtrend_trail_stop
5,2019-03-26 08:00:00,2019-04-11 12:00:00,3929.9069614949995,4996.010240252501,2.641615644163258,2796.4387912459824,27.12795211701242,16.166666666666668,vtrend_a5_entry,vtrend_trail_stop
6,2019-04-14 04:00:00,2019-04-26 00:00:00,5039.63585865,5215.2508351175,2.610904014029913,438.08906797339296,3.4846759050274567,11.833333333333334,vtrend_a5_entry,vtrend_trail_stop
7,2019-04-30 00:00:00,2019-05-17 04:00:00,5243.379449534999,7336.597895985001,2.5891185436387825,5391.097713100891,39.92117043208909,17.166666666666668,vtrend_a5_entry,vtrend_trail_stop
8,2019-05-18 00:00:00,2019-05-31 00:00:00,7362.637118819999,8258.834966775003,2.572233391382084,2273.3645531814436,12.172239830538278,13.0,vtrend_a5_entry,vtrend_trail_stop
9,2019-06-05 12:00:00,2019-06-08 08:00:00,7798.542697687499,7902.131937510001,2.7158940325808203,249.14536881289314,1.3283153511901569,2.8333333333333335,vtrend_a5_entry,vtrend_trend_exit
10,2019-06-08 12:00:00,2019-06-08 16:00:00,7989.3133253324995,7911.182879775001,2.6782108142415604,-241.03152752668757,-0.977936931197354,0.16666666666666666,vtrend_a5_entry,vtrend_trend_exit
