trade_id,entry_time,exit_time,entry_price,exit_price,qty,pnl,return_pct,days_held,entry_reason,exit_reason
1,2019-01-04 08:00:00,2019-01-10 08:00:00,3787.0642258199996,3773.7634043850007,2.6366129199032864,-49.99404766383486,-0.35121721317306065,6.0,vtrend_entry,vtrend_trail_stop
2,2019-02-09 20:00:00,2019-02-24 16:00:00,3657.21447339,3774.482684565001,2.7124874049694077,302.73119070224675,3.206489858012107,14.833333333333334,vtrend_entry,vtrend_trail_stop
3,2019-02-27 20:00:00,2019-03-04 08:00:00,3817.0541933099994,3723.2739317500004,2.674200448314923,-265.7223887330674,-2.4568752973003094,4.5,vtrend_entry,vtrend_trail_stop
4,2019-03-05 04:00:00,2019-03-25 16:00:00,3716.7139282499998,3958.95807073,2.6708956904070367,631.1478901017581,6.517696738475109,20.5,vtrend_entry,vtrend_trail_stop
5,2019-03-26 04:00:00,2019-04-11 12:00:00,3940.0771240349995,4996.010240252501,2.675655662861915,2805.2620173742143,26.799808302638727,16.333333333333332,vtrend_entry,vtrend_trail_stop
6,2019-04-12 16:00:00,2019-04-26 00:00:00,5042.488709362499,5215.2508351175,2.6430520947219445,435.94302889898427,3.426128162354236,13.333333333333334,vtrend_entry,vtrend_trail_stop
7,2019-04-27 00:00:00,2019-05-17 04:00:00,5320.316328749999,7336.597895985001,2.5830962281256538,5179.8226036354245,37.897776046499175,20.166666666666668,vtrend_entry,vtrend_trail_stop
8,2019-05-17 20:00:00,2019-05-31 00:00:00,7142.8675139325,8258.834966775003,2.6452079718510695,2919.1964984468505,15.62352165521419,13.166666666666666,vtrend_entry,vtrend_trail_stop
9,2019-05-31 20:00:00,2019-06-04 00:00:00,8453.166831179999,8107.546368915,2.576655078540395,-921.880245131535,-4.088650669831306,3.1666666666666665,vtrend_entry,vtrend_trail_stop
10,2019-06-05 08:00:00,2019-06-08 08:00:00,7831.855986007499,7902.131937510001,2.6593662316286917,155.36749807259184,0.8973090366837466,3.0,vtrend_entry,vtrend_trend_exit
11,2019-06-08 12:00:00,2019-06-08 16:00:00,7989.313325332499,7911.182879775001,2.62246734045388,-236.01476985949557,-0.9779369311973429,0.16666666666666666,vtrend_entry,vtrend_trend_exit
12,2019-06-13 04:00:00,2019-06-27 16:00:00,8090.094030502499,11818.1729575,2.556789996908889,9486.590028634826,46.08202219827524,14.5,vtrend_entry,vtrend_trail_stop
13,2019-06-29 08:00:00,2019-07-01 16:00:00,11889.380469374999,10379.782427542501,2.5338639375582797,-3864.567472967239,-12.69702862752995,2.3333333333333335,vtrend_entry,vtrend_trail_stop
14,2019-07-03 04:00:00,2019-07-11 08:00:00,11300.752282364998,11574.017296400001,2.3203916894710415,593.7974872674713,2.418113477820749,8.166666666666666,vtrend_entry,vtrend_trail_stop
15,2019-07-12 04:00:00,2019-07-14 16:00:00,11200.7023073775,10402.769423295002,2.3905470143789183,-1944.798537797371,-7.12395403596191,2.5,vtrend_entry,vtrend_trail_stop
16,2019-08-03 20:00:00,2019-08-10 20:00:00,10861.993852784999,11320.231272890001,2.2826210853909887,1007.2226993543445,4.218722881964365,7.0,vtrend_entry,vtrend_trail_stop
17,2019-08-11 12:00:00,2019-08-13 16:00:00,11481.102497407499,10941.789998185002,2.2438955936478893,-1246.9892921499159,-4.697392949364199,2.1666666666666665,vtrend_entry,vtrend_trail_stop
