candidate_trade_id,baseline_trade_id,side,candidate_entry_ts,baseline_entry_ts,candidate_exit_ts,baseline_exit_ts,entry_ts_delta_ms,entry_ts_delta_bars,candidate_return_pct,baseline_return_pct,delta_return_pct,candidate_pnl_usd,baseline_pnl_usd,delta_pnl,candidate_fees_usd,baseline_fees_usd,delta_fees_usd,candidate_entry_reason,baseline_entry_reason,candidate_exit_reason,baseline_exit_reason,candidate_max_exposure_during_trade,baseline_max_exposure_during_trade,candidate_exposure_at_entry,baseline_exposure_at_entry,candidate_exposure_at_exit,baseline_exposure_at_exit,candidate_win,baseline_win
12,12,long,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,2019-09-24T20:00:00Z,2019-09-19T04:00:00Z,0,0.0,-17.850399,-4.216064,-13.634335,-1065.61992,-810.574311,-255.045609,16.198924,54.600991,-38.402067,vdo_trend_accel,vdo_trend_accel,emergency_dd,emergency_dd,0.355998,0.982557,0.349304,0.349304,0.0,0.0,0,0
13,14,long,2019-09-26T20:00:00Z,2019-09-26T20:00:00Z,2019-10-14T12:00:00Z,2019-10-14T12:00:00Z,0,0.0,1.617641,2.734199,-1.116558,35.444654,373.70323,-338.258576,7.315927,44.046253,-36.730326,vdo_dip_buy,vdo_dip_buy,trailing_stop,trailing_stop,0.160138,0.859766,0.151462,0.151462,0.0,0.0,1,1
14,15,long,2019-11-02T00:00:00Z,2019-11-02T00:00:00Z,2019-11-21T16:00:00Z,2019-11-15T16:00:00Z,0,0.0,-17.496995,-8.681892,-8.815103,-816.009617,-1336.593792,520.584175,12.677458,43.494452,-30.816994,vdo_trend,vdo_trend,fixed_stop,emergency_dd,0.295393,0.874435,0.291665,0.291665,0.0,0.0,0,0
15,16,long,2020-01-17T08:00:00Z,2020-01-17T08:00:00Z,2020-02-16T20:00:00Z,2020-02-16T20:00:00Z,0,0.0,8.851146,6.053488,2.797658,129.558255,903.336015,-773.77776,4.671754,47.367487,-42.695733,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.113153,0.962369,0.098647,0.098647,0.0,0.0,1,1
16,17,long,2020-02-18T16:00:00Z,2020-02-18T16:00:00Z,2020-03-08T20:00:00Z,2020-02-26T08:00:00Z,0,0.0,-15.926923,-7.027521,-8.899402,-715.51746,-1209.847453,494.329993,12.306786,48.86311,-36.556324,vdo_trend_accel,vdo_trend_accel,fixed_stop,emergency_dd,0.300441,1.0,0.297925,0.297925,0.0,0.0,0,0
17,19,long,2020-03-11T04:00:00Z,2020-03-11T04:00:00Z,2020-03-12T12:00:00Z,2020-03-12T08:00:00Z,0,0.0,-23.620566,-6.940866,-16.6797,-1202.599905,-599.721088,-602.878817,13.405057,24.528433,-11.123376,vdo_trend_accel,vdo_trend_accel,emergency_dd,emergency_dd,0.350614,0.532637,0.348496,0.348496,0.0,0.0,0,0
18,20,long,2020-05-01T08:00:00Z,2020-05-01T08:00:00Z,2020-05-10T04:00:00Z,2020-05-10T04:00:00Z,0,0.0,-1.84413,-6.189175,4.345045,-14.957044,-84.695368,69.738324,2.232509,3.889849,-1.65734,vdo_trend,vdo_trend,trailing_stop,trailing_stop,0.064002,0.095623,0.05802,0.05802,0.0,0.0,0,0
19,21,long,2020-05-17T16:00:00Z,2020-05-17T16:00:00Z,2020-05-22T04:00:00Z,2020-05-20T16:00:00Z,0,0.0,-8.608806,-4.530217,-4.078589,-405.557643,-490.015301,84.457658,13.312562,30.742952,-17.43039,vdo_trend_accel,vdo_trend_accel,emergency_dd,emergency_dd,0.351183,0.700201,0.349108,0.349108,0.0,0.0,0,0
21,23,long,2020-06-05T00:00:00Z,2020-06-05T00:00:00Z,2020-08-04T12:00:00Z,2020-06-27T20:00:00Z,0,0.0,13.358579,-7.307089,20.665668,508.973531,-1094.621318,1603.594849,12.350934,42.490358,-30.139424,vdo_trend_accel,vdo_trend_accel,trailing_stop,emergency_dd,0.337405,0.974211,0.293644,0.293644,0.0,0.0,1,0
22,25,long,2020-08-10T04:00:00Z,2020-08-10T04:00:00Z,2020-09-03T16:00:00Z,2020-08-22T00:00:00Z,0,0.0,-11.32812,-3.25048,-8.07764,-548.109971,-530.698969,-17.411002,13.534393,46.124967,-32.590574,vdo_trend_accel,vdo_trend_accel,emergency_dd,emergency_dd,0.358025,0.938767,0.349538,0.349538,0.0,0.0,0,0
23,27,long,2020-09-06T08:00:00Z,2020-09-06T08:00:00Z,2020-09-21T16:00:00Z,2020-09-21T16:00:00Z,0,0.0,1.638195,1.536935,0.10126,68.162621,193.952168,-125.789547,13.876121,42.345478,-28.469357,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.369932,0.954594,0.351106,0.351106,0.0,0.0,1,1
24,28,long,2020-09-26T08:00:00Z,2020-09-26T08:00:00Z,2020-10-29T08:00:00Z,2020-10-29T08:00:00Z,0,0.0,22.480987,22.279054,0.201933,748.782056,3215.991699,-2467.209643,11.206964,48.528651,-37.321687,vdo_trend,vdo_trend,trailing_stop,trailing_stop,0.306011,0.981673,0.255236,0.255236,0.0,0.0,1,1
25,29,long,2020-10-31T08:00:00Z,2020-10-31T08:00:00Z,2020-11-26T08:00:00Z,2020-11-26T08:00:00Z,0,0.0,29.46046,26.462687,2.997773,1189.866829,4595.158511,-3405.291682,13.993621,59.412642,-45.419021,vdo_trend,vdo_trend,trailing_stop,trailing_stop,0.370784,0.975806,0.297919,0.297919,0.0,0.0,1,1
26,30,long,2020-11-28T12:00:00Z,2020-11-28T12:00:00Z,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z,0,0.0,6.568703,1.380975,5.187728,338.680101,264.953824,73.726277,16.3744,65.127173,-48.752773,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.38228,0.955118,0.355004,0.355004,0.0,0.0,1,1
27,31,long,2020-12-12T04:00:00Z,2020-12-12T04:00:00Z,2021-01-11T08:00:00Z,2021-01-11T08:00:00Z,0,0.0,48.348812,85.881037,-37.532225,6595.725425,18635.55214,-12039.826715,51.054443,93.354201,-42.299758,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.935379,0.977525,0.351535,0.351535,0.0,0.0,1,1
28,32,long,2021-01-13T16:00:00Z,2021-01-13T16:00:00Z,2021-01-20T04:00:00Z,2021-01-20T04:00:00Z,0,0.0,-3.977777,-3.923149,-0.054628,-310.914481,-1067.429744,756.515263,22.179388,77.18883,-55.009442,vdo_trend,vdo_trend,trailing_stop,trailing_stop,0.348426,0.638102,0.112284,0.112284,0.0,0.0,0,0
29,33,long,2021-01-23T04:00:00Z,2021-01-23T04:00:00Z,2021-02-23T04:00:00Z,2021-02-23T04:00:00Z,0,0.0,29.868777,39.591431,-9.722654,5216.049856,12525.236468,-7309.186612,60.609021,114.301051,-53.69203,vdo_trend,vdo_trend,trailing_stop,trailing_stop,0.862878,0.853061,0.092899,0.092899,0.0,0.0,1,1
30,34,long,2021-03-02T00:00:00Z,2021-03-02T00:00:00Z,2021-03-16T04:00:00Z,2021-03-16T04:00:00Z,0,0.0,1.154739,4.884412,-3.729673,229.393263,2312.273972,-2082.880709,69.007837,150.330129,-81.322292,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.86884,0.936963,0.114735,0.114735,0.0,0.0,1,1
31,35,long,2021-03-20T16:00:00Z,2021-03-20T16:00:00Z,2021-04-17T16:00:00Z,2021-04-17T16:00:00Z,0,0.0,2.063011,3.4003,-1.337289,369.515585,1643.343291,-1273.827706,58.640332,154.500465,-95.860133,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.733797,0.926996,0.293564,0.293564,0.0,0.0,1,1
32,36,long,2021-04-25T04:00:00Z,2021-04-25T04:00:00Z,2021-05-05T00:00:00Z,2021-05-05T00:00:00Z,0,0.0,0.898293,3.214751,-2.316458,175.843889,1591.864629,-1416.02074,70.94243,158.577398,-87.634968,vdo_trend,vdo_trend,trailing_stop,trailing_stop,0.873184,0.92811,0.255382,0.255382,0.0,0.0,1,1
33,37,long,2021-05-06T12:00:00Z,2021-05-06T12:00:00Z,2021-05-13T20:00:00Z,2021-05-13T20:00:00Z,0,0.0,-16.408693,-16.408693,0.0,-1382.292776,-2922.661993,1540.369217,23.023078,48.679032,-25.655954,vdo_trend_accel,vdo_trend_accel,fixed_stop,fixed_stop,0.308525,0.308525,0.300275,0.300275,0.0,0.0,0,0
34,38,long,2021-05-20T08:00:00Z,2021-05-20T08:00:00Z,2021-05-23T16:00:00Z,2021-05-23T16:00:00Z,0,0.0,-16.081681,-16.081681,0.0,-853.883019,-1805.414519,951.5315,14.534397,30.730921,-16.196524,vdo_trend_accel,vdo_trend_accel,fixed_stop,fixed_stop,0.192425,0.192425,0.096023,0.096023,0.0,0.0,0,0
35,39,long,2021-07-31T00:00:00Z,2021-07-31T00:00:00Z,2021-08-19T04:00:00Z,2021-08-19T04:00:00Z,0,0.0,3.3142,3.370796,-0.056596,293.551738,635.671924,-342.120186,28.337569,60.302034,-31.964465,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.395024,0.397487,0.090656,0.090656,0.0,0.0,1,1
36,40,long,2021-08-19T20:00:00Z,2021-08-19T20:00:00Z,2021-08-26T12:00:00Z,2021-08-26T12:00:00Z,0,0.0,-1.541652,-1.462758,-0.078894,-218.783797,-706.72177,487.937973,38.553068,130.678346,-92.125278,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.521808,0.821726,0.29369,0.29369,0.0,0.0,0,0
37,41,long,2021-08-27T16:00:00Z,2021-08-27T16:00:00Z,2021-09-08T04:00:00Z,2021-09-08T04:00:00Z,0,0.0,-5.810011,-4.680053,-1.129958,-1232.225102,-2445.78067,1213.555568,60.311008,148.571367,-88.260359,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.828468,0.95657,0.318998,0.318998,0.0,0.0,0,0
38,42,long,2021-09-11T08:00:00Z,2021-09-11T08:00:00Z,2021-09-20T08:00:00Z,2021-09-20T08:00:00Z,0,0.0,-0.673854,-0.673854,0.0,-60.741605,-128.164675,67.42307,22.071147,46.570079,-24.498932,vdo_trend,vdo_trend,trailing_stop,trailing_stop,0.323302,0.323302,0.309214,0.309214,0.0,0.0,0,0
39,43,long,2021-09-22T16:00:00Z,2021-09-22T16:00:00Z,2021-10-22T00:00:00Z,2021-09-29T00:00:00Z,0,0.0,23.689264,-6.179493,29.868757,5332.200596,-3027.140173,8359.340769,76.121281,139.248674,-63.127393,vdo_trend_accel,vdo_trend_accel,trailing_stop,emergency_dd,0.959609,0.947911,0.308416,0.308416,0.0,0.0,1,0
40,45,long,2021-10-25T04:00:00Z,2021-10-25T04:00:00Z,2021-11-12T12:00:00Z,2021-11-12T12:00:00Z,0,0.0,1.675318,1.675318,0.0,424.778072,880.602129,-455.824057,84.384306,174.936053,-90.551747,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.957771,0.957771,0.302774,0.302774,0.0,0.0,1,1
41,46,long,2021-11-15T08:00:00Z,2021-11-15T08:00:00Z,2021-12-04T08:00:00Z,2021-12-04T00:00:00Z,0,0.0,-21.933357,-10.217961,-11.715396,-4329.775953,-5976.726692,1646.950739,52.447123,164.345915,-111.898792,vdo_trend,vdo_trend,emergency_dd,emergency_dd,0.65565,0.939122,0.255607,0.255607,0.0,0.0,0,0
42,47,long,2021-12-12T00:00:00Z,2021-12-12T00:00:00Z,2022-01-05T20:00:00Z,2021-12-13T16:00:00Z,0,0.0,-9.705089,-4.591497,-5.113592,-872.413942,-2034.027916,1161.613974,25.30594,125.92369,-100.61775,vdo_trend_accel,vdo_trend_accel,emergency_dd,emergency_dd,0.359665,0.773771,0.349918,0.349918,0.0,0.0,0,0
43,49,long,2023-03-30T08:00:00Z,2023-03-30T08:00:00Z,2023-04-17T08:00:00Z,2023-04-17T08:00:00Z,0,0.0,3.668174,4.773479,-1.105305,251.789777,2158.779909,-1906.990132,21.898529,143.640708,-121.742179,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.308145,0.954324,0.292886,0.292886,0.0,0.0,1,1
44,50,long,2023-04-18T12:00:00Z,2023-04-18T12:00:00Z,2023-04-21T20:00:00Z,2023-04-20T00:00:00Z,0,0.0,-10.385563,-5.400927,-4.984636,-908.890341,-1539.404126,630.513785,24.573049,81.068753,-56.495704,vdo_trend_accel,vdo_trend_accel,emergency_dd,emergency_dd,0.350302,0.5397,0.348837,0.348837,0.0,0.0,0,0
46,52,long,2023-05-04T08:00:00Z,2023-05-04T08:00:00Z,2023-07-08T08:00:00Z,2023-06-15T04:00:00Z,0,0.0,3.6989,-9.947647,13.646547,215.830014,-4913.52587,5129.355884,18.611338,138.924805,-120.313467,vdo_trend,vdo_trend,trailing_stop,emergency_dd,0.269264,0.970105,0.255793,0.255793,0.0,0.0,1,0
47,54,long,2023-07-09T16:00:00Z,2023-07-09T16:00:00Z,2023-08-18T00:00:00Z,2023-07-24T12:00:00Z,0,0.0,-12.452453,-4.472907,-7.979546,-1048.174867,-2158.27001,1110.095143,23.432868,137.125926,-113.693058,vdo_trend_accel,vdo_trend_accel,emergency_dd,emergency_dd,0.355252,0.973212,0.345216,0.345216,0.0,0.0,0,0
49,57,long,2023-10-02T04:00:00Z,2023-10-02T04:00:00Z,2023-11-07T12:00:00Z,2023-11-14T12:00:00Z,0,0.0,22.868449,24.503658,-1.635209,248.703158,10185.206794,-9936.503636,3.665209,141.051035,-137.385826,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.059514,0.973892,0.04795,0.04795,0.0,0.0,1,1
51,58,long,2023-11-15T20:00:00Z,2023-11-15T16:00:00Z,2023-12-11T20:00:00Z,2023-12-11T20:00:00Z,14400000,1.0,8.529393,9.547191,-1.017798,680.264962,4792.230756,-4111.965794,25.43242,160.536991,-135.104571,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.388468,0.962572,0.352474,0.357097,0.0,0.0,1,1
52,59,long,2023-12-13T16:00:00Z,2023-12-13T16:00:00Z,2024-01-13T04:00:00Z,2024-01-13T04:00:00Z,0,0.0,1.396392,0.480971,0.915421,88.253528,191.362074,-103.108546,21.426477,174.252182,-152.825705,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.321593,0.996993,0.300926,0.300926,0.0,0.0,1,1
53,60,long,2024-01-16T16:00:00Z,2024-01-16T16:00:00Z,2024-01-22T20:00:00Z,2024-01-22T20:00:00Z,0,0.0,-8.11908,-8.11908,0.0,-692.916941,-1687.380213,994.463272,24.153893,58.819172,-34.665279,vdo_trend_accel,vdo_trend_accel,emergency_dd,emergency_dd,0.349852,0.349852,0.349852,0.349852,0.0,0.0,0,0
54,61,long,2024-01-24T20:00:00Z,2024-01-24T20:00:00Z,2024-02-24T00:00:00Z,2024-02-24T00:00:00Z,0,0.0,27.233405,23.236744,3.996661,2202.561835,12374.577978,-10172.016143,27.761557,179.754931,-151.993374,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.415119,0.959982,0.351914,0.351914,0.0,0.0,1,1
55,62,long,2024-02-25T04:00:00Z,2024-02-25T04:00:00Z,2024-03-14T20:00:00Z,2024-03-05T20:00:00Z,0,0.0,21.116818,12.825613,8.291205,3954.160046,7946.836753,-3992.676707,62.645714,200.447264,-137.80155,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.787689,0.928999,0.293844,0.293844,0.0,0.0,1,1
56,63,long,2024-03-19T00:00:00Z,2024-03-19T00:00:00Z,2024-04-02T08:00:00Z,2024-04-02T08:00:00Z,0,0.0,-1.96236,-1.439799,-0.522561,-595.141012,-1163.936886,568.795874,83.810155,218.353965,-134.54381,vdo_trend,vdo_trend,trailing_stop,trailing_stop,0.964035,0.958772,0.334616,0.334616,0.0,0.0,0,0
57,64,long,2024-04-04T16:00:00Z,2024-04-04T16:00:00Z,2024-04-12T20:00:00Z,2024-04-14T00:00:00Z,0,0.0,-4.50584,-8.154933,3.649093,-1153.81109,-5950.441129,4796.630039,72.776752,206.488131,-133.711379,vdo_trend_accel,vdo_trend_accel,trailing_stop,emergency_dd,0.867836,0.953282,0.296067,0.296067,0.0,0.0,0,0
58,65,long,2024-04-17T00:00:00Z,2024-04-17T00:00:00Z,2024-04-30T20:00:00Z,2024-04-26T16:00:00Z,0,0.0,-7.577401,0.386941,-7.964342,-2022.44799,155.534839,-2177.982829,75.653759,197.794212,-122.140453,vdo_trend_accel,vdo_trend_accel,emergency_dd,trailing_stop,0.952603,0.951792,0.293623,0.293623,0.0,0.0,0,1
60,67,long,2024-05-27T16:00:00Z,2024-05-27T16:00:00Z,2024-06-18T16:00:00Z,2024-06-11T12:00:00Z,0,0.0,-8.237651,-4.011955,-4.225696,-758.534599,-2632.90429,1874.369691,26.051332,186.245979,-160.194647,vdo_trend_accel,vdo_trend_accel,emergency_dd,emergency_dd,0.354567,0.856115,0.346684,0.346684,0.0,0.0,0,0
61,69,long,2024-06-22T08:00:00Z,2024-06-22T08:00:00Z,2024-06-24T20:00:00Z,2024-06-24T12:00:00Z,0,0.0,-8.263741,-4.9798,-3.283941,-738.167356,-2838.285015,2100.117659,25.269782,162.091148,-136.821366,vdo_trend_accel,vdo_trend_accel,emergency_dd,emergency_dd,0.34994,0.797317,0.349407,0.349407,0.0,0.0,0,0
62,70,long,2024-06-27T00:00:00Z,2024-06-27T00:00:00Z,2024-07-05T04:00:00Z,2024-07-04T04:00:00Z,0,0.0,-9.442746,-3.556614,-5.886132,-816.38877,-2245.782607,1429.393837,24.361978,178.790525,-154.428547,vdo_trend,vdo_trend,emergency_dd,emergency_dd,0.359786,0.917925,0.35095,0.35095,0.0,0.0,0,0
65,73,long,2024-08-06T04:00:00Z,2024-08-06T04:00:00Z,2024-08-19T00:00:00Z,2024-08-19T00:00:00Z,0,0.0,4.751365,2.33578,2.415585,209.318421,1277.833218,-1068.514797,13.993038,177.716728,-163.72369,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.209475,0.957927,0.193911,0.193911,0.0,0.0,1,1
66,74,long,2024-08-20T04:00:00Z,2024-08-20T04:00:00Z,2024-08-27T16:00:00Z,2024-08-27T16:00:00Z,0,0.0,1.594619,1.489588,0.105031,120.257329,703.180701,-582.923372,25.214371,158.914912,-133.700541,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.363892,0.849274,0.35145,0.35145,0.0,0.0,1,1
67,75,long,2024-08-31T00:00:00Z,2024-08-31T00:00:00Z,2024-09-30T16:00:00Z,2024-09-30T16:00:00Z,0,0.0,7.290499,4.336804,2.953695,435.085672,2521.808528,-2086.722856,18.975031,184.902454,-165.927423,vdo_trend,vdo_trend,trailing_stop,trailing_stop,0.276822,0.959738,0.25551,0.25551,0.0,0.0,1,1
68,76,long,2024-10-04T08:00:00Z,2024-10-04T08:00:00Z,2024-10-23T12:00:00Z,2024-10-23T12:00:00Z,0,0.0,7.873337,6.222257,1.65108,622.512813,3895.955865,-3273.443052,25.170855,198.773616,-173.602761,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.357985,0.98284,0.331709,0.331709,0.0,0.0,1,1
69,77,long,2024-10-24T20:00:00Z,2024-10-24T20:00:00Z,2024-11-01T08:00:00Z,2024-11-01T08:00:00Z,0,0.0,1.208467,2.191045,-0.982578,91.158934,1353.927083,-1262.768149,26.037781,201.509622,-175.471841,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.360152,0.961559,0.345444,0.345444,0.0,0.0,1,1
70,78,long,2024-11-04T04:00:00Z,2024-11-04T04:00:00Z,2024-11-24T16:00:00Z,2024-11-24T16:00:00Z,0,0.0,22.199087,36.080059,-13.880972,4883.607753,23974.508182,-19090.900429,73.933296,236.644815,-162.711519,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.90907,0.96196,0.348887,0.348887,0.0,0.0,1,1
71,79,long,2024-11-27T16:00:00Z,2024-11-27T16:00:00Z,2024-12-09T20:00:00Z,2024-12-09T20:00:00Z,0,0.0,0.763097,0.763097,0.0,170.889864,540.731613,-369.841749,84.095738,266.096672,-182.000934,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.939205,0.939205,0.35285,0.35285,0.0,0.0,1,1
72,80,long,2024-12-11T16:00:00Z,2024-12-11T16:00:00Z,2024-12-19T00:00:00Z,2024-12-19T00:00:00Z,0,0.0,-1.447035,-1.447035,0.0,-462.225408,-1462.578792,1000.353384,86.31725,273.126006,-186.808756,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.968985,0.968985,0.352028,0.352028,0.0,0.0,0,0
73,81,long,2024-12-22T00:00:00Z,2024-12-22T00:00:00Z,2025-01-07T20:00:00Z,2025-01-07T20:00:00Z,0,0.0,0.397023,0.431312,-0.034289,70.451721,255.180495,-184.728774,85.937828,273.347999,-187.410171,vdo_trend,vdo_trend,trailing_stop,trailing_stop,0.972418,0.977058,0.262206,0.262206,0.0,0.0,1,1
74,82,long,2025-01-10T20:00:00Z,2025-01-10T20:00:00Z,2025-01-23T12:00:00Z,2025-01-23T12:00:00Z,0,0.0,6.016748,6.016748,0.0,1662.495071,5262.263171,-3599.7681,87.705195,277.611541,-189.906346,vdo_trend_accel,vdo_trend_accel,trailing_stop,trailing_stop,0.966757,0.966757,0.292156,0.292156,0.0,0.0,1,1
75,83,long,2025-01-24T16:00:00Z,2025-01-24T16:00:00Z,2025-02-02T20:00:00Z,2025-02-02T20:00:00Z,0,0.0,-6.700265,-6.700265,0.0,-2045.063627,-6473.199948,4428.136321,86.688124,274.392224,-187.7041,vdo_trend_accel,vdo_trend_accel,emergency_dd,emergency_dd,0.961469,0.961469,0.306209,0.306209,0.0,0.0,0,0
76,84,long,2025-02-04T20:00:00Z,2025-02-04T20:00:00Z,2025-02-25T08:00:00Z,2025-02-25T08:00:00Z,0,0.0,-9.065558,-8.962153,-0.103405,-2276.713926,-7941.495924,5664.781998,70.860413,250.111227,-179.250814,vdo_trend_accel,vdo_trend_accel,emergency_dd,emergency_dd,0.85265,0.950748,0.291158,0.291158,0.0,0.0,0,0
77,85,long,2025-02-27T20:00:00Z,2025-02-27T20:00:00Z,2025-03-04T08:00:00Z,2025-03-04T08:00:00Z,0,0.0,-4.148418,-2.477606,-1.670812,-547.066065,-2095.885804,1548.819739,37.443691,236.66266,-199.218969,vdo_dip_buy,vdo_dip_buy,trailing_stop,trailing_stop,0.493818,0.957137,0.333339,0.333339,0.0,0.0,0,0
78,86,long,2025-03-05T12:00:00Z,2025-03-05T12:00:00Z,2025-03-09T20:00:00Z,2025-03-07T04:00:00Z,0,0.0,-8.17077,-3.965516,-4.205254,-761.87976,-2998.413605,2236.533845,26.385731,214.545347,-188.159616,vdo_trend_accel,vdo_trend_accel,emergency_dd,emergency_dd,0.354813,0.890744,0.34656,0.34656,0.0,0.0,0,0
79,87,long,2025-03-29T16:00:00Z,2025-03-29T16:00:00Z,2025-04-06T08:00:00Z,2025-04-06T08:00:00Z,0,0.0,0.539793,0.45712,0.082673,34.612197,168.671413,-134.059216,26.766421,165.507114,-138.740693,vdo_dip_buy,vdo_dip_buy,trailing_stop,trailing_stop,0.362463,0.711941,0.351256,0.351256,0.0,0.0,1,1
