trade_id,decision_signal_bar_index,scheduled_exit_open_bar_index,entry_fill_bar_index,entry_fill_price,decision_timestamp,scheduled_exit_timestamp,continuation_end_open_bar_index,continuation_end_timestamp,continuation_end_reason,churn_signal20_open,churn_signal20_decision,delta_price_ratio,delta_win,continue_h_bars,d1_regime_strength,ema_gap_pct,holding_bars_to_exit_signal,return_from_entry_to_signal,peak_runup_from_entry,atr_percentile_100,vdo,imbalance_ratio_base,imbalance_ratio_quote,net_base_norm_28,net_quote_norm_28,vol_surprise_base_28,vol_surprise_quote_28,ema12_imbalance_ratio_base,ema28_imbalance_ratio_base,osc_12_28_imbalance_ratio_base,pos_count4_imbalance_ratio_base,ema12_imbalance_ratio_quote,ema28_imbalance_ratio_quote,osc_12_28_imbalance_ratio_quote,pos_count4_imbalance_ratio_quote,ema12_net_base_norm_28,ema28_net_base_norm_28,osc_12_28_net_base_norm_28,pos_count4_net_base_norm_28,ema12_net_quote_norm_28,ema28_net_quote_norm_28,osc_12_28_net_quote_norm_28,pos_count4_net_quote_norm_28,ema12_vol_surprise_base_28,ema28_vol_surprise_base_28,osc_12_28_vol_surprise_base_28,pos_count4_vol_surprise_base_28,ema12_vol_surprise_quote_28,ema28_vol_surprise_quote_28,osc_12_28_vol_surprise_quote_28,pos_count4_vol_surprise_quote_28
13,3555,3556,3503,3936.14,2019-04-03 23:59:59.999000+00:00,2019-04-04 00:00:00+00:00,3572,2019-04-06 16:00:00+00:00,forced_expiry,1,1,0.032350144650173496,1,16,0.15664956106994143,0.08601674359708794,53.0,0.2531566458510115,0.297862880893464,1.0,-0.004128116761836463,-0.03030603063775479,-0.029177545607120957,-0.08149999695750727,-0.0830906761432794,2.689233635762772,2.8477609892931026,0.04148522739604365,0.04561334415788011,-0.004128116761836463,3.0,0.04162989074131321,0.04568177446377132,-0.004051883722458113,3.0,0.0556544723983721,0.06168774125251637,-0.0060332688541442706,3.0,0.05930731936942204,0.06453133257052159,-0.005224013201099546,3.0,1.8006465725328895,1.5550997329990066,0.2455468395338829,3.0,1.9130757061857886,1.6353514527925213,0.27772425339326734,3.0
14,3600,3601,3566,4966.5,2019-04-11 11:59:59.999000+00:00,2019-04-11 12:00:00+00:00,3617,2019-04-14 04:00:00+00:00,forced_expiry,1,1,0.006716643238065867,1,16,0.12653827117005936,0.0994333595687632,35.0,0.007129769455350932,0.0800020134903856,1.0,-0.017647803623746558,-0.04651069433654728,-0.04621626140771309,-0.10564656281109039,-0.10307436669412502,2.2714466923809216,2.2302618938563215,-0.00465829933192753,0.012989504291819026,-0.017647803623746558,0.0,-0.004535252001356147,0.013157983898163583,-0.01769323589951973,0.0,-0.01008605132720973,0.009534328825696298,-0.019620380152906028,0.0,-0.008895064690114573,0.010712721151408993,-0.019607785841523565,0.0,1.2004764647700004,1.036117722853275,0.1643587419167254,3.0,1.212811440227593,1.0567533240029174,0.15605811622467547,3.0
15,3687,3688,3608,5037.45,2019-04-25 23:59:59.999000+00:00,2019-04-26 00:00:00+00:00,3704,2019-04-28 16:00:00+00:00,forced_expiry,1,1,0.02168578691190648,1,16,0.021094631716669206,0.04751339275271265,80.0,0.03621872177391339,0.10533702567767422,0.66,-0.05335911523726674,-0.14943097699079194,-0.15115952497390664,-0.5076227280861146,-0.5022134744206433,3.3970381396716345,3.322407069665878,-0.09034667931646093,-0.036987564079194186,-0.05335911523726674,0.0,-0.09043659810953932,-0.036930251435471614,-0.0535063466740677,0.0,-0.13639668907677588,-0.05408969811019779,-0.08230699096657809,0.0,-0.13553545980293397,-0.053316793428301375,-0.0822186663746326,0.0,1.4072570994196938,1.2654813733682468,0.14177572605144695,2.0,1.4038350210930437,1.2731866022563567,0.13064841883668699,2.0
16,3787,3788,3694,5315.0,2019-05-12 15:59:59.999000+00:00,2019-05-12 16:00:00+00:00,3804,2019-05-15 16:00:00+00:00,forced_expiry,1,1,0.168248447204969,1,16,0.18572169210038708,0.11595952314132765,94.0,0.2868918156161806,0.40742615239887114,1.0,-0.007204849076388558,-0.06936217714284955,-0.06822484721608375,-0.13820768412922166,-0.13999146883753294,1.992551125443866,2.051913262541253,0.023672306768225515,0.030877155844614073,-0.007204849076388558,1.0,0.023915201997085963,0.031031880261328033,-0.0071166782642420705,1.0,0.03360919543768699,0.04520230811302441,-0.01159311267533742,1.0,0.03811728806556321,0.04910543167044531,-0.010988143604882102,1.0,1.7127033056357537,1.445136689389995,0.2675666162457586,4.0,1.8289361639879342,1.5323675446678993,0.296568619320035,4.0
17,3800,3801,3793,7225.24,2019-05-14 19:59:59.999000+00:00,2019-05-14 20:00:00+00:00,3817,2019-05-17 20:00:00+00:00,forced_expiry,1,1,-0.07786256582560658,0,16,0.2239409673760095,0.16279507278426525,8.0,0.07134849499809004,0.15174859243429983,1.0,-0.007721510871835868,-0.015325423385775553,-0.015038325579317518,-0.01821208860919356,-0.018884547126761648,1.1883579429262159,1.2557612898562263,0.02101550704559563,0.0287370179174315,-0.007721510871835868,1.0,0.021162313202015618,0.0288626399863362,-0.007700326784320581,1.0,0.027651697420036037,0.03952615806395482,-0.011874460643918783,1.0,0.030126567453651158,0.04271872257913903,-0.01259215512548787,1.0,1.2842188330914488,1.3118488081069766,-0.027629975015527775,3.0,1.3870247353865934,1.404392282768125,-0.017367547381531567,4.0
18,3895,3896,3817,7135.73,2019-05-30 23:59:59.999000+00:00,2019-05-31 00:00:00+00:00,3912,2019-06-02 16:00:00+00:00,forced_expiry,1,1,0.04960868986706335,1,16,0.060203636521139844,0.09477642976441653,79.0,0.15889194238010695,0.2530252686130221,0.36,-0.02224086567005536,-0.039093299818578335,-0.038141948552969984,-0.10500228071759678,-0.09994792155055461,2.685940588409896,2.620419914094085,0.011587592017111802,0.03382845768716716,-0.02224086567005536,1.0,0.011863984648900667,0.03402340816273337,-0.022159423513832707,1.0,-0.012153106232264312,0.018723462143218912,-0.030876568375483224,1.0,-0.010851982443683194,0.020296313980699268,-0.031148296424382462,1.0,1.4111085682789823,1.1363291768889026,0.2747793913900798,3.0,1.4253008519938084,1.159476472889471,0.2658243791043373,3.0
19,3919,3920,3901,8444.72,2019-06-03 23:59:59.999000+00:00,2019-06-04 00:00:00+00:00,3936,2019-06-06 16:00:00+00:00,forced_expiry,0,0,-0.051852837600392276,0,16,0.015088024463597784,0.061518380655383134,19.0,-0.03894741329493456,0.03330601843518788,0.32,-0.015064769717316562,-0.1155677950340572,-0.11472136540157943,-0.17715397263497945,-0.17184852687531746,1.5329008620677858,1.4979644486775916,0.011628958676731024,0.026693728394047586,-0.015064769717316562,2.0,0.01181722171910059,0.026820339281550025,-0.015003117562449434,2.0,-0.0015123546435656283,0.015420389907346978,-0.016932744550912607,2.0,-0.0005590475638776425,0.01620010518201113,-0.016759152745888774,2.0,1.0200634000679396,0.9579351287870665,0.06212827128087306,2.0,1.0169460197353761,0.9618369193980175,0.05510910033735861,2.0
21,4057,4058,3975,8082.01,2019-06-26 23:59:59.999000+00:00,2019-06-27 00:00:00+00:00,4074,2019-06-29 16:00:00+00:00,forced_expiry,1,1,-0.08846590189015724,0,16,0.2518045544667233,0.17701125741426907,83.0,0.6201167778807499,0.7273871227578288,1.0,-0.02355213344847405,-0.03821637572931592,-0.038894827403004775,-0.11538957247825782,-0.12420608128987669,3.0193750787765583,3.193383017307882,0.014535322478920861,0.03808745592739491,-0.02355213344847405,2.0,0.01437923152789537,0.03805230970332602,-0.02367307817543065,2.0,-0.003031059587713202,0.029492291053052733,-0.03252335064076593,2.0,-0.004318103636595853,0.03039948304331152,-0.034717586679907375,2.0,1.725230528897975,1.4035681087568432,0.3216624201411318,4.0,1.8825017319970945,1.5168633024274356,0.36563842956965886,4.0
22,4085,4086,4072,11877.5,2019-07-01 15:59:59.999000+00:00,2019-07-01 16:00:00+00:00,4102,2019-07-04 08:00:00+00:00,forced_expiry,1,1,0.12310289437035182,1,16,0.04485033458150336,0.09831292545594213,14.0,-0.12464912649968429,0.02157861502841496,1.0,-0.018640987615581722,-0.12764868742201688,-0.12738516799895036,-0.2158186040868918,-0.19637772027530276,1.6907232533725791,1.541605850666389,-0.012984659039655481,0.005656328575926243,-0.018640987615581722,2.0,-0.012400498951875593,0.006119190280436667,-0.01851968923231226,2.0,-0.035130629502956694,-0.013643871894945148,-0.021486757608011546,2.0,-0.030967024874461953,-0.01113202459691614,-0.01983500027754581,2.0,0.9867381155540231,1.0092919767014443,-0.022553861147421195,2.0,0.9399442498790469,0.9965977553727458,-0.05665350549369885,2.0
23,4142,4143,4095,11289.46,2019-07-11 03:59:59.999000+00:00,2019-07-11 04:00:00+00:00,4159,2019-07-13 20:00:00+00:00,forced_expiry,1,1,-0.04390757505446041,0,16,0.0791775985546623,0.07267289519116746,48.0,0.03654559208323538,0.14887957439948418,0.61,-0.03838594496451188,-0.023502003289754866,-0.02287969602526169,-0.02159074318443617,-0.02054497003181113,0.918676715267423,0.8979564242954641,-0.057673086362127333,-0.019287141397615455,-0.03838594496451188,0.0,-0.0574721098793327,-0.019224569159668536,-0.03824754071966416,0.0,-0.09599783673337305,-0.04086690826750873,-0.055130928465864315,0.0,-0.09871497464021387,-0.0428839035589213,-0.055831071081292566,0.0,1.2756696737653161,1.1279427228815617,0.14772695088375443,3.0,1.309180838229484,1.1627974512611827,0.14638338696830133,3.0
24,4163,4164,4149,11189.51,2019-07-14 15:59:59.999000+00:00,2019-07-14 16:00:00+00:00,4169,2019-07-15 12:00:00+00:00,trend_exit_during_continuation,0,0,-0.010942862795034869,0,5,0.010799423081998723,0.018731580686338435,15.0,-0.0693855226904484,0.05073591247516629,0.33,-0.0029159013515048047,0.04947857753198348,0.050483895099190726,0.07197541575604458,0.06794563518083443,1.454678354678222,1.3458873378794345,0.001991163886979775,0.00490706523848458,-0.0029159013515048047,2.0,0.002354187633296534,0.005140214662272577,-0.002786027028976043,2.0,-0.006139403256853453,-0.007061530678663425,0.0009221274218099715,2.0,-0.005549365688211348,-0.007173928208868743,0.0016245625206573952,2.0,1.0107216885917651,0.973405467719817,0.03731622087194819,2.0,0.9623132312971119,0.9486130680525634,0.01370016324454848,2.0
25,4303,4304,4285,10851.14,2019-08-06 23:59:59.999000+00:00,2019-08-07 00:00:00+00:00,4320,2019-08-09 16:00:00+00:00,forced_expiry,1,1,0.022787586148032224,1,16,0.0812458003045978,0.05934784897431652,19.0,0.0581091019008142,0.12294560755828421,0.59,-0.027991141556899017,-0.06056791102543617,-0.06042413169986408,-0.08466552495199667,-0.08490861252198795,1.3978610706326067,1.4052103047792566,-0.012327077463246223,0.015664064093652796,-0.027991141556899017,1.0,-0.012017393639644387,0.015924541746828363,-0.02794193538647275,1.0,-0.003183060359286626,0.03133827631748498,-0.03452133667677161,1.0,-0.0015956907359956727,0.03369385687216705,-0.03528954760816272,1.0,1.3154679341953237,1.2348752578330071,0.0805926763623166,3.0,1.3781620800733771,1.293721229315279,0.08444085075809804,3.0
26,4336,4337,4310,11975.04,2019-08-12 11:59:59.999000+00:00,2019-08-12 12:00:00+00:00,4353,2019-08-15 08:00:00+00:00,forced_expiry,1,1,-0.1096715133549494,0,16,0.04844997258534284,0.04582921471711715,27.0,-0.05403155229544121,0.0020651288012398794,0.39,0.008371774574289892,-0.04854170950860631,-0.04818919953942341,-0.02523982958223757,-0.024613342880507226,0.5199616955756907,0.5107647173174383,0.04143878169012537,0.033067007115835476,0.008371774574289892,2.0,0.04179489573887442,0.03351199070885499,0.008282905030019432,2.0,0.012465324208198026,0.006329702826531337,0.0061356213816666895,2.0,0.012837818210136772,0.007443805487706695,0.005394012722430077,2.0,0.6067356761433554,0.7485567560441477,-0.1418210799007923,0.0,0.6000065940402622,0.75227204654399,-0.1522654525037278,0.0
27,4346,4347,4338,11400.0,2019-08-14 03:59:59.999000+00:00,2019-08-14 04:00:00+00:00,4354,2019-08-15 12:00:00+00:00,trend_exit_during_continuation,0,0,-0.046436763485788735,0,7,-0.01122907883235569,0.026709566821925407,9.0,-0.06519035087719294,0.003849999999999909,0.41,-0.049944658049720626,-0.12795383299701343,-0.12774789915194207,-0.2126522020875056,-0.20080943117558897,1.6619447585635758,1.571919636320189,-0.08375137730991952,-0.033806719260198896,-0.049944658049720626,0.0,-0.08353640749973473,-0.03349182460605517,-0.050044582893679565,0.0,-0.13135158766992203,-0.07077905404177157,-0.06057253362815046,0.0,-0.12615825735492203,-0.06749548254164493,-0.0586627748132771,0.0,0.9954806035010684,0.8772173690097812,0.11826323449128717,3.0,0.9612200214040801,0.8614920650098217,0.09972795639425847,3.0
28,4499,4500,4485,10715.87,2019-09-08 19:59:59.999000+00:00,2019-09-08 20:00:00+00:00,4516,2019-09-11 12:00:00+00:00,trend_exit_during_continuation,0,0,-0.02681910450186109,0,16,0.015393984118919185,0.012323088398697153,15.0,-0.03507041425474566,0.011863712419056816,0.24,-0.04076061620956895,-0.2661263016311115,-0.2659722290346352,-0.17287261938976417,-0.17126075196169874,0.6495886288961771,0.6439046384026694,-0.04385711183650833,-0.0030964956269393783,-0.04076061620956895,2.0,-0.043695751096927825,-0.00283523811945113,-0.0408605129774767,2.0,-0.05113155285463112,-0.008056962462495466,-0.04307459039213565,2.0,-0.0503712768841788,-0.007014870374923061,-0.043356406509255735,2.0,0.7844994292658016,0.9123138947536977,-0.1278144654878961,1.0,0.7846139041654452,0.9200846169395872,-0.13547071277414202,1.0
30,4810,4811,4789,9230.0,2019-10-30 15:59:59.999000+00:00,2019-10-30 16:00:00+00:00,4827,2019-11-02 08:00:00+00:00,forced_expiry,1,1,0.013223411321219514,1,16,0.09079886494371053,0.059277578962672196,22.0,-0.014764897074756256,0.05230010834236176,0.95,-0.008212712597996021,-0.02313126671096606,-0.022981539402937522,-0.019813712185733672,-0.01943340467163019,0.8565770492949439,0.8456093532683975,-0.003348113142900799,0.004864599455095223,-0.008212712597996021,0.0,-0.003080960776263974,0.005117614432475659,-0.008198575208739633,0.0,-0.0035965269869836372,0.005846249738330156,-0.009442776725313793,0.0,-0.0031034629694432787,0.006749150909904706,-0.009852613879347985,0.0,0.8587775264404283,0.986494456909612,-0.12771693046918375,1.0,0.8698254154454216,1.0133017177842158,-0.14347630233879427,1.0
31,4864,4865,4813,9154.02,2019-11-08 15:59:59.999000+00:00,2019-11-08 16:00:00+00:00,4881,2019-11-11 08:00:00+00:00,forced_expiry,1,1,-0.0009024165718147792,0,16,0.027604885862161508,0.027637204623613472,52.0,-0.03636435139971306,0.02733443885855613,0.42,-0.014724221894322688,-0.10343044685231174,-0.10357342389371257,-0.2841199833976916,-0.2743804790752319,2.746966604556841,2.6491397962937104,-0.010216437664959575,0.0045077842293631135,-0.014724221894322688,1.0,-0.010113129550349587,0.004641534114928207,-0.014754663665277794,1.0,-0.04576597386425609,-0.012132335785675036,-0.03363363807858105,1.0,-0.04395143090036928,-0.011095878241637307,-0.03285555265873197,1.0,1.3427682576130275,1.1081919029281568,0.2345763546848707,3.0,1.320195606421711,1.0996535805407939,0.2205420258809172,3.0
33,5182,5183,5168,7307.06,2019-12-31 15:59:59.999000+00:00,2019-12-31 16:00:00+00:00,5187,2020-01-01 08:00:00+00:00,trend_exit_during_continuation,0,0,0.002061153578874153,1,4,-0.004526446282643843,0.001743813790158663,15.0,-0.015204473481810754,0.022716386617873674,0.14,-0.015131731004051973,-0.03962106482324222,-0.03904356203453074,-0.06015134606296812,-0.0588564835635764,1.5181658123353254,1.507456812253011,-0.01757319318782849,-0.002441462183776517,-0.015131731004051973,1.0,-0.01740095316894521,-0.0023021842890116185,-0.01509876887993359,1.0,-0.025202009928662693,-0.011679014671526027,-0.013522995257136666,1.0,-0.02489384118872727,-0.011428510960229756,-0.013465330228497514,1.0,0.9543598580584645,0.9172541095300297,0.037105748528434734,1.0,0.952066024507102,0.9181682683729825,0.033897756134119494,1.0
34,5234,5235,5209,7354.19,2020-01-09 07:59:59.999000+00:00,2020-01-09 08:00:00+00:00,5251,2020-01-12 00:00:00+00:00,forced_expiry,1,1,0.008860856624949509,1,16,0.07550795769041459,0.04667714762597891,26.0,0.08099464386968536,0.1330234872909184,0.98,-0.015233623020449692,0.011986840749546122,0.011914031976238993,0.007604914766458398,0.0075438114695249745,0.6344386252688271,0.6331871094999694,-0.014166421318436963,0.0010672017020127303,-0.015233623020449692,1.0,-0.014040649773548401,0.0011770398691918738,-0.015217689642740275,1.0,-0.015223801632279403,0.006354006610277563,-0.021577808242556965,1.0,-0.015124891126702152,0.006983722029825623,-0.022108613156527776,1.0,1.2983829047324573,1.3170857612067544,-0.018702856474297036,2.0,1.339063611957238,1.3570320357226804,-0.017968423765442276,2.0
35,5295,5296,5244,8058.05,2020-01-19 11:59:59.999000+00:00,2020-01-19 12:00:00+00:00,5312,2020-01-22 04:00:00+00:00,forced_expiry,1,1,0.0038980965677397617,1,16,0.0887930271482872,0.07422789360342562,52.0,0.07736238916363147,0.13645484949832776,0.87,-0.019737152546045515,-0.21271134971087008,-0.21332190901008302,-0.40953558673008256,-0.41103482197199726,1.9253114010453494,1.9268289126016072,-0.025524653297429888,-0.005787500751384372,-0.019737152546045515,2.0,-0.025521748727567586,-0.005716758589100727,-0.019804990138466858,2.0,-0.04769053007545792,-0.01231668237680195,-0.035373847698655966,2.0,-0.04730165298909628,-0.011719009907039172,-0.03558264308205711,2.0,0.9927791944627666,0.9576089615596869,0.035170232903079746,2.0,1.0138823307052505,0.981739309579562,0.032143021125688453,2.0
36,5320,5321,5308,8656.76,2020-01-23 15:59:59.999000+00:00,2020-01-23 16:00:00+00:00,5337,2020-01-26 08:00:00+00:00,forced_expiry,1,1,0.0032352972848150863,1,16,0.043585190306671705,0.03898404751312102,13.0,-0.034347723628701754,0.00964679626095677,0.29,-0.005419616153152888,-0.018765750041211005,-0.01840802966407829,-0.025884318710859465,-0.024655099944976427,1.3793383506662693,1.3393665913679378,-0.00858722485244394,-0.003167608699291051,-0.005419616153152888,0.0,-0.008396792731030169,-0.003014487160362243,-0.005382305570667926,0.0,-0.020241848094595595,-0.01101133941027447,-0.009230508684321124,0.0,-0.019612656078670132,-0.01053663274940584,-0.009076023329264292,0.0,0.998098720978318,0.8958210322991016,0.10227768867921638,3.0,0.9831233825358061,0.8906466463834218,0.09247673615238428,3.0
