trade_id,decision_signal_bar_index,scheduled_exit_open_bar_index,entry_fill_bar_index,entry_fill_price,decision_timestamp,scheduled_exit_timestamp,continuation_end_open_bar_index,continuation_end_timestamp,continuation_end_reason,churn_signal20_open,churn_signal20_decision,delta_price_ratio,delta_win,continue_h_bars,d1_regime_strength,ema_gap_pct,holding_bars_to_exit_signal,return_from_entry_to_signal,peak_runup_from_entry,atr_percentile_100,vdo,imbalance_ratio_base,imbalance_ratio_quote,net_base_norm_28,net_quote_norm_28,vol_surprise_base_28,vol_surprise_quote_28,ema12_imbalance_ratio_base,ema28_imbalance_ratio_base,osc_12_28_imbalance_ratio_base,pos_count4_imbalance_ratio_base,ema12_imbalance_ratio_quote,ema28_imbalance_ratio_quote,osc_12_28_imbalance_ratio_quote,pos_count4_imbalance_ratio_quote,ema12_net_base_norm_28,ema28_net_base_norm_28,osc_12_28_net_base_norm_28,pos_count4_net_base_norm_28,ema12_net_quote_norm_28,ema28_net_quote_norm_28,osc_12_28_net_quote_norm_28,pos_count4_net_quote_norm_28,ema12_vol_surprise_base_28,ema28_vol_surprise_base_28,osc_12_28_vol_surprise_base_28,pos_count4_vol_surprise_base_28,ema12_vol_surprise_quote_28,ema28_vol_surprise_quote_28,osc_12_28_vol_surprise_quote_28,pos_count4_vol_surprise_quote_28
1,2294,2295,2241,6713.01,2018-09-05 11:59:59.999000+00:00,2018-09-05 12:00:00+00:00,2306,2018-09-07 08:00:00+00:00,trend_exit_during_continuation,0,0,-0.07206673704266342,0,11,0.058415102218392426,0.04087687676484274,54.0,0.04154470200401894,0.09925800795768214,0.04,-0.011651520181290786,-0.14105350905524605,-0.14176992474224553,-0.36172440721061094,-0.3593658937185377,2.564448127759341,2.534852821371721,0.07819760571920388,0.08984912590049467,-0.011651520181290786,3.0,0.07816608488728174,0.08988555441128468,-0.011719469524002935,3.0,0.03975050978479246,0.07178853567406258,-0.03203802588927013,3.0,0.042354324934400486,0.0742215627012859,-0.03186723776688541,3.0,1.1658131711248996,1.0477853726099815,0.11802779851491807,1.0,1.1784193529251543,1.0646757281675194,0.11374362475763489,1.0
2,2412,2413,2398,6687.47,2018-09-25 03:59:59.999000+00:00,2018-09-25 04:00:00+00:00,2418,2018-09-26 00:00:00+00:00,trend_exit_during_continuation,1,1,-0.003392582398466182,0,5,0.0016073908117084843,0.006398329684266618,15.0,-0.03279117513798191,0.008937610187410128,0.36,-0.009897047560763386,-0.011142249720154523,-0.011789802991687977,-0.018714194482389774,-0.019385587443499722,1.6795705492526194,1.6442672924362614,0.07807876420811834,0.08797581176888172,-0.009897047560763386,3.0,0.07819672330090707,0.08817342733196437,-0.009976704031057299,3.0,0.06837785011660297,0.08115121085644222,-0.012773360739839257,3.0,0.06915670534228824,0.08249381717202388,-0.01333711182973564,3.0,1.0842829813567427,1.0293285350512862,0.05495444630545654,2.0,1.0844865625228608,1.0367507997238614,0.04773576279899938,2.0
3,2436,2437,2432,6786.71,2018-09-29 03:59:59.999000+00:00,2018-09-29 04:00:00+00:00,2453,2018-10-01 20:00:00+00:00,forced_expiry,1,1,0.012929324612304782,1,16,0.009729868839765655,0.003432053245909491,5.0,-0.04211466233270611,0.0,0.86,-0.005925373945172258,-0.10246040560013704,-0.10202438435986533,-0.11083086591059879,-0.1094813625775331,1.0816945849612227,1.0730901564802897,0.09110527616940745,0.0970306501145797,-0.005925373945172258,3.0,0.09140804181223018,0.09727805684403468,-0.005870015031804496,3.0,0.08958814640216137,0.09722399471689451,-0.007635848314733143,3.0,0.09126665397397452,0.09839705825574031,-0.007130404281765798,3.0,1.0741588108933882,1.0474418842169602,0.026716926676428,3.0,1.0814319663353067,1.0519263246109376,0.02950564172436909,3.0
5,2508,2509,2472,6591.69,2018-10-11 03:59:59.999000+00:00,2018-10-11 04:00:00+00:00,2511,2018-10-11 12:00:00+00:00,trend_exit_during_continuation,0,0,-0.009749988959896094,0,2,0.004715813468086776,0.0024115876959422316,37.0,-0.03810403705271326,0.015722826771283227,0.17,-0.029780101004183206,-0.09668966448451666,-0.09857101601635909,-0.42697142549170924,-0.42424487699060853,4.415895202119375,4.303951548193434,-0.052451941807442004,-0.0226718408032588,-0.029780101004183206,1.0,-0.052628798055597045,-0.022675502764948348,-0.029953295290648697,1.0,-0.09964802579167728,-0.04075776915444986,-0.05889025663722742,1.0,-0.09902020984011427,-0.040337399774211385,-0.05868281006590288,1.0,1.3947074473536902,1.1219159269084726,0.2727915204452176,1.0,1.3783921828144012,1.1161121649812926,0.2622800178331086,1.0
6,2555,2556,2539,6730.97,2018-10-18 23:59:59.999000+00:00,2018-10-19 00:00:00+00:00,2572,2018-10-21 16:00:00+00:00,forced_expiry,1,1,0.003934152797418378,1,16,0.006994538503637871,0.01211413195565201,17.0,-0.0166409893373467,0.013926670301605881,0.69,-0.018410377044078233,-0.1595843711599971,-0.15987092961281857,-0.07719059117196497,-0.07582186825707037,0.4836976867526378,0.4742692648419486,-0.023311749759856514,-0.004901372715778283,-0.018410377044078233,1.0,-0.02331369509091134,-0.004865407880258262,-0.01844828721065308,1.0,-0.010145326388449841,0.0056636070832599625,-0.015808933471709804,1.0,-0.009847573878217025,0.005795746897027736,-0.01564332077524476,1.0,0.7031565261633692,0.859916727012742,-0.1567602008493728,0.0,0.7016464943360312,0.8638572299501993,-0.1622107356141681,0.0
8,2957,2958,2944,3877.86,2018-12-25 03:59:59.999000+00:00,2018-12-25 04:00:00+00:00,2974,2018-12-27 20:00:00+00:00,forced_expiry,0,0,-0.035561187350031,0,16,0.04994042905907847,0.02690570793274536,14.0,-0.04351884802442585,0.07314343478103891,0.8,-0.01512389757994837,-0.06611433329517111,-0.06675075841808971,-0.11627997325568279,-0.1140755457011963,1.7587710177238634,1.7089775218236531,0.0027310503491304716,0.01785494792907884,-0.01512389757994837,1.0,0.0029537178351756403,0.01807331973099764,-0.015119601895821998,1.0,-0.00664792625446135,0.012543537201256826,-0.019191463455718177,1.0,-0.005421066087146658,0.013765713100257027,-0.019186779187403684,1.0,1.029941176806337,0.9930148738780682,0.036926302928268706,3.0,1.050488976105471,1.0220174918865974,0.028471484218873577,3.0
9,3054,3055,3023,3790.09,2019-01-10 07:59:59.999000+00:00,2019-01-10 08:00:00+00:00,3062,2019-01-11 12:00:00+00:00,trend_exit_during_continuation,0,0,-0.04870100647511333,0,7,0.03177080900397621,0.022638301298355937,32.0,-0.0034484669229490894,0.056032970193319986,0.06,-0.00967546680763098,-0.12204366919985157,-0.12166901198915964,-0.34861410699738804,-0.3407865126267755,2.856470223183129,2.8009310427961607,0.01583105815274981,0.02550652496038079,-0.00967546680763098,3.0,0.015923730999303304,0.025581362772884128,-0.009657631773580824,3.0,-0.025179185154905605,0.00806332544891112,-0.03324251060381672,3.0,-0.023513473036863807,0.009192670913934945,-0.03270614395079875,3.0,1.19940040297809,1.0890793408195738,0.11032106215851623,1.0,1.2020303281681195,1.0992206530563904,0.10280967511172912,1.0
10,3326,3327,3238,3653.56,2019-02-24 15:59:59.999000+00:00,2019-02-24 16:00:00+00:00,3343,2019-02-27 08:00:00+00:00,forced_expiry,1,1,0.012532223827899536,1,16,0.08830539569325377,0.05357244870884843,89.0,0.03423783925814816,0.14127043212647394,0.96,-0.020513423926323215,-0.1014246563135386,-0.10315551982032263,-0.3808810739763231,-0.37985754558082424,3.7553104720304726,3.682377309934205,0.03447693051695344,0.05499035444327666,-0.020513423926323215,3.0,0.034252011172981885,0.05494207538251818,-0.020690064209536292,3.0,-0.005570085264606436,0.033486251864349045,-0.03905633712895548,3.0,-0.003866755144647599,0.03518829355620172,-0.03905504870084932,3.0,1.4378801727798638,1.1714939006944132,0.2663862720854506,3.0,1.455070920836605,1.1920548322915354,0.26301608854506964,3.0
11,3372,3373,3346,3813.24,2019-03-04 07:59:59.999000+00:00,2019-03-04 08:00:00+00:00,3389,2019-03-07 00:00:00+00:00,forced_expiry,1,1,0.03617923262677758,1,16,0.006220660713640761,0.007679652162860182,27.0,-0.022615938152332316,0.01039535932697655,0.29,-0.0026217511168606794,0.09050509901824416,0.09074245986231967,0.22579858686527704,0.22216359895046234,2.4948714416605435,2.448287155622002,0.054257612506071806,0.056879363622932486,-0.0026217511168606794,3.0,0.054413862506582075,0.057011738304982504,-0.0025978757984004286,3.0,0.06306760632581512,0.05232081612607724,0.010746790199737885,3.0,0.06249437311983039,0.052069740116174865,0.010424633003655523,3.0,1.0243924839846004,0.9018174297353242,0.12257505424927617,2.0,1.0144824904746108,0.8950931072500768,0.11938938322453396,2.0
12,3499,3500,3383,3857.58,2019-03-25 15:59:59.999000+00:00,2019-03-25 16:00:00+00:00,3516,2019-03-28 08:00:00+00:00,forced_expiry,1,1,0.015912508958040972,1,16,0.014095593659978043,0.012976451129449168,117.0,0.027307275545808585,0.049305523151820685,0.02,-0.005591130195862416,0.0353247778610151,0.03542867938447691,0.05371379518535401,0.0537128971667853,1.5205699352644275,1.5160852196573726,0.0433250706941431,0.048916200890005514,-0.005591130195862416,3.0,0.04341177906206815,0.04899743264964616,-0.00558565358757801,3.0,0.0430185256107923,0.04411437635202659,-0.0010958507412342916,3.0,0.043100665352548966,0.04429403477422781,-0.0011933694216788443,3.0,1.0490543957392584,0.9694673904445115,0.07958700529474694,3.0,1.0482748990057047,0.970444339282273,0.07783055972343167,3.0
