ts_ms,side,qty,price,fee,notional,reason
1690732800000,BUY,0.19381311,29365.50,5.6914,5691.42,vdo_trend_accel
1690776000000,BUY,0.14628312,29438.18,4.3063,4306.31,vdo_trend_accel
1692288000000,SELL,2.11400810,27918.66,59.0203,59020.27,emergency_dd
1692345600000,BUY,0.77673777,26444.54,20.5405,20540.47,vdo_dip_buy
1692475200000,BUY,0.82604627,26139.98,21.5928,21592.83,vdo_dip_buy
1692518400000,BUY,0.75597169,26102.79,19.7330,19732.97,vdo_dip_buy
1693512000000,SELL,2.35875572,26148.40,61.6777,61677.69,trailing_stop
1696219200000,BUY,0.10437611,28142.01,2.9374,2937.35,vdo_trend_accel
1696262400000,BUY,0.15648922,28041.72,4.3882,4388.23,vdo_trend
1696737600000,BUY,0.49322135,28080.31,13.8498,13849.81,vdo_trend
1697083200000,BUY,0.79087085,26861.84,21.2442,21244.24,vdo_dip_buy
1697515200000,BUY,0.09141011,28285.55,2.5856,2585.59,vdo_trend
1697558400000,BUY,0.13297848,28477.38,3.7869,3786.88,vdo_trend
1697601600000,BUY,0.13816776,28530.12,3.9419,3941.94,vdo_trend
1697774400000,BUY,0.08901186,29251.45,2.6037,2603.73,vdo_trend_accel
1698033600000,BUY,0.02968559,30753.59,0.9129,912.94,vdo_trend_accel
1698120000000,BUY,0.02396215,34080.33,0.8166,816.64,vdo_trend_accel
1698552000000,SELL,2.05017347,33952.19,69.6079,69607.88,trailing_stop
1698796800000,BUY,0.62250166,34658.83,21.5752,21575.18,vdo_trend
1698897600000,BUY,0.25552975,35591.25,9.0946,9094.62,vdo_trend_accel
1698955200000,BUY,0.54991499,35019.25,19.2576,19257.61,vdo_trend_accel
1699142400000,BUY,0.31740889,35081.35,11.1351,11135.13,vdo_trend_accel
1699401600000,BUY,0.10691677,35418.60,3.7868,3786.84,vdo_trend_accel
1699444800000,BUY,0.08628320,35350.23,3.0501,3050.13,vdo_trend_accel
1699488000000,BUY,0.10768742,35644.32,3.8384,3838.44,vdo_trend_accel
1700020800000,SELL,2.04624269,35362.54,72.3603,72360.34,trailing_stop
1700078400000,BUY,0.69540965,37520.62,26.0922,26092.20,vdo_trend_accel
1700121600000,BUY,0.41438884,37457.84,15.5221,15522.11,vdo_trend_accel
1700683200000,BUY,0.47372807,37310.49,17.6750,17675.03,vdo_trend_accel
1701201600000,BUY,0.06343063,38135.23,2.4189,2418.94,vdo_trend_accel
1701316800000,BUY,0.08536336,38072.77,3.2500,3250.02,vdo_trend
1701432000000,BUY,0.14006742,38601.39,5.4068,5406.80,vdo_trend_accel
1701475200000,BUY,0.07173765,38703.79,2.7765,2776.52,vdo_trend_accel
1702324800000,SELL,1.94412561,40757.56,79.2378,79237.82,trailing_stop
1702483200000,BUY,0.56929614,41962.24,23.8889,23888.94,vdo_trend_accel
1702670400000,BUY,0.47810293,42119.24,20.1373,20137.33,vdo_trend
1702713600000,BUY,0.21972392,42245.90,9.2824,9282.43,vdo_trend
1702756800000,BUY,0.24393483,42375.04,10.3367,10336.75,vdo_trend
1702958400000,BUY,0.14916301,43105.91,6.4298,6429.81,vdo_trend_accel
1703217600000,BUY,0.06596114,44032.21,2.9044,2904.41,vdo_trend
1703592000000,BUY,0.09351158,42709.04,3.9938,3993.79,vdo_dip_buy
1705118400000,SELL,1.81969354,42586.51,77.4944,77494.39,trailing_stop
1705420800000,BUY,0.65398507,43276.24,28.3020,28302.02,vdo_trend_accel
1705953600000,SELL,0.65398507,39798.41,26.0276,26027.57,emergency_dd
1706025600000,BUY,0.70072911,39225.57,27.4865,27486.50,vdo_dip_buy
1706083200000,BUY,0.69150341,40003.08,27.6623,27662.27,vdo_trend_accel
1706126400000,BUY,0.41456998,39824.93,16.5102,16510.22,vdo_trend_accel
1706227200000,BUY,0.04313073,39983.07,1.7245,1724.50,vdo_trend
1706284800000,BUY,0.02292639,41445.77,0.9502,950.20,vdo_trend_accel
1708732800000,SELL,1.87285962,50716.24,94.9844,94984.41,trailing_stop
1708833600000,BUY,0.56219402,51653.40,29.0392,29039.23,vdo_trend_accel
1708963200000,BUY,0.28949546,52871.40,15.3060,15306.03,vdo_trend_accel
1709006400000,BUY,0.23401342,55698.22,13.0341,13034.13,vdo_trend_accel
1709049600000,BUY,0.13220355,56776.87,7.5061,7506.10,vdo_trend_accel
1709107200000,BUY,0.11712662,58273.13,6.8253,6825.33,vdo_trend
1709150400000,BUY,0.06540523,60984.63,3.9887,3988.71,vdo_trend_accel
1709193600000,BUY,0.06167768,62741.66,3.8698,3869.76,vdo_trend_accel
1709539200000,BUY,0.05550308,64101.86,3.5579,3557.85,vdo_trend_accel
1709582400000,BUY,0.05482280,67442.33,3.6974,3697.38,vdo_trend_accel
1709668800000,SELL,1.57244187,61377.21,96.5121,96512.09,trailing_stop
1710806400000,BUY,0.54572327,67647.19,36.9166,36916.65,vdo_trend
1711008000000,BUY,0.34414061,67022.04,23.0650,23065.00,vdo_trend_accel
1711296000000,BUY,0.18806078,65709.49,12.3574,12357.38,vdo_trend
1711339200000,BUY,0.18775651,67387.05,12.6524,12652.36,vdo_trend_accel
1711382400000,BUY,0.09350334,69830.45,6.5294,6529.38,vdo_trend_accel
1711512000000,BUY,0.06109089,70426.72,4.3024,4302.43,vdo_trend
1711641600000,BUY,0.05618326,71329.60,4.0075,4007.53,vdo_trend_accel
1711929600000,BUY,0.05073414,71319.21,3.6183,3618.32,vdo_trend_accel
1712044800000,SELL,1.52719279,66418.95,101.4345,101434.55,trailing_stop
1712246400000,BUY,0.46061298,67685.21,31.1767,31176.69,vdo_trend_accel
1712462400000,BUY,0.31707916,69446.22,22.0199,22019.95,vdo_trend_accel
1712505600000,BUY,0.22351456,69581.98,15.5526,15552.59,vdo_trend_accel
1712563200000,BUY,0.09729918,70737.53,6.8827,6882.70,vdo_trend_accel
1712606400000,BUY,0.33293749,71805.48,23.9067,23906.73,vdo_trend_accel
1712952000000,SELL,1.43144337,66807.22,95.6308,95630.75,trailing_stop
1713312000000,BUY,0.46958337,63828.49,29.9728,29972.80,vdo_trend_accel
1713355200000,BUY,0.48281444,62629.47,30.2384,30238.41,vdo_trend_accel
1713412800000,BUY,0.25714716,62022.09,15.9488,15948.80,vdo_trend_accel
1713456000000,BUY,0.11968851,63533.62,7.6042,7604.24,vdo_trend_accel
1713571200000,BUY,0.07538279,63853.11,4.8134,4813.43,vdo_trend
1713614400000,BUY,0.06907076,63742.22,4.4027,4402.72,vdo_trend_accel
1713657600000,BUY,0.05958704,64976.30,3.8717,3871.75,vdo_trend_accel
1714147200000,SELL,1.53327406,63468.30,97.3143,97314.29,trailing_stop
1714449600000,BUY,0.47189083,63683.00,30.0514,30051.42,vdo_trend_accel
1714665600000,BUY,0.42528081,59296.76,25.2178,25217.77,vdo_trend_accel
1714780800000,BUY,0.15369514,62916.60,9.6700,9669.98,vdo_trend_accel
1714824000000,BUY,0.23356794,63908.44,14.9270,14926.96,vdo_trend_accel
1714867200000,BUY,0.07519774,63927.18,4.8072,4807.18,vdo_trend
1714924800000,BUY,0.08039320,64464.08,5.1825,5182.47,vdo_trend_accel
1715328000000,BUY,0.11212982,63112.71,7.0768,7076.82,vdo_trend_accel
1715587200000,BUY,0.03383547,62368.65,2.1103,2110.27,vdo_trend_accel
1716494400000,SELL,1.58599096,67163.03,106.5200,106519.95,trailing_stop
1716825600000,BUY,0.54554791,70412.57,38.4134,38413.43,vdo_trend_accel
1717344000000,BUY,0.30658349,68179.66,20.9028,20902.76,vdo_trend_accel
1717401600000,BUY,0.28583043,68944.60,19.7065,19706.47,vdo_trend_accel
1717444800000,BUY,0.11271912,69242.07,7.8049,7804.90,vdo_trend
1717761600000,BUY,0.09316077,71739.44,6.6833,6683.30,vdo_trend_accel
1718107200000,SELL,1.34384172,66853.22,89.8401,89840.14,emergency_dd
1718208000000,BUY,0.53120984,69772.36,37.0638,37063.76,vdo_trend_accel
1718265600000,BUY,0.25881280,67762.05,17.5377,17537.69,vdo_trend
1718582400000,BUY,0.23812722,66713.54,15.8863,15886.31,vdo_trend_accel
1718640000000,SELL,1.02814985,65332.05,67.1711,67171.14,emergency_dd
1718870400000,BUY,0.49450690,65895.07,32.5856,32585.57,vdo_trend_accel
1719043200000,BUY,0.48252650,64555.48,31.1497,31149.73,vdo_trend_accel
1719086400000,BUY,0.40252305,64330.38,25.8945,25894.46,vdo_trend_accel
1719172800000,BUY,0.06562641,64185.07,4.2122,4212.24,vdo_trend_accel
1719230400000,SELL,1.44518285,61258.24,88.5294,88529.36,emergency_dd
1719374400000,BUY,0.45874224,61970.14,28.4283,28428.32,vdo_trend_accel
1719446400000,BUY,0.43253319,60898.46,26.3406,26340.61,vdo_trend
1719489600000,BUY,0.49911875,61229.67,30.5609,30560.88,vdo_trend_accel
1719532800000,BUY,0.06708896,61740.40,4.1421,4142.10,vdo_trend_accel
1719576000000,BUY,0.04287789,61723.93,2.6466,2646.59,vdo_trend_accel
1720152000000,SELL,1.50036104,55197.63,82.8164,82816.37,emergency_dd
1720281600000,BUY,0.53376208,57349.52,30.6110,30611.00,vdo_trend_accel
1720324800000,BUY,0.39051214,57995.34,22.6479,22647.89,vdo_trend
1720368000000,BUY,0.25488179,56856.68,14.4917,14491.73,vdo_trend
1720411200000,SELL,1.17915601,55129.67,65.0065,65006.48,emergency_dd
1721145600000,BUY,0.37832770,64913.93,24.5587,24558.74,vdo_trend
1721188800000,BUY,0.17390294,65737.80,11.4320,11432.00,vdo_trend_accel
1721592000000,BUY,0.22330605,67459.12,15.0640,15064.03,vdo_trend_accel
1721980800000,BUY,0.20774621,66927.35,13.9039,13903.90,vdo_trend_accel
1722024000000,BUY,0.08501238,68027.40,5.7832,5783.17,vdo_trend_accel
1722067200000,BUY,0.05143140,68074.11,3.5011,3501.15,vdo_trend
1722168000000,BUY,0.04642007,67873.32,3.1507,3150.68,vdo_trend
1722225600000,BUY,0.01738042,69385.81,1.2060,1205.95,vdo_trend_accel
1722700800000,SELL,1.18352717,60845.53,72.0123,72012.34,emergency_dd
1722916800000,BUY,0.26956926,55696.35,15.0140,15014.02,vdo_trend_accel
1722960000000,BUY,0.12053356,56437.02,6.8026,6802.55,vdo_trend_accel
1723003200000,BUY,0.45665901,56893.29,25.9808,25980.83,vdo_trend_accel
1723046400000,BUY,0.19421445,56125.37,10.9004,10900.36,vdo_trend
1723838400000,BUY,0.12899253,59716.22,7.7029,7702.95,vdo_trend_accel
1723881600000,BUY,0.13283402,59280.59,7.8745,7874.48,vdo_trend_accel
1724025600000,SELL,1.30280283,58395.22,76.0775,76077.46,trailing_stop
1724126400000,BUY,0.45871878,60652.54,27.8225,27822.46,vdo_trend_accel
1724184000000,BUY,0.45204680,59544.74,26.9170,26917.01,vdo_trend_accel
1724443200000,BUY,0.09471468,63663.84,6.0299,6029.90,vdo_trend_accel
1724774400000,SELL,1.00548025,61675.19,62.0132,62013.19,trailing_stop
1725062400000,BUY,0.34749632,59156.51,20.5567,20556.67,vdo_trend
1726588800000,BUY,0.19711142,61169.12,12.0571,12057.13,vdo_trend_accel
1726689600000,BUY,0.22148198,60091.03,13.3091,13309.08,vdo_trend
1726732800000,BUY,0.35352209,62128.16,21.9637,21963.68,vdo_trend_accel
1726776000000,BUY,0.06243329,63286.78,3.9512,3951.20,vdo_trend_accel
1726819200000,BUY,0.03827678,63559.75,2.4329,2432.86,vdo_trend
1727064000000,BUY,0.01968305,64389.40,1.2674,1267.38,vdo_trend_accel
1727208000000,BUY,0.02422513,64327.72,1.5583,1558.35,vdo_trend_accel
1727712000000,SELL,1.26423006,63526.47,80.3121,80312.07,trailing_stop
1727798400000,BUY,0.46735546,62663.30,29.2860,29286.04,vdo_dip_buy
1728028800000,BUY,0.29295067,61477.44,18.0099,18009.86,vdo_trend_accel
1728115200000,BUY,0.17599354,62110.35,10.9310,10931.02,vdo_trend_accel
1728230400000,BUY,0.14095257,62754.51,8.8454,8845.41,vdo_trend_accel
1728273600000,BUY,0.06857900,63565.46,4.3593,4359.26,vdo_trend_accel
1728590400000,SELL,1.14583124,59694.42,68.3997,68399.74,emergency_dd
1728676800000,BUY,0.44637240,63120.70,28.1753,28175.34,vdo_trend_accel
1728864000000,BUY,0.23164250,62904.60,14.5714,14571.38,vdo_trend
1728907200000,BUY,0.20349577,64955.76,13.2182,13218.22,vdo_trend_accel
1728950400000,BUY,0.15801790,66120.35,10.4482,10448.20,vdo_trend_accel
1729684800000,SELL,1.03952857,66377.48,69.0013,69001.28,trailing_stop
1729800000000,BUY,0.41935991,68347.37,28.6621,28662.14,vdo_trend_accel
1729972800000,BUY,0.42925713,67214.95,28.8525,28852.50,vdo_trend
1730016000000,BUY,0.26608620,67240.97,17.8919,17891.89,vdo_trend_accel
1730059200000,BUY,0.03792895,67887.32,2.5749,2574.90,vdo_trend_accel
1730160000000,BUY,0.02535801,70000.69,1.7751,1775.08,vdo_trend_accel
1730448000000,SELL,1.17799021,69235.60,81.5589,81558.86,trailing_stop
1730692800000,BUY,0.42858198,69085.84,29.6089,29608.95,vdo_trend_accel
1730736000000,BUY,0.30195258,68683.77,20.7392,20739.24,vdo_trend_accel
1730779200000,BUY,0.12761371,68280.55,8.7135,8713.53,vdo_trend
1730822400000,BUY,0.11226384,69678.31,7.8224,7822.35,vdo_trend_accel
1730865600000,BUY,0.05042189,74389.43,3.7509,3750.86,vdo_trend_accel
1731225600000,BUY,0.04862307,78875.72,3.8352,3835.18,vdo_trend_accel
1731268800000,BUY,0.03084462,79792.86,2.4612,2461.18,vdo_trend_accel
1731312000000,BUY,0.01470083,81153.73,1.1930,1193.03,vdo_trend
1731355200000,BUY,0.02177938,86149.57,1.8763,1876.28,vdo_trend_accel
1732464000000,SELL,1.13678189,95848.78,108.9592,108959.16,trailing_stop
1732665600000,BUY,0.43127231,92015.75,39.6838,39683.84,vdo_dip_buy
1732723200000,BUY,0.35257676,95608.56,33.7094,33709.36,vdo_trend_accel
1732824000000,BUY,0.19362112,95171.80,18.4273,18427.27,vdo_trend
1732867200000,BUY,0.07961665,95677.65,7.6175,7617.53,vdo_trend
1732910400000,BUY,0.04152644,97383.27,4.0440,4043.98,vdo_trend_accel
1733371200000,BUY,0.01755707,103020.64,1.8087,1808.74,vdo_trend_accel
1733414400000,BUY,0.03939594,101347.72,3.9927,3992.69,vdo_trend
1733774400000,SELL,1.15556629,97016.95,112.1095,112109.51,trailing_stop
1733846400000,BUY,0.40173063,95711.41,38.4502,38450.20,vdo_dip_buy
1733932800000,BUY,0.28876824,100416.85,28.9972,28997.20,vdo_trend_accel
1734148800000,BUY,0.14085462,102144.16,14.3875,14387.48,vdo_trend_accel
1734235200000,BUY,0.18329312,101789.79,18.6574,18657.37,vdo_trend
1734278400000,BUY,0.12531122,102760.49,12.8770,12877.04,vdo_trend_accel
1734566400000,SELL,1.13995782,100148.91,114.1655,114165.53,trailing_stop
1734825600000,BUY,0.31445851,97345.52,30.6111,30611.13,vdo_trend
1734940800000,BUY,0.42501697,95456.49,40.5706,40570.63,vdo_trend
1734998400000,BUY,0.15067431,94933.66,14.3041,14304.06,vdo_trend_accel
1735084800000,BUY,0.09190757,98717.85,9.0729,9072.92,vdo_trend_accel
1735646400000,BUY,0.06796619,94284.52,6.4082,6408.16,vdo_trend_accel
1735689600000,BUY,0.04899595,93627.47,4.5874,4587.37,vdo_trend_accel
1735732800000,BUY,0.04721910,93496.05,4.4148,4414.80,vdo_trend_accel
1735776000000,BUY,0.03759326,94643.81,3.5580,3557.97,vdo_trend
1736280000000,SELL,1.18383188,96398.95,114.1201,114120.15,trailing_stop
1736539200000,BUY,0.35948749,95379.51,34.2877,34287.74,vdo_trend_accel
1736640000000,BUY,0.33746277,94652.03,31.9415,31941.54,vdo_trend_accel
1736856000000,BUY,0.23955886,96601.15,23.1417,23141.66,vdo_trend_accel
1736899200000,BUY,0.11818760,96613.97,11.4186,11418.57,vdo_trend_accel
1736971200000,BUY,0.02039165,99899.83,2.0371,2037.12,vdo_trend
1737043200000,BUY,0.03711765,99350.79,3.6877,3687.67,vdo_trend
1737086400000,BUY,0.05057177,101107.32,5.1132,5113.18,vdo_trend
1737633600000,SELL,1.16277779,101888.44,118.4736,118473.61,trailing_stop
1737734400000,BUY,0.35711996,105918.22,37.8255,37825.51,vdo_trend_accel
1737777600000,BUY,0.23864112,105260.27,25.1194,25119.43,vdo_trend_accel
1737864000000,BUY,0.14676148,105120.20,15.4276,15427.60,vdo_trend
1737907200000,BUY,0.23652000,105024.76,24.8405,24840.46,vdo_trend_accel
1738152000000,BUY,0.07520649,102702.46,7.7239,7723.89,vdo_trend
1738195200000,BUY,0.03660759,103790.31,3.7995,3799.51,vdo_trend_accel
1738252800000,BUY,0.02083177,105622.06,2.2003,2200.29,vdo_trend
1738296000000,BUY,0.01570525,104401.86,1.6397,1639.66,vdo_trend
1738526400000,SELL,1.12739366,98219.13,110.7316,110731.62,emergency_dd
1738699200000,BUY,0.34231647,98914.16,33.8599,33859.95,vdo_trend_accel
1738958400000,BUY,0.21449569,96951.86,20.7958,20795.76,vdo_trend
1739188800000,BUY,0.17309794,97714.87,16.9142,16914.24,vdo_trend
1739404800000,BUY,0.14382821,97923.84,14.0842,14084.21,vdo_trend_accel
1739563200000,BUY,0.15002197,97994.31,14.7013,14701.30,vdo_trend_accel
1739606400000,BUY,0.03938867,97399.82,3.8364,3836.45,vdo_trend
1739649600000,BUY,0.03401745,97585.56,3.3196,3319.61,vdo_trend
1739808000000,BUY,0.04324080,95712.07,4.1387,4138.67,vdo_dip_buy
1740470400000,SELL,1.14040720,89270.89,101.8052,101805.17,emergency_dd
1740571200000,BUY,0.41605960,88665.55,36.8902,36890.15,vdo_dip_buy
1740614400000,BUY,0.42983902,84296.43,36.2339,36233.90,vdo_dip_buy
1740686400000,BUY,0.12668728,84160.25,10.6620,10662.03,vdo_dip_buy
1740715200000,SELL,0.97258590,80408.65,78.2043,78204.32,emergency_dd
1740772800000,BUY,0.34585350,84496.45,29.2234,29223.39,vdo_trend_accel
1740931200000,BUY,0.37427614,87476.09,32.7402,32740.21,vdo_trend_accel
1740974400000,BUY,0.21621813,92760.98,20.0566,20056.61,vdo_trend
1741017600000,BUY,0.05857682,90084.91,5.2769,5276.89,vdo_trend
1741075200000,SELL,0.99492459,83140.65,82.7187,82718.68,trailing_stop
1741176000000,BUY,0.36962508,89863.66,33.2159,33215.86,vdo_trend_accel
1741219200000,BUY,0.34186817,90655.84,30.9923,30992.35,vdo_trend_accel
1741262400000,BUY,0.17914581,91400.25,16.3740,16373.97,vdo_trend_accel
1741305600000,BUY,0.04626273,89981.35,4.1628,4162.78,vdo_trend_accel
1741320000000,SELL,0.93690179,86943.42,81.4574,81457.45,emergency_dd
1743264000000,BUY,0.38814662,82459.55,32.0064,32006.40,vdo_dip_buy
1743364800000,BUY,0.38752502,82594.21,32.0073,32007.32,vdo_dip_buy
1743465600000,BUY,0.30278717,82595.41,25.0088,25008.83,vdo_trend_accel
1743926400000,SELL,1.07845881,82979.31,89.4898,89489.77,trailing_stop
1745208000000,BUY,0.19830598,87253.53,17.3029,17302.90,vdo_trend_accel
1745251200000,BUY,0.20441646,88093.24,18.0077,18007.71,vdo_trend_accel
1745294400000,BUY,0.36462943,88206.04,32.1625,32162.52,vdo_trend_accel
1745366400000,BUY,0.06088024,93494.39,5.6920,5691.96,vdo_trend_accel
1746086400000,BUY,0.11634791,95078.11,11.0621,11062.14,vdo_trend_accel
1746129600000,BUY,0.03101805,96576.36,2.9956,2995.61,vdo_trend
1746403200000,SELL,0.97559807,94225.76,91.9265,91926.47,trailing_stop
1746561600000,BUY,0.29709853,95015.74,28.2290,28229.04,vdo_trend_accel
1746604800000,BUY,0.34918704,97048.17,33.8880,33887.96,vdo_trend_accel
1746648000000,BUY,0.25703029,96232.91,24.7348,24734.77,vdo_trend
1746691200000,BUY,0.03953133,99306.94,3.9257,3925.74,vdo_trend
1746734400000,BUY,0.02325460,101355.72,2.3570,2356.99,vdo_trend_accel
1748174400000,SELL,0.96610179,107201.01,103.5671,103567.08,trailing_stop
1748880000000,BUY,0.25990002,104496.24,27.1586,27158.57,vdo_trend
1748952000000,BUY,0.22075774,105345.16,23.2558,23255.76,vdo_trend_accel
1749038400000,BUY,0.19350976,105142.16,20.3460,20346.04,vdo_trend
1749268800000,BUY,0.12357076,104929.28,12.9662,12966.19,vdo_trend_accel
1749355200000,BUY,0.05472583,105529.61,5.7752,5775.20,vdo_trend
1749398400000,BUY,0.15878081,106042.83,16.8376,16837.57,vdo_compression
1752566400000,SELL,1.01124492,116714.91,118.0274,118027.36,trailing_stop
1753084800000,BUY,0.32592803,119429.84,38.9255,38925.53,vdo_trend_accel
1753171200000,BUY,0.34826569,118048.59,41.1123,41112.27,vdo_trend_accel
1753214400000,BUY,0.21546281,119347.72,25.7150,25715.00,vdo_trend_accel
1753257600000,BUY,0.04663684,118415.45,5.5225,5522.52,vdo_trend
1753632000000,BUY,0.02421923,118650.98,2.8736,2873.64,vdo_trend_accel
1754078400000,SELL,0.96051260,113266.35,108.7938,108793.75,emergency_dd
1754251200000,BUY,0.28816552,114376.07,32.9592,32959.24,vdo_trend_accel
1754496000000,BUY,0.20653088,115477.36,23.8496,23849.64,vdo_trend_accel
1754568000000,BUY,0.27085017,116583.63,31.5767,31576.70,vdo_trend_accel
1754611200000,BUY,0.03524915,117536.64,4.1431,4143.07,vdo_trend
1754798400000,BUY,0.16405465,118565.18,19.4512,19451.17,vdo_trend_accel
1755273600000,SELL,0.96485037,117210.74,113.0908,113090.82,trailing_stop
1755734400000,BUY,0.34677139,114334.09,39.6478,39647.79,vdo_trend_accel
1755777600000,BUY,0.18724847,113210.89,21.1986,21198.57,vdo_trend
1755835200000,BUY,0.34903035,112991.36,39.4374,39437.41,vdo_trend
1755878400000,BUY,0.11010671,116434.76,12.8202,12820.25,vdo_trend_accel
1756152000000,SELL,0.99315693,110655.24,109.8980,109898.02,emergency_dd
1756224000000,BUY,0.35038868,109726.66,38.4470,38446.98,vdo_dip_buy
1756267200000,BUY,0.34662058,111479.44,38.6411,38641.07,vdo_trend_accel
1756310400000,BUY,0.11857808,112061.60,13.2880,13288.05,vdo_trend_accel
1756368000000,BUY,0.05048654,113176.33,5.7139,5713.88,vdo_trend_accel
1756483200000,BUY,0.04160198,108445.85,4.5116,4511.56,vdo_dip_buy
1756540800000,BUY,0.05591919,108583.96,6.0719,6071.93,vdo_dip_buy
1758427200000,SELL,0.96359505,115605.81,111.3972,111397.19,trailing_stop
1758715200000,BUY,0.35391502,113091.62,40.0248,40024.82,vdo_trend_accel
1758873600000,BUY,0.35567406,109380.15,38.9037,38903.68,vdo_dip_buy
1758916800000,BUY,0.16110366,109232.26,17.5977,17597.72,vdo_dip_buy
1758960000000,BUY,0.07115829,109471.37,7.7898,7789.80,vdo_trend_accel
1759017600000,BUY,0.02719800,109696.16,2.9835,2983.52,vdo_trend_accel
1759060800000,BUY,0.02835847,109429.18,3.1032,3103.24,vdo_trend
1760112000000,SELL,0.99740750,118953.54,118.6452,118645.15,trailing_stop
1760284800000,BUY,0.37816399,113260.47,42.8310,42831.03,vdo_trend_accel
1760328000000,BUY,0.37448730,114884.29,43.0227,43022.71,vdo_trend_accel
1760385600000,BUY,0.10121025,115856.53,11.7259,11725.87,vdo_trend_accel
1760630400000,SELL,0.85386153,108489.52,92.6350,92635.02,emergency_dd
1760846400000,BUY,0.36884688,107334.80,39.5901,39590.11,vdo_trend_accel
1760947200000,BUY,0.10228104,111231.06,11.3768,11376.83,vdo_trend_accel
1760990400000,BUY,0.15482004,110864.17,17.1640,17164.00,vdo_trend
1761048000000,BUY,0.11501360,108639.73,12.4950,12495.05,vdo_trend
1761235200000,BUY,0.10233659,109968.75,11.2538,11253.83,vdo_trend_accel
1761278400000,BUY,0.06691400,110502.21,7.3941,7394.15,vdo_trend_accel
1761321600000,BUY,0.05100070,110107.45,5.6156,5615.56,vdo_trend
1761364800000,BUY,0.02843505,111091.06,3.1589,3158.88,vdo_trend
1761408000000,BUY,0.02973872,111446.45,3.3143,3314.27,vdo_trend
1761782400000,SELL,1.01938664,109960.80,112.0926,112092.57,trailing_stop
1762329600000,BUY,0.40382722,102049.13,41.2102,41210.22,vdo_dip_buy
1762372800000,BUY,0.39852685,104065.30,41.4728,41472.82,vdo_trend_accel
1762416000000,BUY,0.15288203,103241.51,15.7838,15783.77,vdo_trend_accel
1763064000000,SELL,0.95523610,98627.86,94.2129,94212.89,emergency_dd
